bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,island,sex,species
37.7,13.6,223.5,4453.0,1.0,0.0,1
37.8,15.2,195.4,3072.0,0.0,1.0,0
39.1,13.6,220.2,5617.0,2.0,0.0,1
53.9,20.5,197.3,,0.0,1.0,0
42.3,15.1,205.8,5674.0,1.0,0.0,1
53.6,15.5,213.4,5099.0,1.0,1.0,1
40.0,19.9,201.2,5299.0,0.0,1.0,1
35.4,18.9,210.7,4228.0,2.0,0.0,0
57.8,15.0,184.4,3539.0,1.0,1.0,1
50.4,14.9,231.4,3173.0,0.0,1.0,1
58.9,19.4,205.3,,0.0,1.0,1
38.3,21.2,214.9,3115.0,2.0,0.0,0
57.4,18.3,233.4,6089.0,2.0,0.0,1
34.4,20.0,196.7,5443.0,0.0,0.0,0
56.4,17.2,213.3,4174.0,1.0,1.0,1
34.5,16.9,224.8,3908.0,0.0,0.0,0
52.1,16.6,176.1,3216.0,1.0,1.0,0
40.9,17.0,173.4,5604.0,0.0,1.0,0
35.6,21.9,193.5,3707.0,2.0,0.0,0
34.4,20.1,202.9,3596.0,2.0,0.0,0
35.7,20.2,233.3,3334.0,0.0,0.0,0
46.6,15.5,202.5,4541.0,1.0,1.0,1
38.6,18.3,180.7,2787.0,1.0,0.0,0
45.4,20.7,212.0,5458.0,1.0,1.0,1
38.3,18.3,178.0,3122.0,1.0,0.0,0
44.8,19.3,207.0,4908.0,1.0,0.0,0
43.3,21.2,221.4,5031.0,1.0,0.0,0
44.8,13.0,199.6,3811.0,0.0,0.0,0
57.9,13.1,192.3,3848.0,2.0,0.0,1
33.2,19.8,209.3,5385.0,1.0,1.0,1
55.3,21.1,197.6,3568.0,0.0,0.0,0
59.7,14.0,187.0,3994.0,2.0,1.0,1
50.2,14.8,197.7,3432.0,1.0,1.0,0
48.3,15.2,171.6,4498.0,2.0,0.0,0
52.9,16.9,215.7,5252.0,2.0,1.0,1
47.9,19.6,204.1,3925.0,2.0,1.0,1
42.6,21.5,232.0,6254.0,0.0,0.0,0
56.7,16.3,194.7,5324.0,1.0,1.0,1
37.8,16.5,200.9,4166.0,2.0,1.0,0
47.2,16.2,213.9,6198.0,0.0,1.0,1
53.2,14.0,193.7,3625.0,2.0,1.0,0
49.6,18.7,209.6,3146.0,2.0,0.0,0
58.2,17.8,231.5,3286.0,0.0,1.0,1
56.4,14.6,225.3,4862.0,0.0,0.0,1
59.6,20.3,227.7,5515.0,2.0,1.0,1
57.0,13.7,199.3,5649.0,0.0,0.0,1
50.6,20.0,207.1,4370.0,1.0,1.0,1
54.3,21.2,220.4,4175.0,0.0,1.0,0
52.2,13.7,232.7,4173.0,0.0,0.0,1
47.3,18.1,195.5,4389.0,,0.0,0
38.1,13.0,197.1,2991.0,2.0,0.0,0
49.4,16.5,196.5,4804.0,0.0,1.0,1
35.3,19.0,193.6,5666.0,1.0,1.0,0
54.4,17.5,225.6,6052.0,0.0,0.0,1
55.7,19.4,206.8,5591.0,0.0,1.0,1
35.7,19.5,172.3,5991.0,1.0,0.0,0
32.2,15.1,226.3,5377.0,1.0,0.0,1
38.6,20.3,190.5,6100.0,2.0,1.0,0
53.6,13.7,198.4,5562.0,0.0,1.0,1
50.1,18.3,226.9,3484.0,0.0,0.0,1
36.6,15.0,176.1,5698.0,1.0,1.0,1
52.1,20.1,201.8,4344.0,1.0,0.0,1
38.9,17.2,195.8,3424.0,0.0,1.0,1
48.8,21.5,183.1,3162.0,2.0,1.0,0
35.2,13.2,184.9,6042.0,0.0,0.0,0
59.8,14.3,200.9,4219.0,0.0,1.0,1
44.4,18.5,196.9,3345.0,0.0,1.0,0
,17.7,221.7,5575.0,2.0,0.0,1
33.2,14.3,170.5,3856.0,2.0,1.0,0
59.0,13.4,230.0,2899.0,1.0,0.0,1
43.4,21.6,186.9,3930.0,0.0,1.0,0
35.9,20.3,208.8,4451.0,1.0,1.0,1
39.3,16.2,208.3,3332.0,2.0,1.0,1
46.7,15.3,189.7,6112.0,1.0,1.0,1
53.6,21.8,209.7,3965.0,0.0,0.0,1
41.2,19.5,180.9,3955.0,2.0,1.0,0
59.8,17.1,207.2,5234.0,0.0,0.0,1
58.9,21.1,182.6,3270.0,0.0,1.0,0
42.0,21.8,216.2,5682.0,2.0,0.0,1
42.1,13.9,172.5,5353.0,0.0,0.0,0
49.3,16.6,232.5,5252.0,2.0,0.0,1
44.7,17.1,198.4,4461.0,2.0,1.0,1
52.6,17.7,232.2,4839.0,1.0,0.0,1
43.6,20.9,175.9,3415.0,0.0,0.0,0
35.0,18.2,199.7,6040.0,2.0,1.0,1
38.6,14.1,222.2,4330.0,2.0,1.0,1
41.4,18.6,216.5,5599.0,2.0,1.0,0
44.2,13.3,177.1,2812.0,2.0,1.0,0
41.9,14.0,202.8,5272.0,0.0,0.0,1
52.4,17.9,179.5,5787.0,2.0,0.0,1
54.3,16.4,184.4,4361.0,1.0,1.0,0
38.8,15.5,176.5,2978.0,2.0,1.0,0
45.7,21.2,219.0,4924.0,2.0,1.0,1
47.5,14.4,197.8,4288.0,1.0,0.0,1
47.2,18.8,231.4,5817.0,0.0,0.0,1
42.0,16.8,176.9,5356.0,0.0,1.0,0
39.8,18.5,193.7,5935.0,2.0,0.0,0
48.5,21.2,207.6,5908.0,0.0,1.0,1
55.3,18.4,232.7,5434.0,2.0,0.0,1
47.4,18.8,214.8,6145.0,0.0,1.0,1
36.4,18.6,176.8,3223.0,0.0,0.0,0
58.5,17.9,184.2,,2.0,1.0,1
38.1,20.2,195.5,5686.0,2.0,0.0,0
55.3,14.1,232.3,5918.0,0.0,0.0,1
42.4,20.8,170.5,4514.0,0.0,0.0,0
47.9,16.2,206.1,4738.0,2.0,1.0,1
nan_err,13.7,180.1,4261.0,1.0,0.0,1
47.1,17.0,188.1,4424.0,1.0,0.0,1
43.4,14.9,174.4,5793.0,0.0,0.0,1
46.5,13.4,194.5,4481.0,1.0,0.0,1
56.3,16.1,232.9,4370.0,0.0,0.0,1
49.5,15.4,204.1,3994.0,1.0,1.0,0
33.1,17.8,183.1,6258.0,1.0,0.0,0
41.3,16.1,186.2,4319.0,1.0,0.0,0
54.4,20.7,195.2,4938.0,2.0,1.0,1
49.6,13.4,231.7,4739.0,2.0,1.0,1
51.8,17.9,228.4,4085.0,2.0,1.0,1
38.3,19.2,207.5,4869.0,0.0,1.0,1
57.4,18.0,203.0,3135.0,0.0,0.0,0
33.1,14.7,217.4,3435.0,2.0,0.0,1
58.9,16.1,181.1,3302.0,1.0,1.0,1
,17.6,223.1,4012.0,0.0,0.0,0
38.3,15.5,224.9,4562.0,2.0,1.0,1
46.0,13.1,225.2,,0.0,1.0,1
53.3,18.2,210.0,3017.0,2.0,1.0,1
51.0,13.5,172.2,5893.0,0.0,0.0,0
46.1,21.3,188.9,2792.0,0.0,0.0,0
39.3,20.7,196.5,3161.0,2.0,0.0,0
33.6,18.8,208.6,4799.0,2.0,1.0,1
39.5,14.7,212.7,5926.0,0.0,1.0,0
57.8,14.9,194.9,6150.0,0.0,0.0,1
35.0,14.2,212.1,4476.0,2.0,0.0,0
50.4,17.4,181.6,4576.0,1.0,1.0,1
33.9,17.4,221.9,5050.0,1.0,1.0,0
44.6,18.8,188.2,5835.0,0.0,1.0,0
35.9,16.7,222.8,4766.0,2.0,0.0,0
52.6,15.5,181.4,4467.0,2.0,1.0,1
41.3,19.0,176.9,4362.0,2.0,0.0,0
56.1,22.0,183.1,4574.0,0.0,1.0,0
37.9,14.0,184.8,3129.0,2.0,0.0,0
52.7,14.2,190.0,4533.0,1.0,0.0,0
35.5,14.5,190.9,2917.0,1.0,0.0,0
53.0,14.1,208.7,3354.0,0.0,1.0,0
44.8,19.9,207.4,3151.0,1.0,0.0,0
46.6,20.5,230.7,3660.0,1.0,1.0,0
51.6,18.1,177.9,4805.0,2.0,0.0,1
48.1,,,6262.0,1.0,1.0,1
32.1,14.5,219.9,6164.0,1.0,1.0,1
54.6,13.4,189.6,3415.0,1.0,0.0,1
52.7,16.6,233.6,3278.0,1.0,0.0,0
41.3_err,17.0,211.3,3116.0,1.0,0.0,1
48.0,16.8,175.3,3004.0,1.0,0.0,0
33.3,21.1,171.8,2748.0,0.0,1.0,0
56.9,14.6,220.1,4323.0,0.0,0.0,1
57.6,21.7,195.4,3458.0,0.0,1.0,0
40.9,,218.1,5390.0,0.0,0.0,1
57.4,15.7,191.3,4471.0,0.0,0.0,1
33.6,18.3,191.5,3399.0,1.0,1.0,0
33.3,21.7,201.4,2938.0,0.0,0.0,0
50.8,20.9,181.1,5794.0,1.0,0.0,1
57.6,13.0,180.7,2723.0,2.0,1.0,0
52.9,18.7,181.7,4456.0,1.0,0.0,0
36.9,19.5,216.9,4647.0,1.0,0.0,0
56.4,18.4,175.1,5776.0,2.0,0.0,0
55.0,13.9,223.3,4774.0,0.0,0.0,1
44.0,20.6,191.2,4224.0,0.0,0.0,0
37.4,14.0,197.9,3105.0,,1.0,0
54.2,21.2,176.0,2833.0,2.0,1.0,1
32.5,21.8,191.9,3027.0,0.0,0.0,0
32.7,21.0,193.4,4690.0,1.0,1.0,0
35.8,16.1,183.6,3737.0,0.0,1.0,1
46.5,18.5,213.6,3543.0,1.0,1.0,1
47.5,15.4,192.8,3378.0,1.0,0.0,0
44.8,19.8,223.6,3381.0,2.0,0.0,0
43.8,14.5,184.7,3304.0,1.0,1.0,0
42.4,16.4,186.2,2859.0,0.0,1.0,0
42.6,19.5,232.5,5713.0,1.0,0.0,1
49.7,17.4,193.5,4150.0,0.0,1.0,0
54.8,14.6,226.5,5140.0,1.0,0.0,1
37.0,20.7,189.3,2781.0,1.0,0.0,0
35.5,15.2,193.5,3038.0,2.0,0.0,0
59.5,20.6,219.5,2879.0,0.0,0.0,1
53.4,16.5,233.8,4515.0,1.0,0.0,1
39.1,21.0,188.5,5489.0,1.0,0.0,0
39.8,19.8,183.7,5535.0,1.0,1.0,1
36.0,14.4,233.3,2770.0,2.0,1.0,1
38.2,17.2,203.8,5048.0,2.0,0.0,1
58.0,13.4,,4099.0,1.0,0.0,1
47.7,22.0,218.2,3151.0,1.0,1.0,0
41.9,21.6,232.3,5533.0,0.0,0.0,1
58.0,15.2,175.6,3033.0,0.0,1.0,1
41.5,20.6,209.0,5611.0,2.0,0.0,1
32.8,18.9,204.6,2880.0,1.0,1.0,0
35.8,15.1,211.5,5728.0,0.0,1.0,1
56.1,18.5,208.5,4361.0,1.0,1.0,0
41.3,15.2,,2814.0,0.0,0.0,0
46.4,18.4,207.1,3545.0,1.0,0.0,0
59.9,16.9,184.8,2779.0,2.0,1.0,1
49.7,17.6,183.1,4890.0,0.0,0.0,0
32.1,14.9,200.8,3961.0,2.0,1.0,0
49.7,18.3,174.8,5989.0,0.0,1.0,1
45.9,19.8,226.1,5692.0,2.0,0.0,1
34.4,20.4,181.0,5815.0,1.0,0.0,0
40.2,15.3,170.6,3155.0,1.0,0.0,0
60.0,21.8,178.1,4562.0,1.0,1.0,0
48.1,17.0,174.2,4316.0,2.0,0.0,0
59.1,14.3,188.1,3507.0,0.0,1.0,1
41.7,18.8,180.0,4310.0,0.0,1.0,0
56.8,13.4,231.0,3946.0,1.0,1.0,1
54.3,17.0,229.6,4922.0,2.0,0.0,1
35.1,19.2,201.1,2904.0,2.0,0.0,0
37.5,21.0,199.4,6245.0,0.0,1.0,0
,14.7,180.7,4478.0,2.0,1.0,1
56.5,15.9,187.0,6172.0,0.0,1.0,1
47.5,19.4,201.6,5698.0,1.0,1.0,1
42.2,18.2,183.7,3625.0,1.0,0.0,0
43.7,13.7,228.3,2854.0,0.0,0.0,0
46.4,15.9,173.7,4762.0,1.0,0.0,0
46.4,19.6,178.9,5811.0,2.0,0.0,0
38.6,16.9,222.0,4093.0,0.0,0.0,0
57.7,20.1,221.5,3282.0,0.0,1.0,0
52.3,13.3,177.2,5663.0,1.0,1.0,1
48.6,17.4,222.5,4183.0,2.0,1.0,1
51.3,15.3,197.0,4152.0,1.0,1.0,1
36.5,19.1,172.6,4140.0,1.0,1.0,0
,21.0,,4315.0,1.0,0.0,1
32.4,19.7,184.0,3518.0,2.0,1.0,0
40.1,15.9,193.4,5376.0,1.0,0.0,0
33.9,13.1,234.4,4531.0,0.0,0.0,1
47.9,21.1,229.7,4407.0,0.0,0.0,0
,18.2,229.8,5717.0,2.0,1.0,1
56.3,16.6,215.0,4048.0,2.0,0.0,0
39.0,17.8,212.3,4485.0,1.0,0.0,0
49.2,18.4,218.2,3001.0,0.0,1.0,0
40.6,14.9,220.0,5842.0,0.0,0.0,0
36.0,21.2,188.2,3354.0,0.0,0.0,0
33.6,19.3,204.4,3014.0,2.0,0.0,0
47.6,15.6,193.5,4452.0,1.0,0.0,1
52.0,,174.1,4430.0,2.0,1.0,1
49.1,14.9,232.3,5780.0,1.0,0.0,1
57.0,21.8,176.1,4279.0,1.0,,0
32.0,17.2,184.7,4735.0,0.0,0.0,0
36.2,21.1,177.0,5777.0,2.0,1.0,0
54.4,20.0,205.5,2770.0,0.0,1.0,0
36.3,19.6,189.6,4137.0,0.0,1.0,0
56.4,13.0,233.7,4135.0,0.0,0.0,1
39.2,20.9,193.2,6273.0,0.0,0.0,1
47.9,21.7,231.9,3852.0,0.0,1.0,0
41.2,20.3,182.8,4657.0,0.0,1.0,0
59.9,21.3,230.3,5261.0,0.0,1.0,1
40.7,21.4,181.5,5924.0,0.0,0.0,0
51.2,14.6,231.3,4880.0,2.0,0.0,1
48.0,14.3,195.9,4229.0,1.0,0.0,1
38.8,15.0,180.0,4760.0,0.0,0.0,0
35.8,20.1,182.1,4617.0,0.0,1.0,0
36.2,14.7,193.1,3493.0,0.0,1.0,0
33.3,14.9,190.5,2903.0,0.0,0.0,0
59.2,19.4,192.3,5983.0,2.0,1.0,1
36.3,16.1,193.1,3391.0,0.0,0.0,0
41.7,16.4,203.4,3516.0,,1.0,1
32.2,13.0,191.4,3674.0,0.0,0.0,0
53.7,13.6,215.1,4142.0,1.0,0.0,1
49.4,20.0,223.1,3703.0,2.0,0.0,0
33.7,13.1,213.8,5480.0,0.0,0.0,0
59.5,14.5,172.5,5776.0,2.0,0.0,1
35.3,13.7,209.7,5697.0,1.0,1.0,0
33.3,14.7,230.9,5242.0,2.0,1.0,1
45.7,15.8,218.2,5435.0,2.0,1.0,0
46.0,17.3,209.9,6223.0,1.0,1.0,1
43.1,21.3,229.2,3499.0,2.0,1.0,0
53.8,20.2,232.3,4194.0,2.0,1.0,1
,13.5,171.5,3586.0,0.0,1.0,0
41.1,16.0,204.1,6034.0,0.0,0.0,0
46.7,21.1,223.9,,2.0,0.0,1
50.4,19.0,221.1,2778.0,2.0,1.0,1
49.0,13.7,170.4,3656.0,1.0,1.0,0
37.0,13.3,185.1,4494.0,0.0,1.0,0
47.4,15.2,223.5,4708.0,1.0,1.0,1
51.7,18.3,210.2,6281.0,1.0,0.0,1
58.2,14.6,170.4,6234.0,1.0,0.0,1
54.9,17.8,208.1,4997.0,2.0,1.0,1
55.4,17.5,172.6,3904.0,0.0,0.0,1
52.6,16.4,185.1,6035.0,2.0,1.0,1
47.6,20.9,205.9,6042.0,1.0,1.0,1
48.0,15.8,190.1,5101.0,2.0,1.0,1
33.8,22.0,234.4,3604.0,0.0,0.0,0
36.6,21.6,183.1,6004.0,1.0,1.0,1
47.9,15.2,225.5,4154.0,,1.0,1
40.8,15.0,219.8,5370.0,0.0,0.0,0
42.5,15.1,192.4,3715.0,0.0,1.0,0
47.6,17.0,184.1,3756.0,2.0,0.0,0
49.3,14.5,194.9,5293.0,2.0,0.0,1
38.0,21.9,200.5,4462.0,1.0,1.0,0
43.3,19.0,227.1,5222.0,1.0,1.0,0
37.3,17.0,214.7,4936.0,0.0,1.0,0
40.1,16.7,,3886.0,0.0,0.0,0
37.2,21.1,202.1,5933.0,2.0,0.0,0
47.2,19.4,186.4,4986.0,1.0,0.0,0
40.0,19.4,234.0,4270.0,2.0,0.0,1
52.2,14.2,179.5,2765.0,0.0,0.0,0
54.9,20.0,198.4,4403.0,1.0,1.0,0
45.9,22.0,184.1,5267.0,,1.0,0
43.5,13.1,189.1,4911.0,0.0,1.0,1
44.2,18.3,222.8,2717.0,,1.0,1
46.9,19.2,230.0,3091.0,0.0,0.0,0
37.3,15.8,188.8,6214.0,0.0,0.0,0
44.3,17.0,192.0,5639.0,1.0,0.0,1
58.5,16.3,199.0,4844.0,1.0,0.0,1
54.0,21.8,213.6,3937.0,2.0,1.0,1
36.9,17.8,171.5,3055.0,0.0,1.0,0
50.6,21.7,191.8,3569.0,1.0,0.0,0
52.8,19.3,196.8,4014.0,1.0,0.0,0
55.9,16.2,180.9,2818.0,0.0,1.0,0
42.7,19.7,215.0,4252.0,1.0,0.0,0
51.3,15.5,209.5,5996.0,1.0,1.0,1
43.2,21.2,208.5,6275.0,2.0,0.0,1
36.5,19.6,222.4,3668.0,1.0,0.0,0
50.9,18.7,211.4,6107.0,1.0,0.0,1
32.7,16.6,196.1,5055.0,1.0,0.0,0
34.5,17.9,195.0,3166.0,0.0,1.0,0
43.9,19.2,209.1,5055.0,2.0,1.0,1
55.5,16.1,213.5,5814.0,1.0,1.0,1
33.0,15.2,184.7,2834.0,2.0,0.0,0
56.5,21.7,228.9,4007.0,0.0,1.0,1
49.8,17.2,212.5,,1.0,0.0,1
55.0,16.5,221.8,4907.0,1.0,0.0,1
46.0,13.8,209.6,3599.0,0.0,1.0,1
34.3,15.0,229.2,4315.0,0.0,1.0,0
34.4,21.6,212.4,3960.0,1.0,0.0,0
40.2,14.7,211.5,5858.0,1.0,0.0,1
33.1,13.8,216.1,4025.0,1.0,1.0,0
52.7,16.0,192.0,5558.0,1.0,1.0,1
56.9,19.5,233.5,4859.0,0.0,1.0,1
41.0,15.6,185.6,3029.0,2.0,0.0,0
32.8,21.9,194.2,5286.0,,1.0,0
41.4,21.7,181.6,,0.0,0.0,0
54.7,13.5,176.3,2792.0,1.0,0.0,0
39.7,16.4,202.7,4467.0,1.0,1.0,1
35.8,19.2,183.0,4668.0,2.0,1.0,0
37.1,16.5,178.2,3292.0,1.0,0.0,0
55.7,13.5,178.6,5587.0,2.0,0.0,1
45.2,18.0,229.5,5034.0,,0.0,0
37.7,18.4,173.9,2947.0,2.0,0.0,0
37.1,16.8,187.9,5037.0,1.0,0.0,0
55.8,18.7,209.2,2938.0,0.0,0.0,0
33.3,19.5,174.4,3904.0,2.0,1.0,0
58.7,14.7,174.8,2982.0,1.0,0.0,0
59.8,14.1,214.6,3809.0,0.0,0.0,1
38.1,17.3,171.4,3033.0,1.0,0.0,0
39.2,18.7,222.1,4507.0,2.0,1.0,1
33.0,15.2,210.8,5415.0,0.0,0.0,1
46.4,19.0,188.0,3413.0,2.0,1.0,0
43.2,15.2,189.4,6170.0,2.0,0.0,0
59.4,18.7,223.8,3128.0,1.0,0.0,1
39.9,20.2,173.8,4873.0,0.0,0.0,0
40.2,19.8,211.7,3128.0,0.0,1.0,0
51.9,15.5,219.2,3255.0,1.0,1.0,1
35.5,15.5,186.1,4696.0,0.0,0.0,0
52.3,17.0,231.7,3695.0,0.0,0.0,0
45.5,15.7,178.3,5254.0,0.0,0.0,0
47.0,14.9,220.6,4405.0,2.0,0.0,1
51.6,13.2,232.2,5960.0,2.0,1.0,1
,18.0,209.8,3497.0,1.0,0.0,0
49.5,21.6,226.4,3960.0,1.0,1.0,1
38.5,15.6,202.3,3729.0,0.0,0.0,1
44.4,,190.7,2740.0,2.0,1.0,0
,14.2,196.6,6004.0,0.0,0.0,1
36.6,21.7,205.2,6037.0,1.0,0.0,0
40.6,13.3,216.8,4331.0,2.0,1.0,1
48.7,16.4,,5840.0,1.0,1.0,0
53.8,20.4,218.5,3956.0,0.0,0.0,0
59.8,18.3,200.4,3446.0,2.0,0.0,1
54.8,20.9,210.7,5692.0,0.0,0.0,1
42.6,13.3,196.0,5719.0,2.0,1.0,1
39.1,13.5,208.4,5794.0,0.0,0.0,1
55.6,20.9,174.3,2752.0,0.0,0.0,0
35.4,20.4,204.2,5692.0,,1.0,0
59.8,,198.8,4048.0,1.0,1.0,1
38.5,17.4,178.1,2921.0,0.0,1.0,0
40.7,19.7,214.5,2782.0,0.0,0.0,0
50.8,16.6,190.5,4267.0,2.0,1.0,0
45.9,13.6,210.2,4445.0,1.0,1.0,1
45.4,13.5,195.7,4326.0,0.0,1.0,1
58.9,13.1,218.0,6204.0,1.0,1.0,1
56.0,19.7,185.0,4839.0,0.0,1.0,0
42.5,16.0,184.4,,1.0,1.0,0
51.2,21.5,196.4,2915.0,2.0,1.0,0
57.0,14.6,,3458.0,1.0,1.0,1
59.5,13.7,181.1,6270.0,1.0,0.0,1
54.7,13.4,216.2,3605.0,1.0,1.0,1
56.0,21.7,210.4,4221.0,2.0,1.0,1
54.2,16.9,232.9,3993.0,1.0,1.0,1
34.1,15.6,201.9,5608.0,0.0,1.0,1
44.5,13.7,201.4,4475.0,0.0,0.0,1
42.7,21.4,197.2,4528.0,1.0,0.0,0
49.4,21.6,220.6,4854.0,0.0,0.0,0
34.1,13.5,205.2,,1.0,0.0,0
44.0,14.2,200.1,4493.0,0.0,1.0,1
42.3,17.1,195.8,4573.0,2.0,1.0,1
49.8,16.0,212.1,5806.0,1.0,1.0,1
56.3,17.6,179.2,4154.0,2.0,0.0,1
56.7,,210.1,5418.0,1.0,1.0,0
36.9,17.2,183.4,5059.0,0.0,0.0,0
,14.7,200.6,5936.0,0.0,1.0,0
55.3,20.2,206.1,3831.0,0.0,0.0,0
34.9,16.7,182.9,4856.0,2.0,1.0,0
50.5,16.3,234.0,4624.0,2.0,0.0,1
32.1,15.7,185.4,4962.0,1.0,0.0,1
39.8,14.4,208.7,6227.0,1.0,1.0,1
57.6,19.9,203.9,3656.0,0.0,1.0,1
53.0,16.9,223.4,3153.0,1.0,0.0,0
47.5,20.5,198.5,6197.0,0.0,1.0,0
41.1,17.0,175.0,4158.0,0.0,1.0,0
55.6,18.1,208.0,2774.0,0.0,1.0,0
34.8,21.2,190.4,4291.0,1.0,1.0,0
32.8,14.7,180.8,3346.0,2.0,0.0,0
40.4,16.2,181.8,3338.0,2.0,1.0,0
48.8,21.8,200.1,5170.0,,0.0,1
40.0,21.8,172.6,5530.0,1.0,0.0,1
49.1,20.2,201.0,5572.0,1.0,0.0,0
56.4,19.6,213.0,3174.0,1.0,0.0,1
36.1,20.5,215.4,5209.0,,0.0,0
44.5,14.3,205.2,3042.0,2.0,1.0,1
37.8,20.4,177.5,4217.0,0.0,0.0,0
43.2,18.6,196.7,2738.0,0.0,1.0,0
33.7,20.9,223.5,3486.0,0.0,0.0,0
58.6,18.0,221.1,5975.0,1.0,0.0,1
59.1,22.0,184.5,4087.0,0.0,0.0,1
46.6,14.3,218.0,3619.0,2.0,1.0,1
42.8,17.8,217.2,5118.0,1.0,0.0,1
55.4,16.5,216.5,6065.0,0.0,0.0,1
41.0,17.3,221.4,,2.0,0.0,1
40.4,,234.7,4669.0,1.0,1.0,1
46.3_err,20.4,204.5,5498.0,2.0,1.0,0
41.4,17.7,212.0,2871.0,0.0,0.0,0
32.2,21.3,,3412.0,1.0,1.0,0
57.1,13.2,197.9,5325.0,1.0,0.0,1
58.7,20.4,233.7,3022.0,0.0,1.0,1
32.3,19.7,214.9,5175.0,0.0,0.0,0
36.3,21.7,214.1,5290.0,2.0,0.0,0
46.1,19.8,184.2,2834.0,2.0,1.0,0
39.4,16.4,221.5,3090.0,1.0,1.0,1
40.2,16.1,177.5,4747.0,0.0,1.0,0
55.7,17.8,212.5,3490.0,1.0,1.0,0
48.1,16.6,178.1,3386.0,2.0,0.0,0
47.8,22.0,188.8,3794.0,2.0,1.0,0
55.0,20.8,185.0,3522.0,1.0,1.0,0
46.3,16.3,233.5,4975.0,1.0,1.0,1
50.4,18.0,174.6,3485.0,2.0,1.0,1
36.4,,203.6,4102.0,0.0,1.0,0
38.5,15.3,198.0,4615.0,2.0,0.0,1
44.1,19.9,,5422.0,0.0,0.0,0
48.1,21.9,198.6,5554.0,0.0,1.0,0
53.4,21.2,217.7,2751.0,1.0,1.0,1
56.9,13.2,201.0,5965.0,0.0,1.0,1
45.1,20.7,215.0,4222.0,0.0,0.0,0
54.0,19.5,189.1,4075.0,0.0,1.0,0
53.1,18.4,182.7,3605.0,2.0,,0
55.7,14.5,213.1,4435.0,1.0,0.0,1
51.7,13.3,202.5,5274.0,0.0,0.0,1
37.2,20.8,199.5,3641.0,0.0,0.0,0
38.3,13.6,209.7,2819.0,0.0,1.0,1
50.4,14.1,232.9,4886.0,2.0,0.0,1
49.0,15.4,183.0,5734.0,2.0,1.0,1
32.1,16.0,212.7,6238.0,1.0,0.0,1
34.7,16.9,173.4,3439.0,2.0,1.0,0
43.2,18.6,232.3,5953.0,2.0,0.0,1
40.6,18.5,171.3,4654.0,1.0,1.0,0
35.6,16.3,180.4,5490.0,2.0,1.0,0
39.6,14.5,199.2,5323.0,0.0,0.0,0
32.2,13.3,206.3,4426.0,1.0,0.0,1
36.2,21.3,182.7,5955.0,0.0,0.0,0
48.2,17.9,231.5,3334.0,2.0,1.0,1
57.2,14.7,189.7,3202.0,1.0,0.0,0
37.9,13.9,228.2,3969.0,1.0,1.0,0
36.8,21.7,178.0,5562.0,0.0,,0
35.1,17.2,173.2,4172.0,1.0,1.0,0
48.0,13.8,193.3,3298.0,2.0,0.0,0
51.0,13.1,183.2,5719.0,2.0,0.0,1
43.3,14.0,210.5,3343.0,2.0,1.0,1
45.3,17.4,192.3,3422.0,2.0,0.0,0
42.1,19.5,223.0,5608.0,2.0,0.0,1
56.0,19.3,182.3,5538.0,0.0,1.0,1
56.4,17.3,227.6,6191.0,0.0,0.0,1
36.0,14.1,181.3,4355.0,1.0,1.0,1
36.6,20.3,195.8,4171.0,2.0,1.0,0
32.4,16.6,177.3,3214.0,2.0,0.0,0
47.2,17.4,177.9,3415.0,2.0,1.0,0
39.7,15.8,221.6,4692.0,2.0,0.0,1
45.4,16.4,212.2,4119.0,0.0,0.0,0
58.0,15.7,234.1,5281.0,2.0,0.0,1
36.3,16.3,201.0,5665.0,2.0,1.0,0
44.2,13.4,193.2,2746.0,1.0,1.0,1
58.8,13.3,203.0,6250.0,0.0,1.0,1
47.1,15.0,215.1,3196.0,0.0,0.0,0
42.7,21.6,233.7,5976.0,0.0,0.0,1
32.7,20.9,233.6,5430.0,2.0,0.0,1
42.3,21.5,201.0,4120.0,2.0,1.0,0
32.9,19.5,219.2,4741.0,,0.0,0
48.3,21.7,179.1,5697.0,0.0,1.0,0
57.1,18.4,218.9,3988.0,0.0,0.0,1
32.8,18.8,203.0,4477.0,2.0,0.0,0
39.4,14.6,221.8,3749.0,2.0,0.0,1
52.0,15.2,227.8,5044.0,0.0,1.0,1
43.8,17.3,173.8,4680.0,1.0,0.0,0
34.3,13.0,220.6,5029.0,2.0,1.0,1
53.7,20.0,230.5,4569.0,1.0,1.0,1
42.0,20.3,222.6,2864.0,2.0,0.0,0
46.4,19.9,197.1,4079.0,2.0,1.0,0
52.6,14.9,180.8,4255.0,1.0,1.0,0
35.5,17.1,,3487.0,2.0,1.0,0
36.7,15.7,207.4,3880.0,2.0,1.0,0
45.5,21.9,195.4,4031.0,2.0,1.0,1
52.5,21.1,221.4,4325.0,1.0,1.0,1
52.9,14.4,220.0,5155.0,0.0,1.0,1
41.5,,232.3,3069.0,2.0,1.0,0
48.3,15.8,188.4,5587.0,1.0,0.0,1
45.6,14.0,178.2,4644.0,1.0,0.0,1
36.3,21.6,224.5,3675.0,0.0,0.0,0
51.1,21.1,220.8,6007.0,0.0,1.0,1
51.4,13.3,216.1,3182.0,1.0,1.0,1
52.3,13.4,211.1,5555.0,1.0,0.0,1
37.0,16.0,186.0,3533.0,2.0,1.0,0
