batting_avg,strike_rate,centuries,half_centuries,fours_per_innings,sixes_per_innings,bowling_avg,economy_rate,wickets,fielding_dismissals
59.41,108.55,7.29,24.77,8.15,1.48,96.24,9.77,1.23,7.96
40.01,116.92,5.24,18.12,,0.88,77.12,9.39,1.36,14.9
45.28,119.75,7.57,24.48,6.22,0.51,75.82,8.22,0.49,10.94
44.43,111.01,8.63,29.18,9.36,1.43,76.37,7.04,3.13,10.71
62.17,118.68,7.92,24.05,6.16,0.0,79.64,8.5,2.44,
42.53,107.22,9.68,18.61,10.67,1.12,77.53,6.24,2.37,12.27
64.58,121.15,9.67,23.96,7.55,0.72,80.37,6.89,1.47,7.87
52.43,116.54,6.44,25.67,7.96,0.9,56.88,8.82,2.17,15.7
53.5,111.97,12.56,23.38,5.81,1.6,63.19,9.44,2.2,15.16
42.93,107.44,8.36,17.9,6.64,0.94,75.92,6.82,2.16,13.24
54.26,,3.12,20.51,7.68,0.72,75.54,6.62,1.67,11.91
52.62,124.4,6.12,26.89,7.47,0.86,64.17,8.56,3.18,14.99
57.47,121.99,8.49,22.19,10.82,0.82,62.85,6.72,2.42,11.54
51.75,125.1,10.23,20.58,5.9,1.2,63.93,8.89,0.1,10.13
49.31,123.85,7.85,19.85,6.12,1.68,72.95,8.23,2.31,16.04
49.88,120.93,6.77,18.11,9.91,1.1,70.48,7.46,4.14,12.88
55.04,125.17,9.96,18.76,7.46,0.81,68.64,7.8,1.22,16.23
49.32,108.81,10.34,23.68,7.3,1.91,68.15,8.58,2.36,13.79
45.42,111.69,12.75,,8.97,0.85,74.82,5.82,1.16,9.91
58.24,135.47,8.54,18.96,6.34,0.83,64.04,8.69,1.28,10.99
49.27,112.44,10.24,16.62,5.42,1.29,59.62,8.58,3.03,9.03
61.03,118.75,8.33,19.49,5.25,1.4,69.75,9.38,1.39,
48.48,106.67,11.39,27.06,7.88,0.98,87.19,9.24,1.75,15.8
54.06,115.15,10.65,22.62,10.26,1.38,38.93,8.89,1.44,9.64
58.58,119.04,7.38,21.76,,1.04,78.51,7.48,2.55,8.75
54.18,118.7,6.01,22.0,10.26,0.82,60.48,7.73,1.31,12.66
49.69,107.48,6.91,19.26,9.21,0.75,87.53,8.28,1.87,9.63
49.17,100.82,8.05,26.04,8.11,1.62,88.21,9.07,0.73,9.53
41.44,122.91,8.16,18.79,5.85,0.3,55.32,6.25,2.73,12.64
61.21,120.33,10.07,21.26,6.99,0.0,73.61,6.69,1.81,7.93
53.31,106.14,9.26,24.23,7.51,1.74,79.54,6.87,1.09,5.37
50.95,114.05,7.16,19.86,10.95,1.02,76.62,5.19,2.46,8.41
55.76,121.18,7.35,28.1,7.22,0.66,75.18,7.62,3.37,6.39
44.09,,10.69,25.92,6.55,1.38,57.92,9.05,1.52,13.74
54.54,117.3,11.81,23.09,8.18,1.42,75.82,8.24,1.33,9.94
65.53,115.3,8.26,23.42,8.95,0.83,69.59,9.51,1.43,10.45
48.73,116.68,7.64,20.75,6.74,1.11,75.19,6.95,1.82,10.39
62.2,121.47,4.38,23.49,6.79,0.17,67.93,7.77,2.96,12.71
42.26,122.17,,20.27,5.14,1.19,85.13,8.98,2.15,10.53
56.98,123.07,7.36,20.68,10.26,1.51,57.32,7.75,2.2,13.37
56.07,108.54,5.23,26.0,9.97,1.41,73.77,6.13,2.25,13.54
57.1,119.91,9.95,23.43,9.37,1.16,75.96,7.12,1.76,7.45
49.23,107.09,9.15,18.11,6.87,1.55,73.22,9.16,1.86,18.8
57.23,114.86,7.69,17.22,9.74,0.8,82.52,8.56,2.49,15.4
,122.43,6.83,22.76,9.88,1.2,95.43,6.78,0.95,11.36
39.47,112.42,6.18,27.98,7.97,1.3,72.95,,4.66,16.73
42.28,122.33,9.14,23.16,9.6,0.79,68.81,7.51,0.56,10.53
42.98,130.77,4.97,17.97,6.01,0.54,73.23,10.28,1.88,14.37
61.72,119.68,8.02,21.64,7.66,0.0,83.69,9.4,2.61,11.65
48.86,132.64,7.19,25.83,8.15,1.0,62.24,8.08,1.72,8.41
46.45,124.77,5.65,25.94,6.07,1.48,43.47,6.25,1.74,6.26
58.39,113.73,8.83,21.71,9.27,0.74,73.18,7.05,2.5,11.2
51.94,116.74,10.53,21.04,5.85,1.45,78.68,9.37,1.02,12.37
49.42,121.25,6.99,21.22,8.02,0.96,64.97,7.91,,21.22
64.6,111.2,6.09,23.65,7.62,0.0,,8.55,1.83,16.09
52.74,126.38,4.18,17.36,10.31,,79.23,9.52,1.31,9.48
43.72,123.91,6.56,16.32,8.15,0.47,55.68,8.26,3.78,7.75
47.9,104.71,9.62,23.25,9.01,1.55,71.09,8.7,3.19,14.59
,108.5,6.84,27.88,6.58,0.45,64.9,9.34,1.68,8.41
50.44,110.09,9.95,23.65,8.13,1.09,76.74,6.29,1.39,10.19
59.74,119.07,,21.1,6.92,1.03,79.78,7.55,1.01,11.55
49.38,118.47,8.23,23.38,7.46,1.41,77.84,7.77,1.49,15.12
46.83,114.93,9.78,21.05,7.83,0.92,96.66,7.98,1.96,11.17
48.77,118.32,5.63,22.08,9.89,0.0,65.03,7.74,0.86,12.46
46.65,116.99,11.98,21.82,7.23,1.41,68.6,8.55,1.24,
48.68,114.33,6.82,22.76,8.24,1.6,66.38,8.36,1.84,8.11
46.82,129.34,7.58,17.18,9.53,1.06,82.5,7.83,4.13,9.31
50.82,118.78,8.74,25.24,8.75,0.4,70.35,7.27,0.86,5.78
48.67,108.89,6.01,22.02,5.69,2.48,71.05,8.31,2.26,12.94
55.19,114.73,7.21,21.43,9.26,0.74,57.39,9.34,3.28,6.98
54.53,138.86,9.63,25.34,6.78,1.25,58.17,9.29,1.84,14.26
53.14,117.93,8.48,24.32,9.36,1.44,77.43,8.22,1.21,15.34
50.63,120.02,-3.0,23.28,10.46,2.03,75.33,8.59,1.54,12.07
58.96,117.21,9.03,24.62,9.86,0.84,56.17,6.05,1.8,10.58
60.62,113.6,5.79,17.32,,1.57,73.18,8.18,1.73,15.13
48.19,116.33,6.05,20.56,8.0,1.13,60.29,8.04,3.47,14.56
53.24,122.76,9.13,22.83,5.87,1.03,94.4,7.74,1.92,12.29
60.37,123.66,10.44,21.22,9.76,1.8,67.17,8.4,,14.39
44.0,112.95,7.94,22.03,5.92,1.33,72.8,9.38,1.49,10.28
52.2,102.15,8.95,17.07,7.26,1.24,62.58,9.52,2.35,7.84
50.82,108.82,7.52,23.2,6.54,1.16,63.77,6.85,3.32,14.86
52.68,129.65,6.71,23.72,11.01,1.08,60.79,8.05,2.9,16.45
50.18,119.32,8.24,19.88,6.25,0.78,61.28,8.75,2.49,18.9
55.05,116.95,8.53,27.08,5.29,1.86,83.33,8.21,1.76,14.88
62.79,118.73,10.41,23.86,9.83,0.5,63.06,9.58,1.95,7.08
61.64,115.89,7.18,25.6,8.39,0.79,60.25,7.98,3.28,5.46
57.16,110.01,10.47,25.39,9.98,0.72,85.42,7.3,2.4,10.07
52.24,114.9,10.08,15.4,3.38,1.23,85.17,7.42,3.26,6.5
42.07,111.82,12.16,15.71,9.25,0.67,77.88,5.75,0.99,15.69
49.2,114.93,6.66,16.16,7.53,1.13,79.83,9.02,1.31,12.88
54.2,128.86,7.73,23.0,8.35,1.23,68.08,9.98,1.19,14.73
58.35,107.93,10.64,24.99,6.68,0.27,,9.34,1.75,8.89
64.88,116.56,9.1,21.25,4.6,1.46,66.91,7.86,0.44,11.17
49.44,111.33,8.75,23.87,7.5,2.22,85.39,8.68,2.83,15.12
47.25,115.17,5.37,27.83,11.78,1.07,64.57,6.18,2.9,14.6
49.63,111.17,7.03,21.04,7.47,0.95,69.09,7.8,1.57,14.08
43.6,137.85,5.94,29.86,9.17,0.98,77.09,8.82,0.7,12.62
57.71,117.01,7.83,30.8,6.91,1.46,56.56,9.21,1.24,16.21
48.29,128.23,8.91,,10.36,0.93,75.98,,1.59,7.54
61.04,126.5,5.88,29.28,8.1,0.89,65.76,7.04,1.28,13.07
58.88,121.64,3.15,19.25,,0.61,75.71,7.53,2.53,14.32
54.7,113.62,8.93,21.81,8.21,1.93,65.95,6.8,3.62,11.02
49.98,116.38,10.99,27.35,8.83,1.36,79.93,9.23,1.45,13.37
50.93,128.72,9.64,16.75,6.25,1.66,82.02,9.17,2.8,5.88
51.02,121.09,8.74,26.14,9.56,2.14,73.27,6.05,1.43,17.52
51.62,94.4,5.99,27.05,10.22,0.68,63.68,8.17,1.61,10.33
44.53,111.82,6.03,18.55,7.02,1.67,39.56,8.8,1.54,15.25
50.84,114.4,7.65,18.0,6.13,0.91,56.19,7.8,-0.0,9.14
59.8,124.39,6.24,27.96,7.97,0.97,70.8,6.21,1.54,8.14
71.51,124.04,10.11,22.89,7.74,0.09,65.17,8.13,0.29,14.16
49.93,114.82,7.72,15.24,10.19,1.35,77.88,7.59,2.28,12.99
52.28,125.93,7.12,20.57,10.13,1.4,67.57,8.08,2.5,10.71
47.88,87.6,8.04,20.28,10.84,0.96,61.53,8.79,2.2,11.37
53.65,112.16,11.46,15.2,8.97,1.05,62.6,6.45,0.56,11.74
,118.06,4.42,27.25,6.38,1.79,83.36,7.72,0.96,9.59
52.39,118.26,8.5,15.12,8.08,0.67,80.1,9.34,1.14,14.09
59.28,118.65,7.76,25.87,10.43,0.47,67.32,8.35,0.57,11.89
66.7,127.43,5.32,16.86,9.86,1.76,63.46,8.23,1.98,11.05
45.28,109.07,6.18,24.27,8.24,0.61,81.93,10.11,3.58,13.86
57.68,114.43,4.91,23.74,7.18,0.99,72.08,6.7,1.51,16.1
56.72,109.3,6.08,20.94,6.46,1.43,44.58,8.42,0.84,11.67
33.76,122.65,6.09,24.94,7.9,0.69,71.8,6.56,1.42,10.2
57.09,120.1,8.73,25.5,8.29,1.49,67.53,8.77,2.28,12.94
48.78,115.09,5.08,21.65,8.59,1.3,65.66,9.66,0.55,8.33
53.49,109.83,8.51,21.74,8.15,1.37,73.64,8.52,1.34,13.36
59.48,120.72,11.1,28.23,9.16,0.78,81.88,,2.4,14.25
42.38,112.43,9.71,24.03,6.13,0.83,63.72,8.85,2.47,9.47
42.15,124.39,5.47,21.42,9.01,0.65,71.72,8.89,2.07,10.19
56.49,115.62,7.96,28.5,7.55,0.0,61.1,7.97,2.39,14.76
60.01,111.61,7.64,17.94,7.78,0.81,88.05,7.78,4.49,14.01
58.48,118.43,9.25,28.53,7.15,0.47,73.92,8.41,1.73,12.28
53.61,123.33,9.38,18.39,7.24,0.0,58.11,8.41,3.34,8.03
49.71,117.03,5.71,23.73,9.57,0.58,74.77,7.8,1.88,12.23
59.23,,4.53,24.61,8.58,0.81,68.44,8.35,2.28,14.88
49.97,118.0,5.52,17.24,6.82,1.29,62.6,7.67,1.12,9.0
60.77,128.13,5.85,20.47,8.91,1.65,71.06,7.67,1.96,13.43
53.02,119.64,8.4,16.48,8.4,0.79,65.87,8.55,1.35,11.66
54.18,136.95,4.37,18.95,8.5,0.6,70.28,6.57,2.43,14.04
55.64,111.71,5.04,16.48,8.91,0.32,62.66,7.85,2.79,16.35
54.1,117.62,9.59,25.68,8.69,0.97,66.3,8.38,1.43,13.98
52.91,111.52,9.08,24.78,8.43,1.09,81.12,7.47,0.0,15.53
49.26,113.65,7.87,24.46,8.22,1.0,66.09,9.98,4.29,14.2
53.32,116.25,9.71,12.15,6.07,0.72,76.62,9.18,4.0,11.01
55.31,117.24,7.27,24.42,6.73,0.05,63.22,8.09,1.93,9.09
56.97,117.11,5.1,27.2,7.69,0.8,80.42,7.84,2.28,13.71
47.99,113.22,10.88,20.26,8.73,1.55,59.64,8.33,1.41,11.28
51.45,122.89,4.68,26.76,9.69,1.09,66.99,6.91,0.97,8.88
52.36,109.63,3.96,20.77,6.97,0.91,69.31,7.1,2.85,18.08
60.36,120.72,7.34,24.24,10.22,1.21,74.41,7.25,2.52,13.56
48.05,129.84,9.53,22.62,6.56,1.39,81.97,6.98,1.25,9.93
54.04,119.53,9.05,19.76,10.48,0.98,79.29,6.89,2.45,13.34
44.7,117.45,7.07,25.33,5.98,0.8,70.1,5.91,0.93,11.9
54.21,121.31,4.48,22.61,9.7,0.72,74.53,8.77,1.22,7.91
48.84,117.61,7.89,,7.1,0.02,71.22,7.58,2.0,11.37
53.74,116.98,8.8,30.34,9.12,0.91,66.74,7.91,3.26,11.43
50.86,119.27,5.05,17.54,5.89,1.91,66.39,10.96,2.97,13.74
53.51,,10.4,20.79,8.27,0.34,78.86,6.95,1.0,11.89
54.7,114.19,5.62,17.74,7.26,0.49,77.55,7.84,2.72,11.72
52.65,118.8,8.94,24.76,7.12,,56.81,8.31,2.57,
52.66,126.87,7.82,18.64,7.54,1.89,70.33,6.77,1.58,15.66
53.71,126.46,5.28,22.65,7.38,0.91,56.66,7.55,1.92,12.89
47.81,126.23,8.16,18.06,10.74,0.37,78.18,8.69,0.11,13.81
42.59,105.23,9.61,26.95,6.4,0.28,65.11,7.9,1.74,8.66
48.07,109.6,6.72,25.28,7.73,0.61,67.44,8.35,3.13,
52.55,118.48,9.83,27.33,6.19,0.24,66.41,7.17,2.15,15.57
38.36,119.65,8.2,23.52,11.53,0.95,75.24,8.79,2.05,11.85
45.55,106.87,,28.88,9.92,0.69,56.3,8.44,0.49,18.42
46.46,117.45,,19.77,8.98,1.27,70.13,8.49,2.79,12.28
48.08,119.57,1.2,33.58,6.16,0.94,,7.17,1.71,9.12
67.67,120.11,5.69,22.6,7.14,0.88,73.76,8.83,2.32,7.64
49.28,122.24,10.56,25.67,7.66,0.93,69.84,7.79,2.1,8.41
45.45,130.22,7.1,22.02,7.18,1.27,64.29,8.74,2.71,15.15
47.84,106.32,6.17,20.83,8.82,0.7,82.61,7.96,2.55,11.08
49.72,125.9,8.28,24.85,9.51,1.06,87.8,7.29,2.85,10.82
47.06,132.08,9.6,24.92,10.64,1.18,62.83,6.5,2.37,13.0
45.12,130.73,6.09,21.35,6.97,1.26,88.47,6.93,1.58,15.21
51.65,123.42,7.12,15.73,8.97,0.16,60.99,8.54,2.14,18.87
44.43,106.67,8.5,27.14,7.53,1.61,72.53,8.65,2.34,13.78
49.4,112.56,5.37,26.72,8.29,0.93,,8.29,2.95,9.28
47.51,121.28,7.93,22.93,9.04,0.72,69.8,6.16,1.89,15.92
46.91,107.64,9.26,17.24,10.24,0.61,66.35,8.37,3.63,12.2
46.92,115.79,9.38,27.87,8.05,1.25,77.97,9.67,1.28,11.58
56.97,125.38,10.26,33.91,7.59,0.89,69.8,7.47,1.86,11.99
52.86,112.04,7.09,25.28,8.96,0.54,,7.45,2.31,9.74
53.9,111.19,5.38,21.89,7.43,0.9,75.08,7.38,2.85,9.46
54.34,109.77,7.53,27.56,6.37,1.32,64.03,9.04,1.89,10.92
40.6,121.84,8.27,28.52,8.78,1.31,,6.55,3.02,10.21
43.96,115.39,9.56,18.93,6.78,,70.93,9.66,1.56,11.31
63.3,129.31,8.24,25.47,9.52,1.3,80.16,9.02,1.46,15.56
57.09,119.67,11.57,14.64,9.03,1.33,75.62,8.77,1.11,15.9
46.81,112.55,7.82,16.43,8.29,0.8,,5.78,0.92,7.85
55.55,128.16,9.8,17.54,10.1,1.02,76.22,8.37,3.21,9.52
56.61,118.77,6.5,21.28,7.81,0.97,76.14,,3.18,16.04
61.9,112.52,7.89,16.13,7.37,0.74,83.33,7.72,1.23,10.98
60.81,110.91,7.41,25.88,8.17,0.95,74.92,7.23,1.72,12.43
40.89,130.4,6.85,19.16,8.1,1.24,77.43,8.16,1.52,10.59
53.11,119.0,8.38,21.85,8.37,1.46,58.33,6.97,1.75,11.2
56.78,121.16,12.14,22.97,6.97,1.31,70.77,8.66,1.1,12.57
54.74,117.49,6.44,22.44,8.54,0.5,80.89,6.39,2.11,9.8
65.38,111.41,5.14,20.22,10.04,0.45,67.44,7.34,2.22,4.16
57.62,115.6,6.48,17.04,8.84,1.48,63.55,10.42,0.69,12.03
59.26,115.4,7.18,22.51,8.09,1.09,58.95,6.19,1.35,10.75
50.58,123.82,3.93,24.09,,0.24,80.97,7.77,0.66,12.77
,117.15,8.5,27.65,7.69,0.65,58.39,8.5,1.96,15.39
52.45,113.46,5.49,25.26,8.57,0.56,74.61,6.2,2.16,7.64
53.35,125.96,7.6,25.72,6.32,1.09,73.72,7.24,1.82,15.86
54.18,119.72,10.12,25.53,8.41,0.87,71.97,8.04,2.19,8.32
51.98,116.94,6.71,18.09,6.72,1.55,69.56,8.38,3.24,15.72
51.51,109.16,7.73,23.55,6.58,1.7,86.4,9.43,1.79,8.63
47.22,112.95,5.6,17.02,5.63,1.13,52.79,9.93,3.34,17.23
51.82,128.17,9.16,24.88,5.98,2.0,70.13,7.49,3.86,13.38
59.48,118.64,8.34,18.58,8.71,1.36,82.34,8.68,0.8,11.71
46.17,130.05,6.35,24.92,8.27,1.69,69.05,6.58,2.11,12.14
49.91,120.6,8.31,19.41,6.54,1.08,67.23,6.72,0.57,10.21
49.84,109.94,5.29,22.4,8.1,0.71,80.9,7.63,1.77,
41.27,129.83,8.05,17.04,8.73,1.4,78.8,7.67,2.04,18.24
60.6,118.72,6.29,25.4,7.06,1.09,68.23,9.01,1.01,12.92
49.49,119.69,7.61,24.01,8.23,0.4,57.98,6.37,1.65,15.84
59.37,128.3,11.08,26.56,6.48,0.84,74.42,8.23,3.59,10.9
55.5,103.83,8.33,19.41,9.87,0.6,94.62,8.74,2.7,13.21
56.07,123.96,5.7,18.91,7.85,0.86,62.99,,2.24,8.51
49.53,111.69,10.06,28.01,9.4,1.1,62.18,6.9,2.18,6.95
68.02,112.49,6.36,20.85,7.44,1.11,70.8,6.7,3.32,7.24
46.22,135.69,9.8,16.06,6.71,0.27,86.62,7.88,3.13,15.2
51.2,129.96,9.95,24.58,6.53,1.02,61.24,8.65,1.61,
54.01,,11.15,,9.21,0.38,65.72,8.85,3.35,10.89
50.91,124.49,7.79,21.27,7.18,1.17,70.52,7.5,0.29,11.95
64.56,120.33,7.43,23.5,6.64,0.69,66.79,8.96,1.4,17.61
57.46,128.16,10.97,20.81,7.31,1.26,66.35,7.0,1.76,11.98
52.59,115.21,6.52,20.68,7.87,0.9,62.41,8.55,2.05,13.38
64.53,112.65,5.73,20.47,7.29,1.16,81.73,7.11,2.81,7.9
52.07,133.16,9.26,28.36,3.96,1.0,77.3,7.4,1.73,12.86
49.78,109.82,10.44,20.93,8.42,0.0,71.23,8.53,1.43,16.92
55.11,111.08,8.18,24.35,8.89,1.5,74.49,7.8,1.75,6.32
49.12,134.91,7.88,21.66,7.88,0.29,78.87,7.29,0.6,7.56
62.58,123.22,9.5,22.85,6.27,1.16,85.64,8.5,2.19,11.2
55.05,115.15,9.37,26.01,6.95,1.82,78.55,8.61,1.73,8.56
52.9,108.05,9.12,19.47,8.46,0.97,87.13,7.63,2.63,8.79
51.52,126.07,6.85,28.07,6.62,1.31,66.39,7.36,1.49,5.99
52.45,122.9,6.8,19.83,9.42,0.88,66.5,7.85,0.54,16.48
40.23,106.62,6.89,20.45,6.72,0.08,83.7,7.54,1.97,15.72
54.42,112.11,6.12,26.47,10.5,1.24,65.37,8.08,1.48,8.7
49.47,116.23,,21.94,7.35,1.61,56.49,7.39,2.25,9.44
48.62,120.86,9.46,21.26,7.52,1.92,73.13,7.25,0.4,10.11
42.21,106.84,3.17,12.38,6.72,0.86,78.88,8.44,1.84,7.16
54.85,119.26,4.12,22.01,9.32,1.31,87.14,7.8,2.3,13.05
53.85,127.88,6.93,26.65,5.81,0.96,75.33,7.71,0.77,5.56
57.32,128.92,6.98,22.62,8.54,0.93,55.24,7.36,1.77,9.96
47.19,116.64,9.0,24.25,7.0,0.95,52.68,8.65,2.01,14.51
48.1,129.35,9.21,22.91,9.73,0.31,62.21,7.82,2.53,10.16
57.08,119.69,7.89,15.82,9.82,1.31,73.58,6.68,2.06,8.74
51.37,106.15,10.71,24.96,6.25,0.04,65.33,9.55,0.0,14.11
52.39,128.51,6.61,27.4,9.92,1.07,63.52,7.62,1.78,
52.65,113.86,10.54,16.65,5.33,0.89,68.79,8.3,3.19,13.34
58.23,114.75,9.66,17.68,7.34,1.03,82.52,6.59,2.09,19.46
42.97,120.93,8.29,13.68,9.03,0.33,70.85,7.02,1.67,13.39
49.28,128.11,3.41,26.32,7.9,1.57,66.15,6.85,1.0,13.8
49.87,109.11,7.5,22.23,6.1,0.77,70.85,7.49,1.77,13.66
54.8,122.92,6.84,18.96,6.81,1.41,54.07,6.29,3.38,13.15
54.17,105.28,7.29,20.17,7.12,0.67,,7.93,2.16,10.4
52.0,114.98,4.49,21.36,10.34,1.29,92.66,9.68,3.38,13.13
63.93,111.61,5.17,22.3,5.83,0.46,72.53,7.8,1.24,13.96
65.03,108.82,5.08,17.1,8.4,1.41,72.75,8.99,0.0,12.38
54.91,128.29,6.94,25.38,8.64,1.17,70.48,8.86,2.4,11.23
50.14,126.04,7.68,24.55,6.75,0.87,60.93,8.46,3.22,12.69
52.93,126.0,8.89,21.53,8.06,1.15,61.3,8.77,2.94,8.61
48.44,126.57,5.45,24.49,9.14,0.69,75.2,10.45,0.0,10.88
49.47,120.18,4.71,24.24,9.68,1.78,62.78,7.6,3.11,9.69
52.4,121.61,7.57,24.43,7.22,1.37,57.16,7.0,4.52,11.28
51.38,125.7,8.18,27.01,7.16,0.9,63.8,7.33,3.23,14.4
62.0,117.35,8.57,19.74,7.49,1.4,59.99,7.91,0.52,15.08
,117.22,13.54,22.33,9.13,1.41,61.09,8.82,0.8,11.88
50.34,115.64,6.77,20.39,6.15,1.68,71.89,7.74,1.84,12.09
54.18,107.13,7.97,15.19,6.09,0.83,78.66,9.16,2.63,18.04
41.54,122.0,8.4,20.27,9.08,1.78,69.61,6.62,,12.07
57.86,118.19,6.82,13.52,9.08,0.9,64.49,9.02,1.4,6.83
41.7,115.78,6.08,21.57,11.5,1.22,71.73,9.0,0.0,16.93
53.12,120.91,10.86,15.21,7.44,1.99,77.43,7.44,0.97,11.08
56.05,116.54,3.11,12.73,8.7,0.0,67.65,7.21,0.89,5.93
52.21,109.58,8.62,29.01,8.96,1.15,72.93,7.33,2.83,15.24
52.0,128.04,7.09,21.21,8.13,1.53,67.47,8.42,3.8,8.85
46.44,115.5,6.41,23.43,6.85,1.22,70.36,7.28,1.92,10.57
61.92,119.78,11.53,21.28,6.36,0.35,66.79,7.65,2.72,8.61
54.78,124.82,7.67,18.31,11.25,1.58,84.0,8.44,3.45,13.59
49.85,112.7,6.12,11.82,8.27,1.65,71.27,8.05,1.43,8.87
54.97,111.31,9.29,17.61,8.54,1.31,63.39,7.15,,14.27
65.59,109.72,10.57,21.7,,1.17,87.93,8.19,,10.48
48.18,112.09,9.82,22.84,8.16,0.44,66.62,9.15,2.84,15.45
52.21,127.28,9.98,20.84,7.33,1.31,64.73,8.47,1.66,10.81
56.51,127.17,5.68,20.24,10.21,0.78,75.63,8.5,1.92,11.29
49.36,114.29,8.32,23.06,8.87,2.18,65.18,7.79,2.85,4.94
58.03,111.12,8.24,24.63,9.29,1.24,82.38,7.66,2.17,16.43
46.89,108.46,7.8,22.54,8.18,0.06,78.53,7.0,3.5,11.72
52.7,115.24,11.78,17.24,8.92,1.05,73.22,8.73,2.73,12.06
49.95,111.66,9.81,21.12,8.88,0.98,76.28,9.3,0.62,12.05
42.03,117.0,7.56,21.36,8.94,1.39,67.49,7.49,4.99,12.02
60.47,106.12,,25.61,5.16,1.41,54.35,7.34,1.76,6.6
67.85,129.07,11.9,19.95,10.44,,85.28,8.42,3.54,7.61
48.43,139.16,9.72,24.47,7.49,1.99,68.41,8.88,1.35,12.1
47.22,,8.42,22.76,8.7,,,8.49,1.71,11.16
56.61,115.67,6.99,21.6,6.33,1.11,71.46,7.41,3.2,10.85
50.02,120.45,6.6,17.2,7.41,0.75,57.23,8.55,1.21,15.39
53.65,102.5,8.33,22.34,7.68,1.32,79.87,7.08,1.75,12.94
60.12,118.89,11.32,23.5,11.71,0.98,61.34,8.73,0.99,15.31
48.96,121.8,12.94,17.84,6.89,0.65,56.75,6.73,1.82,9.76
53.01,125.71,6.25,20.52,8.75,0.58,62.82,8.59,1.52,10.01
62.47,113.46,10.86,20.8,7.06,2.03,96.8,6.9,1.21,13.49
52.7,121.04,7.06,17.49,8.43,1.39,85.48,8.35,2.11,12.31
57.12,113.51,9.62,23.65,8.2,1.82,56.58,,3.51,16.46
55.93,125.62,8.24,24.12,8.81,1.45,62.58,7.2,1.5,5.98
50.52,116.46,8.14,19.97,10.44,0.0,62.41,8.1,1.87,12.33
50.87,130.69,8.69,21.48,7.61,0.92,46.75,7.07,2.01,10.02
57.62,128.58,9.23,23.45,5.43,1.63,69.98,8.58,2.1,15.49
44.8,112.71,7.11,25.67,7.06,1.11,66.36,8.05,1.82,8.38
,114.36,10.51,20.64,10.01,1.4,83.26,7.88,2.06,12.71
50.11,113.53,6.53,15.61,8.9,0.72,60.66,9.44,0.99,14.16
56.83,113.03,7.44,17.06,11.63,1.71,67.54,8.99,1.37,8.45
63.43,114.63,8.27,20.5,7.79,0.78,70.89,8.87,1.65,9.02
51.93,111.78,7.85,15.9,8.74,0.95,86.44,6.86,2.52,12.34
51.94,113.81,7.6,27.48,4.99,1.29,86.94,7.13,1.47,14.02
53.29,130.69,8.13,14.92,7.42,0.1,65.41,6.25,0.0,13.39
57.35,,9.21,26.84,8.66,0.56,74.53,9.11,0.5,8.17
48.93,114.22,9.04,21.88,10.38,1.32,64.27,10.56,2.08,8.41
52.64,119.19,9.0,17.96,7.7,0.51,64.21,7.91,3.02,12.07
46.63,119.46,3.77,20.82,9.31,0.52,56.16,7.25,1.62,14.17
44.41,121.1,8.79,16.9,5.14,1.51,69.6,7.36,1.95,9.94
57.8,109.09,5.68,25.65,8.98,1.13,75.79,9.48,2.9,9.71
52.78,102.23,10.76,19.35,6.46,1.73,62.86,7.21,1.23,17.39
45.0,114.56,9.58,24.84,10.56,0.62,65.92,7.51,2.37,11.41
50.8,117.75,9.95,19.42,9.01,1.84,64.02,8.32,2.32,13.17
55.47,115.38,7.99,26.91,8.8,0.83,69.09,8.2,0.0,9.45
43.01,122.16,6.39,23.83,6.86,1.03,92.24,8.53,2.0,7.85
45.56,120.2,6.64,17.74,8.45,1.5,75.44,9.35,1.71,11.97
48.24,115.11,6.32,18.95,10.47,,65.22,9.09,3.18,11.34
49.31,114.65,11.14,21.84,7.79,1.13,75.69,7.18,2.29,14.47
45.72,123.11,8.42,22.5,5.95,1.15,85.47,7.39,2.99,14.19
53.29,115.46,10.18,16.18,5.31,0.56,58.28,6.88,2.79,9.12
50.49,120.47,7.13,27.26,5.2,1.67,77.54,9.55,1.68,13.84
49.83,124.52,8.79,24.62,6.71,1.16,63.44,6.77,1.43,7.83
50.86,131.15,7.27,23.25,6.67,0.65,60.04,8.85,2.05,9.09
49.66,112.85,7.73,18.91,8.05,0.65,71.89,8.37,1.59,8.17
,124.49,6.23,22.46,7.5,1.33,70.51,8.77,1.19,10.9
53.39,123.19,7.3,25.77,12.17,1.03,89.68,8.7,1.86,8.6
55.6,122.45,10.1,21.3,7.29,0.7,,8.02,2.04,8.27
54.11,116.21,7.39,16.67,6.22,0.83,52.5,8.99,0.87,
55.48,121.59,6.7,21.12,8.24,0.0,56.1,7.56,1.39,12.14
48.31,114.06,7.86,20.78,7.34,0.4,65.77,7.59,0.49,15.31
49.24,110.11,,20.64,8.92,0.27,70.55,7.59,4.59,12.89
49.26,112.5,6.87,22.54,8.82,0.7,56.68,7.46,1.47,12.22
39.85,130.17,9.48,19.51,7.85,0.29,79.44,7.32,,9.03
53.43,119.3,6.45,27.94,10.94,0.75,73.1,8.94,0.28,16.9
47.65,107.99,9.17,32.55,7.71,0.83,58.81,8.37,1.07,15.36
46.05,106.62,8.55,24.46,9.19,0.82,53.0,7.22,1.57,11.15
