word_freq_free,word_freq_money,word_freq_click,char_freq_exclaim,char_freq_dollar,capital_run_avg,capital_run_long,num_links,sender_reputation,is_spam
0.61,3.24,2.27,0.925,0.487,50.05,40.0,7.0,9.8,1
4.2,3.55,1.91,0.813,0.377,55.93,54.0,0.0,3.6,1
0.03,2.68,1.65,,0.231,26.6,46.0,10.0,4.4,0
2.24,2.48,0.6,0.442,0.28,49.43,3.0,1.0,9.2,0
0.73,2.71,0.82,0.843,0.055,1.92,31.0,14.0,1.9,0
4.51,2.11,2.89,0.017,0.344,46.55,33.0,10.0,6.0,1
4.34,2.47,0.01,0.475,0.301,58.1,4.0,1.0,6.9,0
0.69,3.62,1.32,0.459,0.476,41.06,53.0,3.0,7.5,0
2.76,2.78,0.03,0.936,0.281,45.66,11.0,13.0,8.4,1
1.17,1.2,1.03,0.343,0.009,49.14,57.0,14.0,2.6,0
2.57,2.86,0.98,0.212,0.359,22.42,23.0,8.0,6.0,1
4.88,0.36,0.35,0.322,0.088,6.94,7.0,4.0,9.4,0
1.15,1.81,0.21,0.294,0.296,26.36,33.0,13.0,9.0,0
0.33,1.57,2.56,0.817,0.299,3.2,50.0,14.0,5.9,0
1.27,1.34,0.97,0.684,0.459,41.0,10.0,2.0,2.7,0
4.92,2.49,1.68,0.438,0.255,,38.0,14.0,5.3,1
0.41,0.68,2.27,0.856,0.375,52.45,19.0,5.0,3.6,0
0.19,3.77,1.62,0.592,0.052,51.41,28.0,5.0,6.8,0
0.76,1.03,1.31,0.125,0.495,22.38,23.0,,5.8,0
4.03,2.77,1.47,0.679,0.204,36.92,23.0,14.0,1.5,1
2.36,1.75,2.51,0.264,0.43,23.77,46.0,5.0,4.0,1
1.69,0.82,1.59,0.685,0.385,2.25,58.0,2.0,9.5,1
3.29,1.7,0.55,0.516,0.128,21.61,16.0,13.0,7.9,0
0.48,1.45,0.56,0.752,0.422,55.32,15.0,12.0,4.2,0
3.48,3.12,1.5,0.483,0.138,30.38,11.0,4.0,8.6,0
1.52,2.63,0.61,0.883,0.462,42.32,52.0,12.0,4.8,1
4.28,3.33,2.37,0.364,0.029,,34.0,11.0,4.9,1
3.62,0.17,2.62,0.298,0.322,5.13,35.0,5.0,8.2,0
4.39,3.33,0.48,0.222,0.186,22.27,14.0,7.0,7.3,0
0.92,1.65,1.32,0.541,0.245,58.9,25.0,,0.1,1
0.74,1.03,2.25,0.291,0.215,2.26,59.0,3.0,3.9,0
3.56,0.82,0.25,0.719,0.397,59.31,23.0,8.0,0.1,1
4.61,1.39,1.78,0.243,0.492,47.44,54.0,0.0,5.5,1
4.02,1.38,1.65,0.515,0.07,7.63,21.0,8.0,4.4,1
4.7,0.57,2.33,0.62,0.257,32.31,34.0,6.0,2.5,1
0.06,2.4,2.86,0.481,0.402,56.51,52.0,9.0,9.9,0
0.89,0.33,1.46,0.042,0.363,47.75,32.0,8.0,1.3,0
3.09,2.0,0.85,0.336,0.259,47.2,21.0,10.0,8.9,0
2.11,1.57,0.14,0.843,0.188,44.46,28.0,2.0,9.4,0
3.83,3.26,2.46,0.705,0.289,3.45,24.0,7.0,8.8,0
0.34,0.88,0.53,0.988,0.192,36.45,33.0,4.0,4.5,0
3.15,2.24,2.56,0.292,0.328,18.96,41.0,7.0,,0
4.65,0.47,1.85,0.931,0.424,12.42,37.0,14.0,0.1,1
1.15,2.87,0.51,0.427,0.312,23.18,14.0,0.0,3.0,0
3.4,,1.44,0.074,0.063,47.48,30.0,13.0,1.4,1
1.72,3.84,1.91,,0.292,8.48,40.0,8.0,1.5,1
1.86,3.63,1.83,0.202,0.23,19.9,18.0,6.0,7.4,0
2.57,1.91,0.06,0.285,0.466,21.87,9.0,12.0,2.7,0
1.52,3.16,1.77,0.334,0.294,8.42,21.0,1.0,3.9,0
,0.3,2.73,0.311,0.37,9.05,28.0,2.0,6.0,0
0.22,3.13,1.89,0.034,0.309,13.76,21.0,6.0,7.8,0
3.67,1.79,1.71,,0.499,38.17,38.0,8.0,2.9,1
0.41,0.38,2.27,,0.404,25.91,45.0,11.0,8.3,0
4.27,1.11,1.57,0.777,0.395,59.91,5.0,4.0,5.4,1
2.38,1.2,2.23,0.006,0.236,10.32,20.0,10.0,7.1,0
1.12,2.87,0.52,0.1,0.449,5.26,26.0,10.0,6.9,0
2.45,3.15,2.76,,0.295,57.97,22.0,1.0,8.9,1
4.78,2.13,1.3,0.078,0.269,41.33,10.0,4.0,,0
0.82,1.32,1.15,0.016,0.298,10.28,50.0,5.0,8.7,0
3.03,1.63,2.23,0.315,0.376,47.99,46.0,10.0,6.7,0
2.37,2.5,1.76,0.693,0.007,24.46,44.0,0.0,1.2,1
3.49,2.53,0.73,0.853,0.292,43.51,37.0,10.0,1.6,1
0.87,0.72,,0.531,0.428,24.01,37.0,6.0,8.2,0
2.98,2.0,1.91,0.476,0.184,39.14,9.0,2.0,6.3,0
4.25,2.27,1.17,0.525,0.098,42.15,26.0,5.0,0.3,1
0.13,3.0,1.24,0.447,0.059,3.64,16.0,11.0,1.6,1
4.01,1.87,2.03,0.782,0.288,12.2,54.0,7.0,8.8,1
2.37,3.75,1.85,0.619,0.18,35.56,6.0,5.0,5.6,1
0.96,2.66,0.51,0.145,0.379,3.67,19.0,2.0,1.1,0
3.04,2.89,,0.938,0.412,17.68,40.0,3.0,0.6,1
1.5,2.35,0.98,0.188,0.449,52.66,22.0,12.0,10.0,0
4.93,3.38,2.01,0.173,0.004,46.62,5.0,3.0,3.0,1
1.35,1.44,2.77,0.367,0.407,47.33,54.0,13.0,6.6,1
3.57,0.13,1.32,0.373,0.311,2.85,56.0,10.0,3.3,0
2.51,0.46,1.47,0.081,0.161,27.59,46.0,14.0,7.6,0
1.97,1.71,2.03,0.098,0.167,51.1,41.0,2.0,9.1,0
,1.57,0.99,0.972,0.281,15.62,16.0,3.0,4.7,0
1.53,1.79,1.06,0.119,0.002,55.73,6.0,14.0,9.1,0
2.31,2.16,1.77,0.96,0.166,2.23,10.0,1.0,3.0,1
1.88,1.63,0.94,0.691,0.449,46.37,34.0,5.0,6.8,0
3.24,0.18,0.94,0.218,0.325,2.42,50.0,2.0,1.6,0
3.61,3.2,2.4,0.412,0.078,21.7,19.0,13.0,2.5,1
3.84,3.74,0.1,0.231,0.416,59.64,27.0,11.0,8.2,1
3.93,2.32,0.08,0.234,0.364,35.43,44.0,9.0,9.4,0
1.77,1.87,0.88,0.648,0.032,51.3,46.0,12.0,7.2,0
3.08,0.46,2.07,0.336,0.482,22.43,45.0,10.0,1.6,1
2.53,3.69,0.92,0.848,0.411,55.32,48.0,4.0,0.2,1
3.2,1.45,1.89,0.527,0.071,24.22,42.0,3.0,0.8,0
1.77,3.1,0.86,0.262,0.436,19.03,39.0,13.0,3.3,1
0.96,0.77,0.09,0.035,0.463,49.13,46.0,5.0,3.3,0
3.63,3.64,2.18,0.593,0.255,42.77,13.0,11.0,0.4,1
1.89,2.85,1.63,0.937,0.145,57.11,55.0,3.0,9.9,0
3.66,1.25,1.93,0.506,0.282,23.57,43.0,14.0,5.5,1
3.54,3.03,0.53,0.542,0.346,59.46,51.0,5.0,0.5,1
4.97,1.22,1.85,0.27,0.127,12.56,54.0,9.0,6.8,1
1.83,0.86,2.43,0.657,,35.67,44.0,5.0,8.7,0
3.41,3.23,0.42,0.508,0.385,23.52,21.0,10.0,2.6,1
3.47,3.72,0.85,0.714,0.335,8.64,37.0,14.0,8.0,1
4.69,0.21,2.38,0.121,0.177,7.46,,13.0,8.9,0
2.49,0.35,1.93,0.231,0.185,20.09,42.0,5.0,1.4,0
3.32,3.54,0.56,0.825,0.366,18.87,40.0,9.0,4.1,1
3.77,3.79,0.82,0.967,0.172,20.03,28.0,12.0,0.9,1
4.95,2.83,2.72,0.818,0.154,50.73,31.0,5.0,0.2,1
2.3,,1.13,0.446,0.383,26.62,56.0,14.0,7.6,1
1.28,2.07,0.28,0.072,0.209,23.18,24.0,5.0,0.8,0
3.03,1.48,1.99,0.875,0.396,nan_err,20.0,1.0,5.5,1
2.17,3.78,1.2,0.808,0.401,24.41,35.0,2.0,4.9,1
0.49,2.73,2.19,0.96,0.477,48.39,4.0,12.0,4.9,1
2.23,3.79,0.34,0.41,,44.88,55.0,1.0,8.9,0
3.47,,0.92,0.691,0.353,30.21,8.0,3.0,5.9,1
2.3,2.74,1.18,0.159,0.214,57.86,30.0,14.0,9.6,0
2.86,0.94,1.72,0.917,0.305,54.52,16.0,5.0,7.4,0
3.55,1.8,0.56,0.699,0.103,5.9,56.0,1.0,4.8,0
2.54,2.7,0.97,0.722,0.329,27.82,29.0,9.0,1.3,1
0.48,1.88,2.3,0.674,0.455,2.09,11.0,11.0,5.9,1
3.46,1.77,0.57,0.72,0.091,,11.0,6.0,6.9,0
0.97,1.69,1.14,0.152,0.265,11.24,49.0,13.0,9.5,0
3.58,0.71,1.17,0.677,0.115,5.44,48.0,10.0,3.0,0
1.53,1.54,0.62,0.393,0.041,33.04,,11.0,10.0,0
2.68,3.95,2.62,0.335,0.042,8.96,38.0,3.0,0.6,1
0.32,1.03,1.54,0.259,0.11,57.23,35.0,5.0,2.1,0
1.43,1.24,1.16,0.864,0.171,50.4,30.0,10.0,9.7,1
4.62,3.85,2.33,0.739,0.11,52.53,48.0,0.0,4.1,1
2.63,2.05,0.11,0.297,0.395,34.08,49.0,1.0,9.9,0
4.54,3.09,2.99,0.109,0.037,46.01,31.0,7.0,9.9,0
4.7,0.99,2.88,0.425,0.021,52.31,54.0,6.0,3.0,1
1.38,1.61,0.26,0.616,0.091,17.22,36.0,3.0,4.7,0
4.53,2.49,2.66,0.01,0.115,3.03,57.0,5.0,2.1,0
3.29,1.0,0.93,0.521,0.333,22.56,9.0,2.0,8.2,0
2.72,1.54,0.31,0.104,0.003,16.39,57.0,7.0,1.4,0
2.03,1.9,1.71,0.819,0.457,52.2,24.0,10.0,,1
1.26,3.37,2.61,0.671,0.142,11.91,25.0,6.0,8.1,1
2.0,2.77,0.48,0.38,0.052,23.91,4.0,8.0,7.8,0
3.27,,2.91,0.223,0.477,53.0,50.0,4.0,7.9,1
1.81,3.87,0.87,0.383,0.452,54.69,13.0,1.0,2.1,1
1.76,1.89,1.71,0.895,,7.02,49.0,2.0,7.1,0
2.72,1.68,2.0,0.068,0.222,52.1,21.0,5.0,4.0,0
0.23,2.24,1.05,0.919,0.316,9.58,25.0,0.0,6.5,0
3.06,,2.63,0.075,0.393,35.45,16.0,1.0,,1
1.46,0.08,2.98,0.037,0.491,53.89,29.0,0.0,9.2,0
2.46,0.93,1.23,0.199,0.379,12.08,42.0,12.0,5.9,0
4.15,3.35,0.44,0.146,0.272,36.73,8.0,11.0,7.6,0
3.96,2.09,2.65,0.932,0.017,50.06,41.0,9.0,4.4,1
1.46,3.33,,0.245,0.103,46.45,37.0,2.0,8.5,0
0.25,2.61,2.22,0.825,0.434,14.47,49.0,7.0,3.9,0
,3.25,1.07,0.32,0.197,49.33,53.0,3.0,2.9,0
0.59,1.67,0.34,0.148,0.051,34.14,17.0,,9.8,0
2.16,0.04,2.58,0.421,0.398,1.95,36.0,11.0,4.9,0
4.14,2.7,1.45,0.098,0.061,25.08,24.0,6.0,3.5,0
1.62,1.99,0.33,0.603,0.142,,25.0,8.0,5.6,0
4.06,3.93,0.56,0.16,0.015,34.87,7.0,13.0,8.2,1
4.85,0.48,2.22,0.561,0.149,49.01,35.0,10.0,5.2,0
3.39,2.48,2.63,0.236,0.409,10.76,59.0,4.0,5.2,0
4.25,1.2,0.83,0.917,0.222,5.89,51.0,3.0,5.2,0
4.21,2.01,0.84,0.218,0.104,43.76,6.0,14.0,4.9,0
0.1,,0.31,0.468,0.24,29.54,22.0,8.0,7.0,0
3.31,3.44,1.26,0.017,0.002,47.0,46.0,9.0,8.3,0
3.85,3.57,2.67,0.121,0.35,20.02,6.0,4.0,6.2,1
2.22,1.97,0.49,0.162,0.003,58.69,4.0,8.0,3.2,0
4.23,0.33,2.34,0.828,0.157,10.39,51.0,9.0,8.1,0
3.32,2.32,0.66,0.624,0.091,33.1,11.0,3.0,1.0,0
3.42,1.15,0.61,0.04,0.473,3.53,18.0,9.0,3.8,0
2.04,0.1,0.04,0.181,0.062,15.03,41.0,9.0,8.3,0
4.42,3.32,2.01,0.868,0.306,46.07,45.0,8.0,7.2,1
1.89,0.52,1.16,0.307,0.186,54.36,2.0,9.0,9.7,0
0.73,3.7,2.92,0.209,0.361,52.72,13.0,12.0,3.8,1
1.57,2.65,0.15,0.797,,31.14,42.0,6.0,6.4,1
2.01,0.57,0.2,0.397,0.053,26.99,14.0,10.0,7.9,0
3.76,1.07,0.85,0.484,0.02,14.32,14.0,13.0,5.1,0
0.44,3.91,1.61,0.705,,35.19,46.0,8.0,3.0,1
3.29,2.59,2.25,0.908,0.482,43.75,58.0,3.0,1.2,1
2.56,1.93,0.91,0.699,0.108,58.83,21.0,9.0,2.2,1
1.58,3.82,1.0,0.394,0.044,49.79,10.0,12.0,0.6,1
1.97,0.12,2.16,0.964,,,30.0,6.0,2.7,1
3.49,1.53,1.11,0.548,0.345,,22.0,2.0,1.2,1
3.01,3.27,1.96,0.902,0.367,18.99,56.0,9.0,0.3,1
0.36,3.82,0.94,0.888,0.456,,31.0,10.0,3.7,1
0.5,3.14,2.97,0.511,0.127,15.91,54.0,2.0,4.8,0
3.52,2.55,2.75,0.208,0.111,37.07,48.0,9.0,5.9,0
4.4,0.51,1.76,0.372,0.037,23.82,53.0,,8.2,0
0.8,2.15,2.88,0.175,0.075,17.07,33.0,2.0,0.6,0
2.98,2.3,1.69,0.159,0.325,28.32,7.0,2.0,1.1,0
1.03,3.31,2.55,0.895,0.243,40.39,16.0,9.0,4.0,1
4.92,2.68,2.86,0.141,0.359,35.2,6.0,12.0,6.1,1
3.14,3.38,2.93,0.975,0.311,25.86,32.0,3.0,2.1,1
4.08,2.32,2.92,0.278,0.353,35.92,1.0,9.0,2.1,1
1.45,0.54,2.62,0.459,0.265,7.39,28.0,9.0,0.3,0
1.69,3.0,1.18,0.186,0.474,56.14,56.0,11.0,5.8,1
0.73,2.54,2.98,0.373,0.337,12.88,33.0,1.0,5.6,0
3.4,1.39,2.34,0.599,0.353,58.41,25.0,5.0,5.1,1
4.91,3.28,2.55,0.916,0.442,29.47,23.0,8.0,9.4,1
2.45,3.53,2.4,0.942,0.305,29.13,56.0,6.0,4.8,1
0.48,2.94,1.72,0.053,0.114,57.8,33.0,11.0,8.0,0
0.07,1.94,1.62,0.532,0.213,27.77,34.0,4.0,3.7,0
3.54,1.24,1.24,0.136,0.363,3.31,29.0,1.0,7.6,0
0.9,0.91,0.38,0.145,0.463,18.2,58.0,9.0,8.2,0
4.67,3.32,1.89,0.821,0.24,34.91,10.0,12.0,0.4,1
3.67,2.6,0.96,0.326,0.112,23.33,6.0,4.0,1.2,0
0.93,2.56,0.58,0.985,,19.5,20.0,14.0,8.8,0
4.51,0.8,0.79,0.798,0.213,7.16,43.0,12.0,4.8,1
1.11,2.22,1.16,0.547,0.365,51.71,17.0,8.0,7.5,1
4.78,3.95,0.02,0.036,0.053,34.99,20.0,0.0,6.1,0
1.44,1.79,1.05,0.072,0.024,56.49,26.0,9.0,5.9,0
0.63,2.21,1.91,0.605,0.499,35.08,55.0,5.0,1.2,1
2.86,3.5,0.6,0.84,0.176,34.95,40.0,3.0,0.2,1
2.98,3.5,0.64,0.517,0.128,18.43,50.0,5.0,6.0,1
3.14,0.26,0.47,,0.314,29.97,56.0,3.0,,0
1.36,3.61,0.72,0.402,0.466,4.05,41.0,14.0,6.3,0
1.86,2.62,0.08,0.92,0.22,21.03,2.0,10.0,7.4,0
4.96,1.37,2.94,0.89,0.405,16.6,21.0,2.0,0.6,1
2.0,3.07,0.21,0.629,0.138,28.22,37.0,1.0,9.1,0
0.51,1.95,2.18,0.899,0.268,21.83,57.0,12.0,6.4,1
2.13,2.19,0.81,0.537,0.275,53.55,44.0,10.0,7.3,1
0.95,2.55,1.49,0.103,0.118,3.32,25.0,10.0,8.7,0
0.74,3.23,1.0,0.74,0.286,14.57,53.0,8.0,6.6,1
1.91,1.89,2.91,0.643,0.288,5.4,46.0,12.0,1.3,1
1.72,1.04,1.08,,0.289,36.09,9.0,1.0,5.7,0
0.58,2.45,1.34,0.041,0.201,51.38,43.0,4.0,1.8,0
0.08,3.89,2.97,0.102,0.318,34.8,9.0,6.0,8.1,0
3.17,0.39,0.3,0.998,,4.77,18.0,6.0,3.7,0
1.2,0.03,0.89,0.767,0.196,10.49,23.0,1.0,1.0,0
4.28,1.55,1.16,0.468,0.021,13.19,54.0,1.0,4.7,0
1.55,2.18,1.35,0.67,0.478,23.31,8.0,0.0,4.9,0
2.73,2.04,2.87,0.833,0.359,42.73,48.0,13.0,9.4,1
,1.26,1.15,0.91,0.37,53.41,4.0,10.0,0.9,1
0.92,3.73,0.84,0.859,0.393,57.67,27.0,7.0,2.5,1
4.72,0.98,0.94,0.544,0.359,8.21,51.0,1.0,8.2,0
3.39,0.49,0.38,0.911,0.434,25.19,50.0,9.0,2.6,1
4.75,0.89,0.42,0.789,0.011,9.15,21.0,9.0,9.3,0
1.0,0.39,0.73,0.074,0.052,26.73,22.0,1.0,3.5,0
3.74,3.38,0.52,0.103,0.21,7.58,48.0,12.0,8.3,0
1.12,1.61,1.01,0.733,0.431,48.61,29.0,12.0,6.6,1
3.75,3.32,0.42,0.851,0.145,47.92,35.0,8.0,2.7,1
4.15,2.55,1.7,0.443,0.374,57.41,23.0,6.0,5.1,1
1.07,1.9,2.85,0.764,0.134,3.5,6.0,3.0,3.8,0
1.83,0.41,1.49,0.746,0.499,11.79,4.0,10.0,9.1,0
3.03,0.15,1.34,0.473,0.421,53.95,36.0,13.0,9.4,1
4.55,2.23,0.56,0.404,0.231,37.39,1.0,6.0,10.0,0
0.14,0.8,0.67,0.075,0.444,27.27,11.0,9.0,8.8,0
2.79,1.77,1.87,0.98,0.303,41.07,49.0,7.0,9.2,0
0.69,3.79,0.35,0.204,0.065,15.48,17.0,3.0,6.4,0
2.12,0.53,0.53,0.149,0.329,43.76,48.0,5.0,4.8,0
2.67,2.83,1.76,0.081,0.258,29.89,57.0,3.0,6.1,0
3.95,0.85,2.21,0.51,0.101,39.59,12.0,3.0,8.4,0
4.99,0.96,2.83,0.068,0.04,18.78,2.0,9.0,7.5,0
2.8,2.55,0.53,0.878,0.442,32.34,9.0,2.0,0.8,1
2.15,0.52,2.15,0.202,0.192,6.57,55.0,7.0,5.5,0
2.54,1.55,0.73,0.917,0.443,11.9,22.0,10.0,4.0,1
3.01,1.52,0.48,0.858,0.372,1.11,16.0,9.0,2.8,1
0.42,1.82,2.46,0.04,0.015,18.74,18.0,0.0,3.6,0
0.36,1.27,0.89,0.576,0.407,1.6,42.0,0.0,3.5,0
1.72,1.09,1.0,0.182,0.116,30.35,38.0,11.0,1.7,0
0.3,3.13,1.19,0.136,0.209,3.02,41.0,1.0,5.1,0
2.48,0.32,0.14,0.516,0.178,12.25,43.0,13.0,9.8,0
1.29,3.4,2.63,0.191,0.007,27.84,33.0,0.0,2.8,0
0.26,3.35,2.91,0.452,0.427,19.63,31.0,4.0,2.1,1
0.26,3.73,0.62,0.053,0.353,12.47,21.0,7.0,6.6,0
2.05,0.96,0.23,0.471,0.234,24.56,17.0,7.0,,1
1.66,3.67,1.47,0.17,0.194,5.52,34.0,10.0,7.2,0
4.07,1.8,1.98,0.116,0.48,42.23,43.0,12.0,6.2,1
0.65,2.74,1.48,0.084,0.438,33.09,50.0,13.0,9.2,0
0.14,3.41,1.96,0.638,0.493,13.58,55.0,7.0,2.4,1
0.3,0.25,2.85,0.065,0.161,50.82,38.0,4.0,8.6,0
1.66,0.14,0.99,0.582,0.316,5.76,59.0,0.0,7.1,0
3.03,0.81,2.66,0.079,0.15,46.75,40.0,2.0,4.4,0
2.5,2.24,1.63,0.492,0.031,2.75,1.0,7.0,2.9,1
2.85,3.11,2.14,0.23,,35.35,54.0,6.0,2.4,1
3.13,3.1,2.5,0.142,0.217,35.78,26.0,12.0,4.4,1
,3.57,0.8,0.96,0.437,9.45,47.0,2.0,3.4,1
4.54,2.23,1.07,0.348,0.221,43.57,34.0,4.0,6.1,0
0.04,2.24,0.12,0.324,0.023,32.91,41.0,10.0,4.0,0
0.9,0.31,2.34,0.972,0.024,16.08,41.0,9.0,2.3,0
3.23,3.06,0.21,0.754,0.347,43.72,28.0,5.0,8.0,1
4.86,1.92,1.26,0.596,0.364,28.84,8.0,13.0,4.4,1
0.76,0.83,2.46,0.197,0.492,26.39,39.0,8.0,5.2,0
3.54,0.5,0.31,0.625,0.214,1.33,47.0,9.0,6.8,0
1.23,3.56,2.98,0.794,0.407,30.2,12.0,10.0,2.3,1
1.0,2.31,1.69,0.865,0.148,37.83,40.0,0.0,3.4,0
1.52,2.47,0.37,0.866,0.121,49.22,10.0,8.0,2.2,1
0.85,0.96,0.04,0.093,0.014,57.38,50.0,5.0,6.5,0
2.62,2.2,,0.28,0.266,14.61,58.0,3.0,8.6,0
4.74,0.64,0.66,0.481,0.12,50.53,45.0,14.0,4.1,1
4.61,1.68,1.39,0.474,0.3,7.46,19.0,1.0,1.8,1
2.67,0.98,1.4,0.487,0.163,42.75,50.0,12.0,7.6,0
3.7,0.67,0.47,0.938,0.362,41.61,10.0,8.0,10.0,0
0.99,3.2,1.98,0.398,0.323,1.87,52.0,4.0,2.0,1
2.78,2.65,1.24,0.814,0.47,27.32,40.0,5.0,2.3,1
3.88,3.2,1.9,0.476,0.241,37.82,10.0,1.0,7.8,0
1.61,3.34,2.59,0.435,0.129,49.62,59.0,3.0,3.6,1
1.05,1.56,0.51,0.944,0.218,50.88,55.0,0.0,7.5,0
1.45,3.02,1.3,0.299,0.476,17.17,52.0,11.0,3.3,1
1.38,2.94,2.52,0.3,0.301,35.23,6.0,7.0,7.5,0
1.35,0.99,2.17,0.844,0.309,46.07,49.0,14.0,7.2,0
0.32,2.76,0.92,0.446,0.476,49.38,47.0,5.0,8.1,1
2.49,3.71,2.27,0.61,0.486,24.43,28.0,11.0,8.1,1
0.8,2.74,1.15,0.067,0.47,26.03,46.0,7.0,0.7,1
4.49,1.31,2.91,0.524,0.26,37.38,35.0,2.0,6.7,0
4.01,2.81,0.76,0.544,0.359,13.5,22.0,3.0,4.4,0
4.55,2.32,0.53,0.626,0.185,34.35,21.0,6.0,,0
,3.22,2.64,0.085,0.461,40.31,50.0,5.0,9.4,0
1.78,1.09,1.49,0.862,0.442,4.65,41.0,14.0,4.3,0
3.87,0.65,2.23,0.42,0.349,36.29,21.0,4.0,2.0,1
2.49,1.73,2.85,0.296,0.074,53.62,37.0,3.0,6.1,0
1.28,2.51,0.59,0.576,0.179,29.39,40.0,10.0,1.3,1
1.81,0.39,0.3,0.543,0.467,41.69,33.0,1.0,1.7,0
2.86,1.05,0.65,0.187,,42.16,47.0,7.0,9.5,0
4.23,0.67,0.34,0.305,0.064,47.66,43.0,7.0,1.4,0
0.06,3.08,2.89,0.692,0.479,27.32,15.0,6.0,6.1,1
2.2,2.82,2.14,0.211,0.056,42.11,55.0,0.0,7.9,0
0.03,2.5,1.97,0.471,0.008,5.83,18.0,14.0,4.9,0
1.44,1.85,2.85,0.874,0.235,30.18,39.0,9.0,7.3,1
2.05,1.79,2.94,0.025,0.453,51.42,5.0,10.0,5.7,0
2.33,2.07,2.74,0.839,0.064,50.86,52.0,14.0,10.0,1
3.7,3.27,,0.865,0.027,29.67,53.0,4.0,0.8,1
3.66,2.38,1.49,0.72,0.396,53.06,21.0,8.0,2.3,1
1.56,2.99,0.13,0.603,0.238,9.84,55.0,,5.7,0
1.83,1.04,2.63,0.462,0.5,50.71,34.0,9.0,5.1,1
1.3,1.91,0.3,0.667,0.062,3.4,48.0,0.0,0.9,0
1.96,2.52,0.26,0.807,0.024,7.92,28.0,12.0,5.5,0
1.7,1.26,1.97,0.234,0.144,5.55,44.0,5.0,1.1,0
3.32,2.08,2.49,0.91,0.052,45.52,3.0,8.0,6.9,1
0.65,3.36,2.06,0.285,0.037,44.34,36.0,9.0,6.5,0
0.14,0.31,1.09,0.014,0.498,35.34,3.0,4.0,0.7,0
0.1,3.24,,0.689,0.454,53.36,46.0,6.0,4.7,1
4.83,2.41,0.02,0.917,0.264,52.19,16.0,5.0,7.1,1
1.23,1.65,0.49,0.867,0.018,17.74,53.0,8.0,8.0,0
3.66,2.24,1.5,0.19,0.423,23.31,55.0,0.0,0.4,1
3.6,2.42,2.63,0.952,0.184,59.78,33.0,12.0,4.7,1
4.18,3.12,0.31,0.94,0.364,38.88,17.0,9.0,9.9,1
1.94,3.21,1.51,0.653,0.371,19.92,44.0,10.0,3.8,1
3.24,2.96,0.62,0.256,0.441,57.43,55.0,0.0,5.3,0
1.81,0.07,0.65,0.418,0.499,25.14,18.0,4.0,3.0,1
1.17,2.23,2.52,0.535,0.456,12.57,4.0,12.0,0.6,1
4.93,1.73,0.5,0.527,0.385,19.37,22.0,7.0,9.0,0
4.52,2.31,0.2,0.58,0.172,30.31,42.0,13.0,6.3,1
2.32,2.42,0.26,0.256,0.449,35.41,9.0,4.0,5.2,0
3.04,2.46,1.05,0.191,0.146,9.92,7.0,10.0,8.1,0
4.85,1.4,1.62,0.975,0.325,36.5,56.0,3.0,1.5,1
1.71,1.79,0.03,0.123,0.494,28.17,30.0,13.0,8.7,0
4.2,0.06,2.98,0.325,0.45,43.96,19.0,4.0,6.1,1
1.98,3.74,2.82,0.97,0.279,3.44,58.0,14.0,7.1,1
4.36,3.95,1.4,0.722,0.059,59.13,41.0,7.0,6.2,1
2.43,1.6,0.44,0.563,0.394,8.75,25.0,2.0,8.2,0
2.66,1.68,0.48,0.014,0.283,49.9,37.0,3.0,7.9,0
3.78,1.84,1.17,0.872,0.291,46.06,55.0,10.0,5.7,1
4.41,1.17,2.74,0.764,0.271,50.21,28.0,4.0,8.4,0
1.33,1.74,1.24,0.101,0.165,15.35,56.0,8.0,7.9,0
3.76,1.43,1.16,0.81,0.059,49.48,26.0,4.0,5.0,1
4.75,0.08,2.75,,0.143,14.19,8.0,14.0,0.9,0
0.11,0.51,2.98,0.809,0.4,27.25,38.0,14.0,8.7,0
0.78,0.31,1.15,0.843,0.036,53.06,35.0,6.0,3.8,0
1.77,0.96,2.89,0.434,0.329,56.94,49.0,5.0,,1
3.93,0.4,0.39,0.08,0.159,25.94,16.0,10.0,7.7,0
2.93,0.92,0.6,0.56,0.161,35.29,49.0,4.0,0.9,1
4.61,0.02,1.3,0.554,0.261,22.12,11.0,1.0,2.7,0
2.31,3.96,,0.805,0.197,19.25,51.0,13.0,8.3,1
2.5,0.44,0.69,0.093,0.415,34.08,34.0,10.0,5.8,0
2.8,3.36,1.43,0.699,0.438,4.48,47.0,5.0,3.2,1
4.53,0.41,2.2,0.844,0.402,36.97,18.0,14.0,1.6,1
0.3,1.25,0.47,0.528,0.458,46.97,19.0,10.0,4.3,0
2.55,3.77,1.09,0.312,0.261,10.83,7.0,7.0,6.3,0
1.88,1.24,0.09,0.245,0.17,11.02,58.0,12.0,3.5,0
1.53,2.62,2.87,0.314,0.128,27.81,23.0,7.0,6.0,0
3.58,1.27,2.28,0.895,0.412,33.81,3.0,2.0,8.1,1
1.69,3.77,0.98,0.697,0.136,22.56,3.0,2.0,2.7,0
0.12,0.04,0.52,0.665,0.348,16.79,46.0,2.0,0.9,0
1.07,1.0,1.59,0.071,0.175,,53.0,4.0,1.8,0
1.46,1.65,0.67,0.613,0.264,11.12,29.0,4.0,2.4,0
0.91,3.3,1.63,0.86,0.425,53.97,33.0,4.0,1.3,1
3.82,2.29,,0.192,0.082,42.79,23.0,7.0,4.1,0
3.03,3.58,1.67,0.26,0.153,16.14,4.0,5.0,3.3,0
