age,account_balance,call_duration_sec,campaign_contacts,prev_contacts,has_loan,has_housing,credit_score,subscribed
37.0,49166.92,473.0,13.0,0.0,0.0,0.0,343.0,0
39.0,31752.31,295.0,5.0,1.0,0.0,0.0,477.0,0
44.0,,313.0,7.0,0.0,0.0,1.0,337.0,0
23.0,23574.63,110.0,12.0,0.0,,1.0,585.0,0
38.0,22961.53,587.0,14.0,2.0,1.0,,816.0,1
44.0,21811.87,304.0,9.0,4.0,1.0,0.0,408.0,0
54.0,46309.28,505.0,1.0,0.0,0.0,1.0,827.0,1
29.0,40106.81,434.0,5.0,1.0,1.0,0.0,506.0,0
42.0,38613.24,548.0,8.0,4.0,1.0,1.0,778.0,1
47.0,28710.6,545.0,13.0,1.0,0.0,0.0,833.0,1
50.0,22967.4,344.0,10.0,4.0,0.0,0.0,470.0,1
21.0,1266.16,510.0,9.0,1.0,0.0,1.0,661.0,1
65.0,36248.43,462.0,12.0,2.0,0.0,0.0,343.0,1
35.0,23130.47,205.0,13.0,1.0,1.0,1.0,816.0,1
57.0,25276.01,160.0,4.0,2.0,0.0,0.0,370.0,1
49.0,28282.85,392.0,10.0,3.0,0.0,0.0,748.0,1
22.0,35407.84,306.0,10.0,3.0,0.0,1.0,826.0,1
69.0,15526.76,207.0,7.0,3.0,0.0,1.0,585.0,0
56.0,28959.22,248.0,14.0,2.0,0.0,,339.0,0
29.0,7467.76,516.0,11.0,0.0,0.0,1.0,396.0,0
46.0,3758.3,532.0,5.0,0.0,1.0,1.0,411.0,0
56.0,19242.17,586.0,4.0,4.0,1.0,0.0,383.0,1
34.0,33119.82,342.0,12.0,1.0,0.0,1.0,357.0,0
18.0,21626.3,538.0,4.0,4.0,,0.0,762.0,1
46.0,45777.43,411.0,7.0,1.0,0.0,0.0,458.0,1
34.0,47993.22,568.0,,2.0,0.0,0.0,562.0,1
56.0,12966.13,349.0,14.0,1.0,0.0,1.0,464.0,0
29.0,49198.12,258.0,6.0,4.0,0.0,0.0,555.0,1
27.0,19173.45,162.0,,3.0,0.0,1.0,318.0,0
61.0,43388.29,237.0,2.0,4.0,1.0,1.0,798.0,1
41.0,8407.69,196.0,6.0,3.0,0.0,0.0,656.0,1
46.0,33478.3,47.0,5.0,2.0,0.0,1.0,507.0,0
54.0,,351.0,5.0,1.0,1.0,1.0,515.0,1
62.0,32657.22,204.0,13.0,0.0,0.0,1.0,624.0,0
29.0,19316.91,445.0,2.0,1.0,0.0,,316.0,1
35.0,29837.59,431.0,3.0,3.0,0.0,1.0,794.0,1
69.0,1688.86,298.0,10.0,2.0,0.0,1.0,303.0,0
29.0,36108.95,391.0,3.0,4.0,1.0,1.0,811.0,1
22.0,31511.78,5.0,4.0,2.0,0.0,1.0,685.0,0
27.0,40007.12,154.0,3.0,2.0,1.0,1.0,374.0,0
39.0,38137.08,234.0,1.0,0.0,0.0,0.0,494.0,1
36.0,23042.68,302.0,7.0,2.0,0.0,0.0,754.0,1
38.0,3256.81,320.0,2.0,0.0,0.0,0.0,678.0,0
51.0,44573.76,526.0,8.0,0.0,0.0,1.0,382.0,1
42.0,4990.23,573.0,1.0,3.0,1.0,0.0,520.0,1
37.0,12074.31,592.0,8.0,3.0,0.0,0.0,780.0,1
26.0,11216.93,313.0,5.0,0.0,0.0,0.0,581.0,0
68.0,8271.16,82.0,10.0,3.0,0.0,0.0,434.0,0
,39711.98,435.0,7.0,4.0,0.0,1.0,375.0,1
30.0,22655.74,91.0,11.0,3.0,0.0,1.0,318.0,0
55.0,35593.65,502.0,9.0,4.0,0.0,0.0,576.0,1
39.0,49884.76,484.0,5.0,4.0,0.0,1.0,332.0,1
48.0,37443.1,543.0,7.0,0.0,1.0,1.0,310.0,1
21.0,47107.9,562.0,12.0,4.0,0.0,0.0,563.0,1
31.0,39205.06,533.0,11.0,3.0,1.0,1.0,669.0,1
62.0,,413.0,3.0,4.0,0.0,0.0,666.0,1
21.0,42955.67,311.0,3.0,1.0,0.0,1.0,439.0,1
23.0,40548.61,432.0,5.0,2.0,1.0,1.0,679.0,1
,47344.59,269.0,14.0,1.0,0.0,0.0,599.0,1
48.0,22193.73,510.0,3.0,2.0,0.0,0.0,814.0,1
26.0,12357.23,6.0,14.0,1.0,1.0,1.0,764.0,0
57.0,48724.15,241.0,2.0,1.0,0.0,1.0,328.0,1
32.0,8034.57,312.0,3.0,2.0,0.0,1.0,334.0,0
53.0,28922.35,176.0,13.0,0.0,0.0,1.0,608.0,0
25.0,1537.71,529.0,7.0,1.0,0.0,1.0,549.0,1
60.0,19993.73,350.0,1.0,0.0,1.0,1.0,827.0,1
23.0,37438.31,254.0,,2.0,0.0,0.0,538.0,0
29.0,42745.08,31.0,3.0,2.0,0.0,1.0,753.0,0
50.0,49954.07,535.0,9.0,0.0,1.0,1.0,689.0,1
66.0,22758.84,570.0,9.0,1.0,1.0,1.0,388.0,1
51.0,14729.76,335.0,12.0,4.0,0.0,0.0,740.0,1
27.0,44052.68,82.0,8.0,4.0,1.0,0.0,603.0,0
58.0,6880.76,414.0,8.0,0.0,0.0,1.0,506.0,0
58.0,,164.0,4.0,0.0,1.0,1.0,429.0,0
23.0,34726.95,448.0,1.0,0.0,0.0,0.0,429.0,1
59.0,48105.07,372.0,8.0,1.0,0.0,1.0,331.0,1
31.0,,240.0,12.0,2.0,1.0,1.0,653.0,0
23.0,11301.04,200.0,10.0,3.0,0.0,1.0,430.0,0
33.0,25551.01,227.0,9.0,2.0,0.0,1.0,738.0,0
48.0,44245.17,500.0,6.0,3.0,1.0,0.0,584.0,1
47.0,,327.0,12.0,1.0,0.0,0.0,674.0,0
66.0,13775.46,132.0,11.0,3.0,0.0,0.0,415.0,0
20.0,3895.72,531.0,10.0,3.0,0.0,0.0,529.0,1
22.0,34585.1,565.0,1.0,4.0,1.0,0.0,325.0,1
45.0,13409.24,298.0,6.0,3.0,0.0,1.0,423.0,0
58.0,46848.29,354.0,14.0,1.0,0.0,0.0,650.0,1
41.0,3106.46,238.0,4.0,3.0,1.0,1.0,499.0,1
43.0,5615.19,238.0,14.0,3.0,1.0,1.0,746.0,1
66.0,14556.78,296.0,10.0,4.0,0.0,0.0,459.0,0
49.0,32017.38,382.0,14.0,3.0,1.0,1.0,559.0,1
21.0,467.51,496.0,5.0,1.0,1.0,0.0,538.0,1
66.0,2277.59,,12.0,3.0,0.0,0.0,617.0,0
39.0,11434.15,337.0,11.0,4.0,1.0,0.0,692.0,1
63.0,897.0,321.0,7.0,1.0,0.0,1.0,,0
61.0,11409.88,48.0,,4.0,1.0,0.0,509.0,0
69.0,27096.35,35.0,4.0,2.0,0.0,0.0,315.0,0
53.0,35296.73,573.0,5.0,2.0,0.0,1.0,616.0,1
60.0,9840.02,,9.0,0.0,0.0,1.0,361.0,0
29.0,45625.64,222.0,7.0,2.0,0.0,1.0,424.0,0
65.0,26295.96,415.0,11.0,2.0,0.0,1.0,416.0,1
21.0,9409.86,68.0,10.0,3.0,0.0,1.0,602.0,0
42.0,10515.2,459.0,14.0,4.0,0.0,1.0,677.0,1
60.0,4330.98,277.0,14.0,1.0,1.0,0.0,654.0,0
21.0,1829.58,457.0,8.0,1.0,1.0,0.0,300.0,0
59.0,24388.65,115.0,9.0,2.0,1.0,1.0,502.0,0
47.0,11946.28,568.0,,2.0,0.0,0.0,682.0,1
51.0,25492.46,295.0,1.0,3.0,0.0,1.0,487.0,1
38.0,8026.19,135.0,7.0,0.0,0.0,1.0,778.0,0
67.0,49410.71,,1.0,2.0,0.0,0.0,331.0,0
35.0,22276.66,525.0,3.0,1.0,0.0,1.0,344.0,1
22.0,623.3,470.0,6.0,0.0,0.0,1.0,410.0,0
63.0,9325.57,281.0,13.0,3.0,0.0,,381.0,0
60.0,5473.99,188.0,11.0,3.0,0.0,1.0,709.0,0
68.0,16793.92,73.0,14.0,3.0,0.0,0.0,766.0,0
45.0,23050.54,449.0,13.0,3.0,0.0,0.0,815.0,1
36.0,25863.68,257.0,7.0,0.0,0.0,1.0,636.0,0
36.0,29823.19,98.0,14.0,2.0,1.0,0.0,790.0,0
48.0,41748.11,337.0,2.0,2.0,0.0,1.0,688.0,1
69.0,1940.62,68.0,6.0,0.0,0.0,0.0,342.0,0
28.0,41864.83,66.0,9.0,0.0,0.0,1.0,763.0,0
37.0,15671.79,371.0,3.0,3.0,1.0,1.0,422.0,1
49.0,43399.08,480.0,2.0,0.0,1.0,0.0,602.0,1
47.0,40986.33,97.0,7.0,4.0,0.0,0.0,611.0,0
20.0,18693.12,305.0,2.0,2.0,0.0,1.0,694.0,1
67.0,21901.58,334.0,8.0,3.0,0.0,1.0,,0
,33342.26,307.0,9.0,3.0,0.0,1.0,849.0,1
44.0,9110.57,63.0,2.0,3.0,0.0,0.0,433.0,0
64.0,22967.27,474.0,5.0,4.0,1.0,0.0,692.0,1
61.0,9034.96,513.0,9.0,4.0,0.0,0.0,419.0,0
67.0,17851.58,47.0,14.0,2.0,0.0,1.0,390.0,0
44.0,26127.46,94.0,1.0,4.0,0.0,1.0,761.0,1
43.0,10048.84,430.0,2.0,2.0,,1.0,497.0,1
19.0,2227.74,422.0,14.0,1.0,0.0,0.0,596.0,0
49.0,18137.5,339.0,9.0,0.0,0.0,0.0,500.0,1
29.0,5644.59,385.0,9.0,0.0,0.0,0.0,490.0,0
46.0,592.62,434.0,3.0,2.0,0.0,0.0,478.0,1
32.0,47910.53,235.0,14.0,2.0,1.0,0.0,461.0,1
48.0,2314.93,103.0,2.0,1.0,0.0,1.0,356.0,0
52.0,49622.57,209.0,9.0,1.0,0.0,0.0,677.0,0
39.0,12034.77,60.0,,2.0,0.0,0.0,330.0,0
29.0,5388.9,88.0,5.0,1.0,0.0,0.0,435.0,0
59.0,4239.57,542.0,3.0,2.0,0.0,1.0,701.0,1
51.0,17890.05,404.0,8.0,4.0,0.0,1.0,574.0,1
53.0,39159.85,567.0,7.0,4.0,1.0,0.0,411.0,1
40.0,25683.46,11.0,13.0,3.0,1.0,1.0,709.0_err,0
61.0,18695.98,596.0,12.0,,0.0,0.0,557.0,1
68.0,7763.79,346.0,3.0,2.0,1.0,1.0,361.0,0
42.0,40992.67,339.0,7.0,1.0,0.0,1.0,840.0,1
43.0,27068.07,494.0,10.0,3.0,0.0,0.0,486.0,1
61.0,9386.52,241.0,4.0,0.0,1.0,0.0,497.0,1
32.0,34018.57,354.0,1.0,3.0,0.0,0.0,591.0,1
22.0,40186.39,49.0,,4.0,0.0,0.0,599.0,0
48.0,44868.61,562.0,6.0,3.0,0.0,0.0,608.0,1
21.0,22698.49,171.0,8.0,1.0,0.0,0.0,568.0,0
33.0,25085.28,249.0,12.0,1.0,1.0,1.0,664.0,1
62.0,647.26,543.0,4.0,2.0,0.0,1.0,743.0,1
62.0,21203.66,589.0,,1.0,0.0,0.0,332.0,1
44.0,32829.0,169.0,6.0,3.0,0.0,0.0,460.0,0
61.0,19089.88,3.0,3.0,4.0,1.0,1.0,634.0,0
55.0,17002.17,11.0,6.0,1.0,1.0,1.0,381.0,0
41.0,7930.03,449.0,3.0,1.0,0.0,1.0,539.0,1
59.0,17291.28,203.0,12.0,1.0,0.0,1.0,361.0,0
43.0,1179.23,194.0,13.0,4.0,0.0,1.0,447.0,0
57.0,11648.79,334.0,8.0,4.0,0.0,1.0,569.0,0
40.0,49543.06,343.0,5.0,2.0,0.0,0.0,447.0,1
22.0,2346.23,269.0,12.0,4.0,1.0,0.0,690.0,0
63.0,15155.29,107.0,12.0,0.0,0.0,0.0,322.0,0
52.0,4686.46,210.0,14.0,0.0,0.0,0.0,469.0,0
65.0,24047.88,139.0,2.0,2.0,0.0,1.0,426.0,0
28.0,14415.79,199.0,12.0,3.0,0.0,0.0,324.0,0
54.0,,547.0,10.0,1.0,0.0,1.0,512.0,1
55.0,31735.17,188.0,11.0,1.0,0.0,0.0,396.0,0
23.0,28134.7,68.0,11.0,4.0,0.0,0.0,611.0,0
45.0,5575.35,351.0,2.0,4.0,0.0,0.0,724.0,1
53.0,6127.29,1.0,8.0,0.0,0.0,0.0,533.0,0
66.0,48397.73,403.0,4.0,0.0,1.0,1.0,,1
63.0,5431.84,397.0,7.0,3.0,0.0,1.0,695.0,1
34.0,30034.03,124.0,1.0,0.0,0.0,1.0,464.0,0
19.0,25913.44,397.0,9.0,1.0,0.0,1.0,313.0,1
42.0,148.43,210.0,1.0,1.0,1.0,0.0,624.0,1
18.0,17241.48,454.0,1.0,4.0,1.0,1.0,601.0,1
60.0,35955.73,320.0,3.0,0.0,0.0,1.0,779.0,1
56.0,2551.24,294.0,8.0,3.0,1.0,1.0,469.0,0
26.0,43369.78,489.0,13.0,0.0,0.0,0.0,569.0,0
41.0,41879.68,556.0,4.0,1.0,0.0,0.0,605.0,1
55.0,40639.34,,8.0,3.0,0.0,0.0,489.0,0
34.0,18727.35,116.0,8.0,2.0,0.0,0.0,328.0,0
45.0,24372.55,186.0,14.0,0.0,0.0,1.0,682.0,0
69.0,19897.48,139.0,6.0,2.0,1.0,1.0,449.0,0
26.0,49622.03,42.0,9.0,1.0,0.0,0.0,846.0,0
62.0,7805.09,98.0,5.0,0.0,1.0,0.0,351.0,0
52.0,26692.01,288.0,12.0,2.0,1.0,0.0,655.0,1
46.0,11281.16,418.0,14.0,4.0,1.0,0.0,400.0,0
25.0,12588.59,118.0,11.0,1.0,1.0,1.0,712.0,0
35.0,38238.48,61.0,8.0,4.0,1.0,0.0,355.0,0
48.0,19660.74,527.0,9.0,1.0,0.0,0.0,382.0,1
47.0,45546.16,453.0,2.0,3.0,,0.0,366.0,1
35.0,12478.72,321.0,10.0,3.0,1.0,0.0,407.0,0
59.0,23940.37,66.0,3.0,1.0,0.0,0.0,798.0,0
19.0,22949.47,210.0,11.0,2.0,0.0,1.0,547.0,0
31.0,9652.31,104.0,11.0,0.0,0.0,1.0,462.0,0
47.0,33001.51,233.0,5.0,,0.0,1.0,770.0,0
52.0,46769.85,,3.0,0.0,,0.0,711.0,1
23.0,25662.42,196.0,14.0,,0.0,0.0,476.0,0
44.0,1356.77,440.0,4.0,4.0,0.0,1.0,476.0,1
25.0,,524.0,12.0,3.0,1.0,1.0,325.0,0
51.0,43640.16,493.0,3.0,4.0,1.0,0.0,586.0,1
44.0,12282.23,232.0,10.0,2.0,0.0,1.0,458.0,0
31.0,26017.5,496.0,4.0,1.0,0.0,0.0,548.0,1
67.0,10518.94,473.0,14.0,2.0,0.0,1.0,612.0,1
39.0,38334.87,242.0,1.0,4.0,0.0,1.0,789.0,1
64.0,5098.59,461.0,12.0,2.0,0.0,,399.0,0
20.0,31866.18,417.0,1.0,0.0,1.0,1.0,733.0,1
34.0,32285.88,164.0,12.0,0.0,0.0,0.0,543.0,0
29.0,46695.66,249.0,2.0,1.0,1.0,1.0,729.0,1
42.0,34134.24,124.0,1.0,2.0,0.0,0.0,312.0,0
33.0,7745.54,464.0,1.0,1.0,0.0,0.0,446.0,1
55.0,43091.39,186.0,2.0,1.0,0.0,0.0,387.0,1
39.0,3052.16,149.0,3.0,0.0,1.0,1.0,644.0,0
31.0,17479.39,356.0,8.0,0.0,0.0,1.0,,0
54.0,3336.01,504.0,6.0,3.0,0.0,1.0,302.0,1
,4512.62,301.0,5.0,2.0,1.0,1.0,313.0,0
22.0,29393.75,514.0,5.0,3.0,1.0,1.0,660.0,1
33.0,4820.21,358.0,13.0,3.0,0.0,1.0,815.0,1
37.0,40387.78,338.0,8.0,2.0,0.0,1.0,474.0,1
35.0,31015.75,262.0,9.0,1.0,1.0,0.0,465.0,0
59.0,40677.81,477.0,13.0,0.0,0.0,1.0,644.0,1
60.0,29419.01,114.0,7.0,1.0,0.0,1.0,400.0,0
38.0,7637.6,469.0,10.0,1.0,,0.0,306.0,0
45.0,47993.47,398.0,9.0,3.0,0.0,0.0,687.0,1
44.0,4045.83,322.0,13.0,2.0,1.0,1.0,665.0,0
25.0,28995.75,161.0,11.0,2.0,0.0,0.0,339.0,0
68.0,13351.36,,5.0,4.0,0.0,1.0,484.0,0
41.0,41963.66,447.0,3.0,4.0,0.0,0.0,791.0,1
52.0,37254.91,344.0,12.0,0.0,0.0,1.0,515.0,0
65.0,11721.37,503.0,12.0,0.0,1.0,1.0,654.0,0
32.0,19175.85,150.0,4.0,3.0,0.0,1.0,383.0,0
39.0,21768.74,,,0.0,0.0,,738.0,1
30.0,6675.6,339.0,9.0,0.0,0.0,,616.0,0
61.0,25962.89,176.0,3.0,4.0,0.0,1.0,607.0,1
52.0,13364.68,126.0,2.0,4.0,1.0,0.0,340.0,0
58.0,14362.8,138.0,4.0,0.0,1.0,1.0,783.0,0
45.0,22810.46,283.0,11.0,2.0,0.0,0.0,319.0,0
58.0,19460.93,18.0,12.0,3.0,0.0,1.0,386.0,0
26.0,34203.65,299.0,4.0,2.0,0.0,0.0,351.0_err,1
22.0,16794.52,22.0,4.0,3.0,0.0,0.0,441.0,0
37.0,2271.76,254.0,3.0,3.0,0.0,0.0,508.0,1
18.0,31466.8,343.0,3.0,1.0,0.0,,339.0,1
39.0,40911.89,576.0,10.0,0.0,0.0,,586.0,1
23.0,2927.53,519.0,6.0,3.0,0.0,0.0,842.0,1
37.0,2241.01,528.0,7.0,1.0,0.0,0.0,620.0,1
67.0,48048.6,296.0,8.0,2.0,1.0,1.0,614.0,1
44.0,34993.51,56.0,11.0,0.0,0.0,1.0,471.0,0
53.0,30265.3,97.0,1.0,1.0,0.0,0.0,712.0,0
64.0,20975.2,41.0,13.0,1.0,0.0,0.0,386.0,0
40.0,40224.62,328.0,4.0,4.0,0.0,1.0,678.0,1
43.0,25233.29,311.0,3.0,2.0,0.0,0.0,379.0,0
27.0,39297.45,87.0,13.0,0.0,1.0,0.0,441.0,0
66.0,25041.36,589.0,3.0,4.0,1.0,1.0,574.0,1
47.0,39588.37,47.0,8.0,3.0,0.0,1.0,658.0,0
51.0,46470.18,426.0,12.0,2.0,0.0,0.0,525.0,1
43.0,29267.75,417.0,3.0,4.0,0.0,1.0,822.0,1
62.0,36344.29,78.0,2.0,2.0,0.0,0.0,475.0,1
54.0,42150.51,402.0,8.0,0.0,0.0,,525.0,1
56.0,32949.72,499.0,3.0,4.0,0.0,1.0,525.0,1
55.0,2605.05,83.0,9.0,0.0,0.0,0.0,323.0,0
49.0,23746.89,576.0,3.0,2.0,0.0,0.0,835.0,1
36.0,20436.71,148.0,7.0,4.0,0.0,0.0,760.0,0
35.0,37117.58,194.0,10.0,1.0,0.0,0.0,678.0,0
31.0,1958.07,19.0,8.0,3.0,0.0,1.0,731.0,0
20.0,39480.77,557.0,13.0,1.0,0.0,1.0,666.0,1
46.0,7923.46,75.0,3.0,1.0,0.0,1.0,481.0,0
51.0,31620.35,19.0,14.0,0.0,0.0,0.0,684.0,0
32.0,576.37,523.0,14.0,4.0,0.0,0.0,820.0,1
32.0,33645.85,99.0,8.0,1.0,0.0,1.0,717.0,0
,33571.5,21.0,2.0,1.0,,0.0,487.0,0
54.0,47595.26,357.0,12.0,3.0,0.0,0.0,,1
43.0,30518.82,238.0,3.0,1.0,0.0,0.0,368.0,0
44.0,17967.12,468.0,12.0,3.0,0.0,0.0,572.0,1
35.0,756.08,204.0,3.0,2.0,0.0,1.0,491.0,1
31.0,5973.54,129.0,9.0,0.0,0.0,1.0,375.0,0
30.0,21201.86,,9.0,0.0,0.0,0.0,569.0,0
47.0,,11.0,9.0,3.0,0.0,1.0,417.0,0
18.0,45781.1,193.0,6.0,3.0,1.0,0.0,617.0,0
18.0,11253.4,9.0,9.0,0.0,1.0,1.0,616.0,0
37.0,47948.92,104.0,2.0,1.0,0.0,1.0,724.0,1
64.0,7436.33,573.0,4.0,1.0,0.0,0.0,395.0,1
61.0,46945.86,369.0,9.0,2.0,0.0,0.0,556.0,1
54.0,27126.5,219.0,13.0,2.0,0.0,0.0,748.0,1
56.0,18244.21,,14.0,4.0,0.0,0.0,635.0,1
69.0,42282.93,382.0,4.0,1.0,0.0,1.0,800.0,1
31.0,32188.66,594.0,9.0,0.0,0.0,0.0,416.0,1
49.0,22871.64,454.0,12.0,1.0,1.0,1.0,840.0,1
22.0,9829.74,419.0,12.0,4.0,0.0,0.0,480.0,1
61.0,11695.38,73.0,6.0,3.0,0.0,1.0,451.0,0
57.0,48535.66,33.0,14.0,2.0,0.0,1.0,467.0,0
53.0,41618.45,563.0,2.0,2.0,1.0,0.0,540.0,1
48.0,19333.5,142.0,13.0,3.0,0.0,0.0,823.0,0
,30604.18,212.0,11.0,2.0,0.0,1.0,809.0,0
,15370.14,161.0,6.0,2.0,0.0,1.0,301.0,0
21.0,8110.15,420.0,13.0,3.0,0.0,0.0,640.0,0
20.0,7328.59,4.0,7.0,2.0,1.0,0.0,698.0,0
37.0,6233.97,124.0,10.0,0.0,1.0,0.0,762.0,0
50.0,43035.93,45.0,1.0,1.0,0.0,0.0,698.0,0
67.0,27157.19,562.0,11.0,4.0,1.0,0.0,423.0,1
57.0,20436.78,255.0,14.0,2.0,0.0,1.0,346.0,0
44.0,,408.0,7.0,1.0,0.0,1.0,494.0,1
37.0,25481.65,380.0,6.0,1.0,0.0,0.0,472.0,1
50.0,42374.66,314.0,14.0,4.0,0.0,1.0,358.0,1
57.0,25061.31,411.0,7.0,4.0,0.0,1.0,719.0,1
46.0,2268.35,344.0,4.0,4.0,0.0,1.0,660.0,0
65.0,36404.88,404.0,12.0,,0.0,1.0,553.0,0
60.0,36305.0,59.0,5.0,0.0,0.0,,816.0,0
27.0,47931.84,520.0,10.0,4.0,0.0,1.0,315.0,1
21.0,36208.71,472.0,2.0,4.0,0.0,1.0,490.0,1
42.0,38627.17,530.0,13.0,1.0,0.0,0.0,496.0,1
37.0,22396.66,237.0,7.0,0.0,0.0,1.0,347.0,0
33.0,49597.07,137.0,3.0,3.0,0.0,1.0,361.0,0
52.0,6182.53,266.0,10.0,4.0,0.0,1.0,635.0,1
69.0,39720.57,53.0,4.0,1.0,0.0,0.0,602.0,0
59.0,16131.65,203.0,8.0,1.0,0.0,0.0,797.0,0
19.0,25314.56,,12.0,3.0,1.0,0.0,,0
62.0,21722.37,550.0,3.0,0.0,0.0,1.0,594.0,1
26.0,18448.23,314.0,3.0,2.0,0.0,0.0,324.0,1
27.0,41929.86,430.0,2.0,3.0,1.0,1.0,422.0,1
27.0,27080.2,428.0,1.0,0.0,1.0,0.0,739.0,1
34.0,6308.7,26.0,2.0,3.0,1.0,1.0,501.0,0
19.0,15362.81,478.0,7.0,1.0,0.0,1.0,809.0,0
21.0,915.3,124.0,6.0,2.0,0.0,0.0,787.0,0
62.0,41505.35,510.0,1.0,4.0,0.0,1.0,535.0,1
18.0,34273.32,7.0,11.0,4.0,0.0,1.0,701.0,0
,21271.06,312.0,10.0,2.0,0.0,0.0,757.0,1
31.0,11892.63,47.0,11.0,4.0,0.0,1.0,310.0,0
50.0,,581.0,14.0,3.0,0.0,0.0,596.0,1
66.0,45984.47,165.0,1.0,4.0,0.0,1.0,616.0,0
56.0,43077.06,499.0,11.0,2.0,1.0,1.0,549.0,1
35.0,18932.17,33.0,7.0,1.0,0.0,1.0,738.0,0
55.0,26948.72,113.0,14.0,2.0,0.0,0.0,827.0,0
26.0,36050.28,553.0,13.0,3.0,0.0,1.0,699.0,1
33.0,48316.57,80.0,7.0,2.0,0.0,1.0,513.0,0
24.0,24271.01,320.0,13.0,0.0,0.0,1.0,538.0,0
57.0,15020.46,423.0,10.0,1.0,0.0,0.0,742.0,1
27.0,44458.91,192.0,2.0,4.0,1.0,0.0,786.0,1
,6082.32,326.0,8.0,1.0,0.0,1.0,471.0,0
,22298.09,7.0,2.0,3.0,1.0,0.0,793.0,0
63.0,48688.19,405.0,5.0,3.0,1.0,0.0,736.0,1
51.0,41890.43,50.0,8.0,0.0,0.0,1.0,,0
67.0,18148.91,394.0,1.0,1.0,1.0,1.0,568.0,1
35.0,1637.9,78.0,14.0,1.0,0.0,0.0,498.0,0
46.0,13036.9,118.0,10.0,0.0,1.0,1.0,436.0,0
37.0,29840.34,410.0,1.0,2.0,0.0,0.0,437.0,0
69.0,46571.89,506.0,7.0,0.0,0.0,1.0,337.0,1
27.0,24937.77,408.0,2.0,3.0,0.0,1.0,353.0,0
34.0,36604.3,177.0,6.0,4.0,1.0,0.0,841.0,1
51.0,12045.88,310.0,10.0,1.0,0.0,,735.0,0
57.0,33381.4,425.0,11.0,3.0,0.0,0.0,445.0,0
54.0,11907.86,73.0,4.0,2.0,0.0,1.0,567.0,0
46.0,47392.56,525.0,8.0,2.0,0.0,1.0,567.0,1
25.0,45954.88,22.0,1.0,3.0,0.0,0.0,507.0,0
66.0,32174.95,345.0,12.0,4.0,0.0,0.0,695.0,1
43.0,14864.16,364.0,11.0,2.0,0.0,0.0,,1
45.0,2510.08,193.0,3.0,4.0,1.0,0.0,632.0,0
59.0,13171.15,371.0,2.0,0.0,0.0,1.0,322.0,0
25.0,37450.45,596.0,11.0,4.0,0.0,0.0,755.0,1
50.0,7012.72,53.0,5.0,4.0,0.0,0.0,734.0,0
20.0,32964.4,173.0,5.0,2.0,0.0,0.0,372.0,0
53.0,12397.31,453.0,2.0,2.0,0.0,0.0,382.0,1
25.0,40295.24,599.0,,1.0,0.0,1.0,348.0,1
59.0,26133.53,448.0,14.0,4.0,0.0,0.0,687.0,1
27.0,11414.3,580.0,11.0,1.0,1.0,1.0,309.0,0
49.0,42884.26,470.0,13.0,1.0,1.0,0.0,331.0,0
51.0,11092.01,,4.0,4.0,,1.0,675.0,0
51.0,46999.3,,1.0,3.0,1.0,0.0,638.0,1
27.0,5794.15,477.0,12.0,2.0,0.0,1.0,640.0,1
25.0,8027.65,310.0,8.0,1.0,0.0,1.0,827.0,1
20.0,32315.12,422.0,13.0,4.0,0.0,1.0,485.0,1
44.0,11578.02,130.0,2.0,0.0,1.0,,372.0,0
54.0,5429.86,150.0,2.0,3.0,0.0,0.0,577.0,1
60.0,31601.91,231.0,6.0,3.0,0.0,1.0,817.0,1
39.0,22611.14,260.0,1.0,0.0,0.0,1.0,604.0,0
54.0,34644.52,559.0,4.0,3.0,1.0,0.0,790.0,1
44.0,6909.25,591.0,4.0,0.0,1.0,0.0,454.0,0
19.0,32632.22,334.0,11.0,4.0,1.0,0.0,354.0,0
48.0,45264.62,41.0,4.0,4.0,1.0,1.0,359.0,0
39.0,19500.25,526.0,11.0,0.0,0.0,1.0,407.0,1
43.0,7632.82,318.0,3.0,1.0,0.0,0.0,382.0,0
38.0,18744.12,212.0,5.0,2.0,0.0,1.0,509.0,0
36.0,23360.93,9.0,8.0,,0.0,1.0,662.0,0
47.0,27379.24,538.0,14.0,2.0,0.0,0.0,753.0,1
27.0,12398.19,277.0,12.0,2.0,0.0,0.0,673.0,1
42.0,25307.94,582.0,5.0,1.0,0.0,0.0,497.0,1
41.0,18546.24,42.0,7.0,3.0,0.0,0.0,555.0,1
27.0,11946.17,28.0,7.0,3.0,0.0,0.0,556.0,0
50.0,49000.73,476.0,9.0,2.0,0.0,1.0,355.0,1
25.0,9721.19,548.0,3.0,4.0,0.0,1.0,766.0,1
53.0,6385.54,390.0,3.0,4.0,0.0,0.0,510.0,1
63.0,10817.95,428.0,8.0,2.0,0.0,0.0,575.0,1
69.0,28708.84,32.0,4.0,2.0,1.0,0.0,308.0,0
46.0,19967.95,471.0,2.0,3.0,0.0,1.0,561.0,1
60.0,26253.65,298.0,7.0,4.0,1.0,0.0,,0
42.0,229.67,16.0,9.0,3.0,0.0,1.0,835.0,0
67.0,23411.98,137.0,6.0,4.0,1.0,0.0,508.0,0
57.0,39840.58,105.0,7.0,4.0,0.0,1.0,485.0,0
52.0,,272.0,1.0,4.0,0.0,0.0,744.0,1
46.0,41083.96,441.0,2.0,2.0,0.0,1.0,607.0,1
