claim_amount,policy_age_years,prev_claims,injury_severity,days_to_report,num_witnesses,vehicle_age_years,repair_cost,agent_flagged,is_fraud
226167.03,12.1,7.0,2.0,46.0,2.0,13.0,7026.01,0.0,1
265504.58,17.2,7.0,4.0,33.0,4.0,10.0,45990.75,0.0,1
53301.1,5.8,6.0,4.0,30.0,1.0,18.0,2011.35,1.0,1
,6.6,1.0,2.0,10.0,1.0,3.0,47629.25,0.0,0
275556.92,1.1,3.0,1.0,58.0,0.0,13.0,22456.38,0.0,0
79437.33,18.4,7.0,1.0,44.0,0.0,10.0,9520.16,0.0,0
12808.0,1.4,0.0,2.0,38.0,2.0,3.0,15009.78,0.0,0
32689.97,14.0,6.0,4.0,85.0,4.0,12.0,9247.45,0.0,0
376020.64_err,17.0,7.0,4.0,39.0,1.0,17.0,4211.92,0.0,0
230814.61,5.3,1.0,4.0,27.0,0.0,15.0,27336.86,0.0,1
359852.14,8.9,9.0,2.0,84.0,1.0,0.0,19903.72,0.0,1
349005.77,8.4,1.0,1.0,0.0,3.0,8.0,32088.13,0.0,0
330200.09,15.2,4.0,2.0,65.0,3.0,1.0,14884.86,0.0,0
395750.09,8.9,6.0,2.0,31.0,0.0,3.0,25487.32,1.0,1
453809.2,18.7,1.0,2.0,4.0,4.0,13.0,43921.29,0.0,0
453313.02,16.0,3.0,2.0,79.0,4.0,13.0,6829.15,0.0,0
382447.95,10.5,1.0,4.0,6.0,0.0,1.0,11686.81,0.0,0
221290.51,5.1,3.0,1.0,35.0,4.0,6.0,22679.6,0.0,0
124288.22,16.6,9.0,3.0,0.0,1.0,19.0,42189.75,0.0,0
,9.5,3.0,1.0,3.0,1.0,1.0,2037.3,0.0,0
36317.42,7.4,0.0,4.0,51.0,3.0,7.0,20713.06,0.0,0
168464.29,5.1,5.0,3.0,53.0,1.0,12.0,19681.19,0.0,1
25195.62,8.5,1.0,4.0,72.0,0.0,2.0,35096.86,0.0,0
472209.81,5.7,0.0,1.0,19.0,3.0,0.0,14470.5,1.0,0
408054.67,6.6,3.0,2.0,63.0,3.0,13.0,37844.06,0.0,0
300307.46,14.9,7.0,3.0,18.0,4.0,3.0,39404.82,0.0,0
287888.14,1.1,1.0,3.0,7.0,0.0,7.0,16505.84,0.0,1
337296.9,19.7,0.0,4.0,16.0,0.0,19.0,11417.42,0.0,1
184156.15,0.0,7.0,2.0,41.0,1.0,15.0,34762.5,0.0,0
202647.26,2.5,0.0,4.0,24.0,3.0,4.0,44720.0,0.0,0
96069.19,7.2,0.0,2.0,67.0,1.0,17.0,43039.16,0.0,1
81043.34,10.8,2.0,4.0,31.0,4.0,5.0,26795.3,0.0,0
409596.66,8.2,4.0,2.0,71.0,4.0,9.0,8889.7,1.0,0
88909.35,1.4,8.0,1.0,46.0,3.0,,22332.19,1.0,1
187875.6,3.6,1.0,,22.0,3.0,18.0,18962.22,0.0,0
1028.1,18.3,8.0,3.0,8.0,1.0,6.0,43524.76,0.0,1
245486.16,7.4,5.0,3.0,,0.0,3.0,14701.72,0.0,0
101568.11,19.5,4.0,3.0,66.0,4.0,10.0,40133.52,0.0,1
318730.72,10.3,4.0,1.0,47.0,3.0,8.0,33640.06,1.0,1
377303.35,3.9,9.0,2.0,9.0,3.0,3.0,23139.68,0.0,1
144003.98,16.1,8.0,4.0,46.0,0.0,16.0,45679.96,0.0,0
239187.64,6.9,9.0,4.0,66.0,1.0,12.0,23025.66,0.0,1
372080.02,11.4,1.0,2.0,82.0,1.0,5.0,35307.75,0.0,0
166438.72,10.8,2.0,4.0,81.0,2.0,8.0,26128.41,0.0,1
43466.34,16.9,7.0,1.0,5.0,1.0,12.0,40254.62,0.0,0
140056.78,10.0,7.0,4.0,77.0,,1.0,42562.98,0.0,1
391804.72,9.9,,4.0,54.0,2.0,5.0,8118.91,0.0,0
291739.77,10.3,9.0,1.0,50.0,3.0,6.0,33828.02,1.0,1
229909.12,0.9,4.0,1.0,27.0,2.0,2.0,43887.71,0.0,0
300506.03,2.5,8.0,1.0,58.0,0.0,0.0,,0.0,1
327820.12,2.5,2.0,3.0,79.0,3.0,7.0,10212.09,1.0,0
180530.15,16.7,5.0,4.0,5.0,2.0,10.0,18147.81,0.0,1
284269.0,9.9,4.0,2.0,53.0,0.0,8.0,42165.15,0.0,0
115604.09,5.4,0.0,1.0,63.0,0.0,7.0,18008.18,0.0,0
171820.42,10.6,1.0,3.0,53.0,4.0,12.0,39512.51,0.0,0
376108.26,17.7,2.0,3.0,74.0,4.0,15.0,22790.35,0.0,0
3917.34,14.3,1.0,1.0,12.0,2.0,1.0,30477.76,0.0,0
409452.82,4.5,5.0,3.0,55.0,4.0,17.0,27028.3,1.0,1
346801.78,17.3,3.0,3.0,79.0,3.0,17.0,47763.68,0.0,1
452046.58,18.6,8.0,2.0,45.0,3.0,2.0,15976.98,0.0,0
297128.86,14.9,2.0,2.0,32.0,4.0,5.0,22575.13,0.0,0
243945.17,2.5,9.0,1.0,15.0,3.0,5.0,19763.36,0.0,1
422782.76,13.8,7.0,3.0,88.0,1.0,11.0,11576.8,0.0,1
19759.32,14.4,4.0,2.0,16.0,2.0,17.0,22912.41,0.0,1
68946.45,9.8,7.0,4.0,71.0,1.0,5.0,12604.86,0.0,1
397965.02,1.3,6.0,1.0,42.0,0.0,14.0,15112.17,0.0,1
337501.07,11.3,1.0,2.0,28.0,4.0,,28333.73,0.0,0
349043.04,4.1,0.0,1.0,25.0,4.0,7.0,40114.79,1.0,1
156472.29,9.5,3.0,1.0,27.0,2.0,15.0,47537.51,0.0,0
70013.48,8.4,1.0,1.0,81.0,0.0,2.0,45422.0,0.0,1
169003.64,8.4,2.0,3.0,27.0,0.0,19.0,608.89,0.0,0
216963.53,10.4,5.0,2.0,45.0,2.0,19.0,3522.62,0.0,0
173796.97,9.0,4.0,3.0,36.0,1.0,17.0,7921.82,0.0,1
209679.86,17.8,6.0,3.0,4.0,0.0,2.0,6874.0,0.0,0
201173.92,12.0,6.0,2.0,19.0,4.0,10.0,38224.22,0.0,0
357182.25,11.8,8.0,1.0,73.0,1.0,2.0,13042.74,0.0,0
301968.37,2.2,7.0,2.0,68.0,2.0,11.0,8248.04,0.0,1
52861.58,5.1,9.0,4.0,79.0,0.0,3.0,28109.66,0.0,1
87981.04,6.3,5.0,2.0,70.0,1.0,1.0,857.77,0.0,0
124199.37,19.9,4.0,4.0,79.0,0.0,2.0,41579.65,0.0,0
335057.21,12.7,7.0,3.0,45.0,1.0,15.0,18283.12,0.0,0
164902.2,12.8,1.0,,83.0,0.0,11.0,3547.7,0.0,0
63357.33,17.1,0.0,3.0,71.0,2.0,6.0,10040.8,0.0,0
83314.12,7.3,3.0,2.0,,4.0,10.0,38001.82,0.0,0
66318.03,13.7,1.0,4.0,34.0,3.0,11.0,41183.58,0.0,0
63750.28,16.7,3.0,2.0,42.0,1.0,7.0,33891.68,0.0,0
65569.48,14.5,6.0,2.0,39.0,4.0,0.0,39962.18,1.0,0
337028.21,18.6,3.0,3.0,85.0,2.0,12.0,7690.72,0.0,0
76889.06,15.8,1.0,1.0,49.0,0.0,1.0,20316.96,0.0,0
144415.44,14.4,4.0,2.0,74.0,3.0,18.0,840.36,0.0,0
134768.92,17.8,6.0,4.0,82.0,3.0,1.0,36404.01,0.0,0
271009.47,1.5,2.0,4.0,54.0,1.0,3.0,42666.01,0.0,0
97345.45,19.4,2.0,4.0,51.0,0.0,2.0,32509.18,0.0,0
139582.98,1.5,9.0,2.0,48.0,,17.0,49588.2,0.0,1
164007.89,0.7,2.0,3.0,3.0,0.0,18.0,20782.97,0.0,0
94014.46,17.8,9.0,2.0,43.0,2.0,15.0,1152.26,1.0,0
154704.48,17.4,8.0,1.0,,3.0,14.0,38051.12,0.0,0
62663.4,18.3,7.0,3.0,66.0,0.0,4.0,42705.45,0.0,1
285822.41,11.5,0.0,4.0,11.0,1.0,11.0,13621.47,0.0,1
379384.09,,6.0,1.0,73.0,1.0,17.0,21410.4,0.0,1
180496.45,3.9,0.0,3.0,1.0,4.0,11.0,1658.91,0.0,0
14157.07,13.4,0.0,2.0,35.0,4.0,3.0,47483.88,0.0,0
63964.89,17.8,8.0,4.0,3.0,2.0,6.0,2335.6,0.0,0
290698.28,4.5,8.0,4.0,13.0,0.0,7.0,20401.75,0.0,1
365792.66,0.2,4.0,4.0,48.0,1.0,7.0,16213.78,0.0,1
51007.87,7.2,7.0,3.0,,4.0,13.0,33471.24,0.0,1
103339.26,20.0,7.0,1.0,29.0,2.0,0.0,3910.73,0.0,0
22633.73,19.0,9.0,2.0,20.0,1.0,10.0,7078.9,0.0,0
463793.35,17.0,4.0,4.0,66.0,2.0,6.0,20816.2,0.0,1
421599.36,8.8,1.0,4.0,78.0,,12.0,35899.01,0.0,1
141915.14,2.1,8.0,4.0,9.0,4.0,,3909.83,0.0,1
,6.9,5.0,3.0,60.0,2.0,13.0,26362.93,0.0,0
440269.92,9.0,1.0,2.0,40.0,3.0,6.0,28154.88,0.0,0
313703.09,7.8,8.0,1.0,22.0,3.0,11.0,34992.79,0.0,1
44730.16,2.9,2.0,3.0,60.0,0.0,7.0,49380.77,0.0,0
346723.11,9.0,7.0,3.0,7.0,3.0,16.0,6567.82,1.0,1
239168.69,,1.0,4.0,6.0,1.0,5.0,37694.64,1.0,0
87381.0,3.9,6.0,1.0,70.0,4.0,4.0,,0.0,1
463563.95,13.0,5.0,4.0,17.0,3.0,3.0,41207.88,0.0,0
198485.74,3.1,2.0,2.0,78.0,0.0,19.0,16343.97,0.0,0
28606.15,17.2,4.0,4.0,32.0,1.0,5.0,46561.12,,1
375382.27,7.5,5.0,2.0,61.0,1.0,6.0,28133.23,0.0,1
265961.44,9.8,6.0,4.0,17.0,3.0,14.0,15421.45,0.0,1
376858.72,3.9,5.0,4.0,15.0,3.0,5.0,48218.22,0.0,0
200222.74,2.5,4.0,3.0,66.0,2.0,12.0,33317.01,0.0,0
99060.27,19.7,5.0,3.0,40.0,0.0,0.0,11671.85,1.0,1
415545.08,4.2,6.0,3.0,59.0,0.0,16.0,46000.86,0.0,1
138725.01,17.7,6.0,4.0,30.0,2.0,11.0,13107.52,0.0,0
156646.16,17.4,8.0,4.0,56.0,2.0,10.0,18018.58,0.0,0
123605.29,12.7,9.0,3.0,57.0,3.0,1.0,24167.61,0.0,1
51215.32,7.0,2.0,2.0,49.0,4.0,11.0,17580.82,0.0,0
73178.83,4.5,9.0,3.0,25.0,4.0,4.0,49169.72,0.0,0
183608.42,0.8,3.0,4.0,,3.0,10.0,16394.01,0.0,1
366572.85,13.0,7.0,4.0,41.0,2.0,9.0,38910.62,1.0,1
454818.15,1.8,4.0,4.0,26.0,0.0,8.0,12848.68,0.0,1
398961.09,18.0,7.0,2.0,51.0,3.0,13.0,9695.09,0.0,0
268309.87,6.8,8.0,1.0,30.0,2.0,1.0,6590.88,1.0,1
44853.19,15.7,9.0,1.0,73.0,4.0,13.0,44420.75,1.0,1
296763.31,6.2,4.0,2.0,76.0,0.0,4.0,9532.52,1.0,1
336409.4,16.1,6.0,3.0,47.0,4.0,13.0,33259.92,0.0,1
427880.78,16.3,7.0,3.0,25.0,3.0,17.0,34676.45,0.0,0
227158.69,7.3,4.0,1.0,47.0,1.0,4.0,2696.08,0.0,0
314467.4,13.0,9.0,1.0,29.0,0.0,8.0,15192.77,0.0,1
420591.6,10.1,6.0,3.0,40.0,1.0,15.0,2197.39,,1
219113.32,5.5,2.0,1.0,85.0,3.0,4.0,34548.82,0.0,1
446350.0,8.2,8.0,,52.0,4.0,18.0,6987.12,0.0,1
175383.57,7.7,0.0,4.0,39.0,3.0,4.0,7135.57,0.0,0
429739.92,6.4,0.0,4.0,63.0,1.0,15.0,14641.6,0.0,1
79602.4,18.1,2.0,3.0,1.0,0.0,8.0,19294.34,0.0,0
51774.42,13.3,6.0,3.0,52.0,0.0,17.0,7493.86,0.0,1
249395.49,13.4,1.0,1.0,85.0,0.0,8.0,35216.92,1.0,1
402543.85,18.0,0.0,2.0,59.0,1.0,9.0,19755.8,0.0,0
79858.85,14.0,2.0,3.0,51.0,2.0,3.0,32194.7,0.0,1
440437.93,9.1,4.0,1.0,42.0,0.0,0.0,5905.23,0.0,1
432118.18,17.6,9.0,3.0,39.0,3.0,9.0,20824.73,0.0,0
72138.19,6.7,8.0,4.0,76.0,3.0,9.0,11354.12,0.0,1
76832.83,2.6,9.0,2.0,45.0,2.0,0.0,1937.74,0.0,0
,7.7,4.0,3.0,77.0,2.0,10.0,16499.82,0.0,0
301746.21,5.9,4.0,1.0,71.0,0.0,3.0,44575.62,0.0,0
98976.93,10.8,6.0,3.0,22.0,1.0,17.0,22638.45,0.0,0
67541.08,9.8,4.0,2.0,50.0,3.0,6.0,44368.53,0.0,0
455838.95,8.3,9.0,1.0,85.0,4.0,1.0,31350.83,0.0,1
149022.58,14.9,3.0,4.0,27.0,4.0,8.0,34690.23,0.0,0
446890.23,6.0,9.0,2.0,13.0,2.0,6.0,5302.05,0.0,0
217818.68,9.4,8.0,1.0,45.0,1.0,8.0,8849.74,0.0,1
432522.17,19.4,7.0,3.0,70.0,2.0,7.0,19008.48,0.0,0
173135.55,14.6,1.0,4.0,20.0,2.0,17.0,19775.1,0.0,0
210412.5,7.1,0.0,4.0,56.0,3.0,6.0,32736.31,1.0,0
207608.66,0.8,8.0,2.0,66.0,1.0,17.0,16386.64,1.0,1
27233.13,9.0,2.0,3.0,13.0,0.0,7.0,19062.46,0.0,0
366222.33,5.3,2.0,2.0,68.0,1.0,5.0,16546.48,0.0,1
155430.5,12.5,3.0,1.0,29.0,2.0,18.0,8882.95,1.0,1
341379.35,8.3,7.0,4.0,51.0,4.0,5.0,13596.85,0.0,1
146543.94,7.9,2.0,4.0,17.0,0.0,18.0,31977.92,0.0,1
391089.46,16.3,8.0,1.0,21.0,0.0,0.0,31867.7,1.0,1
62109.33,8.4,5.0,2.0,27.0,4.0,0.0,17914.32,0.0,0
145281.2,8.3,2.0,3.0,64.0,,5.0,1042.21,0.0,0
475670.76,2.4,5.0,1.0,61.0,4.0,3.0,10082.74,0.0,0
6196.14,10.8,0.0,1.0,62.0,1.0,2.0,3872.09,0.0,0
217262.62,5.1,3.0,3.0,5.0,2.0,17.0,26637.57,0.0,1
490942.79,5.3,7.0,4.0,35.0,1.0,6.0,,0.0,1
192898.43,17.3,6.0,4.0,75.0,2.0,11.0,49779.34,0.0,0
364656.23,6.4,9.0,4.0,28.0,2.0,13.0,1541.65,1.0,1
156411.46,16.4,2.0,,47.0,0.0,9.0,36801.02,0.0,1
396863.97,4.7,1.0,4.0,15.0,4.0,3.0,13467.84,1.0,1
487135.56,15.0,4.0,4.0,35.0,2.0,5.0,18431.72,0.0,0
479384.9,17.7,5.0,1.0,57.0,0.0,0.0,1975.54,0.0,0
87461.84,18.6,6.0,4.0,25.0,3.0,0.0,48306.93,1.0,1
476703.98,4.7,0.0,3.0,51.0,2.0,18.0,45453.91,1.0,1
180114.17,8.8,9.0,2.0,55.0,0.0,18.0,9548.6,1.0,1
335825.2,4.1,4.0,4.0,65.0,3.0,19.0,36592.85,0.0,1
332539.78,15.6,0.0,1.0,36.0,2.0,1.0,42009.31,0.0,0
67132.23,12.8,0.0,2.0,18.0,4.0,8.0,47213.15,0.0,0
468819.45,,1.0,3.0,28.0,0.0,15.0,19344.38,0.0,1
1258.74,13.0,1.0,1.0,14.0,2.0,8.0,38199.0,0.0,0
120575.06,17.1,2.0,2.0,6.0,0.0,14.0,19003.33,0.0,0
218416.57,2.4,,3.0,34.0,2.0,18.0,33246.53,1.0,1
275987.44,17.7,7.0,2.0,1.0,1.0,18.0,39628.89,0.0,1
163605.85,4.3,6.0,4.0,40.0,4.0,1.0,33406.87,0.0,0
277188.28,8.2,3.0,3.0,71.0,2.0,7.0,9594.65,1.0,1
240632.56,9.8,3.0,4.0,68.0,1.0,6.0,8876.24,1.0,1
282925.59,15.4,1.0,4.0,2.0,2.0,12.0,1235.95,0.0,0
364351.39,4.0,3.0,3.0,77.0,2.0,17.0,40840.41,0.0,1
195766.57,5.1,7.0,3.0,27.0,0.0,0.0,1711.56,0.0,0
319810.48,5.8,,2.0,27.0,1.0,3.0,13552.52,0.0,1
463907.14,0.0,5.0,1.0,30.0,4.0,12.0,6458.55,1.0,1
32957.91,15.2,4.0,4.0,85.0,1.0,4.0,2901.2,0.0,1
174091.64,3.7,3.0,3.0,52.0,2.0,12.0,19908.16,0.0,0
340917.88,7.3,6.0,4.0,43.0,2.0,8.0,20991.32,0.0,1
34614.92,16.0,6.0,4.0,40.0,0.0,16.0,7914.53,0.0,0
213285.8,13.4,6.0,2.0,11.0,3.0,6.0,16934.88,1.0,0
401208.72,10.7,3.0,4.0,87.0,2.0,5.0,48937.33,0.0,1
95417.44,19.5,0.0,4.0,0.0,0.0,2.0,38061.4,1.0,0
36439.39,17.0,8.0,2.0,1.0,1.0,9.0,12245.75,0.0,0
269159.82,7.0,6.0,2.0,30.0,1.0,2.0,45903.02,0.0,0
167432.99,10.2,4.0,1.0,24.0,1.0,13.0,36731.46,0.0,0
207148.29,3.5,1.0,1.0,,1.0,11.0,25447.12,0.0,0
86469.57,11.0,4.0,3.0,28.0,2.0,1.0,1589.57,0.0,0
,12.9,7.0,3.0,47.0,3.0,6.0,27976.07,0.0,0
479837.09,12.0,7.0,3.0,28.0,2.0,0.0,47950.13,0.0,1
60075.58,15.2,4.0,,3.0,2.0,11.0,1939.66,0.0,0
471572.06,6.7,7.0,3.0,55.0,4.0,11.0,47950.7,0.0,1
83485.58,10.5,6.0,4.0,56.0,0.0,16.0,19306.66,0.0,0
377788.52,6.3,3.0,3.0,63.0,3.0,19.0,39906.67,1.0,1
379797.94,3.9,6.0,,32.0,1.0,18.0,29011.27,0.0,0
1858.88,6.7,1.0,4.0,80.0,3.0,11.0,23076.13,0.0,0
412394.71,19.0,6.0,4.0,2.0,0.0,18.0,24873.02,0.0,0
84905.99,13.0,1.0,2.0,80.0,0.0,,48936.03,0.0,0
9203.1,14.0,3.0,4.0,30.0,0.0,18.0,,0.0,0
267214.63,15.5,9.0,2.0,38.0,4.0,1.0,6555.99,1.0,1
109748.07,1.8,6.0,1.0,23.0,2.0,10.0,26631.53,0.0,1
156698.31,7.0,1.0,2.0,29.0,4.0,10.0,4741.3,0.0,0
330715.31,9.1,6.0,2.0,43.0,4.0,6.0,9975.09,0.0,0
480477.71,17.2,8.0,1.0,24.0,0.0,17.0,49139.53,0.0,1
155804.01,18.8,4.0,2.0,49.0,3.0,8.0,23434.88,0.0,0
110032.47,11.6,0.0,2.0,24.0,3.0,6.0,13406.17,0.0,0
124441.13,14.6,8.0,3.0,81.0,4.0,1.0,46306.32,1.0,1
222985.88,16.6,0.0,1.0,7.0,4.0,19.0,40064.66,0.0,0
279631.35,13.1,3.0,1.0,73.0,3.0,13.0,32495.64,1.0,0
60696.63,12.5,4.0,2.0,55.0,0.0,12.0,1079.73,0.0,0
204540.45,19.4,0.0,4.0,60.0,2.0,11.0,2359.28,1.0,1
69314.84,19.9,6.0,1.0,24.0,3.0,4.0,11521.26,0.0,0
393543.83,2.2,0.0,3.0,66.0,4.0,0.0,37568.04,1.0,0
195906.08,18.9,0.0,4.0,86.0,3.0,18.0,12844.74,0.0,0
464095.39,10.8,1.0,1.0,18.0,,5.0,35230.07,0.0,0
215585.66,13.1,6.0,4.0,2.0,0.0,7.0,25011.57,0.0,0
224507.49,11.0,9.0,4.0,15.0,4.0,6.0,31073.52,0.0,0
399090.11,4.7,0.0,1.0,87.0,4.0,8.0,24266.38,0.0,1
297209.72,6.0,8.0,1.0,7.0,4.0,2.0,37383.41,0.0,0
274032.5,18.3,1.0,2.0,83.0,1.0,5.0,29476.46,0.0,1
276239.79,3.9,6.0,1.0,66.0,3.0,4.0,25853.81,0.0,0
110854.48,9.3,5.0,,86.0,4.0,6.0,3832.14,,1
334947.76,17.8,2.0,3.0,47.0,0.0,4.0,11719.07,1.0,0
294597.87,19.5,4.0,4.0,9.0,2.0,10.0,13871.52,0.0,0
373052.77,12.8,1.0,2.0,71.0,0.0,,43744.26,0.0,1
332102.41,5.0,9.0,3.0,29.0,0.0,10.0,47404.72,0.0,1
384236.98,16.6,9.0,1.0,38.0,1.0,18.0,12760.95,1.0,1
190651.69,15.1,7.0,3.0,38.0,4.0,10.0,35068.1,0.0,1
209194.34,13.3,7.0,3.0,68.0,3.0,14.0,36748.45,0.0,0
292359.67,13.7,6.0,4.0,52.0,3.0,13.0,27007.83,0.0,1
318225.25,8.1,8.0,3.0,57.0,1.0,3.0,23424.43,0.0,1
298905.64,15.7,,3.0,68.0,1.0,15.0,42114.44,0.0,0
184798.3,4.7,2.0,1.0,1.0,4.0,17.0,30610.44,0.0,0
69440.91,18.0,1.0,3.0,32.0,4.0,1.0,2838.17,0.0,0
102079.99,0.2,9.0,4.0,32.0,0.0,9.0,14644.1,0.0,1
150925.2,7.4,6.0,2.0,53.0,3.0,8.0,26445.0,1.0,1
199238.79,4.8,4.0,2.0,16.0,3.0,,19040.48,0.0,1
137710.85,10.3,8.0,1.0,78.0,,9.0,2056.06,0.0,1
444449.41,18.6,0.0,4.0,64.0,2.0,12.0,16563.66,1.0,0
107038.71,13.2,3.0,2.0,23.0,3.0,2.0,33523.1,0.0,0
285538.61,11.7,4.0,1.0,85.0,4.0,15.0,20715.27,0.0,1
459806.75,18.7,7.0,3.0,41.0,1.0,18.0,44920.53,0.0,1
480327.38,12.7,0.0,3.0,74.0,2.0,12.0,1621.12,0.0,1
257882.36,7.8,8.0,3.0,50.0,2.0,5.0,30658.12,1.0,1
387572.15,11.1,1.0,1.0,48.0,2.0,1.0,38363.72,0.0,0
49249.2,15.9,1.0,1.0,13.0,2.0,10.0,44013.59,0.0,0
111728.98,19.2,6.0,1.0,41.0,4.0,5.0,2383.6,0.0,0
58791.26,4.7,0.0,2.0,37.0,0.0,17.0,39672.7,0.0,0
403610.15,6.7,9.0,4.0,49.0,3.0,12.0,13625.27,0.0,1
122797.57,17.0,1.0,1.0,36.0,2.0,8.0,16037.96,0.0,0
133795.53,4.7,6.0,2.0,39.0,3.0,10.0,43519.63,0.0,0
124348.38,9.1,5.0,2.0,67.0,2.0,9.0,49532.35,0.0,1
337067.77,19.9,9.0,2.0,4.0,1.0,4.0,7511.87,0.0,0
482707.08,17.8,4.0,2.0,3.0,2.0,9.0,11169.95,0.0,0
471313.93,3.9,1.0,2.0,1.0,1.0,18.0,37700.25,0.0,0
83464.32,1.9,0.0,3.0,34.0,4.0,11.0,7636.53,0.0,0
358218.48,9.2,2.0,4.0,83.0,2.0,8.0,21269.0,1.0,0
288453.3,10.2,3.0,1.0,75.0,,2.0,49714.74,0.0,1
308409.89,4.7,1.0,2.0,30.0,,17.0,48882.19,0.0,0
237707.59,11.9,0.0,4.0,33.0,4.0,16.0,2798.62,0.0,0
29939.4,13.3,2.0,2.0,55.0,0.0,3.0,46747.2,0.0,0
362343.8,1.0,4.0,4.0,84.0,,9.0,38278.88,0.0,1
223292.04,6.8,,3.0,59.0,4.0,10.0,2935.5,0.0,0
133448.17,11.3,7.0,4.0,79.0,2.0,6.0,24140.84,0.0,0
356903.43,4.8,7.0,1.0,82.0,0.0,14.0,14666.3,0.0,1
451961.04,15.4,3.0,4.0,29.0,1.0,14.0,40947.37,0.0,0
91238.92,16.7,6.0,2.0,0.0,4.0,12.0,14018.98,1.0,0
229257.56,19.3,2.0,4.0,30.0,0.0,17.0,,0.0,0
41461.11,7.8,9.0,3.0,29.0,2.0,17.0,34421.62,0.0,1
22931.47,,3.0,1.0,56.0,1.0,16.0,19191.85,0.0,0
411759.54,13.3,5.0,4.0,64.0,1.0,7.0,4803.26,0.0,0
247074.77,19.5,4.0,4.0,,2.0,18.0,9689.75,,0
484819.97,1.5,2.0,2.0,1.0,,14.0,33782.06,0.0,0
163768.23,9.9,7.0,4.0,24.0,0.0,16.0,9085.09,0.0,1
221266.31,14.5,0.0,1.0,68.0,0.0,15.0,39959.92,0.0,0
105674.62,16.5,2.0,4.0,59.0,1.0,6.0,19119.36,0.0,0
309223.75,14.2,2.0,4.0,85.0,2.0,12.0,,0.0,1
190311.3,0.3,5.0,2.0,55.0,1.0,12.0,,0.0,1
472105.55,3.3,1.0,3.0,70.0,,17.0,18836.85,0.0,1
403209.61,11.8,6.0,1.0,8.0,0.0,10.0,10669.04,0.0,0
13916.11,10.6,6.0,3.0,68.0,3.0,15.0,32706.72,0.0,1
334896.1,19.3,1.0,2.0,6.0,4.0,15.0,15369.69,0.0,0
28975.05,13.7,3.0,2.0,51.0,1.0,13.0,25758.16,,0
433635.34,10.5,6.0,4.0,44.0,1.0,3.0,20848.69,0.0,0
212733.22,9.2,6.0,4.0,20.0,2.0,7.0,26462.67,0.0,0
315983.15,1.2,0.0,1.0,,0.0,3.0,9778.42,0.0,0
205692.25,5.6,0.0,2.0,23.0,0.0,2.0,48435.44,1.0,0
280145.03,0.7,4.0,2.0,26.0,2.0,18.0,24619.04,0.0,1
160501.2,17.9,1.0,3.0,19.0,3.0,8.0,10384.05,0.0,0
221296.06,2.4,3.0,3.0,39.0,3.0,12.0,10958.83,1.0,1
403820.45,17.7,2.0,2.0,53.0,0.0,8.0,20761.89,0.0,1
247195.5,19.0,1.0,3.0,75.0,2.0,10.0,31596.55,0.0,0
5980.05,6.7,3.0,4.0,6.0,1.0,18.0,10450.37,0.0,0
107505.39,3.4,9.0,3.0,72.0,0.0,,6749.3,0.0,1
325338.78,18.8,9.0,4.0,29.0,1.0,6.0,8287.39,0.0,1
159092.7,0.0,8.0,3.0,65.0,,0.0,19719.05,0.0,1
280136.46,18.4,7.0,3.0,72.0,3.0,15.0,42794.77,1.0,1
144000.26,2.7,8.0,1.0,58.0,1.0,6.0,24821.24,0.0,1
193301.32,1.2,2.0,4.0,85.0,0.0,1.0,37105.53,0.0,1
,18.4,5.0,,67.0,4.0,19.0,6662.23,0.0,0
487497.79,1.0,2.0,2.0,42.0,2.0,6.0,30392.92,0.0,0
38208.81,17.1,4.0,1.0,18.0,2.0,8.0,47278.5,0.0,0
341240.68,17.4,8.0,1.0,60.0,1.0,3.0,5242.15,0.0,0
15351.54,17.0,4.0,2.0,28.0,4.0,11.0,38656.78,0.0,0
,5.3,4.0,1.0,69.0,1.0,19.0,33676.63,0.0,0
285944.15,15.9,1.0,3.0,87.0,4.0,4.0,42060.79,,0
237657.52,4.7,5.0,4.0,76.0,1.0,1.0,23112.18,0.0,1
419565.13,12.9,5.0,3.0,88.0,4.0,9.0,36070.89,0.0,1
168561.97,1.5,6.0,2.0,43.0,4.0,15.0,13988.73,0.0,0
289964.33,19.7,3.0,2.0,58.0,0.0,13.0,13322.78,0.0,1
109614.1,18.1,1.0,4.0,20.0,3.0,7.0,24366.95,0.0,0
336532.18,,6.0,1.0,46.0,,15.0,22391.95,1.0,1
404105.44,1.4,4.0,1.0,32.0,3.0,16.0,15520.1,0.0,1
372972.67,13.4,3.0,4.0,86.0,1.0,,29324.8,0.0,0
242648.26,4.3,0.0,3.0,51.0,3.0,11.0,36091.69,0.0,0
108345.1,0.3,3.0,2.0,27.0,2.0,10.0,19782.78,0.0,0
87687.67,4.7,5.0,3.0,0.0,2.0,17.0,34436.98,0.0,1
323670.1,16.9,9.0,3.0,62.0,0.0,10.0,1953.26,,1
237337.15,4.4,2.0,3.0,14.0,0.0,5.0,16275.05,0.0,0
396742.54,17.1,7.0,3.0,15.0,2.0,4.0,36617.88,0.0,0
410402.71,8.8,6.0,2.0,76.0,0.0,8.0,6914.65,0.0,0
295453.69,3.4,5.0,1.0,2.0,3.0,4.0,40824.91,,0
285560.72,10.3,6.0,4.0,86.0,2.0,1.0,34425.56,0.0,1
