age,years_at_company,performance_score,training_hours,awards_won,avg_review_score,num_reports,dept_kpi_score,prev_promoted,promoted
52.0,3.0,,22.0,0.0,99.8,6.0,9.0,0.0,0
34.0,12.0,98.8,74.0,4.0,46.0,3.0,2.5,0.0,1
51.0,12.0,86.5,37.0,0.0,88.7,7.0,7.2,1.0,1
29.0,1.0,90.9,4.0,1.0,48.1,3.0,1.8,0.0,0
44.0,,58.2,85.0,4.0,54.1,9.0,,0.0,1
55.0,11.0,51.4,39.0,2.0,,6.0,7.3,1.0,1
25.0,18.0,50.4,86.0,1.0,78.1,0.0,5.1,1.0,0
37.0,19.0,89.2,88.0,3.0,63.7,7.0,5.0,0.0,1
50.0,8.0,65.2,68.0,3.0,49.4,2.0,3.9,0.0,0
23.0,5.0,84.1,15.0,1.0,61.0,1.0,8.5,0.0,0
34.0,2.0,87.4,37.0,3.0,71.3,0.0,1.1,0.0,0
,14.0,,64.0,2.0,70.1,7.0,8.5,0.0,0
44.0,1.0,81.2,63.0,3.0,68.4,4.0,5.0,0.0,0
54.0,4.0,53.4,44.0,2.0,76.7,4.0,8.2,0.0,1
23.0,13.0,67.8,74.0,3.0,75.5,7.0,3.6,1.0,1
22.0,8.0,80.4,87.0,3.0,40.5,4.0,8.5,0.0,1
26.0,12.0,82.8,10.0,2.0,95.6,7.0,1.1,0.0,0
41.0,9.0,61.2,91.0,3.0,96.3,6.0,8.7,0.0,0
54.0,12.0,86.6,53.0,0.0,74.1,2.0,2.4,0.0,0
53.0,17.0,59.9,46.0,2.0,60.2,6.0,9.0,0.0,0
38.0,5.0,61.2,37.0,1.0,93.7,7.0,3.6,0.0,0
50.0,8.0,,10.0,0.0,78.7,8.0,6.2,1.0,0
22.0,22.0,86.4,97.0,2.0,47.4,4.0,7.9,0.0,1
27.0,3.0,58.3,,2.0,54.5,7.0,5.1,1.0,0
22.0,18.0,55.8,22.0,0.0,65.9,7.0,5.2,1.0,0
41.0,17.0,94.2,92.0,0.0,86.6,0.0,5.8,0.0,1
25.0,22.0,82.6,57.0,3.0,51.5,8.0,9.8,0.0,1
43.0,20.0,85.6,95.0,2.0,71.3,0.0,4.8,0.0,1
57.0,22.0,85.8,97.0,0.0,80.2,8.0,9.0,0.0,0
50.0,19.0,82.2,48.0,0.0,73.7,7.0,3.5,0.0,0
25.0,12.0,77.8,20.0,2.0,70.9,4.0,8.5,0.0,1
24.0,2.0,60.2,48.0,0.0,43.5,3.0,3.5,1.0,0
25.0,6.0,68.7,6.0,4.0,86.2,3.0,9.4,0.0,0
,10.0,78.6,52.0,0.0,93.2,8.0,1.2,0.0,0
56.0,6.0,70.8,37.0,1.0,97.7,4.0,5.1,0.0,0
46.0,17.0,64.9,32.0,1.0,91.6,8.0,2.4,1.0,1
57.0,23.0,100.0,0.0,3.0,84.1,1.0,5.0,0.0,1
30.0,15.0,53.5,56.0,1.0,91.8,6.0,3.2,0.0,0
48.0,21.0,56.0,0.0,4.0,55.1,1.0,1.4,0.0,0
50.0,20.0,80.6,66.0,3.0,50.0,7.0,7.0,0.0,1
41.0,2.0,79.9,35.0,1.0,47.1,4.0,5.1,0.0,0
28.0,4.0,80.9,18.0,1.0,76.7,5.0,8.9,0.0,0
27.0,4.0,65.2,1.0,3.0,94.1,5.0,4.6,0.0,1
54.0,8.0,52.7,48.0,1.0,49.7,7.0,6.8,0.0,0
24.0,4.0,74.1,13.0,4.0,87.6,5.0,3.3,0.0,1
46.0,23.0,83.3,80.0,2.0,85.3,9.0,3.3,0.0,1
52.0,19.0,80.5,5.0,2.0,42.9,3.0,4.8,0.0,0
25.0,6.0,71.1,37.0,4.0,91.6,9.0,6.1,1.0,1
30.0,5.0,50.6,93.0,4.0,65.2,2.0,1.1,0.0,0
36.0,8.0,73.5,62.0,3.0,66.0,4.0,7.0,,1
57.0,19.0,81.2,12.0,1.0,49.4,4.0,2.8,0.0,0
24.0,10.0,67.5,78.0,3.0,78.8,5.0,3.7,0.0,1
35.0,23.0,73.0,81.0,2.0,46.0,3.0,6.0,1.0,0
35.0,18.0,92.9,87.0,1.0,94.1,5.0,7.6,0.0,1
29.0,8.0,70.8,71.0,2.0,42.1,4.0,3.7,1.0,0
24.0,1.0,74.2,21.0,1.0,85.4,8.0,2.4,,1
30.0,10.0,96.7,15.0,4.0,76.7,9.0,2.3,1.0,1
42.0,17.0,97.5,22.0,1.0,63.7,5.0,9.8,0.0,1
41.0,24.0,98.4,83.0,0.0,76.8,9.0,2.4,1.0,1
55.0,16.0,52.5,23.0,0.0,54.4,4.0,8.6,0.0,0
49.0,5.0,61.2,8.0,3.0,82.6,8.0,9.6,0.0,1
43.0,24.0,51.6,37.0,2.0,56.4,1.0,4.8,0.0,0
33.0,18.0,90.7,13.0,3.0,71.5,6.0,8.1,0.0,1
58.0,14.0,52.4,22.0,3.0,42.4,6.0,5.5,0.0,0
54.0,24.0,73.1,42.0,3.0,98.0,6.0,5.7,0.0,1
51.0,24.0,87.5,75.0,0.0,42.4,5.0,1.6,0.0,0
24.0,2.0,70.6,92.0,3.0,80.6,,3.2,1.0,1
45.0,1.0,58.0,45.0,0.0,88.7,9.0,2.6,1.0,1
26.0,3.0,81.8,55.0,2.0,49.5,0.0,2.4,1.0,0
37.0,14.0,78.7,84.0,0.0,87.2,3.0,7.6,0.0,0
58.0,11.0,80.9,82.0,2.0,48.9,6.0,4.8,0.0,1
24.0,8.0,84.8,83.0,4.0,41.4,8.0,3.2,0.0,1
59.0,11.0,57.2,24.0,2.0,73.4,7.0,5.1,0.0,0
30.0,11.0,92.9,10.0,1.0,86.5,9.0,6.7,1.0,0
24.0,22.0,62.0,88.0,3.0,76.0,,6.8,0.0,1
39.0,17.0,97.4,61.0,2.0,89.1,7.0,6.7,0.0,1
32.0,19.0,92.6,37.0,0.0,96.4,5.0,4.2,0.0,0
35.0,3.0,78.0,36.0,4.0,93.1,1.0,7.9,1.0,1
46.0,16.0,99.5,51.0,4.0,61.7,9.0,2.8,1.0,1
51.0,16.0,81.1,90.0,2.0,57.3,7.0,6.1,1.0,1
34.0,16.0,90.0,45.0,,89.2,1.0,3.6,0.0,1
28.0,20.0,60.4,38.0,4.0,42.1,3.0,6.3,0.0,0
49.0,20.0,59.2,90.0,0.0,65.6,7.0,3.8,1.0,0
48.0,15.0,54.6,79.0,1.0,96.1,8.0,7.7,0.0,0
35.0,15.0,73.1,85.0,2.0,81.6,7.0,3.0,0.0,1
28.0,2.0,55.4,44.0,1.0,51.4,3.0,1.3,0.0,0
28.0,15.0,99.4,26.0,4.0,79.8,1.0,1.0,0.0,1
45.0,21.0,63.3,62.0,1.0,89.6,,6.5,1.0,1
23.0,4.0,74.2,45.0,2.0,55.5,9.0,6.7,0.0,0
25.0,20.0,72.6,77.0,3.0,73.9,3.0,7.4,0.0,0
51.0,22.0,65.3,0.0,3.0,,8.0,3.4,,0
46.0,3.0,60.1,91.0,2.0,78.0,5.0,5.0,0.0,1
56.0,23.0,83.6,45.0,2.0,51.0,3.0,1.7,1.0,1
33.0,4.0,,68.0,0.0,93.9,9.0,5.1,1.0,0
35.0,14.0,59.8,39.0,4.0,,1.0,4.1,0.0,1
59.0,7.0,56.6,88.0,0.0,79.3,2.0,9.2,0.0,0
53.0,11.0,92.5,29.0,2.0,54.8,5.0,6.0,1.0,1
39.0,12.0,80.8,64.0,4.0,82.2,3.0,,1.0,1
37.0,17.0,86.0,2.0,2.0,99.9,7.0,3.5,0.0,0
34.0,14.0,99.3,40.0,3.0,86.8,6.0,5.3,1.0,1
45.0,22.0,56.1,37.0,2.0,56.8,0.0,4.2,0.0,0
51.0,22.0,62.2,53.0,2.0,84.3,7.0,4.7,1.0,1
23.0,2.0,85.7,61.0,0.0,69.2,7.0,9.5,0.0,1
28.0,15.0,83.7,74.0,3.0,75.0,8.0,9.9,0.0,1
57.0,3.0,75.4,71.0,1.0,64.8,1.0,8.2,0.0,0
51.0,24.0,91.7,38.0,3.0,97.0,0.0,8.5,0.0,1
24.0,9.0,52.5,93.0,3.0,43.7,9.0,1.1,1.0,1
47.0,20.0,70.3,87.0,1.0,55.0,1.0,8.6,1.0,0
53.0,3.0,61.7,98.0,4.0,94.5,7.0,5.8,1.0,1
37.0,15.0,76.4,56.0,4.0,73.6,4.0,4.2,,1
51.0,6.0,90.4,32.0,0.0,78.7,6.0,5.1,0.0,0
51.0,5.0,99.3,8.0,1.0,72.0,1.0,,0.0,1
41.0,12.0,84.0,99.0,1.0,91.1,3.0,6.7,1.0,0
26.0,23.0,70.1,99.0,,43.2,8.0,8.8,0.0,1
27.0,4.0,55.0,9.0,2.0,46.8,0.0,1.5,1.0,0
35.0,16.0,55.1,18.0,4.0,59.0,1.0,6.1,0.0,0
44.0,19.0,53.9,79.0,0.0,68.3,2.0,3.7,0.0,0
44.0,5.0,79.1,77.0,0.0,70.5,8.0,4.3,0.0,0
49.0,21.0,55.9,21.0,2.0,65.5,9.0,4.4,0.0,0
32.0,20.0,99.5,63.0,4.0,95.8,1.0,6.4,0.0,1
24.0,22.0,87.5,77.0,3.0,52.8,6.0,8.1,0.0,0
46.0,19.0,77.6,69.0,0.0,86.8,4.0,9.2,0.0,0
46.0,11.0,50.2,23.0,4.0,61.3,9.0,2.4,0.0,0
40.0,11.0,72.9,90.0,0.0,54.6,7.0,5.3,1.0,1
25.0,4.0,85.4,15.0,3.0,55.9,6.0,4.6,1.0,1
25.0,3.0,53.1,90.0,0.0,49.2,2.0,8.8,0.0,0
38.0,8.0,70.1,34.0,1.0,46.5,6.0,4.0,0.0,0
48.0,20.0,67.1,45.0,3.0,68.0,1.0,7.8,1.0,0
57.0,9.0,91.8,25.0,4.0,68.9,1.0,1.5,0.0,1
34.0,10.0,50.6,20.0,4.0,79.8,2.0,3.8,1.0,0
50.0,16.0,100.0,31.0,4.0,67.5,5.0,8.6,0.0,1
38.0,4.0,68.2,56.0,3.0,78.9,7.0,5.5,,1
33.0,6.0,63.7,9.0,1.0,82.2,4.0,6.8,0.0,0
34.0,2.0,84.6,48.0,3.0,83.9,9.0,9.1,1.0,1
55.0,2.0,78.9,87.0,1.0,98.4,0.0,8.4,0.0,0
22.0,5.0,84.0,28.0,4.0,57.4,6.0,7.8,1.0,1
54.0,12.0,78.3,73.0,3.0,87.1,2.0,8.5,1.0,1
41.0,12.0,52.8,30.0,0.0,83.3,6.0,2.8,0.0,0
53.0,20.0,67.6,14.0,3.0,53.0,6.0,3.5,1.0,1
47.0,9.0,92.8,49.0,1.0,92.8,,3.4,0.0,1
32.0,14.0,,71.0,2.0,96.3,5.0,9.7,1.0,1
48.0,,99.7,73.0,4.0,83.2,8.0,9.3,1.0,1
,5.0,56.1,20.0,3.0,55.6,5.0,8.7,0.0,0
35.0,1.0,71.3,95.0,2.0,91.7,3.0,2.0,0.0,0
29.0,3.0,51.0,78.0,4.0,84.2,0.0,6.7,1.0,1
31.0,23.0,96.5,81.0,0.0,60.5,1.0,5.1,0.0,1
24.0,20.0,98.5,64.0,4.0,99.4,1.0,8.6,0.0,1
55.0,18.0,86.1,77.0,1.0,82.9,1.0,5.5,0.0,1
53.0,18.0,60.0,34.0,1.0,56.4,5.0,6.0,0.0,0
52.0,21.0,50.2,61.0,4.0,97.9,2.0,7.1,0.0,1
54.0,14.0,73.0,0.0,1.0,98.8,4.0,3.6,0.0,1
,22.0,83.9,77.0,0.0,89.7,2.0,7.3,0.0,0
26.0,4.0,60.9,34.0,2.0,52.0,0.0,6.7,0.0,0
38.0,16.0,80.2,56.0,3.0,54.9,9.0,8.7,1.0,0
31.0,10.0,,28.0,1.0,73.2,0.0,5.5,0.0,1
22.0,10.0,80.4,85.0,0.0,86.1,1.0,3.8,1.0,1
42.0,6.0,93.9,,,99.7,3.0,4.0,0.0,0
35.0,10.0,95.8,48.0,4.0,46.6,4.0,2.5,0.0,1
22.0,12.0,82.2,3.0,1.0,63.8,0.0,7.8,1.0,0
25.0,15.0,51.9,15.0,3.0,68.1,6.0,8.1,0.0,1
44.0,19.0,50.9,97.0,3.0,49.8,2.0,4.9,0.0,0
42.0,8.0,56.5,18.0,4.0,,0.0,3.4,1.0,1
23.0,3.0,69.7,48.0,3.0,44.3,2.0,9.0,0.0,0
43.0,8.0,93.8,94.0,2.0,43.5,2.0,4.3,0.0,1
32.0,5.0,53.2,26.0,3.0,79.4,0.0,2.1,,0
41.0,17.0,57.1,69.0,1.0,42.9,2.0,7.2,0.0,0
51.0,1.0,89.9,82.0,0.0,62.0,2.0,1.9,1.0,1
52.0,1.0,87.5,50.0,3.0,57.5,0.0,8.0,0.0,0
30.0,13.0,96.1,35.0,4.0,91.3,7.0,8.3,0.0,1
29.0,12.0,89.1,0.0,2.0,75.4,6.0,5.5,0.0,0
31.0,21.0,99.7,27.0,3.0,73.2,2.0,9.7,0.0,1
44.0,16.0,91.8,41.0,0.0,76.6,8.0,2.1,0.0,1
43.0,19.0,78.3,5.0,2.0,93.6,5.0,2.2,0.0,0
38.0,24.0,85.1,38.0,0.0,81.3,6.0,5.4,0.0,1
44.0,3.0,52.2,33.0,,75.1,0.0,5.4,1.0,0
49.0,20.0,92.6,65.0,0.0,88.2,4.0,1.3,0.0,1
57.0,16.0,59.9,20.0,1.0,75.9,9.0,4.3,1.0,0
29.0,19.0,62.9,99.0,4.0,,8.0,2.4,1.0,1
36.0,17.0,78.7,98.0,0.0,48.1,1.0,1.8,0.0,0
39.0,12.0,59.4,99.0,2.0,88.9,6.0,7.5,1.0,1
28.0,24.0,98.4,37.0,0.0,70.3,8.0,7.3,0.0,1
59.0,23.0,75.6,99.0,0.0,94.9,8.0,4.2,0.0,1
59.0,17.0,53.2,46.0,4.0,64.8,8.0,2.9,1.0,1
25.0,4.0,88.4,5.0,4.0,73.1,5.0,3.1,0.0,0
46.0,3.0,93.3,90.0,1.0,59.2,2.0,6.3,1.0,1
55.0,20.0,59.4,86.0,4.0,98.8,2.0,3.3,0.0,1
28.0,5.0,55.2,58.0,4.0,58.0,6.0,5.8,0.0,0
30.0,19.0,60.3,64.0,3.0,50.0,6.0,6.5,1.0,1
47.0,4.0,76.3,21.0,4.0,54.4,3.0,4.4,0.0,1
53.0,12.0,80.9,10.0,3.0,40.4,3.0,,1.0,1
31.0,15.0,94.0,47.0,0.0,78.5,9.0,3.7,0.0,1
37.0,13.0,58.4,49.0,1.0,60.8,3.0,5.4,0.0,0
25.0,24.0,71.5,2.0,1.0,46.5,5.0,7.3,0.0,0
57.0,24.0,82.0,62.0,1.0,73.2,8.0,6.0,0.0,0
32.0,24.0,66.4,36.0,2.0,49.4,,6.6,0.0,1
33.0,23.0,55.7,40.0,3.0,58.2,9.0,9.7,,1
48.0,6.0,89.3,14.0,0.0,82.1,9.0,3.2,1.0,1
45.0,3.0,81.7,27.0,4.0,51.7,8.0,4.4,1.0,1
52.0,24.0,98.7,13.0,4.0,,9.0,1.2,0.0,1
58.0,6.0,67.5,30.0,2.0,87.8,2.0,9.2,0.0,0
59.0,5.0,78.3,53.0,3.0,97.2,1.0,1.5,1.0,1
27.0,22.0,60.8,11.0,4.0,88.7,9.0,5.6,0.0,1
53.0,6.0,84.8,51.0,0.0,42.8,4.0,8.8,0.0,0
25.0,13.0,93.9,67.0,3.0,71.3,1.0,7.2,0.0,1
42.0,12.0,69.5,76.0,3.0,,6.0,7.9,1.0,1
30.0,10.0,92.8,60.0,1.0,74.2,1.0,8.0,0.0,1
55.0,9.0,98.0,84.0,4.0,46.5,3.0,3.1,0.0,1
33.0,11.0,82.1,33.0,1.0,64.1,5.0,6.0,0.0,1
59.0,21.0,85.7,43.0,1.0,71.0,7.0,8.6,1.0,1
44.0,10.0,78.4,27.0,4.0,46.3,8.0,8.2,1.0,1
35.0,18.0,88.2,95.0,1.0,71.6,9.0,6.1,0.0,1
35.0,16.0,99.6,18.0,0.0,89.3,8.0,9.0,0.0,0
27.0,19.0,75.7,2.0,1.0,80.0,9.0,3.0,0.0,1
38.0,16.0,92.5,70.0,0.0,41.6,6.0,1.0,0.0,0
24.0,8.0,99.3,26.0,4.0,75.7,3.0,4.3,0.0,1
39.0,19.0,91.7,26.0,4.0,80.1,1.0,9.9,1.0,1
46.0,9.0,59.2,32.0,4.0,61.8,8.0,5.3,0.0,0
22.0,22.0,84.0,31.0,1.0,56.0,5.0,2.4,0.0,0
52.0,11.0,62.4,33.0,4.0,89.7,2.0,1.8,1.0,1
43.0,19.0,91.9,51.0,4.0,86.3,2.0,2.7,0.0,1
43.0,2.0,59.1,23.0,1.0,53.3,0.0,7.1,0.0,0
45.0,3.0,86.7,98.0,0.0,64.1,,8.9,0.0,1
55.0,12.0,54.5,54.0,0.0,77.1,5.0,3.9,0.0,0
35.0,5.0,71.3,60.0,4.0,85.3,2.0,5.9,0.0,1
22.0,24.0,95.1,4.0,1.0,92.6,4.0,9.4,1.0,1
59.0,19.0,64.9,84.0,3.0,96.8,8.0,8.7,0.0,1
44.0,18.0,65.2,32.0,1.0,66.2,8.0,5.4,0.0,0
42.0,19.0,71.6,15.0,4.0,63.9,8.0,2.6,0.0,1
43.0,8.0,95.9,79.0,2.0,50.1,7.0,3.4,0.0,1
36.0,14.0,85.4,52.0,4.0,45.4,8.0,9.3,0.0,1
59.0,22.0,74.8,80.0,2.0,71.6,5.0,1.7,0.0,1
46.0,16.0,81.4,68.0,1.0,73.1,0.0,9.3,1.0,1
52.0,24.0,96.5,41.0,0.0,84.6,8.0,3.6,1.0,1
29.0,10.0,82.2,37.0,3.0,72.3,4.0,3.5,0.0,1
30.0,13.0,96.0,20.0,4.0,,1.0,5.5,1.0,1
57.0,3.0,71.1,27.0,1.0,68.7,4.0,9.3,0.0,0
,18.0,85.5,88.0,3.0,74.5,4.0,9.8,1.0,1
36.0,19.0,91.3,12.0,1.0,44.1,5.0,1.8,0.0,0
48.0,17.0,54.1,92.0,0.0,91.9,3.0,1.1,0.0,0
58.0,2.0,92.7,36.0,4.0,49.7,0.0,4.3,0.0,0
42.0,21.0,62.8,60.0,1.0,51.7,0.0,7.4,0.0,0
57.0,14.0,78.1,90.0,2.0,91.0,3.0,7.1,0.0,0
56.0,1.0,94.0,36.0,4.0,49.7,1.0,7.7,0.0,1
37.0,7.0,87.0,22.0,1.0,76.4,0.0,3.1,0.0,0
22.0,14.0,69.8,71.0,2.0,67.3,1.0,6.6,0.0,0
35.0,21.0,97.1,91.0,0.0,93.9,5.0,6.9,0.0,1
47.0,11.0,66.6,32.0,0.0,49.0,0.0,4.1,1.0,0
40.0,24.0,84.7,1.0,3.0,96.6,6.0,7.3,1.0,1
25.0,4.0,75.6,46.0,3.0,86.5,5.0,6.9,0.0,1
47.0,20.0,61.5,53.0,4.0,77.7,5.0,2.5,0.0,0
38.0,11.0,56.1,24.0,2.0,75.9,2.0,1.5,1.0,0
29.0,10.0,70.4,36.0,1.0,58.8,8.0,2.8,0.0,1
24.0,15.0,52.6,7.0,3.0,68.2,7.0,4.8,0.0,0
37.0,23.0,54.6,28.0,2.0,78.4,7.0,9.5,0.0,0
32.0,1.0,,26.0,1.0,77.3,2.0,5.5,0.0,0
32.0,15.0,95.2,29.0,3.0,48.4,2.0,2.6,0.0,1
53.0,21.0,51.1,81.0,2.0,50.1,1.0,9.1,0.0,0
56.0,11.0,95.7,18.0,1.0,68.4,4.0,6.0,0.0,0
53.0,12.0,58.3,53.0,0.0,62.2,2.0,1.4,1.0,0
28.0,1.0,,9.0,0.0,59.1,2.0,8.1,1.0,0
47.0,14.0,63.7,78.0,1.0,59.4,5.0,4.5,0.0,0
59.0,12.0,50.2,56.0,1.0,74.8,4.0,8.9,0.0,0
44.0,22.0,56.0,74.0,1.0,40.7,1.0,7.9,0.0,0
29.0,17.0,66.2,54.0,1.0,98.1,5.0,2.1,0.0,0
27.0,11.0,58.8,3.0,3.0,63.6,5.0,6.3,0.0,0
44.0,8.0,98.8,62.0,3.0,65.1,9.0,9.3,0.0,1
38.0,22.0,87.6,98.0,2.0,66.1,0.0,9.9,0.0,1
47.0,19.0,55.6,58.0,2.0,48.5,0.0,4.6,0.0,0
23.0,23.0,76.0,54.0,1.0,83.8,6.0,6.6,0.0,0
56.0,22.0,61.8,90.0,1.0,40.7,5.0,3.2,0.0,0
55.0,22.0,64.3,80.0,4.0,46.7,2.0,1.2,1.0,1
22.0,9.0,55.2,28.0,0.0,80.0,1.0,,1.0,0
53.0,13.0,65.8,78.0,3.0,91.1,5.0,2.5,0.0,1
49.0,21.0,87.5,32.0,1.0,48.9,3.0,1.4,0.0,0
44.0,24.0,93.8,18.0,3.0,60.6,1.0,2.8,0.0,0
22.0,6.0,60.8,59.0,4.0,77.0,1.0,4.9,0.0,0
45.0,20.0,83.5,88.0,0.0,75.9,1.0,1.9,1.0,1
45.0,7.0,66.3,55.0,2.0,80.3,3.0,5.3,1.0,0
53.0,24.0,89.5,43.0,0.0,43.0,4.0,4.2,0.0,0
34.0,21.0,65.2,95.0,4.0,56.0,5.0,4.0,1.0,1
25.0,18.0,76.2,71.0,2.0,57.2,8.0,8.1,0.0,1
38.0,9.0,90.3,6.0,2.0,97.8,6.0,2.2,0.0,0
44.0,11.0,55.7,1.0,2.0,61.5,0.0,4.0,0.0,0
31.0,1.0,81.4,50.0,1.0,70.4,2.0,8.2,0.0,0
47.0,18.0,54.4,1.0,1.0,63.4,2.0,9.0,,0
51.0,11.0,54.8,65.0,2.0,86.6,1.0,6.0,0.0,0
48.0,3.0,63.2,36.0,0.0,79.0,3.0,8.4,1.0,0
51.0,3.0,64.0,10.0,1.0,45.1,,7.9,0.0,0
24.0,18.0,73.1,6.0,0.0,48.4,4.0,2.1,0.0,0
26.0,14.0,93.3,67.0,1.0,55.0,0.0,8.8,1.0,0
47.0,18.0,52.0,25.0,0.0,68.3,6.0,3.4,0.0,0
42.0,21.0,94.4,86.0,2.0,63.3,2.0,7.9,0.0,1
23.0,5.0,98.7,,2.0,84.5,4.0,,0.0,1
35.0,8.0,76.8,20.0,1.0,46.9,9.0,9.0,1.0,0
30.0,6.0,71.0,26.0,2.0,98.5,3.0,6.6,1.0,0
52.0,5.0,64.5,,0.0,68.9,5.0,4.8,1.0,0
32.0,6.0,81.6,98.0,3.0,45.3,9.0,8.4,0.0,1
50.0,22.0,67.7,66.0,1.0,51.1,8.0,9.2,0.0,0
22.0,16.0,,61.0,3.0,86.8,0.0,8.5,1.0,1
34.0,,50.1,21.0,4.0,56.7,8.0,7.9,,1
39.0,24.0,50.1,87.0,3.0,59.5,5.0,4.6,0.0,1
37.0,13.0,78.6,14.0,1.0,97.7,2.0,5.7,1.0,1
32.0,4.0,84.8,26.0,4.0,57.6,1.0,3.0,0.0,0
,17.0,73.5,16.0,2.0,92.4,1.0,3.4,0.0,1
39.0,4.0,67.4,79.0,,49.6,9.0,5.9,,0
32.0,8.0,77.1,47.0,4.0,78.5,2.0,2.8,0.0,1
29.0,18.0,79.1,44.0,0.0,55.2,9.0,1.9,0.0,0
49.0,11.0,64.4,79.0,2.0,69.3,6.0,9.6,1.0,0
39.0,8.0,68.8,82.0,4.0,96.0,2.0,7.3,0.0,1
47.0,22.0,51.0,16.0,3.0,54.1,0.0,4.7,0.0,1
30.0,3.0,90.0,8.0,2.0,50.0,4.0,2.9,0.0,0
59.0,3.0,76.2,34.0,4.0,80.3,3.0,2.3,0.0,1
40.0,19.0,96.7,81.0,4.0,73.0,2.0,6.6,0.0,1
36.0,23.0,95.2,85.0,2.0,62.4,3.0,8.7,0.0,1
36.0,18.0,67.5,67.0,0.0,43.6,1.0,9.8,0.0,0
33.0,5.0,64.5,83.0,3.0,48.6,6.0,1.2,1.0,0
35.0,7.0,55.8,14.0,2.0,53.6,9.0,2.4,0.0,1
51.0,,60.9,20.0,2.0,99.4,2.0,9.3,0.0,1
55.0,,81.7,41.0,2.0,56.0,8.0,7.8,0.0,0
27.0,19.0,57.4,24.0,2.0,82.3,0.0,9.0,0.0,0
40.0,14.0,68.9,18.0,2.0,70.5,0.0,6.8,0.0,0
39.0,17.0,58.8,87.0,4.0,65.3,,3.3,1.0,1
55.0,4.0,67.7,11.0,1.0,42.2,0.0,1.5,0.0,0
56.0,5.0,79.3,43.0,4.0,64.2,4.0,8.8,0.0,1
23.0,8.0,70.8,73.0,0.0,45.1,0.0,2.2,1.0,0
28.0,8.0,96.4,29.0,3.0,40.3,0.0,5.9,1.0,1
23.0,5.0,53.2,51.0,,63.3,7.0,5.8,0.0,0
33.0,6.0,77.1,36.0,1.0,51.0,3.0,8.8,1.0,0
48.0,5.0,63.7,21.0,2.0,92.8,3.0,7.1,1.0,0
57.0,11.0,85.1,49.0,3.0,87.8,4.0,9.0,0.0,0
48.0,18.0,93.6,65.0,3.0,47.9,8.0,6.1,0.0,0
29.0,15.0,58.2,76.0,4.0,46.8,0.0,7.6,0.0,0
51.0,6.0,79.3,56.0,2.0,99.6,3.0,3.1,0.0,0
47.0,19.0,85.8,69.0,2.0,90.6,7.0,9.4,1.0,1
46.0,11.0,66.0,52.0,3.0,94.5,2.0,3.7,0.0,1
34.0,19.0,67.1,52.0,4.0,41.3,5.0,5.2,0.0,0
24.0,10.0,61.9,34.0,2.0,96.4,5.0,4.9,0.0,1
49.0,5.0,92.1,95.0,3.0,67.3,6.0,5.4,0.0,1
34.0,4.0,89.2,48.0,2.0,,3.0,5.6,0.0,0
,16.0,83.2,53.0,1.0,76.9,1.0,3.3,0.0,0
47.0,15.0,74.1,4.0,1.0,70.9,9.0,4.9,0.0,0
24.0,19.0,71.7,69.0,0.0,75.6,0.0,3.1,1.0,1
39.0,15.0,56.8,89.0,2.0,41.9,1.0,3.1,0.0,0
35.0,23.0,,33.0,1.0,42.2,0.0,7.1,0.0,1
30.0,17.0,66.9,43.0,4.0,53.7,2.0,2.4,0.0,1
25.0,15.0,87.3,91.0,4.0,90.1,2.0,1.8,0.0,1
47.0,18.0,86.6,20.0,2.0,46.5,4.0,8.6,,1
57.0,8.0,95.6,72.0,2.0,76.6,6.0,6.3,1.0,1
28.0,1.0,99.4,22.0,4.0,92.8,1.0,4.7,1.0,1
50.0,11.0,95.7,,0.0,94.9,3.0,9.7,0.0,0
38.0,5.0,60.1,75.0,3.0,42.1,1.0,8.0,0.0,0
35.0,19.0,66.2,79.0,3.0,76.4,1.0,3.7,0.0,1
25.0,2.0,89.0,63.0,2.0,77.5,3.0,9.8,0.0,1
51.0,17.0,74.9,76.0,1.0,77.2,6.0,7.0,0.0,0
33.0,4.0,67.5,40.0,2.0,66.5,4.0,1.4,0.0,0
44.0,7.0,71.6,60.0,3.0,74.0,7.0,7.1,0.0,1
,,52.5,18.0,2.0,92.9,8.0,6.3,0.0,0
59.0,4.0,73.7,90.0,3.0,54.9,3.0,1.6,0.0,0
47.0,18.0,87.8,81.0,0.0,42.2,7.0,9.7,1.0,0
35.0,2.0,61.6,44.0,2.0,53.9,5.0,3.1,0.0,0
58.0,5.0,91.2,1.0,2.0,83.7,1.0,5.8,0.0,0
36.0,22.0,95.2,21.0,3.0,71.1,3.0,8.3,1.0,1
35.0,4.0,70.2,46.0,4.0,69.1,9.0,1.3,1.0,1
52.0,7.0,54.7,35.0,1.0,96.3,1.0,5.3,0.0,0
56.0,1.0,60.1,88.0,3.0,77.3,9.0,3.6,0.0,0
49.0,12.0,80.2,3.0,4.0,47.8,0.0,2.5,0.0,1
29.0,19.0,57.1,,0.0,43.5,3.0,1.5,0.0,0
57.0,12.0,56.3,59.0,2.0,40.4,4.0,1.9,0.0,0
52.0,3.0,75.6,27.0,1.0,99.4,3.0,8.6,0.0,0
57.0,7.0,88.8,57.0,1.0,89.4,9.0,3.3,0.0,0
33.0,10.0,85.8,52.0,3.0,43.2,7.0,7.8,0.0,1
36.0,13.0,89.3,6.0,2.0,80.2,0.0,5.8,0.0,0
