performance_score,projects_completed,weekly_hours,training_hours_yr,salary_lakh,promotions,attendance_pct,satisfaction_score,years_experience,team_rating
75.27,11.34,42.73,26.38,16.08,0.84,90.06,3.72,1.74,4.05
74.93,8.19,42.51,25.19,,1.76,92.18,3.51,7.21,3.81
75.93,8.17,42.68,46.05,,0.99,93.02,3.63,3.93,3.2
74.12,,39.57,36.0,15.43,0.11,92.29,3.02,0.0,2.94
78.04,12.44,42.44,53.74,15.85,0.32,91.24,3.71,5.92,3.2
70.27,10.58,42.62,45.26,,0.23,91.08,3.01,7.12,4.36
71.31,9.35,37.73,43.35,20.4,0.65,88.19,3.31,4.56,
72.29,11.33,42.76,45.2,15.97,0.66,91.24,2.92,4.16,4.25
65.51,7.95,43.19,54.04,20.9,1.03,92.48,3.77,7.4,3.06
70.19,9.79,43.58,34.47,15.7,1.44,92.9,3.19,3.81,4.26
80.65,7.68,39.66,43.71,16.49,0.7,87.28,3.36,5.86,3.52
66.68,12.5,41.18,50.0,16.67,0.0,88.39,3.77,3.84,3.29
77.12,9.22,43.74,42.3,8.83,0.93,93.05,3.81,2.28,3.61
75.96,11.31,44.89,42.44,15.43,1.18,95.58,3.1,5.43,3.59
69.55,8.98,41.47,41.79,13.29,2.23,87.03,3.11,3.8,3.72
68.77,9.92,40.83,49.8,,1.41,86.77,3.42,6.99,3.34
72.7,11.63,39.42,49.2,21.38,1.14,89.87,3.8,7.51,3.59
75.56,10.7,42.7,38.51,11.83,1.02,92.55,3.86,6.75,3.07
77.32,9.97,42.31,31.68,17.26,0.99,88.4,3.84,5.34,3.21
71.32,4.96,41.22,37.98,16.97,0.58,91.15,3.39,3.78,3.15
77.23,9.43,35.34,43.97,11.26,1.29,84.82,3.65,5.8,3.28
79.0,10.31,44.71,41.48,17.54,0.89,90.66,3.54,5.62,4.09
75.78,6.61,39.33,33.42,16.85,0.75,91.8,3.03,3.63,3.24
71.7,4.92,40.55,41.05,16.19,0.34,89.27,3.48,4.96,3.12
76.25,10.71,40.25,42.08,11.91,1.55,91.64,3.41,6.17,3.26
71.4,9.75,42.84,35.84,16.96,1.59,88.47,3.51,4.48,2.84
65.38,14.02,38.6,31.07,8.99,1.64,85.74,2.99,2.72,3.77
72.83,9.23,41.83,43.86,16.63,1.56,92.01,3.33,5.83,3.67
63.27,8.25,42.69,47.21,15.12,0.9,92.59,2.89,7.66,3.75
59.95,12.31,45.25,26.02,11.2,0.52,86.17,3.59,3.97,3.31
82.51,9.68,40.06,43.65,22.03,1.01,90.69,3.75,8.83,3.47
71.48,12.33,44.09,22.79,19.8,1.01,89.25,3.78,2.83,3.46
78.03,11.33,38.65,35.34,16.93,0.5,90.58,2.66,2.7,3.38
68.38,10.47,39.56,63.91,19.08,1.14,86.02,3.01,6.57,2.69
63.32,3.92,42.83,39.3,17.54,1.87,93.24,3.32,4.87,3.43
72.58,8.23,42.65,25.9,17.75,0.35,94.82,3.81,5.73,3.58
80.51,10.52,43.0,40.58,12.24,0.58,89.43,3.81,7.0,3.88
72.75,9.73,35.08,32.27,,0.56,89.89,2.32,5.63,3.45
78.34,11.35,36.21,42.54,14.85,0.83,91.81,3.31,2.9,4.05
69.23,11.72,41.36,35.53,14.58,1.11,90.37,2.84,6.98,2.85
73.76,5.87,45.62,34.48,13.88,0.95,92.46,4.09,7.88,3.63
68.57,10.66,40.17,25.91,9.51,1.57,91.26,,5.06,3.79
74.91,13.19,45.52,34.41,11.93,1.02,95.11,3.58,4.44,3.58
71.47,7.74,40.31,47.1,16.69,0.48,95.47,3.36,6.34,3.33
70.6,9.12,45.2,51.78,17.36,0.32,91.34,3.56,4.28,2.46
72.05,10.16,42.39,40.41,16.02,0.71,95.08,2.86,6.87,3.44
74.43,12.14,43.41,50.41,17.75,0.72,92.16,3.21,5.18,3.78
71.35,8.96,41.19,38.7,16.64,1.44,93.12,4.16,3.65,3.6
67.77,7.54,39.4,27.86,17.68,1.63,88.23,,7.26,3.26
73.19,11.78,45.64,32.45,9.81,0.74,91.07,3.56,1.04,4.22
72.44,12.25,38.5,45.83,17.47,1.88,90.64,3.0,7.87,3.81
73.19,12.2,40.92,39.54,10.63,1.83,86.18,3.68,2.04,3.15
79.14,7.88,40.28,37.31,9.01,0.31,94.44,2.94,10.89,3.14
71.09,12.96,39.52,47.33,15.66,0.64,89.83,3.24,6.74,3.41
75.1,10.88,41.74,23.82,18.8,0.97,93.69,2.76,7.29,3.79
84.45,9.91,38.57,40.25,15.27,1.47,91.26,3.74,4.68,3.12
70.49,5.66,40.99,45.72,15.06,0.84,94.05,2.96,7.19,3.63
71.0,9.34,39.32,44.45,14.69,1.44,88.91,4.25,7.22,3.72
76.98,11.21,39.31,35.11,18.53,,90.75,2.92,6.54,2.93
77.52,12.47,,25.87,11.1,0.69,90.81,2.57,5.74,3.46
80.74,8.87,40.82,31.54,12.16,0.64,93.22,3.58,7.3,3.59
74.16,11.31,46.46,26.58,10.06,0.19,90.53,3.94,2.37,3.25
74.77,11.43,40.82,54.82,18.94,0.63,90.74,3.3,10.78,3.59
68.48,11.9,45.73,39.83,19.31,1.08,92.68,3.47,6.47,3.09
65.06,11.7,40.8,42.75,,0.97,95.42,4.43,4.4,3.11
69.53,8.4,44.98,32.82,10.39,0.96,89.94,3.68,4.5,3.13
70.46,11.43,42.07,31.16,9.29,1.09,91.73,3.21,9.24,2.48
78.01,9.96,41.65,40.84,18.36,1.58,84.81,3.85,6.64,3.45
78.44,11.58,40.8,49.43,16.96,0.58,89.18,4.31,6.03,3.78
74.2,7.72,46.02,50.5,15.1,1.03,89.63,3.29,0.35,3.59
73.47,10.33,42.62,46.94,10.8,1.47,88.57,4.01,2.78,3.27
73.83,8.37,47.38,40.87,9.84,1.08,91.71,4.07,3.83,3.48
66.48,10.68,37.95,35.73,14.07,0.45,92.94,2.75,5.86,3.77
78.36,7.84,37.33,41.16,12.96,0.83,90.36,2.36,2.49,3.7
73.16,10.96,,41.7,15.28,0.53,87.55,3.36,5.38,3.37
70.56,10.75,,45.13,12.63,1.26,85.1,3.24,7.74,3.19
64.22,8.88,43.4,54.79,20.0,1.57,90.88,3.22,6.7,3.18
73.61,6.0,41.44,42.54,13.62,1.41,91.01,3.21,2.19,3.3
70.4,9.41,41.69,29.13,19.69,1.51,91.68,3.58,2.27,2.87
70.96,10.18,45.19,45.18,15.62,1.59,88.49,2.85,5.3,3.98
73.94,8.69,42.42,37.84,17.59,1.17,90.08,3.12,2.93,3.52
76.32,10.15,48.42,43.3,14.32,1.07,94.03,4.09,5.87,4.62
81.81,11.13,47.43,47.71,,0.91,95.38,3.39,5.86,3.8
66.9,9.32,47.5,41.36,13.98,0.94,89.78,3.87,4.5,4.03
70.29,10.04,43.16,43.84,11.43,0.74,87.02,3.59,4.96,3.03
70.21,6.05,,28.5,9.15,0.71,90.54,3.97,4.82,3.95
72.04,14.25,42.4,32.99,18.59,1.94,90.27,3.87,2.64,3.63
74.1,13.87,,46.02,19.28,0.99,89.15,3.46,3.12,2.99
71.35,9.16,43.77,23.84,18.64,1.08,89.9,3.53,6.21,3.35
72.13,11.64,43.26,33.75,7.68,1.33,95.94,2.66,5.94,3.74
76.17,10.63,38.57,35.16,14.55,1.12,90.61,3.27,8.57,2.92
74.6,9.67,38.79,44.94,12.62,0.56,89.87,4.09,1.83,4.05
78.64,11.46,44.63,40.63,14.83,0.86,87.7,3.54,5.3,3.54
75.31,10.01,39.75,30.72,10.78,1.2,86.69,3.44,4.88,3.88
76.52,10.17,44.19,35.86,18.34,1.32,90.09,4.05,4.14,3.69
67.63,8.81,42.29,24.36,17.45,2.52,89.22,3.85,7.21,2.81
74.42,9.42,39.86,34.92,14.51,0.61,89.31,3.22,4.9,4.29
66.77,11.28,41.55,27.26,17.34,1.19,88.41,3.49,7.82,4.14
75.9,10.6,39.02,34.0,8.98,0.45,86.98,3.87,5.04,3.35
66.83,13.96,43.57,39.81,14.67,1.25,84.92,3.04,9.3,2.91
75.05,10.28,44.4,40.59,12.88,0.95,93.16,3.88,3.24,3.34
74.36,9.93,42.94,42.33,15.94,1.1,92.43,3.1,4.92,3.32
67.42,12.42,44.5,48.02,10.01,0.76,90.21,4.04,7.58,3.51
76.46,9.58,44.3,29.97,15.47,0.88,97.0,3.51,6.29,2.77
75.6,11.52,41.75,37.9,19.07,0.88,92.06,3.99,7.95,2.94
79.17,7.82,37.7,,18.08,0.05,91.35,3.1,5.12,3.22
71.21,8.32,41.55,50.68,15.07,1.91,84.89,3.76,6.63,3.52
82.66,14.72,44.63,41.82,17.48,0.58,93.81,4.0,3.15,3.48
70.98,11.8,43.04,37.0,14.31,0.96,92.79,2.98,4.02,4.5
71.37,10.98,41.65,33.77,19.14,1.11,89.46,3.99,6.22,2.74
68.63,14.62,44.09,26.52,12.8,0.0,86.06,3.87,4.5,3.22
61.98,9.27,41.33,42.48,21.26,0.54,94.16,2.63,6.68,3.47
72.1,10.01,45.8,48.34,17.98,0.7,93.22,2.63,3.99,3.56
64.44,9.49,43.97,50.53,23.29,0.59,92.48,4.05,2.43,3.52
75.35,8.84,45.29,54.55,13.08,1.0,87.72,3.04,7.28,3.44
70.56,10.09,45.52,34.63,13.2,1.27,90.8,3.03,3.46,3.58
61.98,11.54,42.5,36.7,17.87,1.63,95.08,3.94,5.25,3.79
69.42,10.67,40.35,37.93,16.48,0.96,94.47,3.73,3.9,3.44
71.69,11.1,45.12,25.97,16.33,0.0,88.18,3.71,3.68,3.68
73.13,7.99,,37.83,12.4,1.08,92.96,3.27,5.57,3.89
,8.91,41.62,43.46,16.04,0.97,92.09,3.1,6.25,4.16
75.25,,41.24,37.56,12.62,0.13,86.39,3.43,5.59,3.77
71.59,12.33,44.57,43.21,16.84,0.0,93.35,2.91,7.02,3.45
71.09,11.09,40.78,45.31,13.76,0.67,95.04,3.26,2.32,4.0
,10.28,40.94,36.36,14.69,0.52,90.85,4.04,3.25,3.72
80.1,8.25,43.51,39.2,,0.24,93.87,3.97,5.52,3.42
79.93,8.65,43.55,33.5,9.8,0.92,90.36,2.32,2.54,3.54
65.64,10.81,39.33,37.02,13.62,0.24,91.8,3.82,2.73,2.87
69.24,6.9,41.08,48.22,10.32,1.78,92.2,3.2,7.71,3.61
73.25,10.21,44.42,33.56,15.0,0.88,87.54,4.19,3.52,3.84
76.71,8.02,45.6,39.65,10.35,0.9,91.92,2.99,2.52,3.74
71.16,9.99,41.77,45.49,17.99,1.46,88.02,4.21,8.91,3.8
74.14,9.25,42.83,29.82,16.0,0.26,91.3,3.73,4.55,2.99
57.81,7.85,41.88,,19.03,1.89,91.94,4.5,5.17,3.23
75.05,9.76,39.76,45.98,12.67,1.41,89.69,,1.99,3.91
63.05,8.86,42.69,36.61,14.5,1.28,97.25,3.5,4.85,3.54
66.73,10.23,41.52,39.42,15.67,1.17,91.45,3.35,3.81,4.71
72.68,8.58,37.35,44.78,,1.4,92.42,3.82,4.22,3.11
70.7,11.55,,52.03,11.81,0.64,97.68,3.19,5.87,
70.53,9.47,39.29,35.1,17.6,1.29,94.21,3.22,7.1,3.42
78.73,8.03,38.47,45.83,14.6,1.64,96.34,3.71,6.65,3.45
72.47,15.99,43.15,33.85,15.4,1.54,88.47,3.61,4.66,3.58
69.69,10.11,44.06,29.97,14.53,0.88,87.69,2.82,5.24,3.37
76.5,9.36,38.33,43.21,21.75,0.31,85.0,4.11,5.41,3.52
73.5,9.73,39.84,55.55,12.03,1.18,90.85,3.33,7.69,3.28
64.05,7.54,46.02,46.17,15.94,1.31,91.32,3.95,4.55,3.67
75.18,12.82,38.54,26.94,15.97,0.69,93.52,3.9,3.82,3.58
76.76,10.3,39.87,35.31,16.01,1.15,91.54,,3.88,3.47
80.01,11.58,45.15,38.74,19.29,0.88,87.67,4.25,8.41,
68.13,8.97,41.81,42.06,12.98,1.01,86.81,3.8,0.93,3.17
66.47,7.45,41.81,50.08,12.95,1.13,92.47,3.3,8.04,3.45
66.21,10.46,41.68,50.31,8.98,1.58,92.18,3.48,9.43,3.23
72.51,8.98,44.76,36.65,14.76,1.55,94.4,3.15,3.47,2.97
79.45,5.39,41.42,,18.37,0.53,90.53,3.73,6.29,3.95
73.84,8.62,47.35,40.96,10.87,0.85,85.64,3.41,3.07,3.06
66.77,9.47,41.97,40.49,18.7,1.34,89.93,3.77,3.77,3.47
71.48,12.17,41.34,40.33,22.28,1.05,92.31,3.47,6.26,3.9
78.78,6.12,44.84,37.06,17.72,0.01,90.09,3.49,7.83,3.83
68.9,8.84,40.13,30.43,8.27,1.18,90.78,3.19,4.87,3.79
85.69,9.77,45.86,42.07,12.99,0.61,88.48,3.35,4.88,4.08
73.64,8.77,36.58,48.09,14.97,1.0,88.5,3.62,6.1,3.92
66.44,9.25,43.6,50.08,15.92,0.23,93.31,3.29,2.04,
56.99,7.14,36.66,43.02,15.32,1.32,92.22,3.78,3.57,3.53
70.38,9.41,39.16,48.77,12.88,1.58,,3.4,4.58,3.87
71.71,12.15,38.63,40.97,13.59,1.04,89.94,2.9,6.74,3.5
68.73,9.06,42.74,,19.76,1.4,88.77,3.1,4.59,3.09
72.76,11.62,42.53,35.56,18.84,0.97,88.63,4.03,7.39,3.03
74.16,8.43,41.02,33.97,10.91,1.02,93.21,3.03,3.74,
72.28,10.63,39.13,40.18,19.87,1.21,94.69,3.06,3.82,3.72
77.7,8.18,47.98,41.53,13.05,1.18,90.12,3.3,6.48,3.19
76.93,7.93,42.8,40.49,14.13,1.19,89.06,2.9,3.14,3.46
70.77,10.08,,23.66,15.64,0.87,87.36,3.49,1.46,3.83
75.12,7.76,41.37,50.7,19.68,1.34,93.23,3.83,2.01,3.98
72.93,13.47,46.68,32.79,11.91,1.37,91.76,3.98,2.34,3.65
72.89,12.98,42.6,33.25,17.81,1.8,88.07,3.42,3.39,
72.99,10.44,48.47,41.42,19.09,1.65,91.41,,1.24,3.92
72.96,9.49,38.89,35.52,16.49,0.35,90.32,3.38,0.0,3.23
71.18,9.39,45.23,41.43,15.58,0.62,92.92,3.44,3.49,4.25
61.54,10.19,41.25,30.19,13.45,0.72,91.34,2.9,5.49,2.96
70.8,11.1,38.1,43.33,18.22,0.21,93.44,3.36,7.7,2.93
71.0,9.48,37.13,38.71,15.39,1.69,93.42,3.76,5.38,3.75
78.52,9.72,38.0,41.7,12.22,1.15,90.99,3.33,6.33,3.79
77.62,11.85,40.43,31.56,14.75,1.95,91.27,3.14,6.36,4.03
68.76,7.94,44.08,41.67,10.67,0.15,93.86,3.8,6.99,3.52
71.41,13.91,42.98,40.8,20.08,0.4,91.03,4.28,5.61,3.49
68.04,9.01,42.13,40.63,16.83,0.88,93.06,4.38,5.92,3.15
79.14,7.17,39.53,33.89,15.4,1.66,93.21,3.58,7.12,3.22
74.7,13.71,40.78,56.54,14.34,2.11,89.6,3.75,4.48,3.47
73.36,13.69,46.42,55.57,18.34,0.13,88.34,,7.73,3.82
73.22,9.87,42.79,25.21,17.73,1.57,89.09,2.94,6.28,3.37
80.23,10.08,40.85,47.14,15.93,1.1,91.44,3.14,6.72,3.39
66.79,11.98,,34.68,20.51,1.13,89.2,4.26,3.6,3.08
69.9,7.02,34.29,30.38,16.86,0.96,94.48,3.09,6.4,3.83
75.44,10.94,42.14,40.46,13.63,0.72,88.96,3.91,3.13,3.51
,10.06,46.0,45.7,12.79,0.69,88.29,3.08,6.63,3.91
73.9,10.63,41.97,39.73,16.53,0.36,94.6,3.55,4.67,3.57
74.84,7.3,44.96,32.51,16.78,0.72,93.1,3.46,4.36,3.22
70.73,7.81,38.0,38.59,11.55,1.1,89.86,3.23,1.99,3.56
68.78,11.8,38.82,40.39,12.57,0.77,91.21,3.59,1.64,2.93
75.8,10.37,43.63,46.18,15.73,0.69,91.18,3.21,5.97,3.86
75.0,10.68,41.98,45.92,16.64,1.14,90.14,3.37,5.7,3.0
74.15,8.14,46.34,52.93,15.13,0.25,95.24,3.74,2.18,3.78
67.16,,39.54,31.02,13.45,1.52,90.39,3.67,7.43,3.25
75.08,10.59,44.97,40.94,12.61,0.04,96.59,3.3,6.72,3.6
73.22,14.37,39.03,37.54,15.1,1.63,87.74,3.41,5.97,3.21
81.2,14.14,40.24,39.22,16.86,0.43,86.23,3.56,5.99,3.2
68.06,10.99,42.51,38.99,15.81,1.74,90.58,3.59,4.85,3.47
68.53,9.78,47.96,44.94,17.81,1.85,88.89,3.51,5.09,3.42
65.41,12.2,43.64,45.88,14.83,1.71,93.39,2.63,8.41,3.44
69.56,11.58,44.94,49.58,19.5,1.53,88.89,3.11,5.3,4.02
73.29,7.27,37.33,35.03,7.53,1.25,90.07,3.66,7.97,4.0
71.8,12.13,42.61,35.6,13.93,0.87,89.3,3.78,5.99,3.84
70.41,13.03,41.2,66.4,18.8,0.54,87.75,4.8,7.73,3.86
64.36,7.53,42.54,50.17,16.35,1.42,90.66,4.25,4.41,3.51
68.79,,39.41,46.65,10.25,0.01,92.35,3.2,2.99,3.48
72.7,8.02,37.57,36.81,14.38,0.76,92.99,3.28,6.09,3.1
71.16,7.69,39.63,33.81,14.27,1.63,90.02,3.68,6.27,3.99
75.94,10.53,41.79,45.67,17.24,1.86,87.31,3.6,1.66,3.36
59.55,9.99,,33.98,14.3,1.02,88.94,3.79,7.16,2.84
66.6,7.75,37.56,52.68,12.15,0.95,89.16,3.71,6.42,2.85
70.11,11.01,40.52,34.65,14.02,0.92,93.08,3.51,3.52,3.28
63.85,10.72,43.01,43.68,20.34,1.28,95.64,3.69,3.66,2.9
67.56,7.21,46.38,28.65,13.98,1.28,83.79,,4.49,3.96
70.17,10.9,42.42,42.9,20.18,1.32,88.56,2.73,1.77,3.49
78.05,7.26,40.88,37.8,14.5,0.51,92.31,3.87,6.8,3.36
66.02,9.5,39.44,27.56,12.53,1.32,93.24,4.37,3.42,3.47
72.66,11.1,46.18,31.78,16.24,0.57,93.68,3.26,2.82,2.73
69.28,14.04,42.32,23.46,12.65,0.53,89.56,3.02,,3.51
69.94,11.04,44.93,26.86,18.79,0.79,88.37,3.32,4.65,3.86
79.21,9.33,44.01,32.17,17.68,1.8,90.99,4.15,3.88,3.49
76.23,11.6,34.96,46.04,17.49,0.69,91.07,3.07,5.88,3.98
69.65,12.08,43.24,47.49,16.2,0.76,95.88,4.03,1.56,3.15
80.32,8.78,45.22,37.81,18.2,0.23,93.13,3.61,1.92,3.6
77.14,13.16,45.72,50.25,17.6,1.6,94.34,3.41,4.74,3.53
80.62,9.35,43.24,37.06,16.68,1.48,92.0,3.87,5.85,4.03
75.84,8.69,49.69,44.99,15.56,0.13,90.81,3.74,1.84,3.47
72.91,9.38,40.58,37.9,16.2,0.86,93.86,3.77,6.84,3.1
58.35,10.28,38.92,42.59,19.46,1.44,92.78,3.89,6.37,3.99
74.49,7.55,45.08,43.82,14.26,1.38,86.46,3.24,4.45,3.44
69.98,7.04,42.6,46.55,13.76,1.31,,3.15,7.18,3.36
69.38,9.67,38.74,38.23,18.18,2.23,91.25,4.14,1.44,4.18
68.22,,40.6,45.82,,1.02,96.95,3.52,6.87,3.49
69.94,10.29,43.22,40.8,14.2,0.93,87.86,3.41,6.83,2.2
64.79,9.58,43.74,41.03,12.85,1.46,91.93,3.02,8.64,3.45
68.82,9.57,41.74,40.85,13.9,1.62,89.22,3.24,5.49,3.37
75.42,10.94,37.5,40.05,10.02,0.83,90.82,3.47,4.15,3.22
69.96,,40.05,40.95,14.42,0.04,92.96,3.75,4.03,3.36
70.59,9.68,44.49,35.53,17.4,0.13,93.29,3.94,5.37,3.76
80.05,12.98,,51.8,19.77,1.34,86.43,3.53,7.56,3.19
81.47,7.57,40.98,38.9,12.24,0.42,87.71,3.63,2.46,3.12
71.1,10.36,44.34,42.57,12.29,1.85,93.97,3.49,4.7,3.4
72.55,14.17,44.73,36.12,14.97,1.34,93.44,3.55,1.06,3.49
71.71,9.16,42.1,59.15,14.01,1.2,88.44,3.43,3.63,3.31
65.24,8.01,43.36,41.49,14.13,0.84,93.55,3.44,5.71,3.56
64.32,,43.73,42.96,17.06,0.85,98.5,3.32,5.33,3.43
78.01,8.21,41.37,45.88,14.48,0.98,88.22,3.48,7.53,3.81
72.95,5.17,43.79,28.19,14.07,0.14,88.23,3.46,5.27,3.31
75.59,5.71,40.95,45.96,14.75,1.13,88.48,4.4,6.12,4.32
74.44,8.3,45.39,50.53,15.68,1.12,84.85,3.77,3.34,3.26
76.46,10.7,43.15,60.7,17.1,0.92,85.91,3.7,4.22,3.18
66.95,7.61,45.88,34.49,14.49,0.47,90.62,3.68,0.63,3.17
69.29,8.61,42.85,42.82,14.64,1.47,88.57,3.6,3.63,4.04
75.44,9.97,44.76,30.86,17.1,0.08,93.65,3.58,4.07,3.49
70.71,11.06,38.71,22.65,12.4,0.12,90.07,3.96,4.56,3.66
75.72,6.11,45.34,43.97,16.89,0.92,94.53,3.74,4.56,3.21
62.39,10.31,,36.61,14.99,1.79,92.72,4.06,3.28,4.3
60.67,9.84,45.15,41.82,10.99,0.37,91.7,3.34,8.2,3.28
77.02,7.88,37.05,30.79,14.98,1.37,87.64,3.57,4.69,2.8
70.59,6.7,36.93,41.97,13.07,1.11,90.19,3.31,5.12,3.23
71.3,10.75,42.67,37.95,20.44,1.07,82.34,3.54,6.22,3.72
73.54,8.46,49.94,44.8,14.44,0.93,94.79,2.95,5.09,3.69
68.6,7.57,43.38,28.95,14.0,1.49,90.15,3.74,3.17,3.85
80.65,7.12,50.41,45.71,8.47,1.0,89.41,3.53,2.39,3.72
68.19,6.32,45.25,36.21,13.46,1.19,87.41,3.59,3.01,3.45
70.1,6.83,47.67,31.68,13.61,1.08,94.86,3.39,6.08,3.87
79.65,10.26,41.97,,9.33,0.83,88.27,2.84,5.25,2.77
78.78,10.16,37.77,34.97,14.28,1.4,91.74,3.78,2.83,4.06
67.26,8.14,34.72,48.14,12.77,,89.13,2.68,1.62,3.47
77.66,12.81,41.48,39.49,16.29,1.23,88.55,3.46,5.76,3.22
66.29,10.85,42.66,47.76,13.59,0.39,91.9,3.09,7.56,2.93
72.84,9.82,46.05,43.79,14.17,1.62,100.0,3.78,3.89,3.8
68.6,8.09,37.72,48.47,15.15,0.0,96.65,3.38,2.96,2.63
65.67,13.36,43.97,30.21,15.15,0.56,93.46,3.54,6.16,3.96
71.86,9.75,38.57,52.39,20.4,1.07,93.32,3.81,4.61,3.36
67.96,5.16,47.33,32.3,12.54,1.28,94.48,3.2,3.44,3.87
80.36,11.31,44.72,35.82,14.17,0.92,89.09,3.74,3.42,4.45
71.34,9.38,43.31,31.41,13.22,1.64,90.7,3.33,4.49,3.36
68.87,7.96,35.56,49.73,17.17,1.56,99.01,3.79,,3.64
82.88,10.5,43.92,43.4,18.21,1.17,97.57,3.27,3.88,3.48
77.14,12.99,44.09,48.14,16.93,1.94,88.11,3.76,3.68,3.99
69.19,10.78,45.13,62.0,14.54,1.4,88.08,3.47,2.1,3.49
,7.35,47.63,39.14,13.25,0.57,89.87,4.09,5.99,3.15
69.98,9.06,36.5,45.52,20.39,1.26,87.99,3.8,7.77,3.08
70.77,10.33,44.84,37.6,17.69,0.51,90.98,3.66,7.16,3.59
,9.13,,48.28,17.25,1.9,92.44,3.76,4.89,3.17
71.77,11.8,41.41,41.52,19.26,0.51,93.52,3.91,1.11,2.95
83.63,5.5,46.78,36.96,11.12,1.64,90.87,3.69,1.79,3.26
77.66,11.46,37.33,37.76,14.35,2.15,86.34,3.6,2.98,3.25
70.47,9.66,41.94,49.83,18.17,1.19,92.3,3.66,7.53,3.83
74.21,7.88,47.12,45.07,21.8,2.15,93.09,3.76,4.32,3.28
79.01,6.62,41.39,49.42,18.59,0.37,91.57,,6.19,3.38
71.95,10.25,41.92,49.63,16.9,0.52,93.14,3.5,3.64,3.66
74.32,,43.43,58.25,14.54,1.2,89.93,2.88,3.97,3.75
72.79,12.66,43.33,28.15,11.66,0.34,90.36,3.33,6.54,3.51
83.54,10.97,40.8,53.35,11.76,1.42,93.77,4.02,4.72,3.13
65.59,9.72,46.02,58.85,9.38,0.46,92.93,3.58,4.16,3.29
67.42,9.39,42.72,31.43,17.24,1.83,89.58,3.8,3.67,3.15
78.36,10.72,42.75,37.98,14.15,0.39,90.79,3.71,4.77,3.15
56.39,9.9,45.47,45.75,11.54,,93.13,3.32,3.28,2.66
77.46,8.82,39.48,35.59,13.45,0.38,90.37,4.0,4.55,3.59
72.0,10.68,38.69,36.04,19.63,1.76,85.48,3.54,7.33,3.53
67.45,9.84,48.87,50.13,14.62,1.45,92.46,3.87,5.83,3.65
69.71,12.0,48.44,26.9,8.59,2.1,90.09,3.47,7.97,3.8
74.03,,39.61,49.59,22.0,0.94,88.18,2.99,1.77,3.11
68.05,12.25,39.9,34.21,14.46,1.16,91.89,3.95,4.12,4.07
66.48,10.11,39.32,44.04,19.9,0.75,91.87,3.42,4.63,3.39
73.52,10.16,45.61,43.58,16.88,1.02,88.0,3.9,3.89,3.44
74.29,6.77,43.24,52.89,18.94,1.06,92.92,3.45,6.23,2.83
75.84,10.03,41.57,31.05,11.24,0.67,88.99,3.69,9.66,4.08
70.65,11.57,45.3,47.06,12.76,0.38,86.78,3.04,8.43,3.84
74.22,14.04,,22.61,16.02,0.76,86.91,2.94,4.04,3.52
73.09,11.65,38.96,29.26,21.59,0.96,85.64,3.13,4.39,3.31
68.39,12.47,43.46,36.57,15.76,0.8,89.17,3.42,5.34,3.04
79.47,9.48,43.06,44.67,,1.05,93.76,3.04,6.12,4.15
78.68,10.28,41.38,26.09,16.98,1.23,88.84,3.35,5.46,3.61
76.52,8.05,43.87,45.53,12.52,1.07,84.94,3.71,7.27,3.3
63.91,11.29,43.09,45.08,12.86,1.32,92.71,3.38,1.37,3.44
61.07,13.07,43.48,40.32,18.38,0.46,91.55,3.0,6.52,2.44
72.45,9.35,41.52,41.26,15.79,1.63,94.28,3.64,5.49,4.32
73.18,7.8,44.21,27.95,13.66,0.66,90.65,3.21,4.3,3.04
70.27,8.61,34.64,53.28,13.98,1.81,89.09,3.45,5.86,3.14
72.16,10.23,42.33,39.99,15.88,0.78,96.62,3.8,2.13,3.77
68.84,9.93,44.76,41.89,9.13,1.17,90.03,4.1,2.8,3.12
76.83,11.26,43.28,37.27,18.9,0.91,94.73,3.53,5.55,3.21
73.16,8.49,38.14,28.93,12.63,,96.24,3.53,5.28,3.15
72.62,11.75,40.68,30.23,11.43,1.37,93.78,3.06,4.04,4.08
57.85,9.34,40.44,43.17,14.65,1.87,,4.02,0.9,3.35
74.79,9.37,43.33,23.8,11.72,1.58,94.07,3.46,2.86,3.53
73.5,9.06,41.13,50.51,16.59,0.74,94.21,3.69,7.78,3.03
67.61,13.54,42.4,47.83,13.67,1.27,92.28,3.37,5.36,3.53
64.96,10.43,41.61,43.24,11.81,1.46,90.94,3.8,6.42,3.21
75.53,7.26,41.0,44.46,9.71,1.39,94.92,3.47,8.45,3.31
71.71,8.68,45.99,49.68,9.88,1.1,93.93,3.3,8.74,3.81
70.17,11.9,42.38,24.23,,1.67,90.72,2.83,2.26,3.36
75.13,9.63,38.05,54.09,12.99,0.75,87.66,4.38,4.23,3.12
71.93,10.82,41.35,50.32,14.65,0.91,88.54,3.5,4.38,2.69
69.81,7.94,44.21,36.42,15.92,0.7,90.32,3.51,5.25,2.76
77.8,7.95,40.77,40.54,16.21,1.81,87.45,3.16,2.86,3.84
72.08,7.62,40.94,38.17,15.26,0.73,89.62,3.76,7.24,3.28
66.04,4.28,40.23,50.97,19.29,1.03,90.53,3.31,2.83,4.0
73.54,8.9,41.67,54.25,11.73,0.33,91.62,3.47,5.2,
74.02,10.07,46.22,44.67,13.85,1.35,92.79,2.9,4.02,3.81
77.81,9.95,40.47,48.31,15.26,1.11,90.91,4.02,4.17,3.79
