fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,ph,alcohol,high_quality
7.0,1.21,0.91,10.8,0.132,23.5,19.4,0.9915,3.47,11.6,1
8.2,0.93,0.64,8.9,0.016,58.0,230.5,0.9924,3.92,12.9,1
8.8,0.76,0.63,14.2,0.126,69.0,133.4,1.0004,3.46,9.6,1
10.3,1.11,0.05,4.2,0.137,40.7,184.6,1.0004,3.85,8.2,0
12.7,1.31,0.02,13.3,0.162,15.1,199.0,0.995,3.69,11.2,1
9.4,0.36,0.72,9.5,,58.9,91.1,0.9944,2.94,12.6,1
6.9,0.95,0.08,14.5,0.085,34.1,217.2,0.9991,3.81,9.9,0
11.9,0.5,0.35,6.7,0.113,42.4,236.5,0.993,3.58,8.3,0
13.6,0.16,0.55,13.0,0.173,53.3,93.3,0.9984,3.78,8.0,1
15.8,1.24,0.66,7.7,0.075,18.2,240.9,1.0035,3.47,11.2,1
14.9,1.34,0.24,3.6,0.131,45.0,27.9,0.9911,3.68,10.5,1
6.6,1.14,0.87,8.2,,37.6,60.2,1.0018,3.83,14.0,1
13.3,1.06,0.19,11.1,0.058,63.3,198.0,0.9934,3.84,12.9,1
13.0,,0.72,7.0,,33.3,201.6,1.0025,3.13,9.9,0
6.7,1.07,0.01,5.9,0.119,26.4,103.2,0.9905,3.88,9.1,0
8.6,0.6,0.02,5.9,0.042,13.9,46.1,0.9948,3.46,14.5,1
6.3,0.97,0.59,13.5,0.161,71.8,13.5,1.0003,3.93,8.1,0
15.8,1.22,0.38,4.0,0.161,6.9,114.5,1.0012,3.17,13.7,1
15.9,1.52,0.56,,0.125,5.1,20.0,0.9931,3.78,12.4,1
5.7,0.67,0.14,3.1,0.044,29.9,232.4,0.996,3.3,12.0,0
13.1,0.48,0.17,7.1,0.054,15.9,258.4,0.9989,3.78,13.9,1
15.5,1.53,0.97,14.1,0.07,58.9,146.3,0.9905,3.66,14.8,1
9.6,1.39,0.53,14.7,0.167,7.7,153.8,0.9905,2.95,13.2,1
11.7,0.64,0.09,1.4,0.117,45.7,80.7,0.9972,3.02,11.0,0
11.4,0.26,0.51,11.7,0.032,51.6,205.5,0.9943,3.16,10.1,0
4.8,1.21,0.06,13.4,0.066,53.7,22.1,0.9904,3.14,12.1,0
5.5,0.88,0.3,7.5,0.18,52.4,125.9,0.9945,3.64,10.7,0
7.7,0.4,0.89,7.5,0.172,,12.5,0.9923,3.33,10.4,1
11.8,0.56,0.62,4.8,0.169,32.9,131.4,0.994,3.85,14.6,1
10.8,0.84,0.36,10.8,0.17,13.8,130.4,1.0037,3.52,11.1,0
6.5,1.55,0.61,5.1,0.096,10.7,286.7,1.0001,3.59,8.6,0
15.8,0.72,0.96,14.1,0.088,26.4,92.7,1.0023,3.09,13.8,1
5.4,0.85,0.57,4.4,0.16,13.9,72.1,0.9989,2.99,13.3,1
12.6,0.58,0.85,8.4,0.102,35.2,248.4,0.9972,3.1,14.8,1
14.9,0.21,0.21,13.4,0.055,20.2,173.7,0.9973,3.24,14.5,1
5.9,1.48,0.83,4.1,0.074,63.1,171.1,1.0022,3.06,9.9,0
14.3,1.52,0.96,7.0,0.172,69.1,,0.9943,2.96,15.0,1
13.7,1.53,0.11,12.2,0.138,45.1,85.3,0.9994,3.22,12.1,1
4.9,0.58,,12.5,0.125,68.6,227.6,,3.19,10.2,0
12.6,0.88,0.53,1.3,0.014,51.6,189.9,0.9984,3.85,14.6,1
9.5,1.21,0.26,12.8,0.026,12.1,16.4,0.9984,3.82,13.8,1
7.6,1.26,0.9,3.6,0.09,62.3,185.4,0.9982,3.78,10.3,0
11.1,0.9,0.06,12.1,0.196,7.7,,1.0015,3.78,8.2,0
10.6,1.01,0.98,14.9,0.177,69.9,87.2,1.0012,3.41,10.1,0
13.7,0.23,0.18,10.4,0.196,50.5,58.2,0.9957,3.64,13.0,1
11.8,0.23,0.97,9.3,0.068,54.2,183.8,0.992,3.33,10.4,1
10.7,1.03,0.29,2.5,0.045,38.8,82.9,0.9941,3.2,12.9,1
15.1,0.29,0.66,6.3,0.047,1.2,170.1,0.9914,3.14,13.3,0
13.0,1.12,0.96,10.7,0.032,27.3,261.6,0.9912,3.88,13.8,1
9.7,1.44,0.98,6.7,0.2,2.6,186.2,0.9943,3.6,11.7,0
9.3,1.39,0.56,4.1,0.126,49.0,139.3,0.9932,3.82,9.3,0
5.7,0.92,0.85,,0.056,27.5,84.5,0.9948,3.08,10.2,1
10.4,0.44,0.68,4.8,0.113,3.2,175.7,0.9982,3.64,13.1,1
8.4,0.23,0.02,11.9,0.012,51.2,77.5,0.9978,3.18,15.0,1
11.2,1.57,0.08,2.2,0.132,42.9,42.6,1.0021,2.94,14.6,1
10.6,1.19,0.74,9.8,0.075,70.3,260.1,0.9928,3.73,14.1,1
15.6,1.12,0.02,10.5,0.03,66.1,260.4,0.9943,3.91,13.5,1
9.7,1.55,0.0,2.2,0.188,65.5,169.2,0.9988,3.89,9.0,0
13.6,1.01,0.59,8.0,0.195,33.5,259.0,1.0017,3.44,13.4,1
12.2,1.3,0.2,12.8,0.08,16.7,190.7,1.0,3.5,8.5,0
10.3,0.79,0.77,4.7,0.024,9.5,127.8,0.9968,3.09,11.7,0
9.3,1.02,0.25,3.0,0.02,20.3,215.9,0.992,3.05,14.9,1
8.6,0.93,0.07,3.4,0.036,43.3,190.3,1.0035,3.43,11.2,0
10.9,0.46,0.06,5.8,0.192,9.5,74.3,0.9914,3.46,8.7,1
,0.5,0.09,1.6,0.047,33.8,65.7,0.9901,3.32,12.9,1
4.6,0.5,0.77,1.4,0.141,65.3,219.3,0.9931,3.86,,0
12.7,0.13,0.01,12.8,0.077,59.4,194.4,1.0007,3.64,8.1,0
8.4,1.48,0.8,14.3,0.133,67.4,286.4,0.9913,3.7,8.9,0
15.6,0.78,0.08,2.6,0.04,51.5,233.6,0.9939,3.76,11.7,1
11.9,0.65,0.21,8.0,0.106,41.1,133.4,0.9914,,14.9,1
6.0,0.26,0.23,13.1,,27.3,201.5,1.0032,3.08,12.0,1
9.7,0.31,0.03,13.2,0.183,16.0,170.5,0.9983,3.73,13.9,1
13.5,0.68,0.24,3.3,0.043,13.7,152.6,1.003,3.12,8.3,0
11.0,1.07,0.22,4.1,0.1,12.1,92.9,0.9971,3.47,10.4,0
7.3,1.58,0.9,6.7,0.147,22.2,171.5,0.997,3.85,12.0,1
6.5,0.13,0.31,9.4,0.141,19.7,133.4,0.9925,2.98,12.8,1
15.4,0.31,0.23,9.1,0.073,4.3,140.4,0.9929,3.97,12.4,1
6.7,0.84,0.81,14.5,0.091,5.7,164.4,1.0006,3.4,12.3,0
8.8,1.03,0.83,6.1,0.132,39.3,278.0,1.0028,3.01,,1
8.4,1.39,0.62,13.7,0.174,39.3,183.7,0.9921,3.97,8.5,0
14.6,1.48,0.48,2.3,0.15,63.6,218.5,0.9987,3.45,8.3,0
15.4,1.32,0.07,8.3,0.067,38.4,100.9,1.0009,3.57,11.1,0
13.5,0.75,0.04,13.5,0.071,27.2,144.4,0.9933,3.03,9.6,1
12.2,0.31,0.88,1.3,0.011,21.3,32.7,1.0011,3.25,11.8,1
14.9,0.16,0.19,4.2,,,28.2,1.0008,3.97,11.6,1
11.1,1.06,0.34,7.2,0.187,30.0,172.3,0.9908,3.29,13.7,1
9.2,1.6,0.66,11.3,0.105,45.9,103.4,0.9977,3.3,9.3,0
12.9,0.99,0.21,4.7,0.064,19.5,133.2,0.9914,3.5,14.0,1
6.9,0.38,0.2,9.0,0.151,21.9,57.1,1.0017,3.45,12.5,1
15.0,1.11,0.9,3.0,0.017,50.9,79.8,0.9997,3.11,13.6,1
7.1,0.56,0.51,9.6,,3.6,69.3,0.9903,3.12,14.0,1
7.4,,0.22,8.4,0.161,23.8,72.6,1.0034,3.39,8.3,0
13.1,1.45,0.74,14.7,0.061,62.0,252.6,0.9907,3.06,11.8,1
13.0,1.56,0.17,1.6,0.159,52.3,24.0,0.9934,3.62,9.3,0
8.6,1.49,0.11,12.5,0.064,67.0,50.7,0.9989,3.33,8.1,0
13.0,0.11,0.09,8.2,0.143,38.7,100.7,0.9963,3.73,8.6,0
15.3,0.89,0.39,12.5,0.098,8.1,106.5,1.0011,3.52,9.7,0
6.4,1.44,0.55,1.0,0.082,60.1,252.3,1.0033,2.96,10.3,0
13.1,0.18,0.56,10.8,0.133,45.4,191.6,0.9904,3.25,12.4,1
12.3,1.02,0.99,3.0,0.048,48.5,206.6,0.9989,3.69,9.8,0
15.8,0.71,0.51,2.1,0.031,8.6,158.3,0.9951,3.98,13.4,1
10.9,0.25,0.12,13.2,0.081,13.3,202.4,0.9957,3.85,8.6,0
10.7,0.13,0.59,12.2,0.033,67.0,17.6,,3.18,14.2,1
6.7,1.25,0.7,3.3,0.061,68.9,217.3,0.9996,2.99,10.3,0
7.9,1.05,0.13,2.9,0.119,24.3,34.6,0.9953,2.91,8.9,0
9.4,0.56,0.05,11.5,0.039,7.2,138.6,0.9982,3.16,10.1,0
8.4,0.69,0.67,10.1,0.072,50.6,31.7,0.9908,3.53,14.7,1
5.6,0.47,0.96,4.1,0.109,17.2,160.6,1.0001,3.68,9.7,0
14.6,0.42,0.22,12.1,0.052,,162.2,0.9998,2.99,13.3,1
4.9,1.23,0.71,12.2,0.14,15.7,101.0,0.9945,3.07,,0
9.2,1.17,0.74,9.1,0.057,59.8,236.0,0.9909,3.22,8.2,0
9.6,1.15,0.79,2.3,0.156,59.9,206.3,0.9941,3.3,11.8,1
7.3,1.31,0.03,1.9,0.082,48.3,174.7,0.9998,3.07,12.0,0
5.7,0.13,0.09,6.7,0.186,28.4,115.9,0.9905,4.0,14.8,1
11.6,0.14,0.67,7.4,0.09,32.2,172.4,1.0026,3.6,13.2,1
,0.25,0.93,3.7,0.116,63.8,11.9,0.9952,3.32,12.9,1
8.0,0.88,0.49,6.2,0.061,44.5,279.2,0.9986,3.7,9.3,0
15.9,1.13,0.32,2.4,0.024,42.9,248.2,0.9944,3.11,10.0,0
13.2,1.44,0.57,8.9,0.095,71.1,62.9,0.999,2.97,12.5,1
15.6,0.49,0.12,9.9,0.111,14.0,65.2,,3.49,12.6,1
11.5,0.84,0.35,4.9,0.125,46.2,28.8,0.9908,2.99,12.5,1
11.9,1.48,0.39,2.3,0.196,63.4,83.8,1.001,2.95,8.1,0
10.6,0.8,0.71,9.7,0.073,1.5,202.5,0.993,3.57,13.9,1
15.0,1.37,0.19,1.6,0.167,59.5,131.5,0.9982,3.87,11.7,0
7.6,1.18,0.86,11.7,0.174,34.0,26.5,0.9914,3.69,14.4,1
14.2,0.76,0.83,14.1,0.126,61.3,142.1,0.9963,3.91,12.1,1
8.6,0.92,0.35,7.9,0.136,48.6,269.6,0.9964,3.16,13.5,1
15.5,0.84,0.92,11.8,0.18,46.6,236.3,0.9907,2.99,11.4,1
6.6,0.82,0.14,12.5,0.132,42.7,82.0,0.9944,3.22,9.4,0
10.5,1.25,0.09,6.6,0.058,38.8,103.5,0.9918,3.8,9.0,0
11.4,1.4,0.99,3.7,0.143,31.6,94.8,0.993,2.96,15.0,1
12.1,0.57,0.51,8.5,0.116,18.7,158.2,1.0015,3.96,13.4,1
8.9,0.87,0.79,5.3,0.047,62.7,288.1,1.0012,3.3,12.4,1
8.5,1.28,0.49,1.1,0.084,18.4,103.7,0.9963,3.55,13.0,1
12.4,0.69,0.1,9.8,0.021,69.8,105.7,0.9974,3.64,12.0,0
13.6,0.17,0.28,5.7,0.071,40.7,187.9,0.9966,3.74,13.2,1
8.8,1.6,0.1,6.1,0.062,50.5,153.1,0.9976,3.3,11.8,0
8.6,1.28,0.63,9.3,0.071,43.0,86.6,0.9968,3.44,8.3,0
12.4,0.84,0.42,13.1,0.082,19.9,41.7,0.9957,2.93,10.9,0
6.5,0.62,0.18,9.0,0.196,39.5,233.3,0.9982,3.5,13.1,0
4.6,1.59,0.14,11.2,0.126,43.0,143.4,0.9962,3.31,12.0,0
7.7,0.69,0.39,10.8,0.127,41.1,133.0,1.0038,3.71,14.0,1
9.2,1.47,0.71,14.5,0.177,10.2,196.5,0.9933,3.84,8.2,0
11.0,1.24,0.13,8.0,0.039,61.2,196.2,0.992,,9.4,0
,0.97,0.86,2.9,0.078,70.2,152.4,1.0031,3.78,14.3,0
8.4,1.26,0.87,2.9,0.137,11.9,43.4,1.0024,3.63,8.1,0
15.0,0.17,0.48,6.4,0.112,40.9,49.3,1.0017,3.66,12.0,1
10.8,1.33,0.79,1.1,0.177,46.1,79.6,0.9953,3.19,14.4,1
4.8,0.27,0.91,13.6,0.02,26.5,287.7,1.002,3.14,14.4,1
14.5,1.17,0.78,8.1,0.018,46.5,57.9,1.0,3.99,10.7,1
12.8,0.18,0.01,6.6,0.12,44.0,22.0,1.0035,3.77,13.0,1
11.7,1.05,0.77,13.2,0.107,7.9,138.2,1.0037,3.17,10.5,1
12.8,0.63,0.02,12.6,0.135,68.7,200.1,0.9963,3.48,13.0,1
9.9,1.12,0.27,4.2,0.021,45.4,156.8,0.9973,3.78,10.6,0
14.0,0.48,0.99,8.0,0.119,15.5,242.5,1.0019,3.93,8.6,0
7.6,1.17,0.02,6.1,0.064,36.9,20.6,0.9992,3.46,11.7,1
13.4,0.41,0.55,14.7,0.073,57.7,25.8,1.0015,3.82,9.6,1
15.0,0.73,0.28,8.7,0.013,35.0,217.5,0.9949,3.69,12.5,0
9.7,1.37,0.66,12.0,0.079,30.8,175.3,0.9903,3.39,8.0,0
11.9,0.74,0.45,11.7,0.15,36.1,135.2,0.9929,3.45,11.9,1
11.5,0.93,0.18,10.5,0.184,47.0,172.2,0.9905,3.8,9.9,0
4.7,0.49,0.9,14.2,0.077,33.7,200.2,0.9948,3.58,9.5,0
14.3,1.4,0.71,13.4,0.054,27.8,50.3,1.0005,3.81,,1
8.0,0.84,0.67,11.7,0.114,18.9,276.4,1.0013,3.51,9.5,0
,0.31,0.5,8.6,0.056,66.9,277.4,0.9961,3.79,11.8,1
15.8,1.45,0.91,10.6,0.069,11.8,34.2,1.0012,3.97,11.5,0
11.2,1.58,0.55,7.2,0.118,41.5,154.1,1.0025,3.81,10.3,0
8.6,1.38,0.92,7.7,0.123,44.9,82.8,0.9902,3.63,9.4,0
12.8,1.2,0.49,5.4,0.113,47.4,98.7,0.996,3.76,13.1,1
14.7,0.78,0.1,14.3,0.095,11.3,,0.9987,3.46,13.8,1
12.2,1.02,0.36,15.0,0.025,40.3,189.3,1.0028,3.75,11.2,0
12.8,0.18,0.1,2.3,,42.0,75.1,0.9915,3.08,12.0,1
12.4,1.19,0.7,5.5,0.087,70.3,279.5,0.9997,3.98,12.5,1
9.5,1.43,0.61,5.6,0.027,14.3,219.2,0.9916,3.31,14.5,1
10.9,0.36,0.84,1.1,0.187,50.4,55.2,0.9932,3.88,8.4,0
6.6,0.98,0.28,8.6,0.081,11.4,237.3,1.0008,3.18,10.9,0
11.5,1.04,0.12,9.3,0.063,47.7,194.9,1.0009,2.96,9.8,1
15.0,1.44,0.18,12.9,0.019,55.0,269.3,1.0008,3.47,8.6,0
14.4,1.03,0.27,4.0,0.078,33.0,261.8,0.9939,2.99,14.3,1
9.1,0.66,0.41,4.8,0.167,63.0,276.9,0.9981,3.4,8.8,0
14.4,0.92,0.39,10.3,0.038,33.2,90.4,0.9912,3.13,9.7,1
7.8,0.95,0.55,13.1,0.13,30.6,129.0,0.9908,3.73,12.4,0
14.2,1.53,0.34,8.6,0.158,21.7,255.2,0.9978,3.48,8.7,0
14.8,1.32,0.81,5.9,0.114,70.5,112.2,0.9974,3.13,14.3,1
15.9,0.39,0.38,2.6,0.093,4.5,34.2,0.9942,3.52,14.1,1
4.6,0.94,0.74,10.0,0.051,2.3,206.6,0.9963,3.42,10.8,1
9.7,0.66,0.53,10.9,0.086,,171.3,0.9942,3.12,8.0,0
5.5,0.5,0.72,11.8,0.141,28.8,198.3,1.0017,3.16,9.9,0
15.0,1.04,0.97,14.4,0.049,58.6,37.1,0.9981,3.22,14.1,1
5.9,0.91,0.65,3.2,0.11,55.3,194.6,0.9936,3.5,10.0,0
12.1,1.17,0.97,8.8,0.138,36.4,136.5,0.9917,3.81,12.8,1
9.7,0.55,0.78,9.8,0.104,64.2,225.6,0.9952,3.58,14.3,1
8.0,1.46,0.65,9.3,0.072,62.5,71.6,0.9964,3.68,10.6,1
10.3,0.28,0.54,1.2,0.023,5.5,17.4,1.003,3.45,11.9,1
9.7,0.79,0.28,1.4,0.153,14.4,221.2,0.9996,3.02,14.9,1
11.7,0.71,0.72,10.9,0.184,23.8,216.2,1.001,3.16,9.5,0
15.5,,0.49,4.8,0.151,59.1,231.1,0.9985,3.54,11.3,1
15.7,0.92,0.05,6.3,0.04,30.6,135.5,0.9908,3.15,11.3,1
10.0,0.98,0.75,7.0,0.101,32.4,131.6,0.9979,3.92,10.0,1
5.1,1.29,0.63,11.7,0.104,13.7,218.4,1.0027,3.5,10.6,0
12.7,1.06,0.23,2.8,0.116,17.7,66.8,0.9975,3.08,8.3,0
6.0,1.1,0.18,,0.14,10.7,175.5,0.9918,2.92,13.3,0
12.9,0.92,0.37,11.7,0.111,19.7,162.4,0.9917,3.85,12.9,1
12.5,0.11,0.12,9.3,0.117,23.1,152.9,0.9968,3.14,14.1,1
11.8,0.64,0.39,5.3,0.016,51.7,102.6,0.9917,3.89,12.9,1
11.4,0.25,0.28,12.4,0.119,3.3,258.7,0.9921,3.24,13.3,0
5.3,0.75,0.99,8.4,0.024,65.2,288.1,0.9903,3.36,14.1,1
7.2,0.76,0.55,3.0,0.119,29.9,243.6,0.996,2.98,11.2,1
14.2,0.65,0.47,14.6,0.183,42.1,126.0,0.9914,3.83,11.5,0
10.2,1.08,0.89,6.5,0.166,32.3,146.7,1.003,3.28,14.9,1
13.4,1.59,0.91,13.5,0.055,41.3,188.8,1.0,3.21,11.7,1
5.4,0.22,0.2,3.1,0.019,26.9,229.1,1.0028,3.99,11.2,1
13.1,1.37,0.13,3.1,0.19,18.2,165.9,0.9997,2.91,14.5,1
11.5,1.29,0.8,6.6,0.081,40.3,274.6,0.9951,3.32,14.1,1
11.5,0.77,0.19,14.2,0.14,60.6,154.2,0.9943,3.49,14.9,1
10.5,1.48,0.44,8.7,0.139,27.9,73.0,0.9967,3.29,12.6,0
5.1,0.35,0.2,11.4,0.129,22.7,33.4,0.9917,3.94,10.6,0
7.0,1.28,0.88,6.9,0.117,16.6,228.9,0.9935,3.36,10.6,0
10.8,1.13,,10.6,0.143,17.7,267.6,0.9927,3.17,14.0,1
9.2,0.19,0.91,14.4,0.014,57.6,241.7,0.9924,3.52,11.7,1
8.8,0.68,0.17,3.6,0.171,63.9,214.6,1.0018,3.25,8.7,0
15.3,1.03,0.98,5.6,0.194,38.0,80.7,0.9984,3.3,11.2,1
9.1,0.74,0.99,10.6,0.093,11.6,217.1,0.9961,3.81,10.9,0
13.2,1.49,0.95,12.4,0.17,8.5,270.4,0.9911,3.96,8.5,0
7.4,0.64,0.09,9.3,0.024,62.7,119.9,0.9916,3.26,12.1,0
5.3,0.11,0.77,12.2,0.177,5.0,210.2,0.995,3.88,11.6,0
11.3,1.17,0.02,3.2,0.099,56.6,37.7,0.992,3.22,14.7,1
8.7,1.27,0.66,14.5,0.159,67.4,249.1,1.0026,3.5,10.8,1
,0.53,0.6,10.4,0.125,,173.8,1.0026,3.41,10.9,1
15.7,0.43,0.58,9.4,0.045,16.0,66.2,0.9926,3.92,11.3,1
12.6,0.87,0.08,,0.12,,176.2,0.9989,,12.3,1
7.7,0.71,0.79,11.3,0.055,27.4,79.3,0.9966,3.52,9.5,1
14.2,1.38,0.27,12.8,0.028,22.0,261.2,1.0006,3.4,8.6,0
15.3,0.67,0.81,2.2,0.044,13.1,218.7,0.9949,3.84,14.9,1
12.1,1.59,0.22,1.4,0.184,16.3,105.4,0.9962,3.24,11.8,1
5.4,0.77,0.87,10.5,0.061,54.8,177.0,0.9948,3.89,14.3,1
15.0,1.53,0.89,5.1,0.147,,,,3.11,12.5,1
11.8,0.1,0.19,7.2,0.133,16.1,28.3,1.0033,3.87,10.0,0
8.2,1.27,0.44,1.2,0.137,50.5,258.4,0.9981,3.33,10.5,0
13.7,0.28,0.74,3.1,0.14,50.9,239.8,1.0018,3.69,9.1,1
15.1,1.39,0.4,6.8,0.178,23.7,268.8,0.9939,3.16,14.0,1
9.2,1.25,0.09,5.8,0.109,19.3,279.3,0.9938,3.62,12.8,1
10.5,0.18,0.72,12.8,0.086,12.1,144.3,0.9951,3.62,10.5,1
11.6,1.6,1.0,5.2,0.195,51.1,49.3,1.0033,2.93,13.3,1
6.4,0.92,0.87,9.0,0.158,52.9,224.7,1.0009,3.24,9.7,0
5.3,1.53,0.1,3.3,0.018,32.3,287.2,0.9952,3.18,15.0,1
15.9,0.31,0.12,4.1,0.097,19.1,,0.9939,3.45,12.5,1
5.3,1.0,0.07,1.2,0.199,69.3,252.7,0.9933,3.09,8.6,0
11.9,1.16,0.98,10.5,0.048,41.5,127.1,0.9917,3.14,13.8,1
11.6,1.39,0.44,6.8,0.015,59.8,173.5,0.9949,3.28,12.5,0
9.3,0.2,,7.9,0.018,23.4,52.9,1.0003,2.98,14.8,1
5.5,1.03,0.69,10.8,0.031,,100.4,0.9952,2.92,9.5,0
14.8,0.75,,1.1,0.171,,236.6,0.9964,3.6,14.9,1
9.2,1.44,0.12,5.1,0.097,50.6,218.7,0.9964,3.75,9.6,0
9.0,1.41,0.2,3.7,0.165,21.4,163.4,0.9924,3.49,,0
11.9,1.21,0.86,4.8,0.122,23.9,53.8,0.9955,3.6,9.9,0
13.3,0.94,0.81,1.7,0.013,71.7,121.6,0.9968,3.99,14.7,1
15.7,0.45,0.01,7.6,0.088,71.0,10.8,0.9917,3.67,11.9,0
10.3,0.36,0.69,8.1,0.02,11.5,237.3,0.9903,3.04,11.9,1
9.4,1.45,0.6,7.4,0.086,24.8,64.6,0.9911,3.54,12.6,1
8.7,1.44,0.26,3.7,0.101,19.1,99.9,0.9914,3.2,14.8,1
15.6,0.63,0.8,10.5,0.026,58.3,117.0,0.9916,3.95,14.9,1
5.1,0.52,0.81,7.6,0.044,8.4,90.2,0.9918,2.98,10.0,0
10.2,0.26,0.96,13.5,0.147,24.3,186.1,0.9911,2.9,13.9,1
5.6,0.5,0.92,8.6,0.144,32.1,159.9,0.9959,3.6,9.1,0
13.0,0.54,0.92,2.2,0.05,39.8,183.3,0.9941,3.91,9.9,0
10.7,1.04,0.49,4.5,0.19,51.3,91.5,0.9962,3.7,,0
6.5,1.1,0.7,6.4,0.186,50.5,143.4,0.9936,3.84,12.7,0
5.7,0.93,0.8,10.8,0.101,8.6,278.3,0.9978,3.22,10.0,0
13.8,0.5,0.94,1.6,0.027,71.3,110.6,0.991,3.57,8.3,1
8.9,1.48,0.58,13.3,0.084,49.1,41.7,0.9965,3.14,10.6,0
13.0,0.34,0.25,6.1,0.145,34.2,66.7,1.0032,3.15,12.9,1
12.1,0.2,0.99,13.9,0.094,3.4,74.2,0.9999,3.03,10.4,0
14.7,1.59,0.93,6.2,0.011,60.0,46.5,0.9951,3.3,13.6,1
7.0,0.13,0.11,11.8,0.097,1.9,284.3,0.9937,3.03,14.9,1
14.9,1.1,0.13,8.0,0.183,45.2,204.8,0.9944,3.0,11.0,0
8.4,0.57,0.97,10.6,0.114,16.4,15.4,0.991,3.9,9.0,1
10.1,1.58,0.66,3.1,0.112,63.5,27.2,0.9983,3.68,14.4,1
,,0.41,13.7,0.111,5.6,91.6,1.002,2.98,10.6,1
12.0,1.35,0.93,11.0,0.105,62.6,41.2,0.9959,3.59,9.1,0
9.4,0.58,0.04,12.0,0.165,19.9,132.1,1.0028,3.97,9.7,0
9.3,0.74,0.5,7.2,0.144,30.2,40.2,0.9916,3.82,9.8,1
8.3,1.1,0.65,13.3,0.023,66.0,118.6,0.9978,3.33,12.0,1
7.5,1.36,,3.3,0.198,64.0,253.5,1.0035,3.6,10.0,0
10.3,1.26,0.27,5.0,0.132,62.2,257.1,1.0018,3.79,12.0,0
8.1,0.77,0.62,4.1,0.181,49.4,72.5,1.0039,3.65,14.4,1
15.4,0.25,0.01,9.3,0.015,12.8,31.5,1.002,3.95,10.9,0
8.7,0.45,0.91,5.1,0.011,11.0,228.5,0.9988,3.72,9.9,1
10.7,0.22,,14.2,0.063,60.0,212.1,1.0028,3.55,8.9,0
12.8,1.34,0.87,2.8,0.121,29.9,245.5,0.9901,3.75,12.1,1
9.5,,0.0,12.3,0.039,27.3,261.2,1.0039,3.22,14.5,1
7.6,1.02,0.51,11.1,0.037,50.2,75.3,0.9927,3.26,11.7,1
11.3,1.3,0.86,15.0,0.122,42.7,202.7,0.9991,3.05,8.4,0
13.5,1.15,0.65,1.9,0.033,60.6,234.4,0.9957,3.64,12.1,1
7.2,0.12,0.1,11.1,0.117,9.8,185.5,1.0038,3.93,12.9,0
6.7,0.5,0.61,5.0,0.04,61.3,284.0,0.9942,3.97,14.0,1
11.1,0.33,0.64,2.3,0.172,25.4,140.8,,3.88,13.8,1
13.8,1.15,0.54,12.5,0.121,45.4,7.4,0.9989,3.0,13.2,1
7.1,1.21,,4.6,0.038,23.1,53.0,,3.42,9.6,0
11.2,0.86,0.23,5.4,0.185,42.0,97.2,0.9969,3.87,13.3,1
14.4,,0.6,5.9,0.158,67.4,120.6,0.9989,3.02,10.3,0
8.8,1.52,0.4,6.2,0.061,21.9,,0.9983,3.18,14.7,1
12.7,1.11,0.42,9.1,0.138,63.4,8.6,0.9964,,10.9,1
12.4,1.12,0.08,5.4,0.018,51.7,285.3,1.0003,3.51,12.9,1
14.4,0.67,0.4,3.2,0.068,49.9,42.4,0.9974,3.36,9.0,1
9.7,0.84,0.86,8.2,0.141,43.0,218.6,0.991,3.97,9.3,0
6.2,1.35,0.02,4.9,0.011,65.9,146.1,0.9973,3.18,9.2,0
10.5,0.58,0.32,10.0,0.091,33.7,,1.0038,3.43,11.3,1
11.9,0.1,0.94,12.2,0.054,61.4,162.0,0.9977,3.15,14.7,1
9.6,,0.44,4.5,0.072,31.5,149.4,1.0024,3.07,13.2,0
5.6,0.94,0.46,11.2,0.18,45.2,160.5,0.9909,3.95,8.6,0
12.4,0.43,0.02,13.3,0.025,25.1,270.1,0.9966,3.22,8.1,0
5.2,1.17,0.56,8.9,0.115,2.0,,0.9926,2.93,8.7,0
14.9,0.32,0.76,8.2,0.144,44.5,113.9,0.9929,3.79,11.9,1
8.7,0.99,0.34,1.0,0.096,42.4,177.3,1.0008,3.16,10.9,0
15.7,0.29,0.41,2.3,0.106,40.6,176.2,0.9952,3.01,14.6,1
8.0,1.18,0.34,11.2,0.161,8.7,220.6,0.9957,3.06,11.3,1
11.8,0.28,0.77,2.0,,30.6,211.5,1.0,3.12,10.9,0
14.0,1.59,0.5,6.2,0.016,34.8,11.5,0.9933,3.14,9.5,0
11.7,0.95,0.31,14.0,0.09,60.9,187.1,0.993,3.8,11.8,1
9.1,0.63,0.18,6.8,0.177,60.9,236.1,0.99,3.45,13.6,1
12.6,0.47,0.85,10.4,0.106,42.0,26.4,1.0022,2.98,12.9,1
14.0,1.26,0.27,4.1,0.101,9.8,170.9,0.995,3.79,14.2,1
6.1,0.64,0.59,5.8,0.04,10.5,248.2,0.9988,3.52,11.7,1
14.5,0.22,0.33,14.0,0.161,19.0,12.0,1.0005,3.87,13.2,1
6.6,1.1,0.99,9.8,0.13,53.2,109.0,0.994,3.81,12.0,1
10.7,0.8,0.36,13.3,0.139,34.1,130.4,0.997,3.63,8.6,0
11.5,1.51,0.42,8.1,0.072,38.4,181.5,0.9975,3.38,12.2,1
5.1,1.08,0.25,14.8,0.186,41.9,181.6,0.9978,3.87,10.0,0
