tenure_months,monthly_charges,total_charges,num_services,support_calls,contract_type,payment_delays,data_usage_gb,num_complaints,churned
47.0,41.45,2009.74,2.0,13.0,2.0,7.0,19.73,2.0,1
62.0,80.84,4784.38,6.0,7.0,2.0,1.0,22.21,0.0,0
46.0,26.99,1278.44,5.0,3.0,2.0,4.0,10.07,4.0,0
4.0,28.55,124.83,3.0,6.0,2.0,7.0,17.88,1.0,1
34.0,98.69,3223.81,7.0,0.0,2.0,4.0,1.17,1.0,0
25.0,87.12,2015.44,7.0,10.0,0.0,1.0,0.69,2.0,0
15.0,59.84,892.41,4.0,2.0,1.0,6.0,8.53,0.0,0
53.0,34.29,1938.04,2.0,14.0,2.0,7.0,49.85,2.0,1
38.0,83.77,3469.84,6.0,2.0,1.0,2.0,12.98,4.0,1
24.0,104.32,2428.29,3.0,4.0,0.0,7.0,44.96,1.0,1
3.0,108.14,324.68,2.0,0.0,1.0,6.0,7.96,2.0,1
8.0,46.2,364.83,1.0,12.0,0.0,3.0,28.96,4.0,1
28.0,74.34,1880.01,7.0,9.0,2.0,3.0,1.62,4.0,1
17.0,77.6,1335.69,7.0,14.0,2.0,1.0,29.21,0.0,0
46.0,51.49,2479.42,4.0,12.0,0.0,2.0,23.65,1.0,0
12.0,60.06,788.57,2.0,3.0,1.0,4.0,15.24,1.0,0
38.0,45.36,1601.16,2.0,3.0,0.0,0.0,11.16,3.0,1
63.0,69.1,4347.34,3.0,10.0,0.0,0.0,45.33,0.0,0
51.0,90.84,4973.33,3.0,8.0,0.0,6.0,34.33,3.0,1
53.0,109.73,5892.44,1.0,3.0,2.0,3.0,,1.0,0
48.0,46.43,2048.22,5.0,7.0,0.0,3.0,44.99,2.0,0
25.0,,1557.61,1.0,1.0,1.0,2.0,46.13,2.0,1
1.0,67.14,65.55,4.0,5.0,0.0,2.0,29.86,0.0,0
56.0,70.87,4258.39,1.0,6.0,2.0,3.0,33.21,3.0,0
71.0,116.04,8435.09,2.0,7.0,0.0,0.0,27.43,1.0,0
30.0,98.53,3043.28,2.0,7.0,0.0,7.0,21.16,4.0,1
21.0,84.88,1939.35,4.0,2.0,2.0,2.0,23.02,0.0,0
15.0,81.86,1244.87,5.0,8.0,2.0,2.0,12.24,1.0,1
54.0,60.27,3037.6,4.0,6.0,2.0,3.0,35.72,0.0,0
1.0,88.73,87.47,7.0,8.0,1.0,0.0,35.9,1.0,0
71.0,76.18,5620.94,4.0,5.0,2.0,6.0,29.47,4.0,0
27.0,23.68_err,583.15,1.0,1.0,0.0,4.0,24.6,1.0,0
71.0,24.22,1876.1,6.0,8.0,1.0,3.0,49.77,2.0,0
33.0,,2923.52,4.0,14.0,0.0,4.0,15.81,2.0,1
36.0,73.68,2402.45,,8.0,2.0,1.0,30.35,0.0,0
70.0,26.85,1707.75,2.0,3.0,2.0,7.0,46.48,4.0,0
42.0,66.86,2666.17,4.0,11.0,2.0,5.0,33.4,3.0,1
22.0,46.26,977.24,1.0,2.0,1.0,7.0,48.08,3.0,0
21.0,105.38,2317.79,6.0,3.0,1.0,1.0,38.57,4.0,0
18.0,,994.24,3.0,3.0,1.0,2.0,43.23,2.0,0
70.0,28.94,2005.03,4.0,,1.0,3.0,9.05,4.0,1
64.0,45.46,2972.08,1.0,1.0,1.0,4.0,5.33,0.0,0
70.0,63.0,4748.52,2.0,12.0,1.0,4.0,19.02,4.0,1
6.0,54.35,340.45,6.0,3.0,1.0,7.0,37.81,0.0,0
22.0,94.73,2047.9,2.0,4.0,0.0,6.0,27.86,4.0,1
25.0,66.67,1713.33,7.0,2.0,1.0,7.0,1.83,2.0,0
54.0,40.12,2335.19,2.0,11.0,2.0,7.0,35.25,1.0,1
53.0,115.26,5765.11,2.0,2.0,1.0,6.0,44.17,3.0,1
54.0,39.82,2360.22,7.0,5.0,0.0,4.0,40.57,4.0,0
53.0,66.96,,6.0,2.0,1.0,6.0,11.15,4.0,0
55.0,76.13,4002.47,6.0,7.0,0.0,3.0,18.44,4.0,1
10.0,32.15,298.62,4.0,12.0,2.0,3.0,15.98,4.0,1
33.0,74.26,2382.84,6.0,9.0,2.0,4.0,2.56,0.0,0
5.0,113.43,607.97,7.0,6.0,2.0,5.0,30.22,4.0,1
22.0,73.58,1487.8,2.0,4.0,0.0,4.0,40.69,2.0,1
61.0,26.95,1636.0,4.0,1.0,2.0,3.0,11.27,1.0,0
42.0,30.78,1281.43,3.0,14.0,2.0,3.0,21.95,4.0,1
14.0,78.78,,4.0,8.0,2.0,0.0,45.88,4.0,1
3.0,59.32,179.37,6.0,14.0,2.0,1.0,14.61,1.0,1
37.0,112.84,4371.37,7.0,0.0,2.0,6.0,12.45,1.0,0
39.0,33.15,1231.72,6.0,10.0,0.0,7.0,3.69,4.0,1
25.0,70.94,1666.41,2.0,0.0,2.0,6.0,36.12,2.0,0
25.0,60.64,1406.18,4.0,10.0,2.0,2.0,48.6,1.0,0
66.0,39.45,2671.25,3.0,11.0,2.0,1.0,33.28,1.0,0
17.0,51.52,799.78,5.0,13.0,1.0,4.0,10.77,1.0,1
9.0,116.02,1001.7,1.0,4.0,2.0,2.0,17.55,4.0,1
66.0,118.77,7815.2,2.0,1.0,1.0,0.0,29.08,4.0,0
31.0,44.27,1279.03,5.0,7.0,2.0,6.0,32.04,0.0,0
1.0,33.9,34.66,4.0,8.0,0.0,2.0,25.53,2.0,1
56.0,46.92,2750.49,5.0,8.0,2.0,7.0,20.44,0.0,0
1.0,88.07,79.37,1.0,11.0,1.0,5.0,17.77,0.0,1
24.0,89.62,2308.58,4.0,2.0,2.0,3.0,,2.0,0
8.0,27.33,220.46,7.0,3.0,2.0,1.0,5.32,0.0,0
6.0,61.26,339.42,1.0,2.0,2.0,2.0,13.64,1.0,0
9.0,23.17,224.06,4.0,5.0,0.0,,17.28,2.0,1
20.0,100.47,2149.81,1.0,10.0,0.0,6.0,25.06,1.0,1
31.0,56.59,1634.25,6.0,8.0,1.0,4.0,7.06,0.0,0
6.0,27.15,,5.0,2.0,2.0,3.0,14.73,3.0,0
39.0,34.4,1289.08,4.0,6.0,0.0,7.0,9.29,0.0,1
37.0,72.21,2673.37,5.0,2.0,1.0,4.0,5.27,3.0,1
22.0,67.95,1375.05,4.0,6.0,1.0,1.0,,3.0,0
8.0,115.06,989.76,1.0,8.0,1.0,4.0,5.13,0.0,1
36.0,29.63,1080.89,4.0,11.0,1.0,2.0,27.79,3.0,1
37.0,102.77,3683.91,4.0,12.0,2.0,1.0,15.19,0.0,0
35.0,63.02,2293.78,5.0,4.0,1.0,4.0,45.25,0.0,0
3.0,79.73,232.67,7.0,10.0,2.0,5.0,39.11,0.0,1
45.0,78.9,3326.36,4.0,7.0,2.0,0.0,40.59,3.0,0
40.0,113.11,4944.15,7.0,0.0,2.0,7.0,30.48,3.0,1
24.0,56.71,,4.0,10.0,2.0,7.0,6.31,4.0,1
6.0,83.18,546.1,5.0,11.0,2.0,3.0,42.55,4.0,1
36.0,92.75,3497.09,1.0,12.0,2.0,0.0,45.35,3.0,1
45.0,80.09,3710.68,3.0,0.0,2.0,2.0,48.51,4.0,0
39.0,42.01,1585.05,2.0,4.0,0.0,3.0,40.05,3.0,0
43.0,88.11,3601.66,3.0,5.0,1.0,6.0,,3.0,1
23.0,100.06,2203.44,5.0,4.0,1.0,2.0,14.81,0.0,0
10.0,100.31,1084.17,1.0,4.0,1.0,1.0,15.28,0.0,1
64.0,29.04,1926.14,6.0,0.0,2.0,7.0,38.22,3.0,0
60.0,104.85_err,6432.72,2.0,8.0,0.0,5.0,38.93,2.0,0
32.0,94.32,3311.94,2.0,9.0,1.0,5.0,44.96,1.0,1
23.0,30.9,736.08,7.0,9.0,2.0,0.0,20.11,2.0,0
36.0,67.57,2364.07,6.0,6.0,1.0,5.0,3.05,3.0,1
60.0,97.79,5969.96,3.0,8.0,0.0,7.0,27.12,3.0,1
69.0,114.9,8122.37,6.0,7.0,1.0,6.0,1.8,1.0,0
39.0,106.77,4518.24,2.0,9.0,1.0,6.0,49.85,1.0,1
16.0,75.61,1098.12,2.0,14.0,2.0,5.0,26.94,1.0,1
35.0,76.48,2760.44,3.0,4.0,0.0,1.0,27.89,2.0,0
47.0,70.09,3099.15,2.0,8.0,0.0,5.0,42.28,1.0,1
69.0,109.65,8249.55,4.0,5.0,2.0,0.0,18.91,4.0,0
39.0,109.15,4347.29,2.0,8.0,1.0,4.0,21.22,2.0,1
25.0,29.23,729.66,5.0,6.0,0.0,3.0,34.55,2.0,0
24.0,88.37,2276.52,1.0,5.0,2.0,0.0,8.26,2.0,0
64.0,99.42,5973.91,2.0,6.0,1.0,6.0,44.63,2.0,1
39.0,68.23,2503.75,6.0,0.0,1.0,6.0,33.1,4.0,0
52.0,76.55,4167.9,5.0,3.0,2.0,5.0,45.23,4.0,0
38.0,66.72,2653.07,5.0,11.0,2.0,0.0,4.95,1.0,0
6.0,35.9,232.25,6.0,6.0,2.0,2.0,44.75,2.0,0
56.0,48.9,2936.62,6.0,10.0,1.0,7.0,3.01,3.0,1
45.0,105.33,5195.16,3.0,,2.0,6.0,21.51,3.0,1
46.0,70.12,2990.38,7.0,2.0,0.0,1.0,6.82,4.0,1
54.0,118.63,6838.68,6.0,0.0,2.0,2.0,0.15,2.0,0
25.0,70.57,1887.82,1.0,6.0,1.0,6.0,29.97,0.0,0
7.0,71.32,504.37,1.0,0.0,1.0,6.0,1.95,4.0,1
71.0,58.9,4501.18,6.0,12.0,2.0,2.0,42.15,4.0,0
25.0,86.21,2082.02,3.0,9.0,0.0,6.0,23.64,3.0,1
24.0,112.3,2610.48,,6.0,0.0,6.0,13.54,4.0,1
38.0,80.45,2760.54,4.0,8.0,0.0,1.0,25.65,3.0,1
35.0,83.8,2917.25,5.0,9.0,1.0,6.0,39.73,4.0,1
57.0,40.63,2492.26,3.0,3.0,1.0,4.0,47.26,1.0,0
41.0,112.3,4994.36,2.0,10.0,0.0,3.0,20.76,0.0,1
53.0,47.32,2441.18,6.0,4.0,2.0,2.0,43.12,0.0,0
28.0,,2361.14,6.0,6.0,0.0,4.0,4.0,0.0,0
3.0,102.58,326.14,3.0,12.0,2.0,6.0,36.98,0.0,1
9.0,115.25,1056.9,1.0,5.0,1.0,3.0,48.9,4.0,1
52.0,101.95,5452.45,6.0,2.0,2.0,3.0,49.84,2.0,0
61.0,42.72,2385.37,7.0,2.0,2.0,4.0,20.12,4.0,0
21.0,30.67,643.35,3.0,5.0,2.0,7.0,8.41,1.0,1
21.0,91.08,1927.76,5.0,7.0,2.0,4.0,44.77,0.0,0
11.0,66.86,713.95,7.0,0.0,0.0,6.0,41.85,1.0,1
61.0,32.11,2134.18,2.0,5.0,0.0,3.0,32.02,0.0,0
22.0,114.79,2631.99,3.0,1.0,0.0,7.0,37.8,1.0,1
23.0,105.29,2516.55,7.0,13.0,2.0,3.0,18.37,1.0,1
56.0,34.85,1923.45,1.0,4.0,1.0,1.0,32.45,3.0,0
46.0,115.63,5440.71,5.0,3.0,1.0,1.0,,4.0,0
30.0,49.72,1353.88,6.0,8.0,0.0,1.0,10.55,1.0,0
32.0,79.41,2646.55,5.0,3.0,0.0,0.0,15.07,4.0,0
12.0,103.2,1361.09,6.0,12.0,1.0,3.0,18.21,4.0,1
42.0,51.64,2322.57,4.0,6.0,2.0,2.0,5.21,0.0,0
19.0,111.96,1945.17,5.0,6.0,1.0,4.0,1.13,4.0,1
7.0,93.28,717.3,7.0,9.0,2.0,5.0,35.53,0.0,0
57.0,85.69,5317.1,5.0,13.0,0.0,1.0,10.99,1.0,1
2.0,44.31,89.09,6.0,0.0,1.0,0.0,24.13,0.0,0
56.0,99.61,5857.75,1.0,2.0,1.0,6.0,36.17,1.0,1
57.0,104.01,5520.08,2.0,11.0,1.0,6.0,40.8,1.0,1
25.0,45.99,1193.32,5.0,5.0,1.0,6.0,24.84,3.0,1
48.0,54.67,2413.49,2.0,12.0,0.0,4.0,31.8,0.0,1
55.0,117.57,6451.47,5.0,9.0,2.0,2.0,49.24,3.0,1
13.0,24.94,341.32,2.0,0.0,1.0,5.0,29.11,3.0,0
62.0,24.41,1539.08,3.0,5.0,1.0,5.0,17.04,4.0,0
65.0,117.77,8329.69,3.0,10.0,1.0,3.0,14.84,1.0,1
71.0,51.16,3821.5,6.0,8.0,1.0,0.0,26.23,4.0,0
16.0,102.36,1697.4,5.0,2.0,2.0,7.0,15.11,1.0,1
47.0,70.76,3578.7,6.0,2.0,2.0,4.0,46.21,0.0,0
4.0,114.81,446.33,5.0,11.0,0.0,3.0,31.08,2.0,1
64.0,74.92,5072.34,2.0,2.0,0.0,5.0,10.43,4.0,1
22.0,110.87,2276.1,3.0,10.0,0.0,0.0,11.58,0.0,1
53.0,112.12,6150.04,2.0,14.0,2.0,6.0,42.92,0.0,1
61.0,94.83,6195.0,2.0,8.0,2.0,3.0,26.98,3.0,1
62.0,109.99,6161.51,4.0,4.0,0.0,0.0,12.6,0.0,0
23.0,36.02,886.62,1.0,0.0,0.0,7.0,10.35,4.0,1
2.0,,238.34,1.0,6.0,2.0,1.0,37.97,3.0,1
33.0,76.43,2410.93,4.0,8.0,0.0,,19.73,4.0,1
18.0,66.68,1249.44,2.0,12.0,0.0,7.0,15.16,1.0,1
34.0,67.49,2129.3,1.0,0.0,0.0,3.0,24.43,2.0,0
15.0,24.76,403.17,2.0,0.0,1.0,5.0,6.88,1.0,1
9.0,93.36,787.14,2.0,4.0,0.0,5.0,13.17,3.0,1
64.0,56.63,3709.33,5.0,11.0,2.0,4.0,8.21,0.0,0
44.0,106.82,5162.05,4.0,2.0,0.0,7.0,39.46,4.0,1
16.0,86.86,1340.69,3.0,1.0,2.0,3.0,18.47,4.0,1
21.0,21.17,415.34,4.0,7.0,1.0,4.0,5.9,0.0,0
25.0,107.17,2548.84,3.0,6.0,2.0,,41.92,3.0,0
43.0,115.65,5064.1,1.0,11.0,0.0,6.0,38.8,0.0,1
63.0,39.31,2709.93,5.0,3.0,2.0,,45.84,3.0,0
70.0,64.69,4169.72,4.0,4.0,0.0,0.0,6.18,3.0,0
33.0,24.34,821.3,4.0,1.0,2.0,3.0,7.23,1.0,0
36.0,79.9,3128.91,4.0,11.0,1.0,6.0,10.39,0.0,1
47.0,64.49,2791.29,6.0,0.0,0.0,7.0,22.86,4.0,1
21.0,72.84,1550.35,1.0,0.0,2.0,6.0,34.32,4.0,1
22.0,31.79,710.37,4.0,9.0,0.0,1.0,49.74,4.0,0
1.0,58.79,56.3,7.0,7.0,2.0,2.0,43.58,3.0,1
5.0,49.55,240.03,7.0,9.0,1.0,7.0,21.97,0.0,1
19.0,104.0,2055.36,3.0,3.0,0.0,1.0,25.14,4.0,0
50.0,54.22,2789.02,5.0,12.0,0.0,1.0,7.0,1.0,0
26.0,102.84,2647.91,1.0,0.0,2.0,4.0,8.2,1.0,0
7.0,111.71,749.38,6.0,13.0,1.0,0.0,3.42,0.0,1
20.0,92.97,1999.7,6.0,4.0,2.0,1.0,14.23,0.0,0
3.0,81.32,220.25,5.0,10.0,1.0,0.0,7.52,1.0,1
46.0,104.22,4589.63,7.0,7.0,1.0,1.0,20.38,1.0,0
71.0,116.4,8736.02,2.0,3.0,1.0,3.0,27.22,0.0,0
,98.01,4254.58,1.0,,1.0,2.0,3.68,1.0,0
22.0,88.33,1792.76,7.0,6.0,1.0,0.0,33.21,4.0,0
48.0,48.76,2446.37,5.0,11.0,0.0,6.0,46.85,1.0,0
41.0,81.34,3143.46,2.0,3.0,1.0,3.0,17.25,2.0,1
37.0,83.91,3368.97,2.0,4.0,2.0,2.0,29.15,4.0,1
62.0,115.22,7203.76,7.0,12.0,1.0,1.0,25.28,1.0,0
60.0,102.41,5861.71,2.0,1.0,0.0,1.0,49.32,0.0,0
18.0,76.91,1452.23,1.0,2.0,1.0,4.0,25.79,1.0,0
54.0,,2464.81,6.0,3.0,0.0,2.0,38.96,3.0,0
9.0,69.8,,6.0,14.0,0.0,,29.79,1.0,1
69.0,43.31,3067.9,1.0,11.0,1.0,,40.71,4.0,1
48.0,65.62,3448.48,7.0,6.0,1.0,7.0,45.81,4.0,0
55.0,81.48,4867.33,4.0,9.0,1.0,7.0,23.61,4.0,1
10.0,91.51,946.08,6.0,0.0,,7.0,11.06,2.0,1
64.0,50.53,3417.56,1.0,1.0,2.0,1.0,18.9,2.0,0
68.0,42.97,2781.67,1.0,6.0,2.0,0.0,0.09,4.0,0
1.0,113.13,108.8,4.0,11.0,2.0,7.0,22.9,,1
68.0,29.33,1901.14,,10.0,1.0,5.0,7.49,4.0,1
62.0,117.35,7755.47,5.0,14.0,1.0,4.0,2.06,2.0,1
30.0,116.45,3655.04,1.0,4.0,0.0,5.0,33.58,2.0,0
70.0,101.85,6492.81,1.0,2.0,2.0,7.0,32.66,2.0,0
42.0,85.32,3653.96,3.0,13.0,2.0,4.0,44.91,3.0,1
58.0,104.69,6614.17,7.0,3.0,2.0,4.0,34.28,,0
27.0,95.94,2471.57,3.0,2.0,1.0,4.0,40.37,4.0,1
36.0,54.7,1850.08,6.0,5.0,0.0,5.0,37.04,2.0,1
15.0,52.0,727.74,4.0,0.0,0.0,7.0,15.49,4.0,1
54.0,89.08,4797.43,4.0,6.0,2.0,7.0,17.92,4.0,0
17.0,103.15,1625.91,1.0,1.0,0.0,1.0,14.18,4.0,1
61.0,91.83,6054.78,7.0,3.0,2.0,2.0,45.07,0.0,0
3.0,,238.24,6.0,4.0,2.0,0.0,3.73,2.0,0
22.0,61.46,1410.06,4.0,3.0,,0.0,34.28,4.0,0
2.0,86.89,184.8,4.0,6.0,2.0,5.0,21.21,1.0,1
22.0,53.7,1085.53,6.0,10.0,2.0,4.0,,1.0,1
67.0,47.34,3222.3,6.0,9.0,2.0,4.0,,0.0,0
23.0,107.71,2438.41,5.0,8.0,2.0,2.0,25.15,3.0,0
33.0,117.71,3921.09,5.0,14.0,,6.0,16.55,0.0,1
68.0,57.87,,7.0,0.0,2.0,0.0,31.04,3.0,0
52.0,55.72,2756.53,5.0,0.0,0.0,0.0,48.65,4.0,0
59.0,75.76,4726.98,5.0,10.0,0.0,0.0,46.5,1.0,0
10.0,70.78,729.62,4.0,8.0,0.0,3.0,28.32,2.0,1
38.0,35.31,1218.24,6.0,2.0,2.0,5.0,9.98,0.0,0
8.0,45.39,369.38,5.0,3.0,1.0,5.0,13.22,3.0,0
19.0,97.24,2010.53,6.0,9.0,2.0,4.0,28.43,0.0,0
64.0,42.13,2779.94,5.0,9.0,1.0,1.0,15.3,3.0,0
69.0,22.37,1536.64,7.0,7.0,0.0,0.0,36.46,2.0,0
6.0,29.88,174.39,2.0,14.0,1.0,2.0,7.74,4.0,1
52.0,49.65,2498.4,6.0,10.0,2.0,4.0,44.75,1.0,0
48.0,114.95,5960.79,4.0,13.0,0.0,6.0,26.31,3.0,1
26.0,99.27,2455.56,6.0,12.0,0.0,2.0,20.85,0.0,1
57.0,113.73,6610.24,1.0,0.0,2.0,1.0,39.86,1.0,0
1.0,35.57,38.68,3.0,,2.0,1.0,16.87,3.0,1
8.0,105.75,769.99,2.0,4.0,1.0,7.0,32.93,4.0,1
3.0,79.19,259.28,7.0,1.0,1.0,5.0,20.58,1.0,1
51.0,20.32,936.33,6.0,5.0,0.0,3.0,38.1,4.0,0
38.0,21.65,844.23,5.0,1.0,2.0,7.0,46.54,0.0,0
12.0,101.16,1112.34,2.0,14.0,1.0,7.0,2.67,2.0,1
70.0,47.76,3554.39,1.0,6.0,0.0,0.0,17.63,1.0,1
26.0,32.56,798.96,1.0,7.0,0.0,3.0,14.47,,1
46.0,27.47,1138.13,5.0,9.0,1.0,,9.55,0.0,0
24.0,33.45,774.0,1.0,14.0,2.0,7.0,14.92,0.0,1
56.0,79.5,4480.83,6.0,13.0,2.0,1.0,16.09,0.0,0
49.0,82.97,4206.12,7.0,0.0,,3.0,,4.0,0
39.0,34.22,1224.03,5.0,1.0,0.0,4.0,11.23,4.0,1
38.0,58.18,2398.87,4.0,5.0,2.0,3.0,37.98,3.0,0
49.0,46.41,2356.86,4.0,0.0,1.0,6.0,22.02,0.0,0
38.0,71.84,2741.5,1.0,2.0,0.0,0.0,37.16,1.0,0
71.0,75.36,5557.22,3.0,2.0,0.0,5.0,12.99,2.0,0
16.0,108.57,1798.87,2.0,5.0,2.0,4.0,31.8,0.0,0
32.0,81.09,2558.47,6.0,6.0,0.0,7.0,47.29,3.0,1
55.0,83.71,4921.26,6.0,2.0,0.0,2.0,9.23,0.0,0
60.0,71.13,4191.33,1.0,8.0,1.0,2.0,37.74,4.0,0
7.0,46.6,299.41,1.0,1.0,0.0,0.0,6.76,2.0,0
44.0,97.22,4322.05,1.0,1.0,0.0,2.0,25.35,2.0,1
68.0,59.09,4029.41,1.0,2.0,0.0,7.0,27.0,2.0,0
40.0,55.64,2272.69,5.0,9.0,2.0,7.0,47.52,1.0,1
23.0,81.49,1947.75,4.0,4.0,1.0,6.0,27.5,1.0,0
25.0,103.48,2787.81,7.0,10.0,1.0,5.0,8.21,2.0,1
28.0,77.96,2356.07,3.0,6.0,2.0,4.0,17.19,0.0,0
43.0,105.89,,4.0,3.0,1.0,5.0,23.88,1.0,0
21.0,41.72,884.31,3.0,2.0,1.0,7.0,24.54,4.0,1
9.0,109.91,960.33,1.0,7.0,1.0,3.0,41.83,2.0,1
44.0,73.57,3291.75,1.0,2.0,1.0,7.0,4.43,3.0,1
30.0,102.31,2998.56,5.0,9.0,1.0,1.0,2.24,2.0,1
40.0,59.91,2378.38,1.0,9.0,2.0,2.0,44.15,0.0,0
26.0,39.34,1024.46,7.0,3.0,0.0,4.0,24.67,2.0,1
55.0,80.7,4633.75,4.0,8.0,2.0,6.0,28.13,4.0,1
59.0,28.35,1664.83,1.0,14.0,0.0,3.0,14.25,1.0,1
41.0,63.89,2358.52,1.0,8.0,2.0,3.0,22.06,3.0,1
53.0,44.43,2277.86,7.0,1.0,2.0,0.0,48.71,0.0,0
58.0,68.95,3754.93,4.0,9.0,2.0,6.0,30.94,3.0,1
17.0,105.48,1897.13,6.0,5.0,0.0,1.0,36.41,3.0,0
,20.54,446.98,2.0,13.0,2.0,0.0,14.76,4.0,1
29.0,43.31,1350.36,5.0,6.0,2.0,2.0,42.79,0.0,0
42.0,110.51,4812.25,4.0,3.0,2.0,3.0,18.86,3.0,0
,66.05,3036.06,4.0,2.0,2.0,,5.24,3.0,0
43.0,24.86,1153.13,4.0,0.0,0.0,4.0,45.54,0.0,0
5.0,87.14,393.37,3.0,8.0,2.0,7.0,0.43,2.0,1
33.0,20.55,625.54,7.0,12.0,1.0,0.0,1.69,4.0,1
45.0,46.25,1911.39,3.0,2.0,2.0,6.0,5.5,0.0,0
13.0,114.65,1576.58,3.0,10.0,0.0,1.0,39.76,2.0,1
18.0,36.91,616.69,2.0,14.0,0.0,0.0,7.99,4.0,1
30.0,46.61,1387.48,4.0,3.0,2.0,2.0,27.11,0.0,0
13.0,75.78,973.93,4.0,0.0,0.0,5.0,5.9,1.0,0
10.0,94.66,900.95,4.0,1.0,2.0,2.0,18.2,0.0,0
70.0,112.65,7893.37,5.0,8.0,1.0,4.0,15.51,3.0,1
60.0,45.93,2959.16,1.0,5.0,1.0,7.0,17.14,4.0,1
12.0,57.43,680.25,6.0,12.0,0.0,,2.37,,1
63.0,65.8,4557.49,7.0,7.0,0.0,6.0,44.68,2.0,0
30.0,119.19,3508.44,2.0,12.0,2.0,7.0,32.35,2.0,1
2.0,107.82,214.82,5.0,1.0,1.0,7.0,28.45,0.0,1
23.0,90.92,1883.64,6.0,6.0,2.0,2.0,43.94,3.0,1
19.0,41.27,740.99,2.0,13.0,1.0,5.0,33.02,1.0,1
68.0,94.23,6755.46,1.0,11.0,2.0,0.0,31.99,4.0,0
45.0,98.36,4508.17,5.0,1.0,1.0,7.0,19.87,1.0,0
57.0,75.71,4152.0,7.0,8.0,2.0,1.0,49.52,1.0,0
61.0,45.57,2693.67,2.0,10.0,2.0,3.0,23.06,2.0,1
4.0,89.3,342.55,5.0,9.0,2.0,5.0,7.6,1.0,1
24.0,71.76,1893.25,5.0,3.0,2.0,6.0,20.35,2.0,1
55.0,79.87,4195.0,7.0,13.0,0.0,0.0,31.0,2.0,0
29.0,83.2,2522.43,4.0,4.0,1.0,6.0,38.92,2.0,1
3.0,36.77,103.98,3.0,8.0,,2.0,48.15,3.0,1
65.0,76.5,4900.71,2.0,3.0,2.0,5.0,33.19,0.0,0
55.0,34.48,1920.2,2.0,7.0,1.0,4.0,3.71,2.0,0
68.0,53.0,3422.72,6.0,6.0,1.0,7.0,5.13,2.0,1
3.0,35.63,103.8,2.0,8.0,0.0,6.0,15.59,2.0,1
5.0,37.56,174.9,1.0,10.0,0.0,5.0,41.76,4.0,1
9.0,93.6,846.98,2.0,6.0,0.0,2.0,48.26,1.0,0
46.0,56.45,2387.28,2.0,9.0,0.0,6.0,2.56,3.0,1
52.0,95.47,4520.77,6.0,0.0,0.0,2.0,39.73,2.0,0
14.0,53.63,754.28,6.0,10.0,2.0,5.0,38.24,0.0,0
66.0,49.51,3364.81,3.0,14.0,1.0,2.0,33.9,4.0,1
22.0,68.97,1509.74,1.0,0.0,0.0,6.0,34.95,,1
30.0,31.14,983.22,7.0,14.0,0.0,1.0,10.51,2.0,1
44.0,60.09,2732.19,7.0,9.0,0.0,5.0,10.81,2.0,1
27.0,50.03,1481.7,5.0,4.0,2.0,7.0,6.56,3.0,1
46.0,80.85,3380.93,6.0,7.0,0.0,2.0,1.82,1.0,1
15.0,68.67,953.01,7.0,10.0,1.0,2.0,31.85,3.0,1
40.0,43.67,1669.63,3.0,3.0,0.0,2.0,9.98,2.0,0
54.0,78.55,4302.59,6.0,13.0,2.0,1.0,19.57,2.0,0
17.0,65.49,1177.92,6.0,5.0,2.0,2.0,1.78,0.0,0
61.0,38.16,2197.72,6.0,13.0,0.0,4.0,25.87,4.0,1
49.0,61.14,3053.33,5.0,12.0,1.0,7.0,33.8,0.0,1
47.0,46.28,2391.62,4.0,11.0,0.0,3.0,18.93,3.0,1
32.0,64.33,2188.55,7.0,0.0,1.0,0.0,9.49,3.0,0
47.0,86.96,3890.76,2.0,5.0,1.0,4.0,29.61,1.0,0
61.0,51.83,3367.48,6.0,7.0,2.0,4.0,7.54,4.0,0
46.0,44.73,2032.26,7.0,14.0,0.0,5.0,25.49,1.0,1
37.0,69.73,2534.45,2.0,2.0,1.0,0.0,5.01,3.0,0
60.0,39.93,2510.26,4.0,13.0,0.0,0.0,32.56,1.0,0
36.0,112.93,4448.17,4.0,12.0,1.0,3.0,29.28,1.0,1
23.0,23.26,542.43,1.0,1.0,0.0,7.0,23.31,1.0,1
48.0,42.85,1886.03,7.0,2.0,1.0,1.0,3.98,3.0,0
57.0,85.24,4638.04,1.0,12.0,2.0,5.0,45.16,2.0,1
33.0,119.1,3784.5,2.0,14.0,1.0,2.0,7.42,3.0,1
14.0,39.65,508.74,4.0,12.0,0.0,1.0,6.4,0.0,1
38.0,98.35,3748.13,6.0,14.0,2.0,7.0,34.52,1.0,1
13.0,77.28,915.13,2.0,1.0,2.0,2.0,42.43,2.0,0
6.0,94.83,537.23,4.0,9.0,1.0,4.0,44.53,2.0,1
44.0,117.28,5571.87,3.0,4.0,1.0,2.0,27.44,3.0,0
63.0,48.52,,4.0,14.0,1.0,1.0,37.3,4.0,1
41.0,67.31,2911.1,4.0,10.0,2.0,5.0,26.37,4.0,0
24.0,74.53,1741.51,6.0,5.0,0.0,7.0,4.58,1.0,1
43.0,82.33,3428.92,3.0,6.0,1.0,3.0,23.37,3.0,1
43.0,92.49,3826.11,5.0,13.0,0.0,0.0,12.8,,0
20.0,32.22,,1.0,12.0,2.0,3.0,5.78,2.0,1
27.0,39.02,980.12,3.0,10.0,0.0,4.0,15.01,3.0,1
