sepal_length_cm,sepal_width_cm,petal_length_cm,petal_width_cm,leaf_area_cm2,stem_height_cm,species
5.66,3.78,2.84,2.02,4.37,59.87,1
4.98,,1.01,0.35,17.03,67.79,0
4.72,2.11,4.61,1.09,18.44,45.32,1
5.56,2.93,1.58,1.77,4.15,38.47,0
6.78,3.31,1.04,0.73,5.72,66.03,0
4.6,2.45,5.89,0.56,6.34,68.52,1
6.51,3.82,2.59,1.71,19.28,72.62,0
4.44,3.86,3.86,0.1,3.14,28.6,0
5.59,2.96,6.11,2.47,13.97,34.34,1
5.5,3.05,4.21,2.37,11.18,75.8,1
6.41,2.05,5.79,1.76,3.59,19.81,1
6.74,2.5,3.11,0.15,3.0,47.04,0
7.22,2.01,1.9,1.41,4.68,35.01,0
7.12,2.5,6.53,0.95,13.8,29.09,1
7.49,3.0,2.38,1.84,11.89,55.6,0
5.44,3.91,2.32,1.57,9.0,10.56,0
7.14,3.88,6.48,2.22,10.2,43.14,1
5.02,3.69,6.01,0.17,18.77,10.25,1
7.24,2.01,4.94,2.16,16.5,23.71,1
4.96,2.05,2.14,2.3,18.48,36.35,1
7.17,4.44,4.64,1.75,12.53,78.58,1
7.38,2.19,5.98,0.33,9.97,65.38,1
4.52,2.89,5.68,1.82,17.49,49.9,1
4.49,4.39,4.32,1.68,6.66,46.44,1
5.6,2.66,5.62,0.72,15.85,45.97,1
5.2,4.18,3.79,0.12,12.81,35.61,0
7.72,4.07,2.96,1.19,19.62,42.25,0
7.85,2.94,4.57,0.78,15.23,77.56,1
5.64,4.29,3.9,0.18,14.31,75.9,0
7.5,3.65,5.91,1.07,11.41,,1
7.35,3.63,4.09,1.42,19.21,71.21,0
7.84,2.72,3.58,1.25,16.64,33.28,0
4.3,2.98,5.99,1.26,9.73,18.99,1
5.13,,4.05,1.05,10.0,62.22,1
6.27,3.53,3.56,2.32,10.97,38.89,1
7.5,4.06,3.95,1.65,8.74,73.29,0
4.42,3.14,5.26,1.5,9.48,33.85,1
5.24,2.61,2.78,0.5,10.55,59.71,0
,3.93,5.11,2.04,14.3,51.98,1
5.24,3.5,5.68,1.53,7.53,50.08,1
6.22,4.27,6.52,0.89,19.51,17.81,1
7.53,2.43,,2.26,9.63,45.27,0
5.94,3.62,,1.91,14.38,43.3,1
6.0,3.05,6.19,1.94,15.23,22.85,1
7.85,3.84,2.21,0.97,16.65,34.2,0
5.36,2.88,1.43,2.22,7.59,59.05,0
6.6,2.46,3.05,0.36,8.38,43.2,0
5.3,3.88,3.33,1.4,8.65,47.55,0
5.03,3.69,2.4,1.8,16.1,76.13,0
5.3,2.18,6.64,0.63,13.24,48.65,1
5.18,3.71,4.99,1.35,6.13,30.44,1
4.99,2.62,1.72,1.99,4.64,22.43,0
,4.38,5.12,1.51,14.62,46.1,1
5.16,4.07,2.75,1.98,9.05,18.4,1
4.2,3.9,4.21,0.74,8.21,22.26,1
5.46,2.03,5.74,2.18,10.86,41.56,1
5.5,3.4,5.12,2.27,13.99,66.29,1
5.87,3.1,4.51,1.33,6.94,23.02,1
7.47,3.49,1.66,0.45,10.48,46.92,0
7.21,3.15,6.86,0.76,10.94,19.76,1
5.3,2.41,4.67,2.06,16.38,49.29,1
6.84,2.55,5.59,1.97,,53.44,1
6.19,3.4,3.24,2.06,7.59,18.14,1
7.78,4.07,6.16,0.37,8.95,37.19,1
7.98,2.22,2.43,0.72,,38.95,0
7.67,3.34,1.61,0.42,5.88,54.96,0
4.19,3.95,6.45,1.17,14.34,68.84,1
7.62,3.2,6.67,1.72,10.02,78.77,1
6.6,3.98,1.28,0.68,19.08,35.4,0
6.94,3.2,2.65,0.38,18.37,12.8,0
6.21,3.4,3.5,1.23,15.17,44.54,1
7.33,4.35,1.42,2.27,10.7,38.92,0
7.81,3.08,3.99,0.61,18.91,14.55,1
6.09,2.47,6.57,0.22,4.2,49.98,1
4.1,2.12,5.49,0.79,9.61,41.97,1
4.15,3.29,2.42,1.34,12.78,24.76,0
6.01,4.48,3.0,1.19,18.68,33.67,0
,3.34,4.51,0.85,12.69,70.8,0
6.93,2.6,6.01,0.32,16.23,22.55,0
4.53,4.32,4.88,1.89,8.46,11.83,1
4.59,2.22,4.47,0.49,4.91,,0
6.4,4.49,2.82,0.12,17.48,76.89,0
4.51,3.5,6.84,0.35,,60.52,1
4.21,,5.13,0.92,7.89,18.91,0
5.41,4.41,5.07,0.67,7.54,30.41,1
4.61,3.61,6.59,1.25,18.5,61.22,1
7.41,,2.87,0.48,3.71,19.14,0
4.85,4.12,3.85,0.48,17.91,56.98,0
4.71,4.44,6.54,2.43,16.86,,1
6.93,3.39,6.76,1.61,10.55,79.14,1
5.2,2.37,4.69,1.91,17.06,67.09,1
5.35,2.25,4.66,2.13,7.94,34.75,1
6.21,4.27,2.78,2.25,11.38,35.31,1
4.38,2.17,3.51,2.28,4.74,67.2,1
6.41,3.67,3.77,0.16,11.59,44.28,0
7.67,2.97,6.09,1.23,7.4,25.25,1
4.65,2.18,6.08,0.2,17.46,10.2,1
7.78,3.24,2.9,0.8,12.89,15.17,0
4.74,4.47,2.66,0.27,14.16,21.83,0
6.31,3.35,3.47,1.49,10.39,76.43,1
6.57,4.0,2.68,0.48,7.2,14.24,0
7.53,3.63,3.5,1.66,12.47,15.2,0
5.52,2.35,2.53,1.73,6.24,77.42,0
7.89,2.78,6.17,2.3,12.78,40.11,1
6.06,2.33,4.59,2.03,17.68,30.79,1
7.94,3.19,6.44,1.09,4.64,16.11,1
7.31,4.01,6.85,0.17,7.94,41.93,1
5.85,3.29,6.42,1.98,12.27,37.02,1
6.75,2.6,4.96,0.7,19.41,20.03,1
4.29,,4.14,2.4,5.07,46.78,1
,2.73,2.17,1.36,15.7,61.12,0
4.67,3.96,6.71,2.12,6.5,49.73,1
7.1,2.35,6.11,0.23,,48.71,0
4.54,4.39,5.29,1.57,10.67,12.89,1
4.36,2.52,1.99,1.41,14.22,32.88,0
6.22,4.1,2.65,0.78,12.38,72.57,0
5.92,4.04,5.01,0.99,15.52,61.84,1
6.41,4.35,2.24,1.27,13.82,28.39,0
7.26,2.45,1.05,2.01,4.57,58.61,0
7.11,3.99,2.17,1.41,19.09,61.83,0
6.32,2.34,3.16,1.35,16.81,13.48,0
4.69,2.06,2.22,2.27,17.09,46.22,1
4.73,4.3,1.8,2.27,11.88,49.98,1
5.09,3.87,5.65,2.41,17.48,79.07,1
6.07,2.28,4.65,0.93,15.57,54.04,0
5.99,2.89,3.9,2.4,7.64,,1
4.69,2.27,2.62,1.58,9.98,46.87,0
7.02,4.26,2.37,1.92,,59.14,0
7.66,3.03,6.06,1.46,10.65,11.92,1
5.93,4.02,6.21,1.16,15.43,34.76,1
6.37,2.55,6.76,1.43,6.43,39.47,1
7.18,2.62,3.88,0.16,16.15,34.67,0
7.37,2.98,1.14,,4.5,31.88,0
4.93,2.21,1.0,1.82,11.19,43.81,0
5.07,2.35,3.92,1.67,11.08,55.67,1
5.2,2.41,,2.0,7.16,58.29,0
5.57,3.81,5.29,2.08,18.64,29.15,1
6.68,2.04,1.74,2.5,13.34,75.37,0
6.67_err,3.42,3.43,1.13,13.87,10.84,1
6.11,3.96,1.1,1.93,2.93,65.95,0
5.39,3.73,5.81,1.19,19.09,42.12,1
6.32,2.65,3.89,1.87,6.37,40.59,1
5.03,2.02,4.24,0.44,12.54,49.69,0
6.74,4.05,5.9,1.09,8.56,36.79,1
7.08,2.47,2.32,0.93,17.41,20.34,0
5.16,3.2,6.18,1.36,3.86,78.68,1
7.61,3.68,3.32,1.47,5.13,72.47,0
7.74,3.63,6.07,1.88,19.47,39.39,1
7.8,2.21,5.99,1.77,18.51,73.96,1
7.06,,1.61,0.27,18.01,,0
5.09,2.15,3.1,0.26,17.69,13.09,0
4.07,2.72,1.35,2.24,15.9,76.79,0
4.44,3.67,4.66,1.23,6.65,79.01,1
7.42,4.5,5.85,0.55,2.38,41.9,0
4.34,2.19,6.81,1.2,19.15,,1
7.86,4.36,1.61,1.63,5.58,68.39,0
6.74,3.55,2.01,1.35,5.58,56.11,0
6.87,3.43,1.91,0.94,18.09,71.65,0
6.12,2.85,4.55,0.96,5.84,41.06,0
6.22,3.11,6.97,2.27,2.29,18.13,1
6.1,3.35,1.71,1.68,8.12,26.64,0
7.67,3.61,2.54,1.71,3.82,79.68,0
4.11,3.05,1.74,1.87,4.18,75.49,0
7.83,3.69,1.48,1.5,4.33,63.5,0
7.32,2.02,6.41,1.67,14.68,53.87,1
4.32,3.26,4.01,2.39,7.78,72.69,1
6.49,2.97,5.81,1.15,3.61,67.83,1
6.18,3.05,1.34,0.65,19.77,,0
5.5,3.01,2.89,2.49,11.38,40.97,1
7.79,2.76,1.53,0.15,10.24,24.3,0
5.77,4.38,2.9,0.76,5.24,16.75,0
4.6,3.5,6.99,1.34,17.68,26.9,1
6.58,2.86,1.99,0.97,19.0,22.52,0
6.6,2.3,4.89,2.1,2.96,34.8,1
4.49,,4.09,2.37,17.68,15.57,1
4.09,3.91,2.64,0.34,14.7,73.96,0
5.15,2.98,6.06,2.08,18.62,14.59,1
7.18,3.81,3.23,2.01,4.22,65.54,0
7.79,2.99,6.15,0.8,8.84,13.52,1
7.41,2.41,4.45,2.08,16.0,49.03,1
4.64,2.59,6.64,1.1,14.0,45.13,1
7.17,2.93,3.65,1.65,3.36,78.36,0
6.31,3.96,5.08,0.19,4.47,74.75,0
5.07,3.37,2.83,0.4,,33.43,0
7.78,,3.5,1.92,15.24,58.18,1
4.66,2.27,5.83,0.83,4.88,17.93,1
5.89,3.12,3.49,1.33,2.38,23.31,0
5.11,2.87,2.08,0.85,13.64,23.9,0
5.04,4.32,3.17,1.09,15.73,45.57,0
7.61,4.34,4.74,2.24,2.81,16.56,1
7.45,2.98,1.51,2.41,6.9,26.94,0
6.21,4.12,5.16,1.19,3.66,34.33,1
4.6,3.66,5.7,1.68,6.23,62.99,1
,3.76,5.52,1.75,10.5,15.93,1
4.31,2.25,5.8,0.71,15.16,13.06,1
7.24,3.01,3.58,0.54,4.37,61.42,0
4.38,3.98,4.61,1.35,14.64,77.79,1
7.72_err,2.38,6.53,0.17,5.42,11.83,1
5.8,3.34,2.54,,6.38,44.53,0
6.39,4.41,4.24,0.64,10.09,78.03,0
4.3,3.17,4.13,0.48,16.66,78.75,0
,3.33,4.03,1.64,15.57,33.31,1
5.81,3.7,2.81,1.12,5.3,35.67,0
6.11,3.16,5.61,2.37,14.59,31.73,1
5.62,2.23,1.25,2.38,14.27,54.04,0
7.3,4.07,5.56,0.45,4.08,49.87,1
7.25,3.1,4.96,1.16,6.98,59.05,0
7.87,3.22,3.7,1.46,9.25,39.29,0
4.37,3.49,5.67,0.39,4.47,20.56,1
6.83,2.4,5.82,1.17,5.16,11.58,0
6.32,4.29,5.59,2.13,16.19,32.92,1
4.23,2.28,2.21,1.9,3.6,53.07,0
4.5,3.53,2.89,0.38,18.95,16.28,0
6.52,2.87,4.56,2.15,7.14,43.31,1
6.73,2.74,4.88,0.19,16.47,57.56,0
7.68,2.56,2.41,1.97,16.12,18.92,0
5.2,3.15,1.26,0.35,5.58,53.55,0
6.88,2.9,4.43,1.41,13.9,54.92,0
6.66,2.77,1.17,1.28,7.46,65.33,0
5.27,4.47,4.93,1.14,5.07,32.58,0
6.33,3.1,6.85,1.66,7.11,11.43,1
5.55,2.31,2.41,1.74,10.77,33.04,0
4.94,2.3,6.61,0.15,3.4,,1
7.59,4.48,3.1,1.94,19.33,16.92,1
7.91,2.25,2.38,0.49,8.26,16.25,0
6.95,2.9,4.51,1.77,15.6,69.62,1
7.26,2.05,3.26,0.31,13.84,71.56,0
6.56,3.55,2.36,1.46,15.05,22.08,0
7.31,4.04,3.31,0.94,3.45,77.98,0
6.24,3.87,2.38,1.75,13.65,64.4,0
4.31,4.23,3.9,0.29,8.86,75.21,0
7.25,4.39,5.77,1.21,13.3,76.05,1
6.77,2.07,5.28,1.91,6.77,75.26,1
,2.05,4.06,1.57,3.2,65.87,0
5.39,2.16,,2.26,2.14,19.11,1
5.56,4.43,1.22,,11.52,64.08,0
5.73,2.92,1.98,2.3,12.23,76.16,0
5.53,3.36,6.41,1.81,11.16,41.51,1
6.82,2.79,2.66,0.42,19.21,46.83,0
6.68,2.36,5.33,1.88,17.62,79.36,1
7.84,3.15,2.16,2.08,3.87,32.43,0
5.35,4.34,2.84,0.69,16.85,,0
6.09,2.01,5.03,2.04,17.56,14.28,1
4.89,2.8,3.02,0.16,14.65,51.39,0
7.78,2.46,3.89,1.88,8.74,39.82,1
7.11,3.02,2.46,1.52,15.16,72.06,0
6.02,3.38,6.31,1.37,11.47,65.74,1
4.41,3.28,4.54,1.85,13.09,26.8,1
4.3,2.21,5.49,1.31,3.28,14.53,1
4.38,4.24,1.96,2.2,17.72,17.33,0
5.03,3.4,5.86,2.05,6.44,78.06,1
6.4,3.68,3.2,2.33,12.03,42.56,1
7.36,2.23,3.42,1.97,4.55,24.89,1
6.1,2.98,4.69,2.21,14.44,77.44,1
4.75,2.06,4.53,0.54,19.01,17.06,0
5.66,4.26,2.5,2.44,12.73,25.22,1
6.93,2.35,5.06,1.85,3.56,77.0,1
7.22,2.85,3.42,1.9,19.4,73.79,0
4.61,2.16,4.03,0.5,6.11,29.17,0
5.29,2.66,6.55,2.33,17.67,72.47,1
6.53,3.19,3.04,0.42,18.58,14.17,1
6.02,4.32,3.34,1.56,18.83,16.75,1
4.58,3.69,4.33,,18.04,51.74,1
4.98,4.32,5.33,2.19,7.46,78.5,1
4.33,2.86,3.55,1.69,19.03,50.86,1
6.96,4.48,4.33,1.07,17.08,33.1,0
5.09,4.02,3.78,2.14,,49.4,1
6.3,3.16,1.22,0.13,18.58,67.8,0
6.33,2.49,,0.23,17.37,,0
7.32,2.02,5.8,0.49,6.25,37.84,0
6.25,3.96,5.9,1.88,8.94,39.41,1
6.95,2.25,6.17,2.47,12.64,33.47,1
4.51,2.2,2.26,0.46,12.02,42.75,0
6.98,2.63,2.59,1.83,12.52,20.49,0
6.45,3.5,5.3,1.55,9.82,54.0,1
4.57,2.56,3.94,1.64,11.03,45.24,1
7.48,4.05,,1.17,17.78,65.12,1
4.08,3.59,4.92,0.31,15.31,36.24,1
4.12,3.65,2.02,2.39,8.64,69.05,0
5.81,2.95,4.61,1.31,4.04,25.74,0
4.93,2.46,6.16,1.85,14.25,24.96,1
6.53,3.45,2.9,1.4,13.75,46.51,1
5.02,3.7,3.86,0.48,3.29,11.43,0
4.74,2.5,6.35,0.55,12.0,54.38,1
7.67,2.64,1.81,1.69,10.45,41.92,0
7.36,2.19,5.55,1.25,7.89,74.94,1
5.43,2.75,6.49,0.21,13.76,10.34,1
5.02,2.21,6.39,1.95,6.75,,1
6.0,4.0,6.09,0.52,14.69,22.82,1
5.0,4.32,1.33,1.58,13.38,,0
4.19,4.02,1.51,0.32,15.0,64.64,0
6.98,3.81,1.78,2.22,11.32,14.9,0
6.14,2.54,6.81,1.01,5.5,32.1,1
6.79,3.49,4.13,0.89,5.95,35.66,0
4.17,3.94,4.65,2.45,6.18,63.28,1
4.15,3.36,1.86,2.42,17.83,62.05,0
4.07,3.16,4.64,2.41,12.79,78.78,1
5.86,2.22,2.47,2.2,12.27,47.87,0
5.99,3.2,6.6,0.28,9.6,22.98,1
7.42,4.48,6.12,2.3,18.45,21.44,1
4.84,3.56,6.98,0.38,17.03,42.67,1
7.1,2.01,4.51,2.47,14.5,77.13,1
7.83,4.17,6.66,0.65,17.64,75.29,0
4.23,3.01,2.37,0.71,2.95,52.32,0
6.01,3.79,2.07,0.99,6.96,44.92,0
6.59,2.01,2.35,0.72,8.35,19.6,0
6.83,3.84,3.9,2.3,4.97,63.64,1
5.16,3.02,1.22,0.48,8.15,59.6,0
4.21,4.46,2.1,1.02,8.6,50.13,0
7.02,3.63,1.85,1.17,17.15,59.79,0
6.67,3.04,5.29,1.7,5.83,25.12,1
6.98,3.64,4.34,0.15,12.25,44.99,0
4.9,2.33,5.69,2.45,3.53,16.22,1
5.22,3.96,1.47,1.77,10.55,56.13,0
4.68,2.73,6.55,1.71,19.56,19.14,1
6.11,3.85,2.74,0.58,6.34,28.88,0
4.29,2.33,6.83,2.04,13.48,60.84,1
6.67,,5.94,1.11,13.99,43.83,1
4.84,3.3,5.03,0.94,10.73,23.92,0
7.91,4.03,2.9,1.29,18.66,30.68,0
5.2,4.36,3.6,0.3,5.51,76.96,0
7.21,3.09,6.23,1.6,11.7,19.82,1
4.02,3.7,6.58,1.24,2.77,78.76,1
7.83,2.18,2.67,2.35,10.09,12.44,0
4.19,3.25,1.79,0.3,10.04,61.67,0
7.57,3.53,2.52,2.2,15.08,12.52,1
5.85,3.2,4.94,0.25,4.7,65.86,0
7.21,2.5,6.85,0.62,14.33,62.44,1
7.72,3.7,4.57,1.06,17.79,53.15,1
7.04,4.32,1.34,0.13,7.86,15.94,0
5.94,3.92,2.23,0.31,16.87,10.65,0
5.8,3.93,5.26,0.2,8.45,51.76,1
7.39,4.06,5.5,1.99,4.86,40.18,1
7.89,3.17,5.51,1.62,9.65,12.7,0
6.2,3.63,2.34,1.02,11.51,57.09,0
4.37_err,3.66,6.54,1.76,6.81,35.67,1
6.72,3.95,4.31,2.22,16.05,17.81,1
5.75,4.22,1.42,0.71,3.63,37.08,0
4.45,4.24,2.83,0.89,2.93,78.66,0
7.56,3.96,6.84,1.32,14.89,26.86,1
5.34,,5.36,1.44,17.99,50.23,1
6.67,3.23,5.99,0.68,16.98,10.43,1
,4.24,4.47,1.1,18.8,47.45,1
7.84,2.25,2.15,0.9,3.28,16.22,0
6.98,4.01,6.0,2.11,14.87,69.46,1
4.93,3.41,3.2,2.21,10.17,11.61,1
6.14,3.32,5.48,1.72,15.24,48.42,1
5.77,3.11,6.42,2.33,13.09,26.61,1
6.55,3.37,4.79,0.47,14.54,45.7,0
7.99,2.11,1.98,0.91,11.06,53.13,0
7.67,3.21,2.78,0.44,4.39,21.48,0
5.75,3.86,2.0,1.39,13.34,11.94,0
7.02,2.16,5.03,2.1,4.35,23.11,0
6.78,4.01,2.58,0.26,17.9,37.01,0
7.28,2.98,5.13,1.67,16.71,74.9,1
5.02,3.09,2.58,2.13,19.96,63.09,1
4.7,2.82,5.53,1.91,10.61,17.37,1
6.69,4.25,6.31,1.75,16.51,63.76,1
5.65,2.72,4.9,2.24,3.47,10.71,1
6.09,3.93,,1.43,16.6,41.33,0
4.16,4.37,1.36,2.14,8.2,36.03,0
4.04,2.52,4.85,2.02,17.56,30.33,1
4.04,3.74,3.83,2.04,8.6,26.69,1
7.59,3.7,6.47,2.3,6.83,40.09,1
6.08,2.19,6.82,1.96,17.8,11.53,1
6.55,3.66,3.91,2.48,17.18,52.75,1
6.86,,5.84,1.03,12.11,66.46,1
7.69,4.47,1.94,0.17,6.75,63.24,0
6.68,2.33,4.64,1.09,19.91,70.08,1
6.29,2.06,4.87,0.34,19.0,13.58,1
6.83,,2.2,1.17,10.26,58.84,0
6.71,3.29,2.64,1.88,15.99,77.9,0
6.61,3.32,5.11,1.89,17.8,13.27,1
5.91,3.96,3.94,2.07,15.51,32.23,1
4.56,3.1,4.29,1.27,6.04,38.23,0
7.01,3.96,4.56,1.2,17.39,59.33,1
5.5,3.38,3.84,0.59,4.27,33.99,0
5.96,2.45,4.61,1.86,2.53,14.81,1
6.92,2.07,4.64,0.44,16.38,48.56,0
6.77,4.31,6.06,1.88,15.58,68.83,1
6.29,4.47,1.05,,3.37,38.18,0
5.65,2.45,4.74,1.44,5.88,11.39,1
7.69,3.35,3.59,2.19,7.31,72.32,1
6.27,3.31,6.25,2.49,19.08,16.47,1
6.95,3.0,4.77,1.77,12.89,26.21,1
7.47,3.01,6.75,1.03,13.62,74.67,1
4.91,3.4,4.37,0.96,4.8,46.96,1
6.09,2.45,1.33,1.82,5.03,49.73,0
7.08,2.18,1.54,2.39,11.74,57.31,0
5.62,2.6,4.29,0.12,18.58,52.75,0
7.93,4.03,2.44,1.73,16.16,51.8,0
6.83,4.38,6.01,1.78,18.41,60.32,1
6.27,3.1,3.29,2.19,13.26,25.53,1
5.27,2.64,6.34,1.41,6.18,46.39,1
5.17,2.07,5.13,2.05,11.2,44.39,1
6.6,4.37,3.33,1.18,15.91,71.9,0
6.5,2.89,4.36,0.3,3.15,71.95,0
6.74,4.2,2.09,1.45,5.19,70.07,0
4.08,2.77,,0.15,12.25,21.8,1
5.07,3.47,1.22,1.97,13.36,79.95,0
7.68,2.39,2.63,1.04,17.0,52.53,0
7.67,4.38,6.76,1.57,6.41,17.03,1
,3.3,1.1,2.13,14.58,32.28,0
6.9,,3.32,1.34,10.28,50.06,0
4.38,3.63,5.3,2.38,13.92,25.27,1
6.97,2.81,3.75,2.4,6.32,16.78,1
6.22,3.52,1.56,0.21,5.59,13.75,0
6.5,2.05,4.63,2.2,8.61,69.41,1
6.72,2.76,2.14,0.83,14.93,62.31,0
7.46,3.32,5.3,1.08,12.11,43.64,1
4.74,2.65,1.57,0.94,19.88,18.14,0
5.36,2.63,6.7,1.87,11.82,70.59,1
5.69,2.82,2.94,0.45,4.54,40.28,0
5.24,3.64,6.6,1.9,7.48,60.64,1
7.67,3.86,6.48,2.42,3.06,75.78,1
7.69,2.23,3.49,1.56,14.28,37.67,1
7.6,2.88,6.46,2.37,2.8,16.7,1
6.13,2.02,4.03,1.05,6.16,39.13,0
4.55,2.93,1.3,1.3,17.86,15.77,0
4.78,3.16,4.46,1.25,8.91,64.3,0
6.69,3.95,2.41,0.52,17.47,55.3,0
4.9,2.97,2.25,1.84,18.59,79.72,0
4.69,3.51,3.67,1.51,,48.74,0
6.44,3.07,3.59,1.95,3.63,75.91,1
7.82,3.73,6.79,0.92,6.85,32.11,1
6.43,2.97,5.63,1.22,14.3,35.54,1
4.05,2.69,4.51,0.86,17.01,24.99,1
6.35,3.55,2.92,0.76,14.89,59.72,0
6.7,3.08,3.23,1.45,10.22,66.52,0
4.46,4.37,1.44,1.3,17.23,75.23,0
6.96,3.89,3.33,2.39,12.25,23.24,1
4.72,3.25,6.42,0.69,4.63,16.79,1
7.47,3.09,,0.9,8.29,65.49,0
7.98,2.4,4.42,1.09,11.69,23.14,0
4.15,3.65,1.12,0.28,10.02,23.96,0
6.06,3.63,4.03,1.91,15.32,19.14,1
6.02,2.29,6.29,1.06,4.95,54.06,1
5.98,3.63,3.9,2.2,6.2,25.17,1
4.65,3.36,2.04,1.47,8.2,41.41,0
5.66,4.45,2.97,1.36,15.38,16.94,1
7.79,2.11,2.01,2.35,6.99,30.44,0
7.48,2.66,5.4,0.93,13.7,12.75,0
5.17,2.24,5.06,1.21,3.85,,1
4.83,4.42,4.01,1.75,4.84,48.26,1
8.0,2.18,1.82,2.26,18.56,11.99,0
6.12,2.23,1.92,1.64,19.9,49.23,0
7.36,4.38,5.61,1.14,9.03,25.94,1
6.66,2.1,6.58,2.45,8.13,35.19,1
7.62,2.12,,0.59,4.25,52.19,0
6.02,2.22,4.48,1.99,19.65,11.89,1
6.28,4.49,2.46,1.11,19.52,13.91,0
7.55,2.44,6.27,0.78,8.24,31.53,0
4.49,2.99,6.13,1.54,,46.62,1
5.11,3.53,3.65,1.21,7.87,29.5,0
7.19,4.35,5.29,2.07,19.27,17.5,1
4.55,3.45,5.82,0.56,15.58,35.77,1
6.68,2.78,5.15,0.75,13.08,56.84,0
6.45,2.49,2.06,0.12,4.36,61.36,0
7.84,4.07,1.38,0.95,7.53,70.23,0
5.15,3.91,6.62,0.91,5.56,63.74,1
7.19,2.83,6.85,0.78,5.56,34.31,1
7.7,3.39,5.13,2.14,5.92,79.65,0
6.1,3.5,5.4,1.59,3.22,14.53,1
5.05,3.19,1.25,1.58,3.16,59.68,0
7.1,4.02,3.83,1.94,8.47,40.49,1
5.03,2.47,1.54,0.57,5.31,51.71,0
6.84,3.63,5.83,0.62,17.91,68.21,1
5.15,2.45,3.93,0.43,3.61,14.75,0
6.66,2.77,1.46,1.07,18.72,11.4,0
4.11,3.91,5.93,1.34,12.36,40.76,1
5.79,4.4,5.59,2.18,19.98,56.21,1
6.11,4.33,6.9,1.33,6.99,17.69,1
5.91,4.13,2.89,0.37,12.02,23.92,0
7.11,3.54,1.16,1.81,10.08,74.16,0
5.33,2.77,2.52,0.11,13.5,30.96,0
4.34,2.87,5.41,1.18,4.86,24.45,1
4.14,4.46,3.53,0.76,11.41,45.28,0
7.44,4.02,2.51,1.48,6.82,60.22,0
7.9,2.23,5.78,1.55,2.29,56.03,0
5.56,3.13,4.51,,12.4,11.42,1
,4.07,2.2,0.28,14.86,48.49,0
7.69,2.35,6.12,2.39,9.51,50.23,1
4.29,3.67,1.53,0.25,16.9,38.62,0
5.52,3.81,3.17,0.73,17.01,55.6,0
5.29,3.57,5.98,1.16,10.26,35.75,1
7.38,2.84,1.25,0.13,4.54,39.25,0
5.17,2.97,4.31,2.2,9.45,26.68,1
4.3,3.28,4.96,0.83,7.72,34.18,0
6.21,2.88,1.43,,15.39,45.88,0
5.81,3.01,1.86,2.12,2.93,22.0,0
5.23,2.61,4.29,1.09,8.21,24.18,1
4.2,2.89,6.49,2.18,14.51,78.22,1
5.25,2.36,4.42,1.37,16.65,14.31,1
4.52,3.95,6.8,2.33,7.06,63.44,1
4.84,2.07,3.12,0.15,18.62,49.9,0
6.18,2.53,4.69,2.47,8.31,22.6,1
4.61,3.04,6.81,2.17,3.62,65.48,1
5.33,2.37,6.12,1.22,15.85,56.57,1
6.8,3.51,6.38,2.37,,12.58,1
6.59,3.56,6.53,0.4,15.18,31.07,1
4.71,2.5,5.42,0.21,12.72,42.81,1
7.41,2.37,2.95,0.2,5.95,12.68,0
6.48,,1.53,0.43,10.37,13.59,0
5.94,2.78,6.13,1.87,9.24,24.3,1
4.11,2.47,2.1,1.43,15.85,30.66,0
6.71,3.52,6.76,0.63,9.04,78.54,1
,3.73,5.91,2.44,19.28,63.31,1
6.66,3.14,4.18,2.47,2.22,38.43,1
5.99,3.72,1.08,1.72,7.44,24.64,0
4.22,3.18,1.52,,13.01,60.15,0
4.85,2.52,3.51,2.3,2.76,43.6,0
5.97,2.99,3.13,1.27,15.59,29.18,0
6.89,2.32,4.52,0.91,19.79,18.02,1
6.11,2.64,1.71,0.97,7.19,71.77,0
5.56,2.42,5.08,0.89,12.43,46.26,1
7.71,3.61,6.61,1.6,10.76,15.8,1
6.64,2.58,5.78,1.76,11.78,,1
6.3,4.22,3.42,1.4,16.98,30.22,1
5.96,4.46,6.55,2.5,8.59,57.8,1
4.28,3.11,1.93,0.42,9.25,38.77,0
5.78,4.5,3.52,2.32,9.52,79.27,1
5.34,3.36,6.44,1.48,12.3,18.37,1
6.66,4.0,4.02,1.65,15.48,46.96,1
6.73,3.38,3.41,1.39,3.2,55.86,0
6.49,3.96,2.16,0.86,16.93,36.52,0
6.55,4.18,,2.34,2.47,34.51,1
5.33,2.39,1.48,0.97,6.91,57.01,0
7.23,4.28,3.44,0.52,7.82,78.42,0
6.19,2.95,3.46,0.3,5.45,69.29,0
5.15,4.49,5.23,2.28,9.66,76.02,1
6.94,4.14,4.91,1.22,2.83,23.09,0
5.9,2.2,5.57,1.68,15.06,49.27,1
6.09_err,3.39,1.18,0.64,4.17,15.21,0
5.32,3.49,2.0,0.86,2.66,11.92,0
4.24,2.97,6.55,0.72,11.65,69.31,1
5.45,2.36,5.43,1.64,15.5,64.22,1
6.57,3.36,4.69,1.87,6.98,74.67,1
5.19,4.03,5.31,0.17,2.01,42.21,1
5.6,2.36,6.59,1.03,8.83,20.04,1
4.17,2.82,1.82,0.16,6.9,54.09,0
7.76,3.46,2.02,1.46,8.26,11.7,0
4.39,3.0,1.08,1.37,10.41,74.16,0
4.56,4.15,4.33,0.74,7.24,72.35,0
