study_hours_per_day,attendance_percent,previous_score,sleep_hours,assignments_done,has_tuition,parent_education,motivation_score,internet_hours,passed
2.8,31.3,47.6,9.0,7.0,0.0,1.0,6.2,3.9,0
4.0,88.6,40.6,4.7,9.0,0.0,0.0,1.0,7.9,0
8.1,81.8,50.3,7.8,18.0,0.0,1.0,8.4,6.9,0
6.4,31.6,47.1,9.3,4.0,1.0,2.0,4.3,6.5,0
0.5,89.7,50.6,8.1,6.0,1.0,1.0,2.0,5.9,0
1.8,39.5,91.1,4.2,4.0,0.0,1.0,3.6,2.9,0
2.2,49.3,49.5,7.8,3.0,1.0,1.0,1.2,5.9,0
2.7,56.7,59.0,7.0,7.0,0.0,0.0,3.3,2.8,0
1.1,89.0,84.0,6.1,16.0,0.0,1.0,8.1,2.1,1
1.7,,61.2,4.7,5.0,1.0,1.0,5.5,2.9,0
8.1,50.5,32.6,4.7,13.0,0.0,2.0,,6.4,1
1.8,98.4,42.7,4.5,10.0,0.0,0.0,4.6,2.7,0
0.6,32.6,70.3,7.7,8.0,1.0,2.0,9.7,2.3,1
6.2,98.2,,7.8,16.0,0.0,0.0,1.4,1.0,0
9.1,61.7,55.7,4.6,9.0,1.0,1.0,9.2,7.7,1
7.7,68.9,94.7,6.1,4.0,1.0,1.0,5.0,1.0,1
2.5,95.7,59.4,5.8,0.0,0.0,2.0,5.7,2.1,1
9.2,43.6,38.2,6.1,4.0,1.0,1.0,6.3,5.5,1
6.5,49.4,35.9,8.4,13.0,0.0,2.0,2.8,2.1,1
7.1,95.4,,4.1,1.0,1.0,2.0,8.9,2.9,0
9.6,43.0,39.2,9.1,4.0,0.0,1.0,6.5,2.9,1
1.8,71.2,58.0,6.3,15.0,0.0,0.0,6.3,7.4,0
4.5,40.8,26.9,5.9,,1.0,0.0,3.5,,0
1.8,46.6,41.3,4.9,7.0,1.0,1.0,1.6,1.9,0
2.8,99.3,57.5,9.2,6.0,0.0,1.0,9.2,5.6,0
2.3,66.3,63.2,7.6,11.0,1.0,1.0,5.9,8.0,0
6.3,74.8,33.2,9.1,15.0,1.0,0.0,9.4,6.4,1
5.7,90.8,40.0,4.9,2.0,0.0,0.0,2.2,0.3,0
1.4,,91.6,9.8,7.0,1.0,0.0,5.4,5.5,1
0.6,46.1,44.1,6.3,3.0,1.0,1.0,2.3,,0
1.2,53.2,34.9,6.5,7.0,1.0,1.0,6.3,1.8,0
1.6,45.7,34.1,7.6,14.0,1.0,1.0,7.5,3.0,0
1.2,76.3,76.8,8.2,17.0,1.0,2.0,8.6,5.5,1
0.3,43.4,79.8,8.7,11.0,0.0,2.0,4.0,7.0,0
3.9,84.5,58.1,8.1,19.0,1.0,2.0,3.1,5.3,1
1.2,60.6,56.5,8.1,15.0,1.0,0.0,7.9,3.6,1
1.1,41.4,80.5,8.5,1.0,0.0,1.0,5.5,5.9,0
8.1,67.3,88.9,7.7,1.0,1.0,1.0,1.8,1.8,1
1.6,42.6,48.9,6.9,5.0,1.0,,4.5,2.3,0
4.6,76.7,37.3,7.7,4.0,1.0,1.0,7.5,2.3,0
3.4,93.1,45.2,8.5,6.0,1.0,1.0,4.5,0.8,0
7.1,48.9,91.6,4.6,19.0,1.0,2.0,2.4,1.8,1
2.4,87.5,24.8,8.4,4.0,0.0,2.0,1.1,5.7,0
5.4,90.0,26.9,5.2,9.0,,1.0,9.3,2.4,0
7.8,41.6,26.8,4.3,4.0,0.0,2.0,1.4,6.6,0
2.0,68.5,28.7,8.8,12.0,1.0,2.0,4.0,4.8,0
6.1,48.5,33.0,8.0,13.0,0.0,1.0,3.9,0.1,0
4.5,77.4,58.5,,0.0,0.0,1.0,3.4,3.4,0
8.1,91.2,50.5,6.5,3.0,1.0,0.0,7.3,2.9,1
1.4,76.3,78.2,7.6,11.0,0.0,1.0,6.8,1.0,1
0.5,86.5,27.6,5.0,1.0,1.0,1.0,4.0,4.8,0
3.1,40.9,46.5,5.7,8.0,0.0,0.0,3.8,5.2,0
8.3,77.3,76.4,7.4,17.0,0.0,2.0,8.5,3.7,1
4.3,63.7,81.1,5.7,11.0,1.0,2.0,9.1,3.3,1
1.9,57.5,41.3,9.1,2.0,0.0,0.0,8.0,1.8,0
8.2,39.6,46.3,9.4,10.0,1.0,2.0,7.3,0.7,1
5.5,94.6,67.8,8.7,7.0,0.0,0.0,9.2,5.8,0
0.1,96.3,64.8,9.5,9.0,1.0,1.0,6.7,7.6,0
0.3,84.7,52.4,7.0,12.0,0.0,2.0,5.8,0.0,1
1.5,62.9,71.4,5.2,16.0,0.0,1.0,2.2,2.1,0
3.8,72.5,80.8,6.8,18.0,0.0,1.0,5.3,1.0,1
1.2,82.1,62.4,8.0,12.0,0.0,1.0,8.5,2.4,0
6.7,87.9,,6.4,13.0,0.0,0.0,2.0,1.1,0
4.2,90.7,,7.4,2.0,0.0,2.0,7.8,5.8,1
7.4,48.1,,5.3,9.0,0.0,0.0,9.9,6.7,0
1.5,34.9,39.7,7.2,2.0,0.0,2.0,4.5,5.8,0
7.8,98.6,81.8,5.4,14.0,0.0,2.0,2.1,1.1,1
1.4,62.8,50.6,6.3,9.0,0.0,2.0,4.6,1.6,0
8.3,80.0,89.1,8.7,0.0,1.0,2.0,3.8,1.3,1
1.6,42.8,37.0,8.2,5.0,1.0,1.0,2.4,3.6,0
4.3,57.5,71.7,8.6,19.0,1.0,2.0,7.8,2.3,1
4.7,61.9,23.3,8.6,9.0,0.0,2.0,2.2,3.0,0
0.1,86.3,88.4,6.0,18.0,0.0,0.0,8.7,5.0,0
7.5,87.1,69.1,9.4,15.0,0.0,2.0,3.1,2.3,1
6.4,86.0,69.3,7.4,10.0,0.0,0.0,4.8,3.4,1
2.6,89.5,31.6,5.5,0.0,0.0,1.0,9.1,6.6,0
2.1,43.9,28.9,4.0,18.0,1.0,1.0,9.8,0.5,0
1.5,73.7,46.4,9.3,18.0,1.0,2.0,5.5,6.0,0
6.3,99.8,42.8,5.2,1.0,0.0,0.0,1.8,6.6,0
5.6,48.9,24.3,4.8,16.0,1.0,1.0,5.1,3.0,0
2.7,50.9,85.9,7.8,18.0,1.0,1.0,9.3,7.4,1
4.7,82.1,66.5,7.9,2.0,0.0,1.0,6.3,6.0,0
2.9,85.6,30.0,7.4,7.0,0.0,2.0,4.1,3.7,0
1.9,64.5,87.2,8.7,11.0,1.0,0.0,6.4,3.6,0
7.8,61.9,46.8,7.6,5.0,1.0,2.0,2.3,3.8,1
0.6,89.4,33.1,5.0,6.0,0.0,2.0,8.5,3.6,0
5.4,61.7,88.7,9.6,16.0,1.0,0.0,5.4,2.5,1
8.7,88.5,77.5,6.0,15.0,0.0,0.0,3.5,1.6,1
0.5,65.2,91.2,6.9,4.0,0.0,2.0,9.4,5.1,0
9.5,77.5,49.6,8.6,15.0,0.0,1.0,1.6,3.0,1
2.6,37.4,82.8,5.4,5.0,0.0,1.0,3.4,1.2,1
9.5,69.3,20.6,4.9,14.0,1.0,2.0,8.7,4.3,1
1.8,67.7,90.0,8.5,3.0,1.0,2.0,1.4,7.5,0
4.2,96.7,50.0,4.1,15.0,0.0,1.0,6.8,5.5,1
2.1,94.2,41.2,8.0,13.0,1.0,0.0,1.7,7.5,0
3.3,59.4,69.8,5.8,0.0,0.0,2.0,6.8,5.9,0
2.9,52.8,67.2,9.1,11.0,1.0,2.0,2.1,5.7,0
2.9,33.8,60.4,6.4,12.0,0.0,0.0,2.5,5.8,0
5.2,45.8,75.5,5.9,13.0,1.0,2.0,8.1,7.2,1
7.5,85.3,39.9,8.5,18.0,1.0,0.0,7.0,2.9,1
1.5,99.0,55.9,7.5,10.0,0.0,2.0,9.2,6.7,0
4.2,93.4,38.4,7.6,15.0,0.0,1.0,3.9,3.2,1
7.6,67.3,38.6,5.7,16.0,1.0,0.0,8.2,0.7,1
0.0,41.6,81.8,7.6,7.0,0.0,0.0,7.8,7.2,0
1.8,70.2,21.3,5.8,9.0,0.0,0.0,6.5,1.4,0
2.5,62.4,57.7,8.5,6.0,0.0,1.0,4.9,1.1,0
5.9,56.4,31.5,5.5,10.0,0.0,0.0,6.1,6.8,0
6.1,77.0,45.8,7.1,,1.0,1.0,5.3,5.6,0
7.4,82.5,27.9,5.2,14.0,0.0,1.0,4.6,5.0,0
8.1,91.4,40.7,8.5,8.0,1.0,0.0,10.0,6.4,1
4.8,45.2,50.4,5.4,7.0,1.0,1.0,6.3,3.1,0
5.9,98.7,90.2,4.2,3.0,0.0,0.0,6.1,5.9,1
4.4,64.2,63.1,6.0,14.0,1.0,2.0,5.8,2.1,1
2.4,70.6,,5.5,14.0,1.0,0.0,7.3,4.8,0
0.6,98.3,36.8,6.1,5.0,1.0,2.0,1.6,,0
7.3,58.3,90.0,,19.0,0.0,1.0,1.0,3.6,1
6.1,42.2,78.3,8.8,6.0,0.0,0.0,6.9,6.0,1
1.4,38.7,78.7,6.2,17.0,1.0,2.0,7.7,5.5,1
8.8,,37.9,9.2,9.0,1.0,0.0,7.0,7.5,1
2.8,37.3,44.3,6.3,11.0,0.0,2.0,2.9,2.0,0
3.4,88.0,38.9,4.3,13.0,1.0,1.0,8.0,4.8,1
,62.7,55.9,9.9,18.0,1.0,2.0,4.4,0.2,1
2.1,77.6,76.0,5.6,,0.0,2.0,3.7,1.2,1
2.9,53.2,43.5,6.0,15.0,1.0,2.0,2.2,7.6,0
1.5,57.2,71.9,7.3,12.0,0.0,2.0,8.7,7.5,0
7.8,55.8,48.7,8.2,13.0,0.0,2.0,1.4,2.5,1
,93.3,93.9,8.8,14.0,1.0,2.0,6.3,5.8,1
8.1,52.0,50.4,8.4,2.0,0.0,1.0,8.2,4.2,1
4.4,35.5,84.8,7.0,3.0,0.0,1.0,2.3,7.0,0
2.9,36.5,79.5,9.9,10.0,0.0,1.0,8.9,7.3,0
3.2,51.9,40.9,4.7,14.0,0.0,0.0,2.8,5.1,0
,39.0,37.4,9.9,13.0,1.0,2.0,9.1,,1
6.2,80.5,35.4,8.0,13.0,1.0,2.0,7.9,5.9,0
3.1,45.4,56.9,8.0,0.0,0.0,2.0,2.8,6.9,0
3.1,87.3,28.9,9.2,15.0,0.0,1.0,7.0,6.9,0
1.5,98.1,70.5,6.2,18.0,1.0,2.0,2.2,7.6,0
8.1,99.0,79.4,9.1,1.0,0.0,2.0,9.5,0.4,1
6.6,97.9,53.4,7.6,9.0,1.0,1.0,8.5,4.6,1
5.5,42.1,88.1,6.1,15.0,1.0,1.0,8.4,7.9,1
6.8,84.2,50.1,8.5,14.0,0.0,0.0,3.5,5.9,1
4.5,66.3,23.3,8.9,19.0,0.0,0.0,3.7,5.1,0
6.6,73.8,45.4,5.5,3.0,1.0,2.0,4.8,5.0,1
9.3,70.5,82.7,4.1,6.0,1.0,0.0,1.2,7.4,1
0.8,90.8,37.4,7.9,10.0,1.0,2.0,7.3,,0
0.1,37.7,54.3,5.0,14.0,0.0,1.0,9.1,4.5,0
2.1,33.6,40.5,8.6,15.0,1.0,2.0,5.5,2.7,0
9.8,65.4,44.4,6.0,8.0,1.0,0.0,4.8,1.4,1
2.3,56.0,44.9,7.7,4.0,0.0,1.0,4.5,2.0,0
0.9,95.6,86.0,4.5,5.0,0.0,2.0,8.8,3.4,1
5.5,41.5,,10.0,8.0,1.0,1.0,4.9,6.7,1
6.1,57.1,78.6,5.3,7.0,0.0,0.0,4.2,6.8,0
5.4,76.1,91.1,6.0,15.0,0.0,1.0,8.6,4.1,1
4.6,38.2,70.2,8.5,19.0,1.0,2.0,5.8,2.0,1
1.4,51.4,58.1,5.2,5.0,0.0,2.0,8.2,7.4,0
6.9,87.9,36.9,8.6,4.0,1.0,1.0,9.8,4.4,0
6.8,34.0,51.8,5.0,17.0,0.0,0.0,7.8,0.0,1
4.8,90.5,75.7,4.3,11.0,0.0,2.0,2.6,5.2,1
5.3,57.8,90.3,8.5,10.0,0.0,0.0,1.1,0.1,1
1.6,44.7,43.3,6.3,15.0,0.0,2.0,9.8,7.3,0
2.3,91.5,37.0,,15.0,0.0,0.0,7.4,7.8,0
0.9,67.5,49.6,7.4,11.0,1.0,2.0,4.5,1.8,0
9.3,50.4,31.8,9.7,3.0,1.0,0.0,6.7,7.7,0
1.6,37.9,30.3,9.9,14.0,0.0,0.0,4.0,5.8,0
7.4,47.4,38.5,6.9,0.0,1.0,1.0,9.7,1.6,0
6.4,41.0,47.3,5.1,2.0,1.0,0.0,9.7,2.7,0
10.0,94.7,70.4,,5.0,0.0,1.0,9.9,7.1,1
5.7,46.8,,6.6,18.0,0.0,2.0,8.0,,0
8.9,96.4,32.8,6.5,5.0,,2.0,1.3,3.3,1
3.2,65.6,42.4,4.4,8.0,1.0,2.0,1.4,0.1,0
2.3,96.8,46.1,8.0,5.0,0.0,1.0,2.9,4.2,0
9.1,46.6,79.2,5.2,18.0,0.0,1.0,8.9,5.1,1
8.6,72.6,32.0,4.4,6.0,1.0,1.0,6.9,2.4,1
4.9,97.8,52.8,7.6,14.0,0.0,1.0,8.1,2.8,1
7.8,98.9,82.2,9.2,12.0,,1.0,7.1,4.1,1
5.9,51.3,80.0,9.8,0.0,1.0,0.0,9.5,2.5,1
6.5,53.7,59.0,9.4,5.0,0.0,0.0,5.1,6.9,0
1.9,83.3,86.0,7.6,12.0,0.0,2.0,9.3,5.2,1
0.1,80.1,66.9,8.7,7.0,0.0,1.0,5.0,2.8,0
3.5,53.8,75.1,5.2,10.0,1.0,0.0,,2.8,1
4.2,35.5,91.3,8.0,15.0,0.0,2.0,,5.8,1
6.2,56.0,42.6,6.0,15.0,1.0,1.0,5.4,4.1,1
4.2,67.4,34.7,7.4,6.0,0.0,2.0,9.0,4.9,0
7.3,37.4,56.8,9.4,1.0,1.0,2.0,7.5,3.5,1
0.3,88.6,29.6,7.4,7.0,0.0,1.0,3.3,2.8,0
7.8,59.7,38.4,6.8,5.0,0.0,1.0,5.8,1.4,1
4.5,81.1,82.4,8.9,10.0,1.0,2.0,3.5,0.4,1
7.4,31.7,,5.3,14.0,0.0,0.0,7.9,3.2,0
2.9,35.9,76.7,9.9,17.0,1.0,2.0,5.9,2.0,1
4.4,87.0,30.0,4.8,2.0,1.0,0.0,3.9,1.2,0
7.0,57.8,66.8,6.4,17.0,0.0,1.0,2.5,3.0,1
4.4,50.3,31.6,6.0,19.0,1.0,1.0,7.0,6.6,0
3.9,67.5,30.9,5.6,3.0,0.0,0.0,8.3,5.5,0
7.7,72.3,21.5,7.5,3.0,0.0,0.0,6.1,7.4,0
5.2,54.6,32.1,5.7,12.0,1.0,1.0,8.7,0.1,0
6.5,89.8,33.8,6.9,8.0,1.0,2.0,6.6,3.9,1
1.0,31.5,56.3,5.4,17.0,1.0,0.0,4.9,1.9,0
8.7,47.2,93.9,8.9,13.0,1.0,2.0,3.0,6.6,1
9.4,83.6,21.6,7.9,6.0,0.0,0.0,5.6,0.4,1
7.0,79.0,90.2,8.9,1.0,1.0,2.0,4.5,3.8,1
2.4,80.1,83.2,8.5,13.0,1.0,1.0,3.0,6.4,0
2.3,81.0,41.9,5.0,6.0,0.0,2.0,5.8,7.0,0
10.0,47.8,48.1,6.6,4.0,0.0,0.0,10.0,5.6,1
3.5,62.2,36.3,6.7,15.0,1.0,2.0,7.8,3.7,1
9.1,45.3,56.6,8.2,7.0,1.0,1.0,6.3,4.2,1
9.4,32.5,27.4,5.5,6.0,1.0,0.0,7.5,2.0,1
4.8,58.7,74.3,5.2,12.0,0.0,0.0,1.8,3.7,1
6.4,81.8,29.4,8.3,5.0,0.0,2.0,5.3,5.8,0
8.0,43.4,24.2,9.9,4.0,1.0,2.0,7.0,7.0,0
5.4,32.1,45.6,7.1,7.0,1.0,0.0,9.4,7.4,0
9.6,35.6,70.9,4.7,6.0,0.0,1.0,8.4,5.5,1
4.8,56.5,54.2,5.3,0.0,0.0,0.0,1.3,5.6,0
6.5,48.1,26.9,6.4,17.0,1.0,0.0,7.0,0.8,0
1.8,64.8,56.6,7.4,0.0,0.0,1.0,4.7,0.7,0
1.2,98.4,78.8,8.4,17.0,,0.0,7.6,6.5,1
9.0,41.2,86.7,8.0,6.0,1.0,1.0,2.3,1.2,1
0.6,36.4,80.9,9.3,2.0,0.0,2.0,4.2,4.4,0
0.1,36.5,20.4,9.8,17.0,1.0,1.0,2.1,5.4,0
3.0,81.1,33.5,4.2,15.0,0.0,,3.0,6.4,0
0.7,47.3,55.4,8.5,5.0,0.0,1.0,1.2,4.5,0
0.5,96.9,72.1,4.2,19.0,0.0,1.0,3.9,3.1,0
1.2,35.4,53.9,5.5,10.0,1.0,1.0,2.8,6.5,0
4.4,31.8,89.3,8.4,8.0,0.0,2.0,7.9,1.3,1
,68.5,40.6,6.8,18.0,0.0,2.0,5.3,5.3,1
0.9,92.6,55.5,9.4,14.0,1.0,1.0,5.8,4.6,0
9.6,37.7,30.7,9.5,17.0,1.0,2.0,7.4,2.0,1
7.8,55.6,73.9,7.5,13.0,0.0,0.0,3.8,1.3,1
9.5,58.8,27.5,8.3,8.0,1.0,2.0,8.4,5.1,1
4.3,54.1,45.4,7.3,8.0,0.0,0.0,6.1,3.8,0
4.2,34.2,46.3,6.5,4.0,0.0,0.0,3.7,0.5,0
8.0,98.9,82.6,9.5,4.0,1.0,2.0,2.7,0.5,1
4.6,94.2,92.7,5.8,14.0,0.0,0.0,1.8,0.3,1
8.7,95.8,92.1,7.6,18.0,1.0,2.0,1.8,,1
1.5,53.4,77.3,9.1,18.0,1.0,0.0,1.1,1.2,1
9.8,49.5,73.1,8.2,17.0,0.0,1.0,9.7,6.3,1
1.6,58.3,56.8,8.3,13.0,1.0,0.0,2.7,7.2,0
2.6,39.3,,5.1,15.0,0.0,1.0,8.7,5.3,0
8.7,61.8,79.8,8.8,4.0,0.0,0.0,9.9,1.3,1
3.6,74.5,24.0,7.0,2.0,1.0,0.0,8.1,5.1,0
1.2,34.9,47.0,6.3,19.0,1.0,0.0,3.6,0.7,0
9.7,33.5,40.3,9.7,6.0,1.0,0.0,8.1,0.4,0
3.5,69.4,58.9,5.4,2.0,1.0,2.0,9.6,3.8,0
,85.6,31.5,9.1,,0.0,0.0,1.7,2.1,0
7.1,71.6,42.5,9.1,7.0,0.0,2.0,3.7,6.7,1
4.7,55.0,24.0,7.0,16.0,1.0,0.0,8.8,0.7,0
4.1,95.5,43.1,6.5,5.0,0.0,1.0,6.2,0.9,0
2.1,71.2,36.5,4.3,12.0,0.0,2.0,3.8,2.4,0
9.4,70.2,44.0,8.5,15.0,0.0,1.0,1.6,2.2,1
4.5,39.1,43.9,7.2,17.0,0.0,2.0,9.5,3.1,0
9.0,54.3,92.7,7.9,2.0,0.0,1.0,9.9,2.5,1
5.6,73.4,61.0,4.7,15.0,1.0,0.0,6.2,5.4,0
4.1,72.1,72.0,6.4,,1.0,0.0,2.3,7.9,0
6.0,44.4,79.8,8.1,5.0,0.0,1.0,6.8,2.8,1
3.5,59.0,49.4,7.4,2.0,1.0,0.0,7.1,7.1,1
1.4,80.8,82.3,6.7,7.0,0.0,1.0,6.9,2.9,1
6.7,61.7,28.1,,8.0,0.0,1.0,1.6,6.0,0
6.1,56.7,65.0,6.8,17.0,1.0,0.0,6.4,3.1,1
5.3,,37.9,5.6,11.0,1.0,0.0,6.7,7.3,0
9.7,,68.9,8.0,11.0,1.0,2.0,7.6,5.9,1
1.7,45.8,35.5,8.7,11.0,0.0,2.0,1.1,3.2,0
4.3,41.6,69.4,7.8,19.0,0.0,1.0,2.3,1.8,0
3.3,94.9,73.7,4.2,2.0,0.0,0.0,4.9,5.6,0
6.5,80.6,92.7,6.8,14.0,1.0,0.0,8.9,5.2,1
5.8,57.2,89.8,7.8,8.0,0.0,0.0,7.7,0.2,1
8.7,63.5,43.1,5.1,7.0,0.0,1.0,3.5,2.4,0
7.7,78.0,20.8,5.3,10.0,0.0,1.0,3.5,3.7,0
8.7,69.9,24.6,8.6,7.0,0.0,0.0,6.2,4.7,0
6.0,98.3,79.4,6.0,6.0,0.0,2.0,8.5,2.7,1
5.3,79.4,39.5,6.3,14.0,0.0,0.0,4.0,0.7,0
6.3,92.7,30.0,8.2,0.0,1.0,0.0,5.8,4.1,0
4.0,30.0,47.5,8.5,16.0,1.0,1.0,3.9,0.3,1
9.8,80.2,75.8,6.5,12.0,1.0,0.0,4.2,2.9,1
9.7,76.6,53.3,,11.0,1.0,0.0,9.6,3.3,1
7.7,93.4,31.9,8.4,11.0,1.0,1.0,1.6,7.5,0
2.6,86.9,30.4,8.3,11.0,1.0,1.0,1.7,0.2,1
6.5,58.0,74.4,6.7,8.0,1.0,2.0,4.4,7.2,1
7.3,91.8,43.0,5.7,4.0,0.0,1.0,3.0,6.6,0
,71.4,70.5,5.8,2.0,1.0,1.0,1.3,3.0,0
5.6,70.2,67.4,8.9,17.0,1.0,0.0,9.5,5.1,0
0.5,84.7,80.7,4.9,15.0,1.0,2.0,4.2,5.4,1
6.9,76.5,88.0,5.5,11.0,0.0,0.0,3.4,6.7,1
4.0,75.3,57.1,9.8,8.0,1.0,0.0,1.2,6.3,0
6.8,33.5,85.5,8.3,0.0,1.0,0.0,2.8,0.7,1
9.0,57.4,87.8,7.8,12.0,0.0,0.0,8.4,6.5,1
7.6,30.1,62.6,4.1,0.0,1.0,1.0,8.2,8.0,0
7.1,76.3,34.6,7.4,12.0,0.0,1.0,7.4,7.9,0
7.5,52.7,56.0,8.3,11.0,0.0,2.0,4.1,3.9,1
5.5,91.9,35.1,7.1,10.0,0.0,2.0,7.5,0.0,0
4.8,96.3,47.0,5.8,8.0,0.0,0.0,4.2,3.6,1
4.5,94.2,30.5,9.5,7.0,1.0,0.0,3.7,7.3,0
9.3,57.6,85.1,7.1,1.0,0.0,0.0,9.0,3.9,1
3.6,46.2,94.3,,6.0,1.0,1.0,7.8,1.0,1
7.2,39.0,45.6,8.3,0.0,1.0,2.0,3.7,5.2,1
3.6,45.8,53.0,,12.0,0.0,0.0,2.9,2.2,0
8.8,54.2,93.8,5.4,17.0,0.0,2.0,6.3,5.3,1
7.5,95.9,93.4,7.7,11.0,1.0,1.0,3.0,2.7,1
4.0,,32.8,8.6,5.0,0.0,0.0,1.0,2.6,0
9.9,89.6,73.7,7.9,3.0,1.0,0.0,2.0,7.4,1
2.6,45.1,67.6,4.3,19.0,1.0,0.0,2.2,1.5,1
0.2,71.3,79.4,9.7,14.0,0.0,0.0,7.6,4.9,1
4.2,60.5,48.8,9.8,5.0,0.0,2.0,1.0,7.3,0
4.6,41.5,45.0,4.8,14.0,1.0,1.0,9.8,3.7,0
0.8,34.1,55.0,9.3,4.0,1.0,2.0,9.3,3.3,0
4.8,52.3,85.0,9.1,10.0,0.0,2.0,1.3,5.2,1
5.6,30.2_err,82.9,6.7,9.0,1.0,1.0,7.6,5.7,1
4.0,70.6,49.5,6.6,16.0,1.0,1.0,6.9,2.8,0
4.5,99.3,74.3,5.7,15.0,0.0,1.0,3.0,2.6,1
3.3,85.6,78.7,9.4,4.0,0.0,1.0,9.9,2.9,1
6.7,90.6,73.3,4.8,14.0,1.0,2.0,8.2,1.0,1
1.5,70.5,64.5,6.6,6.0,1.0,2.0,3.5,3.6,0
1.9,59.9,48.1,5.2,7.0,1.0,1.0,8.9,1.0,0
6.5,89.5,79.2,7.4,12.0,0.0,2.0,,7.1,1
4.8,51.9,76.1,6.8,9.0,0.0,0.0,1.6,6.9,0
9.5,48.3,39.0,9.0,12.0,0.0,1.0,3.8,7.4,0
5.7,45.7,72.8,7.9,19.0,0.0,0.0,7.8,4.4,1
4.7,81.8,22.9,9.8,8.0,0.0,0.0,8.3,1.6,0
4.3,62.0,40.9,8.3,14.0,1.0,2.0,9.4,7.8,0
5.6,53.5,87.4,10.0,2.0,0.0,2.0,8.6,7.4,1
0.8,42.1,48.8,6.1,13.0,1.0,0.0,5.0,6.6,0
7.7,75.8,46.4,4.4,12.0,1.0,2.0,2.9,1.9,1
8.9,68.3,35.4,5.9,1.0,0.0,0.0,7.1,6.2,0
5.1,58.3,59.3,7.1,,0.0,0.0,1.4,2.0,0
9.9,74.0,75.3,7.7,8.0,1.0,1.0,5.0,4.7,1
0.8,86.0,73.4,8.1,17.0,1.0,2.0,3.1,7.6,0
6.3,45.9,61.3,8.5,19.0,1.0,2.0,1.3,,1
8.3,83.2,66.8,9.4,11.0,0.0,0.0,,0.9,1
3.6,34.5,51.6,5.0,13.0,0.0,1.0,5.4,2.0,1
5.5,81.2,70.1,4.9,14.0,0.0,2.0,1.1,,1
0.7,49.4,39.1,7.9,1.0,0.0,2.0,8.1,2.1,0
7.9,67.0,88.2,9.0,18.0,1.0,1.0,6.4,2.9,1
5.8,70.7,26.0,4.2,11.0,,2.0,5.7,6.4,0
1.7,94.5,67.8,7.4,18.0,0.0,0.0,5.4,7.9,0
2.8,69.6,20.8,6.0,3.0,0.0,2.0,8.6,0.8,0
0.1,59.7,78.9,4.9,4.0,0.0,2.0,9.1,1.1,0
3.4,92.1,67.6,4.6,8.0,0.0,1.0,8.5,0.0,1
2.0,72.8,65.4,8.7,3.0,0.0,0.0,7.7,7.6,0
6.4,39.5,33.5,6.7,10.0,0.0,2.0,4.5,2.5,0
4.3,68.2,44.2,7.0,18.0,1.0,2.0,4.9,4.8,1
3.2,38.3,51.1,6.9,12.0,0.0,0.0,3.8,0.6,0
5.4,67.2,65.5,8.1,19.0,1.0,1.0,2.5,0.8,1
4.1,48.7,79.6,6.0,16.0,0.0,2.0,1.2,7.3,1
6.3,70.6,26.7,5.1,9.0,1.0,2.0,1.2,3.7,0
8.8,79.1,82.1,4.8,11.0,0.0,0.0,7.1,0.5,1
4.4,96.7,82.7,7.4,7.0,0.0,1.0,8.8,2.4,1
6.5,55.2,47.4,9.5,17.0,0.0,1.0,,1.3,1
8.1,67.9,60.4,6.3,3.0,1.0,0.0,2.7,5.9,1
7.3,41.1,35.7,5.6,19.0,0.0,,9.7,1.4,1
4.6,76.8,64.3,5.0,8.0,1.0,1.0,,6.2,1
1.9,53.8,40.9,6.1,6.0,1.0,2.0,1.4,7.0,0
4.1,56.2,35.5,8.1,16.0,0.0,1.0,7.8,7.0,0
9.8,51.6,92.9,4.8,4.0,0.0,0.0,6.2,0.3,1
8.3,54.3,89.0,9.8,16.0,1.0,2.0,,3.0,1
8.9,75.7,42.5,5.3,16.0,0.0,2.0,2.7,7.3,0
4.3,97.1,60.8,4.9,2.0,0.0,1.0,2.8,7.1,0
,60.9,67.7,8.3,13.0,0.0,0.0,2.0,1.9,0
5.0,50.0,40.7,5.2,4.0,1.0,0.0,7.6,6.8,0
3.5,40.1,82.2,8.2,12.0,0.0,0.0,7.0,1.8,1
5.1,31.5,32.4,7.7,7.0,1.0,0.0,9.8,5.3,0
3.6,91.1,60.6,6.3,0.0,0.0,0.0,4.3,3.8,0
7.2,62.5,85.1,7.5,2.0,0.0,1.0,5.2,7.1,1
1.7,42.8,85.2,6.7,10.0,0.0,2.0,1.2,2.1,1
0.6,46.2,78.1,6.6,14.0,1.0,1.0,4.5,0.6,1
,92.6,31.2,8.7,14.0,0.0,0.0,4.1,0.5,1
1.2,85.4,74.1,6.7,7.0,1.0,2.0,3.4,2.1,1
1.4,92.1,83.8,6.5,17.0,0.0,2.0,3.9,1.2,1
9.1,83.2,26.8,7.1,7.0,1.0,1.0,7.7,1.9,1
1.3,47.5,21.6,9.5,17.0,1.0,1.0,4.4,,0
9.4,55.7,86.8,5.3,3.0,0.0,0.0,4.8,2.3,1
6.4,85.0,49.4,4.8,11.0,1.0,0.0,1.6,7.3,0
5.8,51.8,20.2,4.8,10.0,0.0,1.0,6.8,7.9,0
8.2,88.0,90.9,5.4,10.0,0.0,0.0,3.4,0.0,1
9.7,59.5,46.3,8.5,,0.0,2.0,4.4,6.1,0
