radius_mean,texture_mean,perimeter_mean,area_mean,smoothness_mean,compactness_mean,concavity_mean,symmetry_mean,malignant
15.48,13.21,180.1,1086.52,,0.2008,0.2977,0.1611,0
23.12,24.43,57.37,1541.79,0.1647,0.2127,0.2443,0.1559,1
10.78,15.64,166.68,817.66,0.1417,0.0914,0.221,0.2719,0
27.37,10.86,67.32,2141.16,0.1661,0.1493,0.098,0.2365,1
12.9,19.09,45.87,496.6,0.0543,0.293,0.1014,0.2761,0
14.83,13.45,69.69,1006.42,0.1316,0.069,0.3302,0.1235,0
7.39,31.01,162.41,434.77,0.0553,0.1634,0.008,0.1952,0
8.68,25.55,104.82,1095.4,0.1438,0.3278,0.3349,0.2352,0
18.38,13.46,179.6,233.6,0.0957,0.1864,0.2265,0.2794,0
12.42,9.29,123.95,783.22,0.0615,0.2593,0.4026,0.1764,0
26.05,,43.56,1085.74,0.1182,0.2929,,0.1626,1
6.35,14.46,154.67,1268.47,0.0836,0.0872,0.2853,0.2826,0
,27.79,57.64,1423.12,0.1291,0.092,0.1773,0.1095,0
14.1,19.44,166.3,788.98,0.129,0.2703,0.2043,0.1959,0
,27.15,66.9,1374.38,0.1346,0.2686,0.0878,0.1917,0
8.98,18.79,95.27,1341.25,0.1691,0.0399,0.0427,0.1292,0
15.93,,161.8,886.18,0.0964,0.1264,0.2489,,0
17.83,15.91,192.68,2099.27,0.1058,0.1515,0.3464,0.2445,1
15.7,14.83,99.43,1427.71,0.1466,0.2936,0.1126,0.1734,0
18.74,22.27,172.7,924.16,0.1194,0.1592,0.1805,0.1619,1
20.28,29.41,70.53,2375.72,0.0545,0.3256,0.2386,0.2564,1
6.24,17.18,169.15,2134.47,0.1512,0.3489,0.3904,0.2977,1
17.14,9.37,145.2,2458.91,0.0562,0.2776,0.0596,0.2559,0
29.12,25.09,70.84,1773.67,0.0705,0.2399,0.1019,0.2693,1
18.46,27.78,88.4,1032.61,0.0622,0.1493,0.395,0.2879,0
22.26,38.85,61.08,802.83,0.0594,0.0421,0.017,0.2604,0
13.48,27.27,101.27,1705.43,0.0531,0.2091,0.2821,0.2961,0
24.58,23.61,72.58,2454.73,0.0566,0.1394,0.275,0.2495,1
24.55,26.78,143.04,1619.05,0.1031,0.1358,0.1648,0.2323,1
18.51,37.76,199.12,2220.61,0.0803,0.2469,0.2013,0.2387,1
29.42,34.68,41.92,916.68,0.0652,0.173,0.3676,0.28,1
9.01,19.01,126.55,1100.41,0.129,0.2682,0.0709,0.2366,0
6.41,16.35,,2278.81,0.0771,0.1514,0.0996,0.2522,0
24.48,17.14,186.27,1926.21,0.0523,0.0698,0.2203,0.1432,0
25.37,24.64,120.96,2456.13,0.1002,0.1722,0.1762,0.2825,1
8.88,32.07,126.99,1968.44,0.0873,0.3338,0.247,0.1894,1
12.37,24.6,115.46,1198.5,0.0882,0.2845,0.396,0.1322,0
6.42,11.1,83.02,1393.32,0.1034,0.0879,0.3944,0.26,0
13.04,31.43,48.96,2265.22,0.1303,0.1491,0.0989,0.1713,0
24.56,33.99,105.39,1441.89,0.124,0.3262,0.1299,0.1368,1
18.43,17.97,48.41,742.74,0.1625,0.0608,0.0697,0.1513,0
14.35,29.59,128.08,1168.06,0.1121,0.1038,0.3989,0.107,1
14.92,22.22,89.17,1358.51,0.1067,0.1065,0.1711,0.1181,0
6.03,36.56,125.38,368.26,0.0756,0.2084,0.1934,0.2185,0
13.2,35.2,61.49,1895.28,0.1406,0.1555,0.3451,0.2732,1
21.52,25.29,189.22,398.08,0.0669,0.0464,0.2206,0.1897,0
29.38,30.44,183.12,1095.61,0.1089,0.2276,0.0515,0.2252,1
26.33,36.38,70.4,2038.91,0.1006,0.0527,0.1883,0.2619,1
6.57,24.37,94.95,1243.47,0.129,0.2201,0.2711,0.1714,0
27.57,18.71,138.16,2127.16,0.1601,,0.3093,0.2309,1
24.8,32.36,55.31,946.84,0.1636,0.1829,0.2775,0.1701,1
24.73,15.82,96.73,2400.02,0.0701,0.0423,0.0512,0.2285,0
16.99,21.04,80.18,634.35,0.0814,0.2309,0.1309,0.1435,0
15.55,35.84,186.48,230.3,0.1474,0.1623,0.3154,0.2956,1
13.27,31.46,176.4,2198.93,,0.1557,0.3785,0.1152,1
7.58,21.52,132.77,1915.2,0.1044,0.2168,0.0203,0.201,0
11.48,,123.26,687.48,0.1353,0.2201,0.0182,0.1573,0
11.92,20.04,188.92,2463.99,0.1222,0.025,0.2767,0.2202,0
17.62,17.81,189.19,1325.38,0.1665,0.0613,0.2357,0.1857,0
23.94,14.46,195.09,2384.51,0.1201,0.0981,0.0668,0.1613,0
17.37,32.04,60.06,1331.87,0.1059,0.2437,0.2358,0.15,1
7.39,16.81,65.69,1253.62,0.1151,0.2103,0.419,,0
28.99,23.08,148.28,1199.97,0.147,0.27,0.2713,0.2566,1
28.63,20.96,126.63,930.31,0.1235,0.2644,0.1931,0.1444,1
24.84,39.44,42.95,1399.54,,0.3016,0.3558,,1
29.79,21.12,49.92,1208.03,0.1666,0.1443,0.0915,0.197,1
19.07,11.48,182.09,226.72,0.1242,0.1339,0.1782,0.1144,0
29.11,11.78,179.02,754.63,0.0956,0.2942,0.2269,0.1331,1
7.81,27.31,97.16,642.97,0.133,0.0984,0.217,0.2786,0
14.78,27.58,182.57,2187.15,0.1291,0.1722,0.396,0.2206,1
11.41,21.98,134.99,1553.33,0.0517,0.0841,0.1258,0.1369,0
10.7,22.39,168.94,1942.29,0.1061,0.3216,0.0243,0.2408,1
9.38,10.67,108.39,2398.11,0.1391,0.1546,0.394,0.2647,0
,25.01,58.14,1659.93,0.1099,0.0901,0.0933,0.1661,1
24.75,24.65,109.4,2458.96,0.1436,0.2484,0.163,0.2113,1
19.88,13.64,113.17,875.76,0.1041,0.1007,0.2283,0.1587,1
9.53,12.22,128.15,579.59,0.168,0.3314,0.4196,0.116,1
25.47,12.83,56.89,1091.81,0.0851,0.1413,0.2302,0.1799,1
21.26,12.13,198.62,1251.09,0.0611,0.2393,0.1925,0.2503,1
15.32,27.9,79.06,2253.05,0.1016,0.1339,0.251,0.1917,1
22.18,,71.77,1461.46,0.115,0.2864,0.4174,0.1811,1
12.24,16.79,124.29,829.55,0.0919,0.316,0.3517,0.1732,0
14.28,14.38,125.95,1892.62,0.0791,0.28,0.0727,0.1918,0
28.02,38.69,110.37,1333.76,0.1306,0.3,0.3454,0.1636,1
12.97,35.49,163.5,522.63,0.0953,0.0536,0.3617,0.2224,1
17.28,16.15,122.66,1501.29,0.1258,0.3249,0.297,0.1127,1
27.36,19.15,137.55,2290.89,0.1435,0.226,0.2826,0.2615,1
22.99,15.51,155.8,2128.59,0.1413,0.3068,0.1896,,0
7.49,24.25,44.0,1524.87,0.095,0.2459,0.2759,0.2267,0
9.54,9.61,131.3,1029.92,0.1181,0.0866,0.3172,0.19,0
6.19,29.81,181.47,345.27,0.104,0.2212,0.0528,0.2547,0
21.14,25.22,42.78,1248.37,0.1545,0.05,0.1107,0.2652,1
16.74,36.86,104.83,1914.91,0.1555,0.2496,0.0835,0.1408,1
9.22,14.1,188.2,990.25,0.0912,0.155,0.3617,0.2354,0
28.99,33.93,96.5,695.65,0.061,0.0701,0.2924,0.138,1
18.71,33.55,113.4,2338.06,0.0701,0.3431,0.1938,0.1248,1
11.81,12.94,197.05,2078.87,0.094,0.3174,0.3552,0.2861,1
18.01,21.36,71.89,1646.33,0.1177,0.3149,0.3082,0.1329,1
22.31,14.27,50.44,462.81,0.1288,0.2803,0.3928,0.1456,1
7.83,16.9,177.51,481.98,0.0898,0.2484,0.033,0.1261,0
12.59,17.16,178.95,383.6,0.1301,0.2362,0.2189,0.1941,0
25.37,26.24,115.53,1594.46,0.1625,0.055,0.3039,0.2839,1
17.03,21.75,122.27,412.73,0.1282,0.3172,0.0892,0.1528,1
19.12,38.38,173.73,2128.6,0.069,0.3108,0.1407,0.2084,1
16.39,12.92,158.17,2483.4,0.1196,0.2668,0.1802,0.1823,1
7.05,39.18,82.42,1004.58,0.115,0.326,0.3416,0.1672,0
9.98,16.15,42.7,1210.66,0.1545,0.2025,0.2122,0.2144,0
16.69,32.96,116.75,,0.092,0.1677,0.2119,0.2118,1
11.02,19.51,177.43,2351.68,0.1008,0.3394,0.1853,0.1719,1
7.2,13.44,183.33,2250.06,0.1218,0.1732,0.0983,0.2701,0
26.25,35.59,193.0,275.92,0.1129,0.2316,0.3969,0.1106,1
29.55,18.57,180.73,539.01,0.1363,0.1431,0.1367,0.117,1
25.04,29.42,132.81,1920.85,0.0548,0.23,0.244,0.2982,1
26.49,26.56,111.14,1765.79,0.1176,0.2576,0.064,0.2495,1
11.81,23.62,163.98,454.4,0.0646,0.2261,0.1867,0.2608,0
29.06,24.37,158.37,1324.87,0.0878,0.1898,0.3886,0.2205,1
10.73,31.7,126.1,1982.72,0.1294,0.119,0.4281,0.184,1
28.83,11.72,53.97,656.32,0.0689,,0.1556,0.2258,1
29.88,29.71,188.17,2196.24,0.0871,0.3198,0.0662,0.1185,1
23.08,36.77,112.9,265.01,0.1344,0.0223,0.1352,0.2516,1
29.55,10.79,98.13,1985.98,0.1281,0.0642,0.1407,0.2081,1
19.67,13.36,140.73,1593.33,0.0609,0.0595,0.2771,0.2913,0
12.23,31.22,147.81,883.87,0.1193,0.3247,0.2133,0.2275,0
16.49,22.56,73.71,1841.4,0.0677,0.2387,0.3304,0.1303,1
20.25,21.51,173.91,1986.38,0.0803,0.3341,0.3016,0.1955,0
7.75,13.25,86.39,2344.0,0.1051,0.2123,0.1081,0.1116,0
20.94,24.71,69.87,1007.95,0.0631,0.1724,0.3372,0.2491,1
29.55,12.92,105.02,1759.0,0.1692,0.2815,,0.2004,1
10.56,23.78,156.89,1562.17,0.0698,0.0731,0.2573,0.1739,0
25.02,32.67,194.47,1379.49,0.1438,0.1458,0.3989,0.2937,1
27.79,17.01,169.49,2241.38,0.1496,0.1739,0.3367,0.2881,1
28.65,23.9,190.46,147.47,0.1693,0.1185,0.256,0.2906,1
29.04,39.75,62.5,805.78,0.1014,0.1425,0.3897,0.1442,1
18.52_err,30.29,,1410.33,0.1549,0.0458,0.2582,0.2457,1
29.46,35.08,129.23,560.77,0.1649,0.0853,0.2241,0.2891,1
24.18,21.86,86.45,2282.57,0.0707,0.1307,0.1532,0.2142,1
9.88,32.8,172.49,1668.32,0.1075,0.2826,0.3796,0.1428,0
17.45,10.26,147.52,1267.8,0.0572,0.0802,0.0528,0.2636,0
23.24,12.81,195.32,2062.7,0.1245,0.1344,0.2036,0.276,1
11.94,15.3,80.77,1204.09,0.1198,,0.2311,0.2406,0
21.37,21.46,117.73,1458.42,0.0745,0.2038,0.2385,0.1587,1
22.0,35.22,120.2,146.49,0.1457,0.2217,0.2803,,1
9.9,19.73,78.27,1003.05,0.0545,0.3056,0.2175,0.2249,0
19.56,29.29,134.41,467.55,,0.2903,0.1104,0.1966,1
24.52,30.99,110.93,1767.67,0.0532,0.1142,0.3685,0.2338,1
17.97,27.17,111.48,1270.5,0.1288,0.0652,0.2827,0.1223,1
6.29,20.07,98.04,852.15,0.0595,0.0715,0.369,0.1272,0
6.22,26.89,42.71,1244.08,0.0801,0.3398,0.1187,0.1726,0
14.57,19.61,123.54,634.73,0.1366,0.2422,0.2739,0.1518,0
28.23,11.6,93.64,2323.2,0.0836,0.034,0.3071,0.2239,1
11.49,39.78,40.21,267.38,,0.0651,0.1649,0.1735,0
21.22,12.94,89.27,2182.38,0.1598,0.1803,0.3493,0.2368,1
11.33,11.24,84.58,1346.81,0.056,0.0886,0.0011,0.2538,0
13.72,36.23,102.95,1600.71,0.1473,0.2852,0.2558,0.1374,1
26.35,18.36,61.1,854.15,0.0578,0.2092,0.2638,0.284,1
23.49,,121.23,2421.41,0.0652,0.2222,0.2296,0.2574,1
8.29,19.2,150.79,805.17,0.0643,0.1727,0.2709,0.2254,0
16.29,21.14,140.83,1529.75,0.1693,0.1045,0.0719,0.2818,0
6.7,17.13,168.6,2484.46,0.0716,0.2145,0.2945,0.1532,0
17.54,19.63,112.32,2219.38,0.1576,0.2566,0.1444,0.1843,1
21.9,21.73,123.05,1405.74,0.1689,0.1424,0.1944,0.1172,1
8.84,31.33,169.66,2477.28,0.0961,0.1866,0.1432,0.1912,0
12.93,24.86,108.43,1795.23,0.1257,0.2971,0.2038,0.2013,1
15.55,38.25,152.26,632.53,0.1435,0.0691,0.2673,0.2232,1
28.07,10.3,109.54,1097.21,0.0971,0.1999,0.3605,0.1128,1
29.84,24.6,106.84,929.4,0.0694,0.135,0.2079,0.1065,1
7.08,27.11,161.63,951.87,0.1021,0.2519,0.139,0.184,0
24.26,37.53,67.97,1934.68,0.1426,0.0262,0.2098,0.1378,1
14.92,10.52,94.17,1518.86,0.1437,0.2413,0.2962,0.2518,1
15.42,26.78,75.87,229.9,0.0777,0.054,0.1491,0.2337,0
24.1,35.46,97.46,2210.78,0.071,0.0414,0.1781,0.1652,1
28.04,16.5,76.86,840.44,,0.2591,0.242,0.1092,1
28.82,36.17,132.7,2493.1,0.0553,0.2313,0.1264,0.1365,1
19.85,9.59,167.71,2391.89,0.1382,0.3153,0.0899,0.2383,0
14.57,31.71,165.86,2359.65,0.0556,0.1915,0.0604,0.298,0
24.9,37.93,98.32,2054.26,0.1505,0.1949,0.1516,0.1653,1
12.02,29.37,198.2,660.65,0.1586,0.2533,0.0208,0.2604,0
19.54,22.61,135.02,1397.01,0.0857,0.1267,0.2509,0.2734,1
14.61,10.39,103.9,669.35,0.0589,0.0322,0.0756,0.1096,0
21.76,37.52,173.69,752.83,0.1077,0.0959,0.1623,0.2832,1
11.77,23.58,156.78,1581.85,0.0858,0.0985,0.1158,0.1932,0
10.6,9.9,159.88,236.37,0.1001,0.1308,0.2711,0.2928,0
28.04,30.38,71.38,2427.92,0.1298,0.3313,0.3656,0.2077,1
8.44,23.94,114.93,2308.07,0.0752,0.2856,0.2723,0.147,0
18.14,12.85,,1038.61,0.0928,0.3289,0.2333,0.2949,0
11.3,15.64,120.65,,0.1439,0.3495,0.2877,0.1487,0
6.93,11.0,149.35,1240.04,0.1273,0.1631,0.0129,0.2765,0
6.86,26.8,134.07,2221.99,0.0892,0.0949,0.0528,0.1346,0
10.21,28.28,174.78,1765.1,0.1297,0.2048,0.0408,0.235,0
26.8,24.68,85.53,796.34,0.1418,0.3108,0.0422,0.1823,1
12.78,34.33,132.08,1194.55,0.1211,0.1737,0.112,0.2944,0
28.81,35.69,,1152.36,0.0787,0.1868,,0.137,1
19.96,28.08,150.43,2404.03,0.05,0.0644,0.0493,0.1818,1
16.48,9.4,157.11,553.73,0.1463,0.1588,0.4021,0.228,0
nan_err,30.55,46.85,351.4,0.1487,0.1477,0.3673,0.2955,1
18.4,21.96,148.13,2218.26,0.1337,0.1361,0.4178,0.1608,1
24.21,26.53,106.35,2256.18,0.0592,0.3128,0.0183,0.1794,1
12.78,29.12,59.86,2197.3,0.1202,0.0396,0.3661,0.1924,0
14.47,19.86,,1345.91,0.1485,0.3408,0.3456,0.1505,1
27.46,37.43,71.08,1697.0,0.0968,0.0227,,0.2635,1
28.71,13.15,106.49,1469.54,0.0738,0.332,0.227,0.1184,1
27.42,29.82,101.49,303.9,0.1205,0.2009,0.3388,0.241,1
16.07,9.14,158.14,1546.17,0.1492,0.2518,0.0221,0.2068,0
,37.66,163.87,172.13,0.0559,0.0818,,0.1484,0
17.43,12.49,137.12,906.97,0.1216,0.2359,0.051,0.1986,0
,11.94,43.63,2340.21,0.1272,0.311,0.3934,0.266,1
10.91,19.32,188.96,857.55,0.1223,0.066,0.0263,0.1891,0
20.19,20.58,149.8,2357.99,0.128,0.0619,0.0431,0.1244,0
10.47,15.64,45.47,730.32,0.1258,0.1203,0.4001,0.1082,0
13.96,27.14,171.01,882.37,0.0656,0.0734,0.0462,0.2556,0
26.52,,72.04,1623.04,0.0782,0.0565,0.374,0.1661,1
10.97,10.06,132.68,1937.44,0.1243,,0.3394,0.2862,0
7.71,18.91,114.66,1323.28,0.0521,0.0906,0.0173,0.2234,0
7.66,34.12,107.17,2221.79,0.1262,0.2401,0.0094,0.1873,0
28.58,30.38,182.35,234.97,0.1298,0.3044,0.2298,0.2129,1
18.17,31.47,109.98,2316.38,0.0787,0.2352,0.4288,0.1914,1
15.83,30.64,52.06,603.29,0.1218,0.0594,0.3779,0.2812,1
25.46,18.64,191.46,2226.8,0.1141,0.2093,0.1333,0.1916,1
26.06,12.09,187.29,1086.04,0.0813,0.1499,0.1661,0.1208,0
13.97,17.45,149.51,2105.31,0.1056,0.1333,0.1668,0.2194,0
22.65,34.79,114.86,1725.13,0.1592,0.1251,0.3157,0.2246,1
24.51,39.39,54.86,555.22,0.1012,0.3267,0.1467,0.2531,1
21.71,24.31,,2306.59,0.1256,0.265,0.0636,0.2867,1
9.64,9.3,52.08,719.42,0.0542,0.0642,0.3213,0.1886,0
27.02,13.34,50.98,716.17,0.0593,0.1771,0.1969,0.1704,0
18.94,18.98,125.98,2061.46,0.0598,0.125,0.033,0.1982,0
12.78,26.94,65.62,389.86,0.1434,0.3427,0.3397,0.28,0
16.21,11.33,41.24,664.0,0.092,0.3427,0.2517,0.296,0
6.9,38.24,107.7,1328.68,0.0773,0.1254,0.2104,0.2942,1
9.07,20.32,61.95,2099.93,0.1397,0.1362,0.2895,0.1459,0
24.37,37.29,65.68,488.06,0.0704,0.2178,0.2173,0.1994,1
6.0,33.2,52.31,1432.5,0.0796,0.1782,0.2788,0.1519,0
16.0,32.42,72.82,1818.53,0.1017,0.0903,0.373,0.1736,1
18.54,27.81,154.48,2171.0,0.0898,0.2379,0.2638,0.1063,1
7.31,28.43,169.43,2347.93,0.1202,0.1303,0.2836,0.1321,0
29.35,28.78,112.41,1991.75,0.0905,0.2357,0.264,0.1794,1
11.43,28.49,121.05,1680.68,0.0972,0.1466,0.2284,0.1729,0
13.3,26.17,45.22,1163.34,0.1535,0.2511,0.0739,0.1558,1
13.29,39.58,51.09,404.58,0.1561,0.2404,0.1443,0.1461,1
11.53,31.7,81.21,1814.98,0.1493,0.1879,0.298,0.2498,1
6.04,33.09,127.02,2482.86,0.1538,0.2526,0.183,0.1589,1
23.5,36.05,158.33,1878.76,,0.1721,0.1746,0.2413,1
29.2,15.68,136.8,179.44,0.1275,0.0583,0.3265,0.1737,1
11.38,11.6,102.74,1311.17,0.1169,0.0801,0.0024,0.2604,0
21.91,23.97,58.93,1590.57,0.1443,0.1012,0.292,0.1334,0
23.81,24.94,164.92,1767.63,0.1161,0.0409,0.2104,0.1315,1
26.36,34.7,98.21,1838.55,0.0633,0.2548,0.162,0.2359,1
16.14,22.76,157.77,,0.1471,0.1412,0.1464,0.283,0
13.27,26.7,122.08,667.13,0.1413,0.0509,0.0743,0.1286,0
13.81,25.34,158.19,2363.59,0.1484,0.2906,0.1437,0.1147,1
23.1,10.18,185.17,1784.13,0.0729,0.2456,0.1683,0.2869,0
25.6,28.07,187.36,698.94,0.0826,0.1692,0.1881,0.1235,1
10.36,34.67,125.62,900.68,0.0855,0.1017,0.2891,0.1501,0
14.9,13.88,121.84,2315.75,0.111,0.0701,0.195,0.2859,0
27.65,27.42,82.51,2234.47,0.0661,0.1713,0.3424,0.2606,1
25.36,27.4,189.73,1096.15,0.0962,0.3121,0.2751,0.1686,1
29.64,14.09,113.27,230.41,0.0719,0.0822,0.0815,0.2909,0
24.1,12.83,60.41,254.45,0.0818,0.2077,0.1192,0.2136,0
15.44,39.38,109.23,810.05,0.1348,0.3374,0.0341,0.1144,1
20.18,21.21,60.33,1624.73,0.1526,0.2302,0.4067,0.2406,1
21.86,16.05,120.41,1518.7,0.0527,0.1652,0.3812,0.2075,1
7.88,14.31,129.8,1635.83,0.1179,0.2564,0.0365,0.2145,0
19.07,29.7,94.04,1832.79,0.0543,0.2921,0.2469,0.2988,1
23.02,27.89,51.46,184.92,0.0602,0.2149,0.413,0.1305,0
10.02,28.95,190.96,388.0,0.1346,0.3077,0.3213,0.2314,0
24.74,11.73,163.74,988.38,0.1383,0.1898,0.2115,0.1917,1
20.01,36.7,174.22,505.47,0.1477,0.2939,0.1037,0.1544,1
28.85,21.07,98.7,317.76,0.1069,0.3342,0.12,0.2387,1
7.02,18.71,161.73,1652.68,0.1532,0.1854,0.3166,0.2336,0
12.37,23.33,117.66,2064.19,0.07,0.2197,0.3356,0.2713,0
20.44,21.09,72.17,1916.2,0.08,0.2211,0.2273,0.2758,1
13.12,35.77,59.91,2068.21,0.0661,0.2779,0.052,0.2124,1
23.15,37.81,95.21,1711.42,0.1457,0.2916,0.4016,0.1651,1
24.22,18.41,62.01,1875.41,0.0774,0.029,0.3632,0.2059,1
8.46,35.78,199.72,781.4,0.0687,0.262,0.0604,0.1719,0
18.33,,47.87,2483.5,0.1248,0.2787,0.0244,0.1555,1
18.21,37.86,110.58,572.27,0.0592,0.2511,0.2304,0.2103,1
14.86,16.62,112.33,646.21,0.0554,0.2555,0.1222,0.2316,0
28.39,26.89,88.1,821.86,0.0628,0.0337,0.1218,0.2181,1
25.86,17.51,131.42,2441.78,0.05,0.1659,0.0375,0.2909,0
22.73,34.55,64.0,2472.36,0.1336,0.29,0.41,0.1597,1
23.14,9.17,165.43,2015.95,0.1175,0.3282,0.357,0.1745,1
17.08,26.51,93.19,1624.58,0.0752,0.0957,0.0489,0.2335,0
28.1,19.52,134.61,1367.35,0.078,0.2111,0.3769,0.2201,1
22.67,19.0,154.5,2430.67,0.1473,0.2854,0.2937,0.1004,1
23.5,28.99,182.25,1781.67,0.1102,0.2683,0.1399,0.1625,1
26.68,35.4,173.73,2369.56,0.1338,0.2242,0.3746,0.1508,1
12.58,27.89,137.33,887.06,0.1043,0.0262,,0.268,0
25.37,35.45,102.14,927.71,0.0785,0.2589,0.3649,0.2732,1
10.69,17.2,120.51,2157.15,0.1664,0.2752,0.2018,0.1568,0
14.29,25.1,163.0,493.66,0.1179,0.2585,0.2153,0.1204,0
14.05,22.97,180.41,2372.39,0.0657,0.2727,0.1251,0.141,0
29.48,9.36,56.61,1337.64,0.0987,0.1622,0.1667,0.1353,1
26.56,26.26,101.58,2326.34,0.0895,0.3479,0.2441,0.1475,1
22.83,29.51,164.18,934.83,0.0757,0.2744,0.4072,0.1469,1
23.45,27.35,109.06,1829.66,0.162,0.211,0.2581,0.196,1
19.49,31.82,93.16,1279.59,0.1557,0.3283,0.0634,0.1639,0
28.73,26.71,105.81,1619.26,0.0739,0.3197,0.003,0.212,1
17.91,11.07,136.46,1330.32,0.0923,0.2888,0.3659,0.1688,1
15.13,12.61,199.97,2422.39,0.1415,0.206,0.1567,0.2629,0
9.91,27.49,118.88,1773.37,0.075,0.1939,0.1354,0.2902,0
24.87,17.52,73.36,733.11,0.121,0.1285,0.3443,0.1808,0
23.63,11.47,66.06,2286.84,0.134,0.1028,0.4065,0.1099,1
15.22,22.32,46.78,833.91,0.1285,0.1891,0.3217,0.1479,0
6.6,26.18,129.41,1016.99,0.1348,0.2107,0.0748,0.1204,0
26.14,19.19,127.13,381.01,0.1348,0.1007,0.1683,0.169,0
6.27,31.33,72.84,2263.92,0.1658,0.3245,0.3265,0.229,1
22.89,28.96,151.25,815.22,0.0916,0.2039,0.39,,1
29.29,19.32,158.58,751.05,0.1554,0.1937,0.4294,0.1486,1
16.5,32.4,81.46,2311.82,0.0526,0.1638,0.22,0.2535,1
11.64,29.11,95.06,2041.04,0.0846,0.0392,0.3537,0.1263,0
22.92,28.76,198.48,472.95,0.0558,0.3112,0.0201,0.1456,1
25.61,26.16,99.88,1955.61,0.1281,0.1246,0.1229,0.2352,1
,9.35,161.73,2294.76,0.0621,0.232,0.1598,0.1394,0
29.21,30.59,112.44,325.29,0.1515,0.2205,0.4195,0.2358,1
7.24,20.66,166.94,2087.51,0.1276,0.2129,0.0015,0.2954,0
18.12,38.22,163.04,1431.91,0.0535,0.1935,0.1324,0.2663,1
23.24,34.36,146.84,1719.31,0.1358,,0.4001,0.132,1
26.7,27.22,176.76,1303.14,0.1534,0.1126,0.1319,0.2041,1
10.3,16.82,190.27,1786.82,0.1293,0.193,0.0968,0.1845,0
25.2,15.32,132.8,220.47,0.0537,0.2805,0.3139,0.2983,1
19.26,19.55,78.0,1939.99,0.153,0.1626,0.3205,0.2929,1
15.52,23.77,103.78,218.69,0.1379,0.0873,0.203,0.1254,0
9.16,18.18,161.33,1214.51,0.0954,0.049,0.4072,0.2817,0
26.77,24.96,144.14,496.28,0.0894,0.2388,0.0872,0.1387,1
9.77,14.13,68.45,2083.64,0.1076,0.1597,0.3928,0.1639,0
13.43,39.31,48.2,880.24,0.1541,0.0614,0.3249,0.1707,1
12.96,12.35,149.27,1211.66,0.0802,0.2426,0.1583,0.1574,0
26.91,37.89,80.17,1151.85,0.0621,0.0885,0.347,0.2706,1
22.14,37.32,119.95,1963.1,0.1538,0.188,0.0573,,1
25.12,25.29,159.48,1275.5,0.0532,0.121,0.0563,0.2633,0
12.01,31.47,130.03,2001.94,0.1593,0.3275,0.3999,0.2989,1
21.0,22.52,53.33,313.48,0.0867,0.0953,0.0408,0.2682,0
19.72,28.53,69.69,592.16,0.111,0.1586,0.0018,0.1692,0
25.99,19.56,75.09,1441.62,0.0659,,0.1673,0.2423,1
27.75,18.34,81.26,2375.13,0.1583,0.1252,0.0447,0.2068,1
6.29,26.93,130.46,316.43,0.14,0.2327,0.3711,0.2573,0
22.18,24.44,120.63,241.68,0.1609,0.1245,0.3968,0.1306,1
7.24,26.97,72.51,509.46,0.132,0.0565,0.2074,0.2276,0
19.17,17.89,50.81,1653.12,0.0722,0.2271,0.183,0.2547,0
12.9,20.38,,1081.62,0.087,0.3223,0.2318,0.2522,0
13.36,11.6,197.5,2088.3,0.1084,0.1693,0.0973,0.2927,0
14.47,10.62,114.97,309.76,0.1229,0.2266,0.1281,0.1117,0
20.91,16.86,178.78,603.54,0.1612,0.2209,0.0434,0.1692,0
14.02,11.3,175.8,848.06,0.0961,0.157,0.192,0.1953,0
23.58,12.22,121.84,1619.08,0.1344,0.2229,0.263,0.162,1
15.71,34.2,153.07,1757.01,0.1653,0.1056,0.4,0.162,1
7.64_err,10.21,70.84,433.12,0.0683,0.1448,0.3178,0.1352,0
24.81,29.43,150.14,2367.38,0.1535,0.166,0.3109,0.2626,1
12.86,17.45,83.58,944.86,0.1005,0.3051,0.1324,0.2816,0
16.39,36.02,173.13,1823.08,0.1379,0.1349,0.382,0.1165,1
22.45,24.03,53.4,1377.13,0.0852,0.2296,0.4072,0.131,1
13.98,18.47,163.7,665.71,,0.0904,0.4009,0.1457,0
7.36,25.05,55.99,2137.1,0.0533,0.1033,0.0167,0.2018,0
14.97,20.84,180.99,2071.04,0.1666,0.234,0.2599,0.2582,0
28.67,26.49,88.67,,0.1476,0.2716,0.2766,0.1143,1
21.4,12.55,144.7,1529.11,0.0613,0.1725,0.1269,0.2274,0
22.12,39.91,118.0,748.47,0.1699,0.1306,0.4267,0.1299,1
21.17,22.19,98.61,1768.05,0.1226,0.3204,0.1252,0.2943,1
10.78,19.8,143.27,869.3,0.1524,0.0648,0.0931,0.2798,0
16.04,31.02,191.6,2132.03,0.058,0.2578,0.2082,0.2899,1
24.02,20.28,46.6,653.03,0.0967,0.2478,0.139,0.1212,0
8.43,34.83,187.02,174.94,0.1304,0.2478,0.3973,0.1976,0
12.67,23.08,137.45,773.68,0.0628,0.3287,0.1892,0.133,0
12.63,31.31,169.17,590.88,0.1087,0.2603,0.1764,0.2201,0
16.37,12.33,101.42,1339.56,0.1031,0.1195,0.2691,0.1465,0
29.53,35.23,115.49,620.74,0.0759,0.1366,0.0349,0.2541,1
7.62,31.81,179.02,1941.13,0.086,0.1491,0.3254,0.2288,0
18.45,15.56,106.38,709.63,0.1661,0.0302,0.3304,0.2143,1
