session_duration_min,pages_viewed,cart_value,prev_purchases,discount_percent,device_type,day_of_week,bounce_rate,loyalty_score,made_purchase
27.0,45.0,550.04,18.0,7.5,1.0,0.0,0.963,3.0,0
52.0,47.0,3623.77,19.0,23.9,2.0,5.0,0.191,30.0,1
114.0,32.0,1014.13,14.0,30.7,2.0,0.0,0.684,96.0,1
23.0,8.0,4476.19,1.0,10.8,1.0,0.0,0.036,7.0,0
117.0,8.0,4502.97,8.0,1.5,2.0,4.0,0.967,77.0,0
26.0,18.0,2502.78,0.0,15.0,0.0,2.0,0.551,45.0,0
71.0,8.0,4896.73,15.0,38.5,2.0,4.0,0.827,3.0,1
48.0,28.0,2443.28,3.0,10.7,1.0,6.0,0.77,15.0,0
96.0,46.0,4236.46,11.0,31.8,1.0,4.0,0.09,36.0,1
108.0,12.0,2742.96,12.0,16.2,2.0,2.0,0.869,13.0,0
88.0,29.0,3902.22,,34.6,1.0,1.0,0.833,35.0,1
21.0,48.0,1544.37,10.0,38.7,0.0,2.0,0.948,14.0,0
14.0,5.0,321.15,18.0,14.5,1.0,1.0,0.479,4.0,0
70.0,18.0,4699.18,12.0,2.5,1.0,3.0,0.731,27.0,1
27.0,1.0,4946.85,1.0,25.2,1.0,5.0,0.618,70.0,0
105.0,10.0,3694.79,6.0,23.4,1.0,3.0,0.878,43.0,0
17.0,6.0,2383.23,6.0,46.8,1.0,5.0,0.689,8.0,0
16.0,32.0,3976.95,11.0,15.2,0.0,3.0,0.188,29.0,1
56.0,9.0,1977.21,17.0,,1.0,0.0,0.805,,0
65.0,26.0,3508.14,15.0,20.5,1.0,1.0,0.249,19.0,1
60.0,37.0,174.52,5.0,7.2,2.0,2.0,0.304,69.0,0
112.0,36.0,4809.3,0.0,12.9,2.0,,,13.0,0
66.0,38.0,4392.43,1.0,8.3,0.0,1.0,0.112,1.0,0
7.0,1.0,1081.88,3.0,23.5,0.0,6.0,0.351,35.0,0
91.0,27.0,4167.44,10.0,22.3,1.0,1.0,0.583,,1
60.0,25.0,2933.5,5.0,37.2,2.0,2.0,0.724,69.0,1
105.0,39.0,4456.25,11.0,44.0,1.0,0.0,0.881,80.0,1
114.0,7.0,3299.1,19.0,35.8,2.0,2.0,0.242,55.0,1
102.0,47.0,4666.52,12.0,0.2,2.0,0.0,0.543,,1
91.0,49.0,590.38,10.0,12.4,1.0,2.0,0.515,97.0,1
17.0,39.0,2365.34,8.0,19.2,1.0,0.0,0.808,99.0,0
49.0,49.0,1521.94,17.0,37.3,1.0,6.0,0.139,41.0,1
14.0,32.0,2018.34,16.0,36.3,1.0,2.0,0.898,49.0,0
59.0,17.0,3092.08,14.0,40.9,2.0,3.0,0.583,42.0,1
119.0,32.0,3854.61,8.0,3.6,0.0,1.0,0.515,82.0,1
27.0,36.0,172.43,0.0,14.8,2.0,1.0,0.256,4.0,0
20.0,16.0,1456.82,1.0,16.7,0.0,4.0,0.241,72.0,0
108.0,45.0,1317.07,13.0,46.5,2.0,2.0,0.809,20.0,1
101.0,14.0,253.95,6.0,28.2,2.0,4.0,0.58,67.0,0
99.0,28.0,949.12,11.0,48.7,2.0,2.0,0.4,57.0,1
82.0,13.0,4570.64,1.0,48.3,0.0,2.0,0.562,85.0,0
38.0,4.0,925.97,19.0,44.5,2.0,5.0,0.728,39.0,1
110.0,25.0,389.39,13.0,42.8,2.0,6.0,0.144,,1
111.0,11.0,607.47,19.0,47.9,0.0,1.0,0.747,4.0,1
77.0,17.0,1003.84,2.0,2.1,0.0,4.0,0.31,41.0,0
77.0,1.0,2898.66,12.0,15.2,2.0,3.0,0.759,19.0,1
40.0,22.0,2742.97,,30.8,2.0,5.0,0.269,8.0,0
,17.0,4504.8,14.0,28.5,2.0,3.0,0.396,84.0,1
26.0,14.0,3269.13,17.0,39.6,1.0,3.0,0.272,80.0,1
17.0,38.0,2583.0,9.0,40.5,0.0,3.0,0.942,66.0,0
87.0,22.0,234.11,8.0,14.0,2.0,3.0,,86.0,0
80.0,18.0,4523.02,0.0,44.1,1.0,0.0,0.935,75.0,0
81.0,47.0,2691.36,10.0,44.2,2.0,4.0,0.473,87.0,1
55.0,46.0,818.56,7.0,22.9,0.0,4.0,0.793,3.0,0
,34.0,3701.6,3.0,35.1,2.0,1.0,0.093,97.0,1
24.0,24.0,3845.18,7.0,10.9,,0.0,0.581,32.0,0
7.0,41.0,3273.7,13.0,38.8,1.0,2.0,0.408,43.0,1
4.0,14.0,3954.98,13.0,32.3,1.0,3.0,0.447,37.0,0
42.0,34.0,131.37,7.0,9.2,2.0,0.0,0.087,70.0,0
98.0,46.0,2904.44,19.0,46.6,2.0,4.0,0.907,22.0,1
107.0,1.0,957.89,10.0,14.3,2.0,1.0,0.758,17.0,0
40.0,23.0,3030.22,16.0,49.5,2.0,6.0,0.629,7.0,1
23.0,13.0,212.76,6.0,30.7,0.0,0.0,0.343,8.0,0
48.0,27.0,1389.52,6.0,38.8,2.0,0.0,0.291,96.0,1
61.0,38.0,3796.42,15.0,30.4,1.0,0.0,0.939,0.0,1
54.0,46.0,2481.12,16.0,,2.0,0.0,,6.0,1
61.0,16.0,3362.79,10.0,46.7,2.0,1.0,0.793,75.0,1
63.0,41.0,4886.23,1.0,49.2,1.0,2.0,0.162,5.0,0
11.0,27.0,3337.39,13.0,9.6,1.0,5.0,0.941,56.0,0
86.0,26.0,3188.89,3.0,18.7,1.0,5.0,0.639,5.0,0
53.0,20.0,173.23,7.0,,0.0,5.0,0.188,74.0,1
50.0,23.0,1669.2,,,0.0,1.0,0.575,3.0,0
7.0,47.0,1142.1,18.0,10.3,1.0,3.0,0.198,26.0,1
42.0,28.0,3563.16,18.0,16.0,1.0,4.0,0.726,33.0,0
114.0,13.0,2842.89,1.0,46.4,1.0,6.0,0.759,23.0,0
118.0,1.0,2063.24,1.0,43.6,1.0,3.0,0.972,51.0,0
14.0,7.0,4935.47,6.0,13.9,2.0,4.0,0.637,76.0,0
106.0,41.0,3253.45,8.0,9.5,2.0,5.0,0.747,,0
60.0,43.0,1014.98,8.0,4.5,2.0,6.0,0.217,75.0,0
8.0,31.0,4773.28,7.0,8.2,2.0,3.0,0.832,74.0,0
20.0,16.0,1895.95,6.0,24.1,2.0,0.0,0.737,56.0,0
113.0,4.0,2102.24,6.0,20.8,0.0,5.0,0.774,10.0,0
39.0,17.0,2577.58,5.0,10.8,0.0,2.0,0.453,19.0,0
115.0,11.0,177.37,12.0,7.1,2.0,0.0,0.111,40.0,1
108.0,1.0,220.61,4.0,40.7,1.0,4.0,0.854,95.0,0
66.0,14.0,3051.72,19.0,46.1,2.0,3.0,0.409,2.0,1
86.0,13.0,371.71,18.0,5.3,1.0,4.0,0.048,47.0,1
27.0,4.0,696.66,2.0,15.5,,1.0,0.838,11.0,0
,17.0,1341.14,1.0,26.5,2.0,2.0,0.263,65.0,0
25.0,14.0,383.19,11.0,44.4,1.0,4.0,0.789,79.0,0
37.0,13.0,2043.46,,18.8,2.0,4.0,0.787,90.0,0
102.0,10.0,1757.74,1.0,2.3,2.0,1.0,0.465,87.0,0
12.0,45.0,4955.87,19.0,29.8,0.0,1.0,0.321,,1
16.0,8.0,2780.4,8.0,44.2,2.0,1.0,0.945,4.0,0
116.0,9.0,4454.55,17.0,19.3,2.0,4.0,0.498,52.0,1
45.0,45.0,3506.18,13.0,6.1,1.0,5.0,0.518,63.0,1
65.0,29.0,1008.36,1.0,23.1,2.0,6.0,0.787,0.0,0
94.0,27.0,521.74,15.0,42.6,1.0,2.0,0.352,68.0,1
28.0,18.0,2475.73,6.0,16.1,2.0,0.0,0.062,50.0,0
92.0,24.0,1249.99,15.0,14.5,1.0,5.0,0.278,68.0,1
79.0,18.0,1419.98,2.0,22.9,2.0,2.0,0.838,6.0,0
14.0,45.0,3265.16,15.0,7.9,1.0,0.0,0.034,63.0,0
41.0,13.0,4113.19,14.0,43.3,0.0,4.0,0.292,54.0,1
47.0,5.0,1258.25,3.0,23.6,2.0,0.0,0.178,50.0,0
85.0,15.0,2566.34,8.0,17.9,2.0,1.0,0.375,14.0,1
31.0,27.0,785.7,18.0,33.8,1.0,1.0,0.454,89.0,1
108.0,32.0,3437.07,10.0,48.9,1.0,5.0,0.165,82.0,1
107.0,47.0,2698.54,14.0,39.1,0.0,1.0,0.07,52.0,1
87.0,20.0,7.05,18.0,37.2,2.0,3.0,0.9,30.0,1
81.0,16.0,2157.49,6.0,14.1,0.0,6.0,0.807,18.0,0
93.0,14.0,4712.41,9.0,7.8,2.0,2.0,0.98,47.0,0
105.0,34.0,3800.95,,7.2,0.0,1.0,0.182,2.0,1
43.0,5.0,3153.04,11.0,48.8,0.0,5.0,0.563,3.0,0
74.0,15.0,2961.02,3.0,19.6,1.0,0.0,0.117,40.0,0
9.0,31.0,227.77,15.0,35.5,1.0,6.0,0.339,61.0,0
,3.0,4490.41,6.0,1.7,0.0,4.0,0.651,41.0,0
53.0,18.0,1025.68,,18.7,1.0,4.0,0.841,92.0,1
37.0,25.0,2501.71,5.0,16.3,2.0,1.0,0.402,0.0,0
42.0,7.0,119.37,12.0,29.1,2.0,0.0,0.406,64.0,0
31.0,43.0,148.41,0.0,1.3,2.0,2.0,0.139,82.0,0
6.0,20.0,2539.85,13.0,37.2,0.0,4.0,0.769,71.0,0
99.0,49.0,678.48,19.0,23.5,2.0,0.0,0.165,,1
75.0,33.0,3843.17,6.0,46.8,2.0,2.0,0.924,5.0,0
58.0,2.0,512.07,10.0,22.9,2.0,1.0,,64.0,1
81.0,36.0,1694.57,16.0,33.8,2.0,1.0,0.373,93.0,1
54.0,15.0,2764.48,4.0,16.4,1.0,1.0,0.359,70.0,0
38.0,46.0,4125.48,12.0,20.9,2.0,1.0,0.377,52.0,1
103.0,25.0,1293.23,3.0,39.0,2.0,0.0,,14.0,0
43.0,34.0,1250.97,19.0,23.9,2.0,4.0,0.028,46.0,1
117.0,11.0,4880.81,12.0,8.5,1.0,2.0,0.024,53.0,1
115.0,6.0,859.46,14.0,49.6,1.0,3.0,0.686,54.0,1
54.0,25.0,4295.75,2.0,1.9,2.0,5.0,0.501,98.0,0
17.0,6.0,1583.59,17.0,39.0,1.0,2.0,0.585,68.0,0
71.0,14.0,2038.12,7.0,30.2,2.0,5.0,0.454,74.0,1
15.0,36.0,331.82,2.0,24.8,2.0,2.0,0.959,91.0,0
83.0,6.0,4901.92,4.0,41.4,2.0,1.0,0.654,32.0,0
61.0,30.0,3569.59,11.0,42.9,0.0,5.0,0.849,20.0,0
23.0,42.0,2997.43,18.0,27.6,,4.0,0.387,61.0,1
117.0,30.0,1520.93,12.0,14.6,2.0,5.0,0.925,49.0,1
22.0,19.0,3649.87,4.0,38.1,,5.0,0.29,30.0,0
6.0,17.0,2369.43,15.0,0.6,2.0,3.0,0.387,29.0,0
112.0,5.0,1291.96,19.0,36.3,2.0,0.0,0.366,80.0,1
66.0,33.0,1962.09,10.0,11.1,2.0,0.0,0.672,27.0,0
9.0,6.0,3896.2,17.0,37.6,2.0,2.0,0.038,89.0,1
79.0,29.0,946.39,4.0,7.9,2.0,4.0,0.448,13.0,0
89.0,24.0,4471.76,0.0,17.7,2.0,2.0,0.844,74.0,0
55.0,24.0,13.58,6.0,45.1,2.0,0.0,0.211,7.0,0
39.0,42.0,2972.54,16.0,43.9,0.0,0.0,0.324,11.0,1
1.0,26.0,2448.34,2.0,7.6,2.0,1.0,0.634,15.0,0
76.0,3.0,1958.81,1.0,39.9,2.0,3.0,0.784,43.0,0
28.0,12.0,2875.72,16.0,36.2,2.0,6.0,0.004,51.0,0
55.0,42.0,133.44,7.0,11.2,1.0,5.0,0.759,18.0,0
114.0,47.0,2263.5,9.0,25.0,1.0,5.0,0.817,84.0,1
,,1944.6,2.0,19.3,2.0,2.0,0.247,39.0,1
28.0,25.0,4497.12,3.0,3.4,1.0,4.0,0.367,3.0,0
34.0,34.0,186.13,19.0,10.1,0.0,5.0,0.053,64.0,0
114.0,21.0,3301.86,19.0,31.3,0.0,6.0,0.653,95.0,1
110.0,6.0,2204.89,13.0,5.2,1.0,0.0,0.583,47.0,0
51.0,5.0,1305.17,17.0,29.5,1.0,0.0,0.575,19.0,1
32.0,28.0,4218.93,17.0,,0.0,6.0,,81.0,1
35.0,11.0,3976.83,8.0,48.7,2.0,3.0,0.424,49.0,1
85.0,40.0,2147.16,16.0,20.2,1.0,6.0,0.278,4.0,1
71.0,20.0,3574.42,6.0,16.5,0.0,6.0,0.193,24.0,0
95.0,16.0,1024.38,8.0,29.8,1.0,1.0,0.276,43.0,1
38.0,34.0,2343.72,8.0,48.0,1.0,0.0,0.347,5.0,0
27.0,27.0,3806.58,,3.9,1.0,0.0,0.88,98.0,1
23.0,12.0,896.0,3.0,19.6,2.0,0.0,0.094,70.0,1
117.0,8.0,3492.62,16.0,21.6,1.0,5.0,0.877,86.0,1
11.0,28.0,760.76,9.0,21.4,0.0,0.0,0.604,57.0,0
103.0,38.0,1065.22,2.0,30.0,1.0,1.0,0.976,,0
39.0,43.0,2763.56,4.0,20.5,1.0,0.0,,68.0,0
112.0,35.0,505.4,13.0,36.6,0.0,3.0,0.37,49.0,1
10.0,23.0,3004.39,15.0,,1.0,5.0,0.598,50.0,0
68.0,17.0,602.06,7.0,0.5,1.0,1.0,0.892,73.0,0
55.0,39.0,3511.27,13.0,15.6,1.0,1.0,0.835,,0
74.0,34.0,4410.43,1.0,37.5,2.0,0.0,0.978,46.0,0
21.0,19.0,2964.56,4.0,27.9,2.0,4.0,0.627,63.0,0
47.0,38.0,3088.0,13.0,2.4,1.0,6.0,0.243,11.0,0
9.0,27.0,4311.72,2.0,25.2,2.0,1.0,0.628,69.0,0
71.0,44.0,1505.36,0.0,49.9,2.0,4.0,0.462,,1
14.0,37.0,1485.5,6.0,22.3,0.0,6.0,0.804,89.0,0
27.0,25.0,3661.22,13.0,2.3,2.0,3.0,0.084,63.0,0
18.0,21.0,1982.49,17.0,34.5,1.0,3.0,,94.0,0
90.0,24.0,3089.99,6.0,10.1,1.0,5.0,0.299,81.0,1
58.0,,2615.74,15.0,43.9,0.0,,0.722,,1
103.0,39.0,3059.57,16.0,9.1,2.0,5.0,0.59,83.0,1
111.0,1.0,705.79,17.0,16.7,0.0,3.0,0.956,89.0,0
52.0,38.0,4876.55,16.0,32.9,0.0,1.0,0.043,4.0,1
84.0,42.0,778.36,5.0,30.0,2.0,1.0,0.469,28.0,0
61.0,33.0,4836.95,,47.3,2.0,4.0,0.34,29.0,1
119.0,30.0,109.77,8.0,1.5,0.0,3.0,0.224,52.0,1
71.0,39.0,675.36,2.0,24.3,2.0,4.0,0.823,16.0,0
22.0,3.0,3418.55,7.0,40.9,2.0,2.0,0.179,90.0,1
75.0,43.0,4089.63,1.0,27.4,2.0,0.0,0.893,27.0,0
81.0,9.0,4338.55,3.0,25.3,2.0,0.0,0.315,60.0,0
87.0,33.0,2336.62,7.0,22.7,0.0,5.0,0.861,74.0,0
28.0,2.0,1557.75,6.0,33.3,1.0,1.0,0.77,63.0,0
37.0,46.0,227.68,17.0,27.8,1.0,3.0,0.195,63.0,1
86.0,1.0,3929.02,13.0,36.2,0.0,5.0,0.939,22.0,1
84.0,31.0,607.31,6.0,17.4,0.0,4.0,0.404,53.0,1
38.0,48.0,670.27,11.0,19.2,1.0,3.0,0.665,74.0,0
24.0,27.0,3241.83,9.0,38.0,1.0,5.0,0.392,82.0,1
100.0,22.0,1319.72,16.0,46.4,1.0,3.0,0.964,29.0,1
81.0,7.0,2450.68,1.0,23.2,1.0,1.0,0.123,89.0,0
,45.0,3359.87,11.0,7.9,2.0,1.0,0.269,12.0,0
108.0,47.0,3010.23,14.0,17.3,1.0,2.0,0.553,31.0,0
,29.0,107.88,11.0,48.9,1.0,4.0,0.45,77.0,0
35.0,21.0,3674.67,16.0,36.9,0.0,6.0,0.832,52.0,1
87.0,33.0,3388.66,16.0,5.6,0.0,5.0,0.246,55.0,1
103.0,6.0,3686.25,14.0,39.0,0.0,6.0,0.351,45.0,1
96.0,49.0,27.45,10.0,45.1,0.0,4.0,0.23,29.0,1
11.0,39.0,221.21,,33.6,1.0,4.0,0.39,72.0,1
96.0,21.0,2312.34,15.0,48.2,0.0,6.0,0.388,85.0,1
91.0,22.0,3743.7,13.0,10.9,1.0,6.0,0.152,13.0,1
119.0,6.0,2745.96,11.0,0.5,2.0,6.0,0.604,40.0,1
73.0,38.0,3732.01,2.0,12.0,1.0,4.0,0.243,19.0,0
44.0,47.0,3015.64,5.0,29.3,0.0,4.0,0.842,1.0,0
14.0,24.0,1755.35,0.0,9.0,0.0,1.0,0.393,9.0,0
17.0,5.0,4658.94,18.0,7.5,2.0,5.0,0.281,25.0,1
4.0,5.0,1073.74,10.0,6.1,0.0,1.0,0.602,13.0,0
10.0,38.0,1320.7,0.0,40.5,2.0,4.0,0.448,63.0,0
89.0,3.0,4818.65,15.0,42.3,2.0,6.0,0.276,21.0,1
59.0,40.0,18.9,10.0,13.6,1.0,0.0,0.726,80.0,0
61.0,40.0,1009.3,17.0,17.4,0.0,0.0,0.195,73.0,1
104.0,1.0,2129.9,5.0,13.5,1.0,,0.135,43.0,1
49.0,11.0,2255.27,16.0,32.4,1.0,0.0,0.408,37.0,1
46.0,32.0,3493.25,14.0,10.5,0.0,3.0,0.997,78.0,1
96.0,6.0,4435.51,19.0,20.4,1.0,2.0,0.107,29.0,1
88.0,29.0,4321.76,10.0,49.3,2.0,4.0,0.868,82.0,0
66.0,48.0,4081.35,13.0,47.1,2.0,0.0,0.486,0.0,1
118.0,15.0,3967.45,12.0,24.1,0.0,4.0,0.532,41.0,1
118.0,19.0,4454.43,15.0,18.3,2.0,,0.068,72.0,1
36.0,43.0,356.78,6.0,29.4,1.0,3.0,0.768,67.0,0
84.0,30.0,4810.78,15.0,11.2,1.0,2.0,0.192,5.0,1
50.0,5.0,2671.6,6.0,20.9,0.0,1.0,0.875,13.0,0
112.0,45.0,2063.37,1.0,4.5,2.0,0.0,0.665,85.0,1
50.0,45.0,916.54,10.0,,1.0,1.0,0.578,73.0,1
5.0,42.0,1662.41,19.0,25.0,1.0,6.0,0.156,63.0,0
101.0,10.0,3705.79,1.0,,0.0,3.0,0.469,50.0,0
25.0,5.0,2899.53,8.0,39.8,2.0,4.0,0.661,39.0,0
117.0,16.0,228.86,5.0,31.0,2.0,1.0,0.399,98.0,1
38.0,38.0,1950.71,18.0,31.4,1.0,0.0,0.985,54.0,0
106.0,27.0,4792.49,19.0,32.0,1.0,1.0,0.421,1.0,1
108.0,31.0,2023.26,2.0,25.9,2.0,4.0,0.006,7.0,0
110.0,44.0,1824.32,17.0,,1.0,2.0,0.675,80.0,1
50.0,30.0,1756.75,8.0,14.2,0.0,5.0,,75.0,1
,24.0,1357.38,13.0,22.3,1.0,2.0,0.449,76.0,1
46.0,34.0,3792.6,2.0,23.8,2.0,4.0,0.043,95.0,1
38.0,10.0,2331.97,12.0,34.6,0.0,1.0,0.577,39.0,1
116.0,16.0,854.75,19.0,16.7,2.0,2.0,0.142,96.0,1
9.0,9.0,4554.96,11.0,19.7,2.0,2.0,0.791,21.0,0
,39.0,4900.99,10.0,30.9,2.0,3.0,0.736,37.0,0
40.0,3.0,1079.89,6.0,17.8,0.0,4.0,0.492,80.0,0
48.0,41.0,2200.0,1.0,43.1,1.0,5.0,0.275,75.0,1
65.0,28.0,1248.58,0.0,29.2,0.0,2.0,0.414,28.0,0
72.0,48.0,4172.95,15.0,,2.0,2.0,0.802,32.0,0
47.0,46.0,4892.75,15.0,37.6,1.0,1.0,0.105,99.0,1
98.0,46.0,3044.26,18.0,31.2,2.0,5.0,0.019,83.0,1
94.0,29.0,4155.59,17.0,11.8,1.0,4.0,0.03,11.0,1
88.0,17.0,3899.19,15.0,12.7,1.0,5.0,0.751,67.0,1
89.0,38.0,4861.36,9.0,33.0,0.0,1.0,0.457,77.0,1
45.0,22.0,3331.13,7.0,22.0,1.0,3.0,0.597,33.0,0
90.0,23.0,1026.26,13.0,38.7,1.0,4.0,0.067,37.0,1
56.0,25.0,1549.06,17.0,17.4,1.0,6.0,0.872,81.0,0
39.0,5.0,250.03,0.0,2.4,2.0,1.0,,34.0,0
53.0,15.0,252.22,6.0,29.7,1.0,0.0,0.82,3.0,0
5.0,29.0,365.53,8.0,41.3,2.0,4.0,0.55,52.0,1
61.0,46.0,1257.03,13.0,22.2,2.0,2.0,0.756,38.0,1
60.0,46.0,2015.44,15.0,48.2,0.0,5.0,0.084,15.0,1
78.0,45.0,4338.0,1.0,29.5,2.0,6.0,0.735,56.0,0
4.0,45.0,1240.91,18.0,29.8,2.0,4.0,0.746,33.0,1
1.0,21.0,4227.93,5.0,26.0,0.0,0.0,0.112,90.0,1
34.0,42.0,2841.33,17.0,37.2,,3.0,0.639,45.0,1
12.0,5.0,212.14,0.0,,0.0,1.0,0.442,48.0,0
77.0,5.0,3106.56,18.0,48.9,0.0,5.0,0.407,38.0,1
52.0,5.0,1518.65,11.0,3.0,0.0,,0.671,61.0,0
9.0,23.0,1551.95,7.0,34.8,2.0,0.0,0.489,47.0,1
33.0,36.0,2352.54,14.0,16.9,0.0,3.0,0.031,55.0,1
55.0,23.0,4344.93,2.0,28.6,2.0,4.0,0.842,8.0,0
70.0,46.0,1022.08,6.0,23.4,0.0,2.0,0.969,85.0,0
2.0,44.0,4839.13,6.0,28.1,2.0,0.0,0.932,13.0,0
30.0,24.0,3000.5,9.0,12.5,2.0,1.0,0.734,7.0,0
101.0,35.0,268.25,15.0,32.4,1.0,3.0,0.629,38.0,0
55.0,34.0,592.39,3.0,11.3,0.0,3.0,0.475,63.0,0
17.0,18.0,846.29,15.0,49.6,2.0,4.0,0.881,63.0,1
10.0,44.0,1699.29,4.0,16.3,0.0,3.0,0.243,5.0,0
50.0,30.0,,9.0,30.5,1.0,6.0,0.544,45.0,0
45.0,,4302.36,12.0,4.4,2.0,2.0,0.393,89.0,0
79.0,37.0,387.91,16.0,26.9,0.0,1.0,0.071,46.0,1
5.0,40.0,4973.54,2.0,32.7,0.0,2.0,0.634,83.0,0
37.0,24.0,3055.86,8.0,2.0,1.0,1.0,0.424,57.0,0
116.0,2.0,2389.99,7.0,5.3,1.0,4.0,0.74,22.0,0
79.0,8.0,3567.72,4.0,11.2,1.0,1.0,0.202,21.0,0
98.0,14.0,1698.01,2.0,42.8,1.0,5.0,0.419,92.0,0
17.0,29.0,1105.21,3.0,25.4,0.0,3.0,0.988,78.0,0
62.0,28.0,110.89,8.0,19.6,2.0,0.0,0.958,61.0,0
14.0,34.0,2488.26,15.0,2.0,0.0,0.0,0.934,84.0,0
94.0,34.0,4818.38,18.0,3.7,2.0,3.0,0.31,15.0,1
73.0,25.0,2925.58,14.0,45.6,2.0,3.0,0.09,53.0,1
62.0,4.0,4531.02,16.0,17.5,2.0,1.0,0.968,59.0,0
99.0,15.0,371.84,7.0,18.4,2.0,3.0,0.885,19.0,0
101.0,19.0,3129.24,11.0,33.6,2.0,5.0,0.879,16.0,0
85.0,3.0,884.12,7.0,45.1,1.0,0.0,0.927,85.0,1
39.0,12.0,2861.95,1.0,39.7,0.0,1.0,0.171,76.0,0
11.0,18.0,2831.94,2.0,6.3,0.0,5.0,0.597,89.0,0
115.0,21.0,4908.77,9.0,18.5,2.0,1.0,0.981,87.0,1
35.0,10.0,1742.04,1.0,3.1,1.0,5.0,0.763,96.0,0
2.0,5.0,1981.21,7.0,14.6,0.0,5.0,0.258,14.0,0
71.0,46.0,1465.89,4.0,10.2,1.0,2.0,0.639,34.0,0
63.0,12.0,1152.33,19.0,32.1,2.0,0.0,0.806,58.0,0
60.0,5.0,4054.68,15.0,48.8,1.0,6.0,0.145,22.0,1
65.0,34.0,4475.19,9.0,48.6,,2.0,0.264,71.0,1
86.0,45.0,888.76,19.0,29.8,1.0,5.0,0.579,97.0,1
38.0,21.0,3430.32,8.0,40.4,1.0,1.0,0.5,25.0,1
56.0,20.0,4920.78,17.0,24.2,0.0,3.0,0.646,98.0,1
33.0,24.0,4544.6,8.0,25.0,1.0,0.0,0.248,15.0,0
117.0,49.0,2796.54,12.0,38.0,0.0,5.0,0.107,10.0,1
22.0,45.0,2534.76,3.0,40.1,2.0,3.0,0.305,25.0,1
32.0,39.0,1302.89,15.0,43.5,1.0,6.0,0.779,52.0,1
63.0,37.0,3479.48,16.0,7.1,0.0,1.0,0.472,56.0,1
30.0,30.0,2392.58,4.0,48.7,2.0,1.0,0.351,48.0,1
71.0,7.0,2730.3,16.0,43.9,1.0,1.0,0.897,36.0,0
74.0,40.0,4352.48,2.0,25.1,2.0,4.0,0.941,81.0,1
81.0,27.0,2501.95,13.0,4.1,2.0,2.0,0.002,61.0,1
114.0,27.0,3489.1,9.0,26.8,0.0,3.0,0.561,46.0,1
73.0,24.0,1189.44,8.0,29.4,2.0,1.0,0.563,47.0,1
93.0,47.0,486.13,15.0,39.4,0.0,1.0,0.041,92.0,1
78.0,40.0,2879.51,12.0,16.5,2.0,5.0,0.455,70.0,1
31.0,24.0,693.71,16.0,36.5,0.0,5.0,0.295,64.0,0
5.0,7.0,4175.49,5.0,8.9,0.0,3.0,0.916,73.0,0
66.0,14.0,2265.87,19.0,,2.0,3.0,0.892,12.0,0
115.0,13.0,1299.9,7.0,21.0,1.0,6.0,0.517,5.0,0
85.0,40.0,1149.66,1.0,49.1,0.0,4.0,0.712,40.0,0
19.0,24.0,1169.06,0.0,11.1,1.0,1.0,0.251,96.0,0
72.0,7.0,1339.06,10.0,43.3,2.0,6.0,0.033,51.0,1
114.0,33.0,2965.56,3.0,7.5,0.0,6.0,0.781,76.0,0
50.0,25.0,392.83,7.0,14.1,0.0,5.0,0.065,6.0,0
23.0,30.0,2118.79,4.0,6.4,0.0,5.0,0.011,,1
35.0,6.0,602.53,4.0,18.0,0.0,6.0,0.935,32.0,0
97.0,17.0,57.06,0.0,10.9,0.0,5.0,0.185,6.0,0
104.0,22.0,4567.87,14.0,15.5,0.0,5.0,0.089,6.0,1
74.0,21.0,348.02,1.0,14.7,0.0,4.0,0.462,58.0,0
47.0,41.0,2135.89,13.0,14.0,2.0,5.0,0.169,82.0,1
43.0,6.0,2016.97,,6.1,0.0,0.0,0.28,4.0,0
31.0,6.0,3539.51,8.0,46.4,0.0,1.0,0.358,98.0,1
73.0,5.0,2546.35,0.0,5.4,2.0,5.0,0.32,34.0,0
84.0,8.0,1779.58,3.0,42.2,0.0,3.0,0.229,50.0,1
26.0,37.0,3532.69,5.0,2.0,0.0,3.0,0.013,66.0,1
102.0,28.0,2986.61,17.0,31.0,0.0,2.0,0.379,59.0,1
93.0,11.0,619.44,0.0,47.1,1.0,5.0,0.703,13.0,0
74.0,15.0,891.44,2.0,22.4,2.0,5.0,0.386,85.0,0
61.0,16.0,1428.56,19.0,12.0,0.0,1.0,0.395,32.0,0
100.0,35.0,4282.9,7.0,9.5,2.0,1.0,0.471,62.0,1
29.0,13.0,2241.54,7.0,44.7,1.0,1.0,0.953,17.0,0
85.0,38.0,884.66,9.0,8.6,2.0,6.0,0.369,83.0,1
19.0,21.0,4525.03,5.0,5.9,1.0,1.0,0.635,86.0,0
2.0,14.0,4457.41,11.0,45.8,1.0,5.0,0.027,,1
14.0,4.0,3659.7,2.0,47.9,1.0,5.0,0.518,31.0,0
6.0,16.0,4997.24,16.0,5.6,1.0,0.0,0.76,14.0,0
107.0,49.0,3196.47,19.0,5.2,1.0,1.0,0.658,,1
2.0,45.0,,18.0,11.8,0.0,5.0,0.572,51.0,0
107.0,6.0,1218.9,15.0,25.7,0.0,3.0,0.349,18.0,1
118.0,4.0,1693.67,0.0,36.7,2.0,4.0,0.239,46.0,1
7.0,35.0,3364.76,6.0,12.5,1.0,3.0,0.202,44.0,1
