annual_income,monthly_spend,avg_basket_size,purchase_frequency,discount_usage_pct,loyalty_points,online_orders_pct,return_rate_pct,customer_age,months_active
1227065.19,25821.4,3228.85,13.06,9.48,9096.67,84.4,17.21,47.57,73.4
1108019.95,26622.73,3643.62,14.86,7.26,10921.82,79.55,18.54,36.03,63.6
1595768.88,24995.29,3559.8,14.21,8.82,12722.68,88.88,14.41,41.23,62.35
1028254.72,29177.81,4032.09,12.92,11.13,12909.86,86.13,8.79,39.55,60.56
1022572.93,25088.47,3122.34,11.33,19.07,10562.08,80.71,19.89,44.57,59.92
1420402.75,25526.67,2614.89,9.82,1.5,13944.72,83.32,13.44,40.18,62.7
1338618.15,23606.19,3089.46,13.18,14.15,10120.99,77.46,10.4,39.61,54.05
1005407.88,23333.33,4532.36,13.34,4.37,11312.45,83.53,,43.85,40.23
1286503.13_err,21076.96,4047.45,11.39,4.83,13900.14,71.64,16.21,45.2,50.03
1353798.56,23396.02,4163.92,13.44,11.56,11183.84,92.22,12.96,39.48,66.57
1207934.62,26354.03,3351.5,14.58,6.37,12008.35,82.6,12.6,36.02,45.63
1325511.92,,3662.43,9.72,12.45,12147.64,98.45,9.77,43.29,62.04
990668.8,25079.19,2955.58,10.0,4.45,12518.76,71.95,11.46,41.1,63.31
1125900.94,22119.25,3035.23,8.74,7.57,10892.09,72.12,15.47,37.54,73.99
1297657.84,24749.02,3314.9,13.62,2.49,15602.52,79.22,,41.81,61.3
1066325.98,24723.01,3960.21,10.24,19.63,11507.62,63.63,16.28,44.07,44.69
1372209.77,,4026.06,10.34,2.06,12260.17,85.79,19.1,43.77,74.7
1238798.58,23165.59,3530.97,11.5,9.83,9444.36,82.92,15.27,41.98,52.81
1074959.53,28610.15,3651.64,14.22,8.51,12647.16,85.02,21.81,42.8,63.68
1417282.63,25417.25,3547.94,9.22,10.85,11109.44,74.67,13.19,56.17,57.19
1331719.64,27385.05,3418.62,11.84,11.45,11566.03,77.88,11.46,47.5,63.23
1393017.16,23256.08,3347.06,10.52,16.04,12618.1,79.51,16.74,50.36,47.77
,24312.49,3821.88,10.35,0.31,14141.52,90.74,17.95,53.98,67.18
1318879.23,22709.06,3175.53,11.44,11.72,12843.63,87.49,13.74,34.79,59.89
1212866.29,23561.88,4513.3,14.28,4.04,13952.95,84.31,15.09,44.49,52.8
1133204.14,22486.1,3420.91,14.17,8.09,11456.05,,14.67,39.42,76.92
1261407.42,23857.23,2864.64,11.88,4.27,10718.9,71.81,12.88,45.18,43.43
1343560.87,27796.04,3424.64,14.0,11.04,11520.84,,18.12,35.19,63.78
1268795.7,23983.4,4043.06,13.48,4.01,10205.69,70.21,13.74,45.72,46.04
1526768.1,29287.17,3047.19,11.95,8.87,12287.6,80.04,19.58,44.79,73.29
1270295.17,23560.81,3715.9,11.81,12.95,11259.69,67.49,17.04,42.46,59.94
1002232.87,25686.13,4042.39,12.57,10.93,10695.05,80.71,15.0,44.91,63.55
1257785.51,27877.6,3735.98,13.58,9.54,12556.81,78.0,16.84,32.58,66.92
1307222.22,22048.54,3844.95,12.56,9.84,10985.1,75.34,15.51,36.79,69.3
1358394.77,25012.51,3746.01,11.97,,13664.98,73.81,9.21,46.23,59.63
1135529.69,29101.22,3402.84,15.94,14.76,13179.56,87.78,14.2,40.42,70.28
1087296.68,24118.52,3020.0,9.9,5.3,15388.98,65.08,14.12,48.22,60.86
1299970.33,26013.41,3789.04,11.09,19.09,8620.1,74.8,11.95,40.72,48.81
1187419.69,21335.95,3624.33,11.03,10.94,11922.25,70.47,9.87,49.0,79.89
1244874.74,,3591.76,11.58,6.0,11931.83,60.66,14.94,40.79,56.41
1310484.84,25547.76,4055.52,13.23,8.92,9179.12,78.6,15.47,38.91,68.15
1248123.32,24222.54,3109.0,15.76,10.4,8668.49,78.31,18.61,42.93,
1319662.63,28666.18,3329.35,9.59,0.0,15046.86,76.67,12.62,39.66,62.05
1208343.7,22690.44,3612.01,14.17,8.36,10287.8,69.49,14.26,44.27,37.49
1176400.7,25230.92,4036.52,13.13,13.95,10748.98,82.58,14.72,44.77,53.71
1295749.86,,4013.28,11.73,9.55,11423.88,85.82,17.09,44.58,56.61
1565373.11,23450.22,3757.11,13.63,16.87,12187.45,92.02,20.11,34.57,60.03
1204237.59,29296.97,3760.97,7.26,4.4,11865.71,83.01,14.9,42.25,68.34
1212446.08,21041.32,,9.1,8.03,12254.74,84.47,13.08,35.45,70.8
1095202.13,25265.8,3325.66,8.07,8.57,13825.55,76.64,17.6,47.73,54.93
1213527.49,23953.85,3599.19,9.24,12.61,11951.91,84.3,12.83,43.75,48.54
1440305.83,25688.33,2719.08,15.17,13.07,9266.1,82.75,17.65,40.04,54.9
1190878.86,26541.86,2835.43,11.68,8.75,11839.2,76.99,16.28,48.6,68.16
988301.9,25101.24,4484.01,7.14,19.92,11573.97,73.4,14.55,46.08,69.06
1159445.01,24194.59,3558.98,13.76,8.32,14184.49,79.55,14.7,53.86,64.82
952327.34,23205.88,4109.63,11.64,0.0,10888.57,88.0,19.14,26.56,57.96
1232605.68,25415.75,2806.11,13.46,13.13,12710.08,79.97,15.99,46.33,50.02
1116616.15,21029.12,3502.05,13.55,7.74,11398.68,83.79,11.96,36.26,45.28
1372947.73,27393.85,3861.6,11.6,15.01,11014.7,84.99,10.23,44.34,33.03
1245075.56,22349.03,2893.04,12.68,2.14,11354.56,74.93,16.09,46.97,63.15
1259564.03,25786.39,2913.95,11.5,5.73,13406.17,82.88,14.62,50.44,57.91
1208959.3,26554.33,3016.18,9.34,11.67,12214.72,75.72,14.65,47.25,78.76
1073322.02,,4092.85,12.07,9.68,8808.2,71.96,20.51,35.81,61.78
1351349.23,23030.45,3202.02,11.95,10.61,12255.91,,16.89,39.26,51.93
1276016.53,21900.19,3614.27,9.07,4.51,11704.18,65.35,12.11,33.13,56.6
888403.86,26231.08,,14.07,6.97,11804.31,90.1,13.67,42.42,59.0
1152513.34,24084.54,3027.32,12.08,8.18,10080.61,74.01,11.52,39.01,46.52
1228318.02,24982.07,3193.58,10.4,12.43,10257.45,76.76,14.99,33.88,61.31
768011.98,17818.46,3170.37,13.91,19.59,11006.24,75.49,15.41,39.4,31.18
1176658.44,23272.94,3308.97,13.44,17.41,10799.31,77.01,13.78,49.11,83.02
1249062.79,23515.11,3459.09,11.38,16.68,12085.04,71.63,18.96,44.97,85.66
1332610.26,25357.96,3592.39,12.37,10.52,10945.32,75.64,14.8,52.82,73.51
1398460.31,,2761.68,8.67,12.38,12848.26,93.72,13.55,43.58,
1282360.75,24446.51,3806.86,12.45,14.01,12593.1,76.99,15.23,31.04,67.58
1320639.56,27864.55,3027.47,9.76,18.84,12603.94,76.98,15.6,47.93,53.54
772855.09,22707.67,3019.7,12.39,8.19,12739.96,70.53,12.15,40.63,53.6
1162006.3,25071.23,3534.86,12.05,9.58,11017.91,76.78,14.15,40.94,64.38
1386154.3,23040.61,3635.3,13.55,12.05,12499.18,79.46,16.07,38.41,62.67
1138046.96,31804.26,3645.56,9.87,14.77,11438.92,77.06,16.37,42.43,48.74
1224514.42,25411.26,3476.45,11.41,8.96,11717.87,100.0,12.91,43.1,61.26
1189878.18,28840.91,2671.79,9.07,5.3,,71.49,14.29,,46.4
1091819.32,26486.41,3444.62,12.2,8.89,9457.55,72.39,13.73,38.24,71.57
994656.44,21593.46,3257.2,10.64,13.37,12296.9,82.22,15.82,41.29,51.82
1273194.06,16902.1,2550.95,10.93,7.91,12012.14,83.46,12.41,46.42,78.86
1074957.12,25768.21,3069.3,12.2,8.76,12817.31,71.44,10.69,38.4,65.68
1295091.5,21015.88,3821.96,9.24,13.77,12405.83,66.17,3.99,45.79,55.74
968513.13,25714.69,3315.56,12.22,10.82,10615.21,83.64,17.21,46.59,48.23
1358969.55,22976.4,3881.17,9.26,10.56,12302.55,76.91,9.17,40.82,53.59
1132862.44,20751.08,3334.99,11.31,3.39,11530.75,76.38,16.56,47.53,53.11
1140307.08,24944.44,3423.89,9.04,12.87,11566.7,83.95,10.0,52.13,
1197793.62,25687.78,3998.5,13.33,8.18,13353.0,84.83,16.22,45.79,60.5
980806.17,23014.94,3644.53,13.29,8.37,11423.03,82.18,13.78,27.41,44.71
1252400.95,25402.55,3511.77,11.36,8.46,12389.73,73.13,13.6,49.45,70.46
1345765.57,24719.16,3521.3,12.69,12.19,,81.32,19.05,47.9,47.72
1252437.57,22782.75,3215.04,13.83,5.83,10815.56,69.69,15.74,39.95,64.66
1310068.87,28667.98,3882.99,13.6,15.3,11703.37,87.57,12.2,45.58,39.59
1260381.28,29463.13,3761.55,9.59,10.42,10319.08,82.87,18.76,38.53,59.37
1430604.88,21041.8,4089.4,13.48,9.31,10554.31,95.51,18.31,33.18,50.92
908437.46,26850.68,3565.3,9.65,14.44,10396.82,83.59,14.23,36.03,73.98
981181.46,26170.72,3583.8,12.53,9.41,13861.34,71.61,,34.46,71.02
1267954.02,25271.78,,14.85,16.48,13811.52,86.84,,50.28,64.28
1352555.22,30616.94,2925.47,11.99,9.38,12614.03,92.87,14.49,49.92,53.7
1480182.35,21871.99,3611.45,12.8,11.6,10576.05,79.98,13.66,55.92,60.26
993625.4,25253.72,2618.48,13.06,7.47,11062.78,83.15,18.15,44.29,56.31
1289580.66,27067.79,3312.33,13.73,11.65,12488.71,76.02,17.24,41.34,63.07
1355139.25,21576.02,3752.09,11.64,13.37,12945.97,88.58,12.1,47.48,65.8
1365679.44,20322.75,3339.41,12.13,10.86,12921.14,80.52,17.22,38.21,42.87
1029185.81,25961.14,2834.93,14.33,15.99,12655.8,97.94,19.92,57.04,62.83
1388345.99,18641.47,3518.07,13.84,10.98,12684.76,83.84,12.09,36.53,71.78
1223343.55,27243.28,3810.53,12.15,10.62,11136.98,93.61,13.19,39.05,71.74
1168424.54,21856.56,3097.54,9.95,16.57,12071.56,84.41,,41.35,66.82
1243003.97,25527.57,3559.09,13.54,10.64,13258.43,75.34,14.07,52.75,60.49
1160048.71,19983.92,3244.21,9.93,10.97,7612.39,,12.4,35.27,62.21
1161102.52,24411.5,3899.46,13.24,18.99,13131.07,79.7,12.76,48.2,86.43
1132347.29,24701.75,4551.2,14.4,13.38,15204.21,81.02,16.54,41.48,65.29
1216055.81,19717.6,3212.03,13.03,8.8,10387.71,,11.51,52.14,42.03
1305350.42,29609.78,2785.28,12.18,7.55,11527.13,86.6,16.15,43.77,58.04
1155508.0,23100.6,,,15.43,,72.89,17.36,40.86,60.1
1020977.16,24806.14,3284.83,14.13,12.97,13132.48,94.15,18.27,46.84,49.68
1059088.53,21352.88,3935.05,13.18,0.0,9326.07,89.44,16.68,39.29,81.22
1331162.57,24866.6,3074.17,17.6,9.2,9592.47,76.09,17.54,29.66,68.89
998457.13,22895.89,3545.6,11.47,9.92,12758.62,89.84,13.22,44.31,72.48
1079888.17,24541.92,3642.92,11.19,4.93,10253.92,80.53,16.24,31.8,70.46
1158353.73,28620.23,3596.83,10.44,9.12,9806.37,,10.61,53.25,48.59
1239705.81,28514.94,3606.98,12.23,8.97,12281.07,88.23,7.9,47.44,61.02
1037691.69,21531.7,3981.54,13.74,9.57,13511.32,67.53,18.07,39.59,61.87
1357175.74,,,,11.1,12071.64,72.51,15.23,42.66,47.69
1475416.35,29287.16,3540.97,8.21,9.0,12346.94,72.18,17.8,38.48,70.78
1302461.38,21833.81,3838.62,10.45,18.44,12063.69,84.56,18.19,39.62,55.06
1353556.48,25020.13,4259.45,11.44,8.63,11636.2,79.7,17.27,43.29,51.15
1147363.08,25621.71,2994.75,15.14,8.62,14896.05,77.52,17.68,57.86,60.99
1013508.07,22248.11,4528.98,12.47,10.26,12015.83,85.88,18.11,46.12,54.15
1303695.27,22565.86,3518.71,10.19,7.07,11255.6,67.28,14.29,44.65,46.68
1270435.81,28172.79,3616.79,10.37,12.06,13164.94,71.42,17.33,42.24,54.27
1171848.45,25830.53,3778.24,12.29,10.67,12661.57,80.74,15.82,50.62,35.86
,28421.34,4250.5,13.34,8.32,13466.73,78.22,12.24,45.92,62.97
1209951.67,26931.6,4004.52,10.3,10.41,13414.01,82.84,17.71,50.93,62.95
1206906.38,29091.94,4190.76,11.13,17.16,14648.69,77.49,16.64,43.24,61.99
1274464.7,24170.17,4148.96,,13.18,10607.32,73.43,14.66,46.5,61.46
947001.98,25302.76,3140.47,12.26,4.32,12320.18,64.79,12.54,39.37,51.55
1149549.82,20174.24,3825.66,9.39,11.24,11062.04,74.64,16.97,46.53,46.13
1199644.46,19263.75,3273.04,16.09,9.05,9379.35,79.47,9.32,38.33,59.36
1105987.48,27176.41,3424.5,9.65,10.05,13303.62,72.12,14.66,41.0,48.9
1389085.2,22724.02,2840.42,11.42,14.08,11486.43,76.56,16.7,45.64,72.66
1115318.45,21685.77,3454.81,,8.91,14375.67,74.57,14.01,40.77,52.67
1040672.21,20648.91,3664.88,16.19,10.56,10706.43,75.03,9.49,44.8,60.48
1217552.05,20927.63,3060.76,16.08,10.17,11514.56,75.77,8.63,44.5,46.65
1099784.04,26728.58,3692.92,11.06,10.91,13443.45,65.16,16.18,42.69,52.26
1250220.32,24888.09,3706.72,14.83,5.89,10474.27,85.32,,40.88,57.87
1029619.56,24178.08,3630.75,10.94,0.0,9960.15,65.41,15.89,34.19,48.84
1152605.32,28229.44,3500.82,11.46,6.15,13151.8,80.91,15.28,46.1,54.89
1368509.65,26846.24,2868.61,11.97,14.06,12085.35,75.71,16.44,50.28,52.07
1251202.07,28584.37,3333.26,15.3,3.94,9772.48,80.92,17.02,42.92,69.2
1415550.47,25318.9,3521.85,10.53,10.94,11255.24,75.86,14.92,40.18,54.21
1403266.36,25033.36,3530.98,9.76,19.61,11246.81,78.11,18.07,52.22,64.1
1138761.59,27711.48,3480.47,11.04,10.58,11940.77,79.0,17.63,49.51,63.0
1136869.24,21611.92,3612.69,10.97,7.62,11293.72,79.46,16.45,38.16,67.83
1230033.75,23891.5,3187.78,15.64,9.43,15482.94,78.66,9.53,49.42,75.15
1353029.49,22763.61,3580.44,13.17,16.33,11874.29,85.99,13.1,37.55,56.7
1057491.66,25198.75,3456.45,11.26,12.46,12527.84,,18.77,46.01,69.3
1306586.84,23745.76,3588.45,16.3,12.76,13248.43,85.94,14.07,47.86,51.59
1192541.47,28851.22,3990.33,11.54,9.82,10036.27,69.9,11.76,49.14,35.92
1060748.23,28304.4,3279.62,17.0,8.19,13491.87,84.52,20.74,51.53,48.41
1257519.77,25155.78,4031.51,14.77,17.8,11771.08,91.86,14.27,47.65,67.39
1176823.08,25535.53,4224.31,14.62,10.38,13221.24,86.55,18.19,34.1,65.1
1284174.88,21109.42,3409.38,12.07,7.31,,79.08,19.13,38.24,36.7
1261708.97,23773.08,3553.26,13.83,10.04,13438.76,81.24,13.36,43.23,69.72
997837.52,24293.28,3741.96,10.11,5.08,12389.82,73.27,,51.26,58.33
961710.98,26408.9,3609.81,14.03,17.66,14655.9,87.25,15.42,46.29,63.46
734122.75,25891.38,3663.82,10.02,12.65,13618.8,88.32,11.26,46.49,47.02
1490110.76,26023.64,2803.44,9.5,3.02,11611.4,72.45,16.69,42.9,67.02
1287758.64,23994.83,3498.86,8.67,2.62,11369.5,79.43,17.64,42.45,78.1
1260113.61,24584.51,3126.6,12.25,7.79,10465.58,75.46,12.57,41.28,66.41
992441.12,23660.49,3329.71,11.26,10.11,13520.8,68.42,20.04,46.51,53.53
1144153.85,24146.18,3966.19,13.76,6.31,9943.87,82.65,16.72,44.29,61.88
1003558.16,28022.96,3686.21,9.75,12.69,9754.3,90.51,13.22,40.98,68.11
1206404.83,19668.82,,10.93,6.91,11432.3,84.92,20.24,41.74,58.48
1177262.27,24465.99,3480.13,12.41,10.51,14658.42,71.56,13.36,42.68,56.15
1120265.82,22376.15,3408.86,11.05,10.24,10721.47,88.54,15.98,38.62,50.37
1267965.38,26650.67,3977.55,8.92,16.54,13540.15,69.37,17.92,31.61,41.87
1213817.2,26510.73,3440.26,15.23,10.91,12073.71,69.86,15.53,38.2,56.68
1178130.44,26039.78,3870.68,,10.63,11388.14,82.62,20.95,49.13,73.06
1204659.69,24232.95,3991.43,15.06,9.38,13657.08,69.56,20.15,48.54,65.86
1179905.95,25529.48,3866.68,8.28,0.23,13330.56,78.57,13.73,43.34,68.31
1157657.89,26339.44,3788.96,11.61,15.52,10986.75,82.19,13.73,37.47,70.77
1217972.29,27540.9,3222.48,12.08,7.05,12092.57,74.42,17.71,38.71,56.06
1199868.85,18984.66,3028.12,12.28,13.71,12908.2,95.23,12.03,27.9,67.09
883829.43,22810.37,3681.47,10.6,8.96,13666.73,88.11,15.88,31.74,72.05
1135061.43,26460.36,3943.01,13.65,,,82.59,16.34,47.91,38.91
1053161.84,23463.75,3510.91,12.52,7.84,11039.95,77.61,15.89,39.1,61.22
1112465.41,26701.08,3285.47,9.25,15.23,12701.94,74.86,16.7,50.51,52.09
1227239.82,25054.16,3574.24,9.75,13.12,12025.54,75.86,16.66,43.97,63.02
1250486.36,31343.12,3794.87,13.41,10.46,12869.29,81.46,12.88,43.23,61.44
941336.8,20773.86,4422.65,11.85,13.65,8843.22,76.44,12.56,32.28,52.92
1055136.06,21749.21,3879.64,14.17,15.95,13066.91,71.6,7.93,44.81,66.38
1407500.11,28242.93,3311.67,14.47,9.38,12515.93,94.81,14.63,48.21,68.1
1236565.55,29991.65,3540.01,13.48,6.07,9391.16,62.0,16.33,47.62,49.95
1256558.0,27800.92,4061.19,13.88,11.73,11104.04,75.36,11.71,,70.53
1160503.24,26063.46,3372.54,11.97,8.48,11151.65,75.3,10.6,40.19,
1346136.21,24236.32,3326.43,11.03,14.6,13458.86,79.44,16.31,46.81,59.47
1264276.6,22159.11,3587.95,12.56,6.95,11879.61,81.93,14.29,45.26,70.81
1476473.47,25795.44,3204.29,6.99,4.78,13445.48,75.44,15.41,28.37,69.08
1170659.66,25847.89,3464.94,13.61,11.33,11021.45,87.04,17.18,21.07,70.96
1380027.62,19716.1,2889.47,11.32,,10679.37,78.6,14.22,34.37,73.22
1059203.73,28315.53,3189.03,14.96,8.49,11543.95,77.61,18.14,40.05,53.81
1242804.01,21439.8,3557.89,11.68,7.02,,80.82,15.27,49.28,67.27
1181655.29,30927.24,3564.28,14.96,7.09,12823.88,81.48,15.35,43.8,87.48
1201989.02,20414.26,3448.74,9.56,7.07,11484.04,74.06,5.99,35.06,60.92
938055.01,30435.2,3771.87,9.33,7.22,13775.22,75.91,13.02,43.7,38.66
1081538.39,21387.62,3612.59,12.91,8.7,12174.88,80.6,17.2,36.35,69.91
1365434.64,23751.28,3485.12,13.8,6.9,11426.74,75.88,11.71,48.35,67.22
1138826.13,18077.17,3622.85,14.0,10.22,13062.6,89.76,14.69,36.67,59.78
1181595.85,19219.01,2947.66,10.87,12.78,12570.61,76.23,15.23,42.32,66.37
991402.62,22520.05,2641.28,12.71,13.77,11289.17,86.79,13.62,39.17,49.63
1151188.8,28054.61,3749.22,9.64,14.41,12571.19,81.17,12.85,34.86,42.04
1463700.12,21013.12,3575.81,13.51,8.44,14211.45,82.1,14.37,51.19,59.87
1324879.46,27542.91,3309.32,11.14,1.01,11870.7,90.27,9.8,40.31,63.34
1191312.02,27611.01,2897.44,13.62,8.96,12338.75,84.42,16.07,36.71,60.15
1358723.05,27332.47,3445.95,14.48,9.68,13081.23,63.22,20.65,45.15,58.8
1113597.94,32041.6,3649.72,10.32,11.92,13510.76,86.91,18.42,40.8,40.08
1013583.8,23497.24,3491.21,15.67,1.85,12887.69,80.94,10.85,40.67,59.69
1133852.43,26667.82,2873.08,13.34,8.83,13562.58,75.18,16.58,40.37,60.31
1441127.6,20556.71,3840.88,12.12,4.69,11687.48,67.26,11.03,31.78,62.95
1145039.46,24366.48,3287.81,11.86,10.0,12606.65,74.49,19.8,47.63,45.56
1167550.0,21112.18,2661.35,13.17,16.04,12366.5,81.56,20.27,33.39,70.4
1383293.22,21130.5,3623.61,11.77,12.13,11374.09,82.87,16.68,40.47,69.65
1204235.53,28428.43,3647.47,11.73,5.37,12322.5,85.34,14.49,34.18,55.81
1145206.67,25083.76,3077.2,9.7,8.37,12091.66,77.59,15.35,32.65,77.84
932776.35,27731.32,3108.58,10.54,9.85,11597.47,76.03,20.78,47.39,56.48
1236381.6,24284.9,3846.53,11.46,4.88,11636.89,73.79,16.7,47.59,67.95
1379890.53,26190.15,3569.97,6.17,10.9,11987.76,83.86,14.37,42.84,47.71
1182808.4,32461.63,3769.35,8.89,14.99,12657.75,83.77,12.02,48.2,49.83
1313118.03,28859.46,3416.46,10.35,10.75,9555.93,76.36,18.0,,57.84
1204489.54,21948.45,3665.17,11.01,12.7,12482.22,77.51,15.51,39.53,73.37
1368416.2,27392.43,3901.84,9.56,2.97,10410.37,74.15,15.25,52.96,62.81
1020558.96,23113.58,3572.07,10.15,12.13,14201.33,83.74,15.66,41.22,67.85
1279612.86,24847.9,3417.31,13.39,5.13,9080.3,,11.34,48.74,57.8
1119475.15,30834.81,3394.96,9.18,7.09,12995.85,77.38,16.82,36.69,64.64
1183623.52,22714.64,3932.56,9.35,3.49,9444.92,63.42,14.99,33.49,74.09
1116133.15,,3489.0,9.36,6.62,13079.69,80.43,20.76,42.49,54.43
1380986.17,28294.67,3489.61,14.2,9.19,12642.12,84.56,12.76,36.0,75.21
1133313.76,24303.41,3588.96,11.36,9.64,11225.02,78.74,7.81,48.52,56.12
1115168.22,25291.5,3614.75,,9.01,13713.97,84.32,20.27,41.87,55.91
1484608.82,25878.55,3034.6,8.28,9.64,10406.34,92.69,11.15,42.09,53.23
1044426.94,23827.73,3443.62,11.54,4.87,11223.93,87.74,14.98,44.92,59.7
1191416.29,26651.11,3717.87,9.4,12.11,12677.75,68.93,10.75,39.38,56.01
1232913.02,24404.37,3840.58,11.92,3.08,14687.31,77.5,13.38,45.16,59.35
1382200.17,30113.81,3409.81,9.27,8.93,13218.38,85.84,,25.41,45.74
1187968.66,22834.79,4089.76,9.37,4.89,12518.6,76.05,19.25,37.75,62.84
1036539.3,24326.9,3737.96,9.76,3.29,13473.6,83.85,17.01,,61.32
1264230.55,23571.61,3837.53,11.2,8.33,12494.61,71.45,12.51,37.4,70.7
1068810.84,23681.06,3660.52,14.53,4.75,12828.24,75.5,15.94,48.37,64.54
979091.58,19673.06,3916.97,14.73,7.32,12119.98,69.4,17.77,36.34,59.25
1041497.9,26028.92,3714.34,11.84,9.22,11947.03,79.01,11.58,48.46,46.72
1359072.78,27974.45,3074.9,6.17,11.42,12062.71,87.42,17.3,48.6,63.44
1326220.7,22975.7,3455.55,12.01,10.42,10490.29,75.75,14.22,33.67,59.83
1456836.33,23737.88,3496.29,12.4,11.45,10406.18,74.8,13.16,45.55,58.65
944506.83,22983.49,3933.72,18.01,11.05,12768.15,95.38,19.02,35.48,66.48
1107000.81,24616.01,3434.91,14.19,15.05,12155.38,87.6,20.64,49.13,71.24
1287214.3,25663.93,3654.25,10.14,13.4,9458.41,84.4,18.3,48.95,71.2
1220546.09,24483.56,3138.45,7.58,10.44,,83.28,10.31,39.3,68.65
1076257.49,24010.28,3679.09,14.05,9.18,12507.03,92.94,,38.31,59.24
1049868.07,26759.47,3778.99,10.77,9.85,8521.05,97.28,15.05,43.48,46.01
1286021.92,16145.22,3435.15,9.55,5.15,12604.71,82.08,15.2,44.39,55.14
1121567.5,25220.81,3876.95,11.81,11.0,13928.09,88.96,11.53,36.59,52.35
1333137.95,20873.07,4175.64,12.4,5.89,10295.58,94.54,14.82,43.91,65.37
1088264.55,21135.59,3021.62,15.36,15.49,13974.87,80.16,12.24,44.96,61.21
1166271.35,26977.71,3068.85,15.14,0.0,12056.11,79.79,18.52,40.94,78.08
1191638.71,25982.77,3424.81,10.75,12.65,12672.76,74.0,15.54,55.11,71.64
1123327.14,25021.71,3001.33,10.01,10.69,12034.75,65.96,16.12,46.94,65.71
1135919.23,26450.56,3530.43,13.37,4.17,11773.67,73.61,14.17,43.88,49.89
1068369.42,25652.16,2772.95,11.44,11.04,10948.56,84.45,,39.81,52.29
1051130.45,22975.22,3644.42,9.01,9.08,13057.61,81.91,12.21,37.8,46.69
1197355.04,23245.01,3730.26,13.72,14.55,12478.41,83.04,12.35,31.93,63.52
1225576.2,26947.27,2846.59,12.97,5.76,9049.76,87.3,12.85,39.14,47.47
1056688.6,23089.3,3381.97,11.83,7.44,13336.97,83.45,16.55,29.46,64.95
1188501.49,27520.91,3545.13,11.97,10.07,11132.31,85.99,9.57,33.7,46.44
1310020.21,24587.59,3245.09,13.88,7.35,12490.51,86.94,12.15,37.91,70.31
1040965.48,,3655.98,11.04,3.87,13387.78,67.3,18.24,,45.31
1207858.06,31011.06,2797.59,9.04,,11399.34,76.48,14.95,44.31,43.27
1287316.19,30362.17,3264.57,9.54,4.03,10811.34,73.96,13.3,45.2,57.56
1229241.27,22261.83,3873.08,14.01,6.58,12083.27,75.69,10.85,46.3,70.25
1118557.5,26439.47,3240.98,12.0,15.01,13273.56,89.79,15.58,45.61,54.49
1087954.22,20098.86,3867.19,12.62,8.43,11725.98,73.71,10.52,35.11,43.35
1076336.86,27114.4,3781.69,11.37,10.33,13086.43,85.33,15.61,29.06,54.84
1621129.36,23550.84,3571.02,9.37,9.05,9643.21,75.68,19.18,42.48,64.26
1179599.14,21648.5,3420.03,10.91,5.42,12061.03,79.08,11.61,46.06,53.93
1181798.71,24893.99,4018.41,14.76,12.89,14155.1,89.77,14.59,38.78,39.96
1037149.27,22609.08,3032.44,11.95,10.93,10767.23,93.71,16.24,40.52,50.37
1449593.97,18711.7,3437.95,11.25,7.96,9279.37,78.74,19.03,40.19,67.33
1099816.81,22048.32,3494.93,15.98,15.68,10967.54,80.66,14.43,44.51,77.98
1082057.47,28878.22,3199.0,10.36,8.96,12712.66,87.81,15.72,36.65,56.26
1265407.26,24711.1,3739.36,11.03,2.13,10880.71,79.69,14.64,53.13,53.94
979884.54,22940.4,3401.39,9.18,16.11,11061.11,75.27,12.75,40.95,53.32
1080466.53,24504.63,4086.84,12.74,11.42,11138.46,77.47,15.92,38.94,56.82
1298057.68,23781.34,3534.96,9.23,1.82,15244.95,,15.43,40.63,69.63
1260348.46,29719.49,2949.24,15.55,13.97,12173.04,76.72,11.02,47.97,69.11
1153703.58,31045.3,3824.86,9.67,7.14,13618.6,70.51,19.35,39.62,70.01
1115907.99,26735.56,2810.52,11.82,3.16,13185.95,71.21,13.48,37.34,69.15
1139896.46,21925.92,2477.13,11.84,11.71,13055.74,82.35,15.24,41.69,49.32
1106470.12,18841.29,2995.12,12.35,15.8,12904.89,74.19,17.31,41.35,50.52
798902.52,26372.63,4019.53,16.29,4.13,11830.3,84.98,15.46,39.69,75.45
1291291.5,24322.32,3369.23,11.1,8.23,12561.28,,5.23,39.77,42.28
1169471.46_err,31737.92,3786.65,9.68,10.17,13799.38,69.86,11.39,40.69,58.98
1377818.5,18829.08,3725.35,10.64,3.57,13427.8,86.25,13.86,33.48,48.66
1270674.16,21635.81,,12.7,8.74,10456.28,86.13,9.86,44.17,56.16
1311080.08,24413.78,3394.3,11.66,9.08,11849.85,66.28,16.23,39.31,53.72
1133695.19,21831.07,3748.79,13.37,13.92,12268.92,75.54,16.17,50.86,47.93
1384086.88,20108.46,4061.02,16.52,14.94,9711.95,72.46,19.26,51.21,58.78
966558.49,23697.98,3455.35,11.87,14.93,10837.82,87.13,19.03,45.67,65.74
1360946.14,23535.98,3093.71,14.5,8.0,12404.93,95.82,16.0,47.23,60.84
1380207.81,25249.4,3302.99,13.01,6.19,8652.14,85.57,16.8,43.79,58.97
964745.4,27560.55,4041.56,12.17,3.28,11367.21,93.32,8.74,41.47,67.27
1207942.16,23107.44,3183.22,13.77,8.23,12047.27,89.02,15.7,49.23,61.97
1095743.06,29151.54,3842.91,10.22,5.83,13321.47,85.32,11.12,39.29,56.03
