loan_amount,annual_income,credit_score,loan_term_years,employment_years,num_open_loans,debt_to_income,collateral_value,missed_payments,defaulted
1946482.36,2224819.8,684.0,20.0,15.7,5.0,0.453,119919.01,3.0,1
1242715.02,4514440.31,820.0,5.0,24.3,6.0,0.149,2415172.74,4.0,0
1713254.01,3272217.04,785.0,3.0,3.7,2.0,0.073,1424198.23,4.0,1
1875108.8,381119.89,659.0,1.0,,3.0,0.211,2131608.41,0.0,0
1962892.07,4991421.58,724.0,2.0,8.5,3.0,0.439,2318750.66,5.0,0
878270.53,4861438.83,610.0,3.0,25.1,0.0,0.369,1230403.72,5.0,0
,3358047.71,732.0,15.0,6.6,7.0,0.25,695014.53,4.0,1
1090832.38,2545848.15,385.0,5.0,6.8,2.0,0.269,1414262.0,5.0,1
684446.98,4294642.45,679.0,15.0,2.9,6.0,0.471,2500496.55,1.0,0
1695771.94,1229498.8,808.0,10.0,30.0,0.0,0.092,2652390.41,2.0,0
525395.55,273429.22,425.0,1.0,8.1,0.0,0.512,1562406.07,4.0,1
1159664.1,3649860.22,807.0,10.0,27.9,0.0,0.153,137031.36,4.0,0
978754.8,4254538.62,579.0,1.0,19.8,1.0,0.306,2389573.06,5.0,0
1697540.26,3900489.54,592.0,1.0,27.4,2.0,0.165,2753489.62,2.0,0
781440.99,4816456.02,789.0,5.0,20.3,6.0,0.329,2865245.59,1.0,0
955669.49,605492.48,559.0,2.0,22.1,6.0,0.532,169937.04,3.0,1
942085.26,251760.94,455.0,15.0,2.4,0.0,0.531,2778446.14,0.0,1
609736.29,1459265.31,350.0,5.0,22.7,6.0,0.09,1069527.7,4.0,1
74985.82,1908037.67,417.0,10.0,12.5,3.0,0.38,2097924.45,3.0,0
421476.52,475337.03,516.0,15.0,0.7,,0.153,1880182.61,3.0,1
645350.22,2610157.52,620.0,3.0,25.9,2.0,0.296,2742010.55,4.0,0
664092.5,4185533.72,521.0,2.0,3.9,5.0,0.32,472586.82,2.0,1
1548676.31,1066711.05,371.0,1.0,2.2,6.0,0.398,1881834.8,0.0,1
263964.03,4215062.18,308.0,,14.3,1.0,0.297,1764924.82,5.0,1
1161167.1,2283489.36,579.0,1.0,15.5,6.0,0.393,2289971.83,2.0,1
1436858.64,3670055.57,449.0,3.0,7.3,4.0,0.37,195368.98,4.0,1
82465.42,916624.97,427.0,5.0,14.8,3.0,0.421,1320173.64,1.0,0
1528110.21,3201457.05,678.0,15.0,13.4,2.0,0.115,1066451.2,3.0,1
,354641.17,350.0,15.0,0.9,6.0,0.317,982675.78,3.0,1
918696.34,444889.49,648.0,15.0,24.7,2.0,0.167,1803546.32,2.0,0
1492224.98,,439.0,20.0,21.2,3.0,0.089,1292059.35,3.0,0
657049.87,,447.0,20.0,23.1,7.0,0.191,568527.31,0.0,1
731551.57,4210926.9,331.0,1.0,0.8,2.0,0.318,1685189.24,3.0,0
855773.27,4636171.41,691.0,2.0,4.1,4.0,0.074,744402.87,2.0,0
769950.34,827384.37,,10.0,5.2,7.0,0.517,1580507.79,0.0,1
825658.4,4540271.19,579.0,15.0,8.5,5.0,0.3,1089674.21,1.0,0
1312980.14,1340348.0,616.0,3.0,20.4,7.0,0.393,2992011.83,2.0,0
647967.84,4680187.36,708.0,2.0,10.4,2.0,0.3,1667416.55,2.0,0
1267941.76,3274337.19,366.0,15.0,2.0,7.0,0.525,2239443.34,3.0,1
1039253.84,4915383.18,740.0,15.0,1.3,2.0,0.171,2965188.84,0.0,0
596204.41,2731784.99,579.0,20.0,2.9,0.0,0.332,571510.42,0.0,1
1140557.19,4976172.72,525.0,15.0,28.0,5.0,0.344,640372.57,1.0,0
856574.18,2979933.18,571.0,20.0,,2.0,0.402,2276044.35,1.0,0
1557104.42,2110760.71,822.0,1.0,6.8,4.0,0.205,1851154.59,5.0,1
1289843.04,486778.14,549.0,1.0,18.8,5.0,0.478,974549.97,0.0,1
1003594.55,1102529.67,751.0,10.0,21.1,4.0,0.304,2194018.38,5.0,0
463991.96,3528755.24,440.0,20.0,8.0,1.0,0.301,633370.82,1.0,1
42167.22,345453.8,336.0,1.0,22.4,1.0,0.089,669061.2,5.0,1
644030.9,4090952.18,354.0,10.0,26.4,3.0,0.562,2966398.8,1.0,0
1993413.39,3227577.02,698.0,3.0,17.3,1.0,0.471,1033200.18,1.0,0
349372.6,3864051.81,674.0,2.0,11.1,3.0,0.585,1030094.04,3.0,0
1259125.15,4010457.31,462.0,15.0,14.2,1.0,0.424,,3.0,0
1516790.96,2965539.52,500.0,1.0,26.6,5.0,0.409,1552605.3,3.0,1
1754501.47,271269.01,416.0,5.0,29.5,3.0,0.432,1072618.96,5.0,1
810514.89,1488836.44,442.0,1.0,18.1,7.0,0.504,2849511.46,3.0,1
302507.12,3305303.77,408.0,3.0,0.0,2.0,0.251,1342833.63,4.0,1
765597.98,4883722.32,580.0,3.0,15.7,6.0,0.196,2120905.62,1.0,0
1462672.48,4095774.91,539.0,1.0,19.5,5.0,0.326,2552040.25,1.0,1
121057.68,2340791.67,,5.0,13.7,1.0,0.52,873402.84,0.0,0
915605.91,2471422.85,410.0,2.0,23.2,0.0,0.305,2332452.74,4.0,0
1066820.48,4248333.9,832.0,15.0,0.0,6.0,0.237,112679.19,5.0,1
342693.41,1896571.76,632.0,5.0,5.3,0.0,0.163,2211433.29,0.0,0
1408616.9,3749616.23,482.0,3.0,29.4,6.0,0.052,1453748.63,1.0,0
1536704.27,2531407.03,532.0,3.0,26.6,2.0,0.161,858574.48,1.0,1
1162189.63,373025.5,552.0,2.0,8.3,6.0,0.432,614258.42,2.0,1
845305.96,4598386.0,537.0,,0.1,1.0,0.138,1259677.09,,1
308678.92,4725952.91,592.0,3.0,29.0,1.0,0.218,779930.98,4.0,0
1388205.18,108917.86,484.0,2.0,27.1,3.0,0.204,2082959.66,1.0,0
312551.7,472049.52,676.0,2.0,17.5,1.0,0.559,2726890.38,4.0,1
597209.67,3401560.99,520.0,15.0,,7.0,0.196,2194303.41,5.0,1
514048.21,1145387.82,665.0,5.0,24.3,3.0,0.213,340664.16,0.0,0
435077.05,4475644.93,474.0,1.0,21.1,1.0,0.21,2604125.36,3.0,0
573030.02,3480364.24,586.0,15.0,7.4,0.0,0.361,,1.0,0
1896590.36,4639955.38,628.0,5.0,19.3,1.0,0.32,2251128.66,1.0,0
406159.65,1925112.05,837.0,15.0,7.0,4.0,,2146963.54,1.0,0
1385841.05,4897022.82,337.0,1.0,21.8,2.0,0.454,1463631.55,3.0,1
195724.96,3895857.15,646.0_err,1.0,8.9,0.0,0.308,337315.19,1.0,0
1755674.68,523926.49,596.0,5.0,12.8,6.0,0.516,574187.54,0.0,1
1720371.93,1060550.67,543.0,5.0,18.6,2.0,0.211,1076142.88,1.0,0
1074728.64,1853065.15,715.0,20.0,7.7,6.0,0.585,1752115.57,2.0,0
331629.76,1362934.24,733.0,15.0,12.0,5.0,0.555,1276916.73,4.0,1
1368965.59,,426.0,10.0,28.2,,0.408,727333.8,4.0,1
1071723.44,3257355.83,405.0,5.0,8.8,5.0,0.326,854661.75,2.0,1
505595.88,804229.93,742.0,5.0,13.3,1.0,0.193,520792.82,1.0,0
1871285.11,3923888.32,445.0,10.0,12.0,4.0,0.304,349865.8,3.0,1
1243640.66,4526680.46,469.0,15.0,24.8,2.0,0.309,1594531.0,5.0,1
1885980.78,3634532.06,828.0,15.0,10.8,3.0,0.309,647831.55,1.0,0
1440650.54,3273198.91,696.0,1.0,6.9,1.0,0.283,1796520.51,5.0,1
1566373.27,1489234.04,839.0,20.0,14.7,2.0,0.329,584180.3,2.0,0
1059354.09,2728127.03,786.0,15.0,14.5,6.0,0.347,350255.56,5.0,1
866687.79,3531056.34,782.0,10.0,22.1,5.0,0.237,,1.0,0
1455573.14,1685601.15,326.0,2.0,17.2,2.0,0.143,1837022.06,0.0,0
1387157.97,3371562.07,773.0,3.0,25.9,1.0,0.383,1929124.32,4.0,0
552684.11,509440.96,780.0,3.0,6.1,,0.089,613733.59,5.0,1
1248667.14,3110389.12,345.0,1.0,21.6,2.0,0.324,1663638.82,5.0,1
1247451.23,873182.82,598.0,15.0,10.7,0.0,0.08,155794.45,5.0,1
1709691.04,884813.05,573.0,10.0,16.6,0.0,0.33,,0.0,0
352075.79,4323861.75,639.0,10.0,7.2,2.0,0.481,1738108.64,5.0,0
937519.31,860557.13,589.0,2.0,25.6,0.0,0.496,1401318.74,0.0,0
1760281.76,644215.58,500.0,2.0,0.5,2.0,0.354,1989020.24,2.0,1
40470.06,3150808.09,816.0,5.0,4.2,7.0,0.405,1291137.65,0.0,0
683516.24,1415946.79,421.0,2.0,18.0,,0.122,1690565.05,3.0,1
1829072.5,1892277.5,435.0,5.0,1.3,3.0,0.285,2025434.77,1.0,1
1791395.12,2183899.15,331.0,10.0,20.1,2.0,0.525,2707679.69,5.0,1
1523523.86,4809489.86,352.0,3.0,20.5,4.0,,2428844.06,2.0,0
1791130.26,1022586.98,660.0,5.0,16.0,7.0,0.224,752805.75,1.0,1
1780641.92,502070.75,571.0,10.0,9.5,3.0,0.488,2527752.17,0.0,1
1954998.63,4204186.63,412.0,15.0,7.5,2.0,0.593,2001837.46,4.0,1
627659.52,4174474.95,,20.0,3.9,3.0,0.22,81471.22,2.0,1
,4156422.7,526.0,10.0,24.6,5.0,0.407,1539243.03,5.0,0
1552191.4,2720306.7,439.0,20.0,22.8,2.0,,397085.95,3.0,1
1889122.62,2539010.93,354.0,1.0,22.3,6.0,,2087904.57,3.0,1
942785.16,642232.45,545.0,20.0,20.7,5.0,0.089,1644626.97,1.0,1
579005.95,2683564.89,728.0,15.0,28.5,2.0,0.159,87869.33,1.0,0
1799232.12,846291.6,791.0,10.0,27.8,6.0,0.428,136317.38,0.0,0
1267517.44,3961242.73,410.0,1.0,2.8,3.0,0.139,987655.54,5.0,1
1207937.56,3612770.86,415.0,3.0,26.1,6.0,0.407,2413680.6,1.0,1
1439841.61,2211413.47,479.0,15.0,17.9,6.0,0.303,2325294.16,3.0,1
113487.65,4007043.33,745.0,10.0,17.5,1.0,0.365,1470781.64,3.0,0
1609710.39,3652448.88,341.0,20.0,27.6,1.0,0.347,1170777.03,3.0,1
33010.76,2210976.46,481.0,20.0,26.0,6.0,0.244,1942707.95,2.0,1
327833.4,1225416.67,431.0,15.0,13.7,2.0,0.178,856368.05,2.0,1
636556.46,3127969.76,757.0,20.0,22.7,5.0,0.531,2120051.45,4.0,1
320948.34,4641400.75,431.0,2.0,13.8,2.0,0.322,954556.82,1.0,0
101899.83,3066199.96,783.0,15.0,6.3,1.0,0.193,150737.85,5.0,0
1703643.18,4682195.94,340.0,5.0,27.7,0.0,0.545,1812080.03,3.0,1
915130.56,4647044.93,420.0,20.0,10.5,3.0,0.158,338365.57,5.0,1
1040956.05,1735277.37,801.0,15.0,7.2,1.0,0.338,2386598.96,0.0,0
1792605.34,2391517.35,576.0,20.0,10.3,7.0,0.271,620064.28,5.0,1
90879.88,2151023.89,813.0,3.0,7.2,6.0,0.569,1187549.37,5.0,1
305516.39,2835292.5,691.0,2.0,4.8,2.0,0.146,1787588.85,2.0,0
83275.64,1402107.92,733.0,15.0,7.3,5.0,0.421,145630.92,3.0,0
1804924.99,807129.11,673.0,1.0,27.8,4.0,0.401,164294.13,2.0,1
341093.89,4936141.11,698.0,2.0,15.2,5.0,0.419,223531.87,5.0,0
72160.5,1780163.2,749.0,10.0,3.5,2.0,0.545,263926.47,1.0,0
1173591.09,1166158.14,369.0,15.0,,2.0,0.139,1568222.03,3.0,1
1604658.18,3297129.41,522.0,2.0,11.0,0.0,0.099,91848.23,5.0,1
1065165.95,4615634.67,356.0,10.0,29.3,3.0,0.533,2121583.73,1.0,1
885541.48,3317884.4,720.0,2.0,23.0,2.0,0.385,1618493.66,5.0,0
821323.29,4847928.73,485.0,1.0,23.4,6.0,0.596,472564.48,3.0,0
501748.58,516416.83,387.0,15.0,0.2,1.0,0.519,245083.74,2.0,1
304822.16,4407858.94,320.0,3.0,12.1,1.0,0.29,2507137.25,4.0,0
648571.32,1017987.98,578.0,10.0,7.1,5.0,0.15,2337946.77,4.0,1
141110.07,1975710.78,775.0,20.0,28.2,4.0,0.486,842265.73,0.0,0
1855159.42,912992.26,432.0,10.0,9.5,4.0,0.278,469817.17,3.0,1
1074905.92,1075937.95,308.0,1.0,24.6,6.0,0.066,1822080.08,2.0,1
1776413.19,2132201.39,688.0,15.0,29.0,6.0,0.197,2635275.53,0.0,0
316006.84,1743095.11,609.0,10.0,27.8,5.0,0.267,1501969.9,1.0,0
1349565.95,1516239.23,308.0,2.0,3.7,0.0,0.109,1265929.22,0.0,1
1420412.17,4286583.56,328.0,2.0,18.5,0.0,0.553,2700952.64,3.0,1
1031187.46,410437.88,305.0,20.0,25.1,5.0,0.183,288236.29,1.0,1
812570.82,3955726.73,617.0,10.0,19.1,2.0,0.588,2907842.58,3.0,0
1134469.06,985346.99,499.0,1.0,2.2,2.0,0.091,1004544.47,1.0,0
1559123.1,153382.35,755.0,5.0,2.7,4.0,0.36,1919358.25,0.0,0
1914991.59,4671177.46,381.0,5.0,8.1,5.0,0.183,437232.81,4.0,1
1106554.87,2510810.59,482.0,15.0,1.9,7.0,0.486,2465200.87,5.0,1
1296017.21,3431250.48,816.0,3.0,1.1,2.0,0.131,793783.79,3.0,0
591922.28,4434563.27,649.0,1.0,13.7,5.0,0.11,2902194.63,1.0,0
378172.05,1125768.41,409.0,1.0,,3.0,0.375,2990874.09,4.0,0
577234.01,4188143.69,455.0,5.0,12.5,6.0,0.525,1349580.4,5.0,1
630733.58,542574.17,509.0,10.0,14.4,7.0,0.403,1109092.82,4.0,1
510892.93,2062453.77,445.0,2.0,27.9,4.0,0.589,2188936.29,4.0,1
1672782.87,1067563.04,775.0,3.0,1.2,7.0,0.573,1638049.23,0.0,0
320033.97,1983494.1,737.0,20.0,17.7,2.0,0.281,146716.68,2.0,0
704286.92,1478398.88,608.0,3.0,6.7,3.0,0.385,2796893.22,5.0,1
457935.43,243785.1,674.0,5.0,28.1,1.0,0.53,5722.33,3.0,0
30066.41,368439.91,749.0,15.0,0.5,6.0,0.421,470180.16,4.0,1
1058943.15,3003288.73,649.0,3.0,23.6,0.0,0.583,362923.52,3.0,0
,,419.0,3.0,22.3,2.0,0.337,631887.47,3.0,1
351237.98,1916688.84,580.0,3.0,14.8,3.0,0.48,129671.8,1.0,1
1985201.38,2153576.01,487.0,20.0,24.2,3.0,0.483,1575935.32,5.0,1
1519515.1,1155799.17,341.0,3.0,3.6,4.0,0.425,2852046.6,5.0,1
1094386.64,415972.34,503.0,1.0,13.1,1.0,0.101,368595.68,4.0,1
251425.31,2198641.25,382.0,3.0,8.5,3.0,0.467,2818573.91,,1
242923.86,4274835.01,468.0,3.0,26.1,2.0,0.119,357694.7,0.0,0
1152627.6,2190287.68,695.0,2.0,11.7,6.0,0.585,1487059.36,0.0,0
943323.94,2295850.11,774.0,10.0,10.7,0.0,0.159,2447901.47,2.0,0
874487.05,3853556.28,525.0,2.0,21.0,4.0,0.343,1044488.26,0.0,0
715862.15,3097252.05,669.0,5.0,26.4,4.0,0.375,2438359.56,4.0,0
1574057.43,3252422.94,423.0,10.0,22.8,7.0,0.465,2562430.85,5.0,1
1733122.72,4125226.62,370.0,2.0,23.4,6.0,0.348,130548.42,4.0,1
1505252.26,2522284.32,616.0,15.0,5.2,7.0,0.461,2483098.35,3.0,1
1968934.7,796018.03,701.0,5.0,8.7,5.0,0.28,1830562.63,2.0,0
1656317.77,1113245.58,356.0,10.0,21.5,6.0,0.073,2417347.08,0.0,1
1092834.67,296951.07,612.0,15.0,5.7,1.0,0.068,65501.58,0.0,1
204339.19,1415630.92,780.0,10.0,11.8,5.0,0.289,1398206.97,3.0,0
26123.96,4080626.24,623.0,5.0,10.9,3.0,0.388,301376.41,1.0,0
1412032.45,1727314.14,543.0,5.0,9.4,6.0,0.189,2693016.57,5.0,1
332571.24,1080273.38,593.0,10.0,17.1,4.0,0.233,15515.44,5.0,1
1321210.15,1686982.49,654.0,15.0,10.8,0.0,0.147,2804837.68,4.0,0
1885772.85,1588875.76,734.0,15.0,10.3,7.0,0.062,2476753.41,2.0,1
1233742.94,653079.92,787.0,3.0,14.0,2.0,0.063,1159950.21,2.0,0
1983537.0,4535418.23,621.0,5.0,9.0,2.0,0.277,1773460.44,3.0,1
332291.65,907298.42,395.0,15.0,16.0,0.0,0.193,2922299.02,1.0,0
896429.27,4537930.07,316.0,20.0,22.7,7.0,0.149,1260341.59,3.0,0
1776228.68,1981720.75,772.0,,24.4,2.0,0.293,333054.12,4.0,0
992674.25,3710418.99,809.0,20.0,21.2,7.0,0.507,404471.9,5.0,1
1484035.68,1225515.19,365.0,3.0,9.1,0.0,0.369,2696014.61,4.0,1
1724780.2,1067453.07,356.0,2.0,6.8,2.0,0.577,2886781.93,5.0,1
702377.81,2090025.69,773.0,1.0,15.5,0.0,0.168,552533.26,1.0,0
699237.89,2733349.3,636.0,10.0,25.4,,0.067,2948755.71,5.0,0
670382.22,2042330.17,626.0,3.0,9.9,0.0,0.171,1342480.53,1.0,0
270996.41,1603275.26,576.0,2.0,16.7,1.0,0.204,1265657.46,3.0,0
387576.25,3804359.31,383.0,15.0,16.4,0.0,0.448,2202365.33,4.0,0
594663.96,1555412.53,663.0,15.0,4.1,6.0,0.593,2290161.32,0.0,0
552272.09,2716509.28,649.0,1.0,17.6,1.0,0.076,1156108.17,3.0,0
1706124.39,1295859.98,388.0,5.0,28.2,5.0,0.156,2084762.52,5.0,1
517125.02,3072762.56,339.0,15.0,27.2,2.0,0.449,983955.63,5.0,1
1619631.81,3303633.41,803.0,15.0,3.5,7.0,0.459,835820.88,4.0,1
1291774.81,4765754.44,655.0,3.0,27.3,4.0,0.333,2856537.61,0.0,0
1818346.09,1464603.74,437.0,3.0,17.3,5.0,,2087474.63,2.0,1
1779747.49,189998.85,571.0,2.0,24.0,0.0,0.364,1614543.26,2.0,1
241259.88,2407272.99,721.0,20.0,13.9,2.0,0.095,1027478.18,3.0,0
1595019.42,1575839.02,530.0,15.0,15.2,2.0,0.447,580645.21,1.0,0
943513.22,4605927.18,417.0,3.0,19.1,3.0,0.327,1573046.47,4.0,0
1944610.73,4798010.81,504.0,2.0,24.8,7.0,0.182,1569215.35,0.0,0
1206197.48,4044289.19,546.0,10.0,1.9,3.0,0.053,473619.5,0.0,0
786279.27,3573080.39,414.0,20.0,1.1,4.0,0.347,270102.67,2.0,1
179072.21,3956461.46,436.0,,2.1,5.0,0.199,655474.56,1.0,0
697132.28,1644140.17,680.0,1.0,3.3,1.0,0.575,289417.89,4.0,0
253721.78,2166172.28,777.0,10.0,8.1,,0.336,2864294.88,0.0,0
1944169.97,4681254.85,535.0,1.0,13.3,7.0,0.132,2804354.08,0.0,0
164943.89,528971.06,836.0,15.0,5.7,0.0,0.236,909426.97,4.0,1
976923.0,2491846.4,386.0,15.0,28.3,7.0,0.08,1220605.21,,0
147472.16,3560267.86,527.0,10.0,20.6,1.0,0.317,2005795.55,1.0,0
1035598.06,4834137.27,679.0,20.0,15.1,4.0,0.289,2146852.66,0.0,0
299277.49,3271766.25,837.0,5.0,18.0,6.0,0.264,1722983.95,5.0,0
280379.48,4999978.78,592.0,3.0,20.0,4.0,0.366,1361465.17,4.0,0
1766451.79,4828480.98,415.0,1.0,25.8,5.0,0.191,494650.16,3.0,1
793293.56,235841.35,640.0,5.0,4.7,0.0,0.303,387655.73,0.0,0
636859.34,4747632.73,408.0,20.0,1.7,7.0,0.279,284581.86,2.0,1
310961.05,773594.76,552.0,2.0,7.5,7.0,0.22,24142.08,0.0,0
856861.44,535370.73,613.0,2.0,0.5,2.0,0.592,499314.72,0.0,1
102404.99,1175924.62,645.0,10.0,10.8,7.0,0.56,1942024.78,3.0,1
193509.08,2327481.94,566.0,1.0,26.9,6.0,0.053,2845290.3,5.0,0
1789884.19,3025719.05,601.0,2.0,6.0,1.0,0.222,950560.42,5.0,1
,4185166.84,541.0,5.0,27.0,4.0,0.585,339820.29,0.0,0
884149.21,3473143.33,824.0,20.0,24.6,2.0,0.5,1571004.57,2.0,0
1171516.98,4154423.05,798.0,3.0,5.6,3.0,0.564,2924383.45,0.0,0
1340720.89,1352926.1,704.0,2.0,10.2,5.0,0.441,1112714.9,1.0,0
766111.04,2236078.21,356.0,3.0,6.6,4.0,0.396,2383976.29,5.0,1
573074.09,3991601.18,537.0,15.0,22.4,0.0,0.155,,2.0,1
1265406.3,3596135.98,604.0,10.0,12.1,0.0,0.065,1755591.95,4.0,1
781201.61,2729102.1,708.0,10.0,16.6,6.0,0.296,1450838.84,0.0,0
957883.4,3405295.86,706.0,15.0,27.3,,0.419,870620.7,5.0,1
798691.76,4589546.92,835.0,15.0,8.4,1.0,0.249,35415.18,5.0,0
871885.33,1012941.11,715.0,20.0,0.8,2.0,0.571,1753324.72,0.0,1
168711.51,2698516.99,499.0,2.0,27.6,3.0,0.225,1026899.75,0.0,0
1821782.25,4995060.41,554.0,5.0,11.1,,0.133,2738479.27,2.0,0
856290.86,573194.67,414.0,2.0,10.3,4.0,0.486,2562750.06,4.0,1
1501472.84,4421480.86,491.0,1.0,29.2,6.0,0.307,2549326.43,3.0,0
,1046746.08,751.0,5.0,0.7,3.0,0.398,2324539.57,0.0,0
921609.73,696345.47,729.0,3.0,1.9,7.0,0.236,1154920.98,1.0,1
248045.44,4946102.29,387.0,20.0,12.8,3.0,0.327,2261428.31,0.0,0
1232870.02,3796156.58,841.0,1.0,23.5,4.0,0.581,2812302.14,4.0,0
1081967.77,1486906.96,728.0,3.0,5.0,1.0,0.235,500596.84,4.0,0
1773884.36,673278.07,747.0,,18.3,0.0,0.399,2287234.3,1.0,0
1108679.77,2135168.01,372.0,1.0,15.2,7.0,0.148,2582722.32,,1
278917.75,3514509.52,554.0,10.0,14.9,2.0,0.462,2021486.61,1.0,0
1777948.9,1006243.89,828.0,5.0,10.4,0.0,0.23,2479148.03,0.0,0
1363347.56,4481081.47,466.0,2.0,14.8,3.0,0.415,1904933.47,3.0,0
601416.5,3212833.13,400.0,3.0,0.5,3.0,0.084,500385.83,5.0,1
100576.04,3766857.72,695.0,,19.4,0.0,0.126,,2.0,0
1953871.85,948417.92,436.0,20.0,20.5,0.0,0.117,1305174.58,3.0,1
1547322.64,4012249.73,301.0,1.0,27.6,6.0,0.349,1235033.94,3.0,1
827714.94,1504947.29,616.0,1.0,9.8,1.0,0.342,2838983.48,1.0,0
1142765.04,1092379.42,578.0,,18.7,4.0,0.236,906778.02,0.0,1
1169690.43,2928955.69,530.0,10.0,11.8,7.0,0.263,393217.11,3.0,1
1607335.15,1530666.2,793.0,20.0,26.1,7.0,0.255,1837898.56,0.0,0
1363635.79,3618374.03,499.0,20.0,15.8,5.0,0.274,796206.88,2.0,1
463814.14,3963207.86,460.0,5.0,0.6,3.0,0.272,450651.87,3.0,1
1871796.76,4409249.82,652.0,10.0,20.2,5.0,0.169,459512.79,2.0,0
1681977.96,1067386.14,677.0,1.0,3.5,7.0,0.566,2204594.79,0.0,0
904839.21,2622655.11,460.0,2.0,18.2,6.0,0.534,2416010.38,2.0,1
793634.4,3995716.11,675.0,3.0,19.7,4.0,0.479,883856.79,4.0,0
452186.74,3115724.86,628.0,2.0,13.2,2.0,0.532,1689972.0,1.0,0
556338.34,3834212.01,338.0,15.0,24.3,6.0,0.335,800887.72,3.0,1
978417.64,3856698.14,589.0,10.0,2.2,5.0,0.543,1099399.45,2.0,1
847166.48,357433.56,341.0,3.0,6.6,5.0,0.303,1092573.6,,1
306693.41,704834.33,697.0,2.0,14.9,3.0,0.339,1369544.25,0.0,0
160097.33,4880052.16,539.0,5.0,22.1,2.0,0.251,514060.53,0.0,0
1559586.93,2434903.08,772.0,5.0,1.2,0.0,0.308,2006241.51,5.0,1
1595373.99,3640419.33,320.0,1.0,3.1,3.0,0.576,1890470.76,5.0,1
1825913.95,3465470.75,710.0,1.0,1.4,4.0,0.295,151966.36,3.0,1
669091.61,2936993.1,693.0,5.0,25.1,2.0,0.531,1029894.36,0.0,0
1482123.57,4825126.67,563.0,10.0,1.5,4.0,0.339,2717208.29,3.0,0
1151397.86,1537379.98,318.0,15.0,18.6,,0.314,2496601.02,,1
1128744.68,3998651.61,485.0,20.0,6.0,5.0,0.217,1827387.85,3.0,1
1842116.32,4132901.38,792.0,10.0,2.1,2.0,0.29,2895226.84,2.0,0
1009686.78,4668829.65,358.0,2.0,0.1,0.0,0.319,2822496.06,4.0,1
347824.33,4811243.92,673.0,10.0,16.9,3.0,0.165,2192822.3,4.0,0
953920.12,2775296.55,504.0,1.0,27.2,2.0,0.552,2115110.31,1.0,0
1792446.78,4016241.83,584.0,5.0,21.5,7.0,0.302,1007207.28,1.0,0
1969868.75,4358074.43,770.0,10.0,28.8,7.0,0.566,290339.76,2.0,1
1377365.43,3935706.83,716.0,2.0,25.8,2.0,0.053,1794221.05,0.0,0
1638728.24,4432854.15,557.0,10.0,16.9,3.0,0.577,336286.09,1.0,0
1416486.36,1539321.98,747.0,5.0,25.4,5.0,0.135,2478538.19,3.0,0
127146.04,3307290.65,773.0,5.0,14.0,3.0,0.499,1792853.22,3.0,0
1735790.74,4268185.58,621.0,15.0,21.7,1.0,0.144,80695.06,2.0,0
1180793.21,4812711.9,368.0,10.0,18.7,3.0,0.514,166325.65,0.0,1
1917737.86,711272.8,774.0,20.0,5.4,1.0,0.077,1305539.92,5.0,1
1446701.62,2814446.67,301.0,20.0,2.4,4.0,0.21,2630174.45,0.0,1
1073718.05,565662.11,412.0,2.0,0.9,1.0,0.333,147880.41,0.0,1
1074404.88,1825282.81,790.0,1.0,22.2,7.0,0.203,602995.4,0.0,0
1873799.96,1457786.78,806.0,15.0,20.2,1.0,0.458,466009.84,3.0,1
733185.99,3815291.45,586.0,1.0,23.8,6.0,0.408,848168.29,2.0,0
770623.02,1136446.39,735.0,,3.4,1.0,0.474,1324589.24,4.0,1
1751846.29,1868128.3,679.0,1.0,25.8,5.0,0.226,242864.94,5.0,1
1857988.04,2384869.56,640.0,1.0,21.8,3.0,0.125,2158217.09,4.0,1
1093202.82,2208536.52,346.0,5.0,7.8,7.0,0.364,2148560.78,5.0,1
572600.4,4965651.51,704.0,15.0,,6.0,0.497,1835825.74,4.0,0
1591435.42,1332117.05,520.0,2.0,4.0,6.0,0.392,2148630.32,2.0,1
1158346.13,4320340.89,550.0,3.0,4.0,1.0,0.24,1843129.96,2.0,0
41049.22,2637946.4,332.0,15.0,6.2,6.0,0.209,1727685.02,0.0,1
1564650.81,1119197.56,837.0,3.0,25.5,2.0,0.473,2742849.83,0.0,0
862733.9,4620995.22,587.0,15.0,20.2,2.0,0.469,1594446.37,1.0,0
461473.27,816266.02,414.0,10.0,12.4,3.0,0.167,891432.84,4.0,1
543332.97,1238091.19,433.0,20.0,14.8,1.0,0.089,2354851.3,2.0,1
77373.64,2613312.45,666.0,3.0,3.4,2.0,0.414,897027.46,2.0,0
531555.84,3377454.64,527.0,20.0,5.3,7.0,0.383,1890791.6,0.0,0
517047.99,1324890.63,417.0,20.0,27.7,1.0,0.199,802578.83,5.0,1
397241.19,4145805.6,666.0,15.0,15.1,3.0,0.598,2054784.3,4.0,0
442070.29,2068802.9,549.0,2.0,29.9,7.0,0.512,2929951.38,4.0,1
435778.55,3180369.94,668.0,20.0,8.8,2.0,0.12,115616.84,1.0,0
238041.97,3534597.12,,,24.9,3.0,0.155,2210214.11,5.0,0
1347145.1,1241961.4,704.0,5.0,11.3,7.0,0.534,302091.8,2.0,1
1039989.7,1490144.1,789.0,2.0,10.4,5.0,0.583,2983326.78,0.0,0
,722963.75,340.0,3.0,12.6,0.0,0.293,1687615.34,4.0,1
