pm25,pm10,no2_ppb,co_ppm,so2_ppb,o3_ppb,wind_speed_kmh,humidity_pct,temperature_c,aqi
36.6,83.88,33.9,1.11,10.44,49.74,9.57,55.21,26.98,120.93
53.09,88.57,43.42,0.6,10.79,56.69,10.33,73.93,25.96,121.81
45.0,88.21,44.89,1.55,,67.13,7.97,53.73,24.35,94.37
48.77,82.5,42.97,1.31,9.45,45.91,9.73,58.83,31.73,99.71
50.19,79.82,49.93,0.93,14.78,51.72,12.76,59.32,24.88,96.69
,61.67,61.55,1.6,9.62,38.86,10.6,71.14,28.72,102.12
51.5,93.32,41.71,0.64,16.19,,6.62,60.4,31.81,138.15
,87.71,52.83,1.33,11.77,62.75,15.13,56.86,29.93,
53.65,75.62,30.35,1.58,14.52,46.64,8.5,63.86,27.85,105.13
49.93,77.66,60.05,1.31,15.36,56.86,6.81,68.16,25.37,134.28
51.49,67.27,62.32,1.11,14.41,59.78,8.09,67.3,27.09,120.82
57.59,81.44,46.81,1.16,13.91,46.76,10.1,57.11,27.02,127.36
48.27,71.94,61.19,1.68,10.52,51.63,,56.51,30.03,126.14
52.32,91.91,42.03,1.24,16.29,53.51,18.38,40.33,23.48,115.07
44.83,77.44,43.4,1.2,7.92,52.64,11.55,69.11,,96.77
53.04,82.66,53.01,1.48,15.37,50.15,13.26,74.47,26.31,118.7
29.63,,36.09,1.55,15.25,58.87,9.24,66.91,29.53,94.68
52.96,110.93,41.65,1.05,19.05,52.85,15.35,66.57,28.6,117.88
50.53,100.93,50.2,1.38,14.5,50.24,10.21,62.19,25.91,123.86
44.55,91.65,49.71,1.28,10.33,62.84,14.37,58.28,31.42,94.14
42.25,93.96,35.63,1.45,14.92,60.87,12.49,65.88,28.31,112.27
54.1,,42.09,1.28,12.0,52.14,6.21,57.41,33.7,
42.33,64.43,29.41,0.65,10.32,46.7,7.3,48.14,26.76,108.01
40.77,67.69,47.43,1.27,14.97,56.82,13.33,64.14,16.03,117.64
38.63,90.21,54.24,1.44,9.52,51.6,15.82,59.55,23.51,104.5
46.13,83.35,47.17,0.94,14.99,62.02,7.5,46.99,23.92,127.29
53.82,97.76,45.55,1.45,11.31,68.14,3.93,58.18,24.12,114.75
50.44,86.08,34.79,1.08,13.98,43.56,8.75,68.68,26.43,84.35
41.03,99.25,34.31,1.01,11.88,70.84,13.86,54.0,28.15,104.16
51.22,76.35,,1.48,15.26,47.74,12.36,61.76,25.55,108.01
43.0,88.66,39.41,1.4,12.63,49.62,14.12,56.47,29.68,83.15
49.02,93.73,55.4,1.47,8.34,54.31,11.5,54.15,26.29,115.54
46.96,99.63,52.94,1.42,14.65,57.7,12.87,61.75,28.0,104.41
45.25,,54.11,1.6,11.9,54.82,9.18,49.76,34.57,125.67
50.03_err,80.25,,0.77,12.14,37.61,,53.76,29.99,109.48
47.27,88.53,22.25,1.24,6.5,49.09,9.42,63.4,34.57,112.3
52.25,67.53,43.3,1.31,13.95,47.85,7.59,67.77,26.82,95.06
41.68,91.27,42.86,1.19,9.35,51.98,10.14,56.13,25.34,114.97
35.48,64.91,57.29,1.03,8.71,51.62,5.67,67.25,30.2,102.99
41.94,84.73,43.71,1.75,8.23,45.61,13.59,67.15,35.56,117.37
51.39,108.43,48.71,1.64,15.68,56.74,11.29,48.12,34.06,113.53
46.55,90.45,44.44,1.34,13.78,55.09,9.13,52.51,33.68,133.25
61.67,83.43,45.01,1.17,9.54,46.9,17.59,66.2,31.9,121.74
38.25,80.71,35.9,0.98,10.14,58.62,8.07,54.66,28.05,93.24
54.02,90.21,52.86,1.37,10.04,52.11,6.57,57.91,32.61,103.62
53.79,66.87,32.44,1.41,14.92,64.46,8.69,58.65,32.14,122.34
53.61,89.08,43.98,1.5,6.43,46.28,7.09,56.2,27.23,96.36
58.77,91.18,48.55,1.18,10.18,44.28,14.77,66.46,27.26,132.54
61.27,105.21,52.3,0.77,10.93,48.08,12.98,70.44,29.14,101.0
47.9,51.53,24.8,0.91,11.07,51.39,12.9,46.5,25.58,102.61
,72.51,49.2,1.11,12.42,44.3,6.73,71.02,23.23,106.78
50.65,79.41,41.34,1.17,13.1,59.38,11.99,64.54,32.35,100.28
52.59,,35.6,1.16,13.62,40.76,9.09,52.99,24.02,112.62
47.48,89.27,57.42,1.63,11.92,68.01,5.58,59.9,30.69,125.84
56.11,79.72,40.68,1.02,16.79,53.31,11.73,78.25,30.67,133.04
39.57,,41.97,1.1,11.43,52.6,12.25,,25.53,96.12
51.73,95.61,48.79,0.67,11.84,66.47,10.0,37.92,28.27,124.02
48.14,70.88,53.15,1.17,8.14,54.83,7.09,56.71,29.12,112.48
47.9,86.54,48.38,1.45,17.07,,9.71,59.73,28.4,130.91
45.82,106.35,40.4,1.52,14.04,58.69,14.0,67.59,30.09,124.57
51.29,92.25,42.39,1.0,9.03,52.06,6.46,62.66,25.32,129.58
48.0,70.7,32.69,1.11,12.14,62.12,12.44,48.4,25.87,138.42
38.95,76.33,,1.28,10.23,60.95,8.89,57.66,31.43,119.83
33.35,79.61,37.26,1.8,14.36,42.41,16.49,57.84,27.22,143.43
,84.31,31.33,1.25,16.12,46.34,16.45,58.45,31.3,140.11
39.08,85.96,50.76,1.05,11.38,52.31,7.38,65.55,17.0,102.65
40.05,97.21,36.01,1.34,15.78,59.12,8.16,63.68,30.0,142.71
47.65,95.54,56.68,0.79,14.5,61.23,13.14,49.74,30.71,124.39
39.46,80.44,45.64,1.17,11.56,54.26,3.37,73.12,24.53,143.96
29.63,111.09,50.6,0.97,12.98,58.38,7.35,56.89,23.52,124.24
33.16,75.12,35.7,1.45,12.24,65.32,6.08,43.06,22.63,118.92
29.96,59.88,47.39,0.82,10.01,54.49,8.79,57.04,29.06,118.62
45.55,81.32,49.57,1.2,11.1,57.01,11.29,57.92,29.35,111.13
49.36,81.62,54.13,1.4,17.56,57.68,7.26,65.33,33.68,102.57
42.01,70.99,34.4,,10.22,43.57,3.74,62.52,28.98,107.23
33.22,88.86,50.25,1.24,2.34,56.27,6.69,54.9,25.83,112.73
,87.52,60.39,1.09,16.67,49.92,8.72,37.69,27.6,120.97
39.79,92.47,40.11,1.75,14.26,47.69,14.3,67.48,29.23,103.25
41.5,77.92,42.07,1.4,12.55,69.19,3.33,75.56,29.74,
38.52,91.04,46.33,1.13,14.31,62.04,5.45,55.07,20.26,115.02
35.55,62.99,51.62,0.84,12.63,47.09,9.06,63.47,30.73,109.15
47.09,65.17,44.05,1.3,9.45,52.06,8.94,63.76,28.56,124.42
52.89,87.44,52.34,1.35,14.18,57.89,11.72,54.44,25.56,119.23
40.76,79.52,48.48,1.26,10.46,47.23,9.79,60.06,28.07,126.38
42.85,89.24,47.32,1.01,16.54,51.56,13.69,57.16,26.63,97.66
58.68,94.59,45.81,1.35,12.7,53.89,15.26,52.15,25.66,117.89
45.87,97.5,48.36,1.06,5.53,38.62,9.89,68.81,23.55,122.25
41.1,112.22,61.04,,8.47,51.75,8.61,75.72,30.85,87.69
43.17,102.06,47.67,1.24,11.93,45.73,8.4,44.83,26.6,137.41
49.38,73.98,48.62,0.73,15.67,43.96,12.15,65.41,25.28,117.05
46.53,93.07,,1.11,6.39,54.94,15.8,69.71,25.65,107.34
57.09,94.16,47.79,0.87,8.91,40.85,12.33,47.96,29.2,97.71
44.74,84.22,39.61,1.18,14.36,61.82,8.83,56.87,34.2,118.46
52.85,81.46,53.01,0.62,14.29,58.35,7.52,59.85,33.29,101.08
55.72,87.75,37.95,1.0,12.29,66.56,7.33,41.65,27.98,113.73
51.15,55.05,44.18,1.01,6.59,53.64,9.86,59.23,27.98,98.47
41.97,110.86,50.88,0.74,11.05,46.98,13.29,52.98,28.42,131.94
42.41,84.49,56.04,0.8,10.96,52.87,11.86,51.64,27.51,120.4
48.06,95.98,50.77,1.27,11.06,54.31,11.01,65.74,22.75,102.42
57.73,89.27,42.82,1.24,13.11,63.99,7.11,57.64,29.86,148.17
50.21,,48.97,1.75,14.48,48.13,6.33,68.26,30.5,120.22
41.62,61.71,37.47,1.02,13.34,59.09,9.56,58.54,27.75,131.49
49.92,91.04,40.72,1.66,13.31,47.56,8.74,59.49,22.77,122.44
37.34,105.07,47.08,1.47,7.47,40.08,13.43,59.29,29.79,115.59
46.3,74.82,50.11,1.44,9.2,64.31,3.81,50.33,29.99,109.75
42.58,75.21,43.89,1.18,10.7,63.78,6.36,63.68,29.92,71.42
45.29,82.49,,1.24,12.03,61.6,9.89,75.29,30.41,98.94
47.51,76.3,38.53,1.16,13.19,58.43,9.69,55.68,28.82,95.49
51.4,90.48,44.05,1.35,9.59,46.3,10.69,51.68,27.0,113.73
40.58,76.41,49.34,1.87,17.64,56.65,8.03,56.23,32.61,120.86
43.64,93.74,31.84,1.13,14.7,53.13,9.59,66.55,24.53,85.25
39.81,74.55,55.73,1.53,11.28,72.79,13.67,42.13,,106.33
40.03,94.82,48.6,1.49,14.2,58.86,5.36,68.96,26.04,94.4
39.02,104.12,49.21,1.27,16.99,,11.63,55.85,25.0,121.89
42.59,91.2,42.01,1.18,14.32,54.3,10.94,68.16,28.6,97.07
41.98,105.86,43.55,1.09,7.35,62.66,8.89,64.01,27.58,93.52
46.76,91.23,47.15,1.26,10.67,55.34,15.68,53.4,31.01,95.64
43.05,87.85,29.25,1.2,11.07,63.03,8.62,68.17,30.51,119.48
41.89,98.04,55.56,1.55,9.27,52.98,6.95,69.49,31.69,111.4
46.85,71.8,44.29,1.21,8.85,52.6,10.94,62.48,30.08,124.38
27.82,70.83,45.78,0.94,15.59,53.54,8.92,61.63,18.01,130.65
41.43,70.07,50.18,0.94,13.85,53.07,10.59,64.11,24.97,111.89
37.54,88.45,45.84,1.21,11.89,61.9,6.48,50.73,24.61,142.33
29.15,91.8,52.44,1.13,12.33,57.46,12.79,59.04,28.77,123.43
42.93,82.42,35.41,1.14,12.77,53.48,10.45,66.44,23.56,115.98
42.16,99.6,45.51,1.78,14.77,,6.95,67.77,28.94,125.56
34.58,86.72,45.47,1.47,12.89,43.95,14.11,42.86,31.52,82.59
41.31,84.08,58.84,1.14,12.19,67.15,15.9,48.22,27.52,137.59
30.07,86.91,43.4,1.29,9.0,64.31,11.72,56.22,25.38,97.04
51.4,75.87,53.41,1.66,7.45,63.96,13.99,48.44,29.18,146.35
47.37,89.83,56.42,0.67,11.54,53.43,10.72,63.56,28.15,113.62
38.45,66.08,49.06,1.69,11.01,54.05,10.33,65.41,28.2,
47.59,76.59,51.86,1.48,4.29,63.1,7.85,59.96,32.81,123.95
51.28,103.71,32.61,0.99,13.13,58.56,9.76,59.68,28.95,125.45
50.8,76.18,44.29,0.82,3.4,70.55,7.24,55.05,17.48,129.83
43.11,110.13,,1.02,7.96,40.88,11.53,55.02,24.68,102.0
37.62,103.74,43.74,1.36,11.68,63.0,2.83,55.82,36.92,126.96
32.45,105.41,55.41,0.92,12.58,58.04,3.5,64.88,32.94,113.57
26.33,86.44,42.95,0.94,9.93,52.97,10.28,68.76,21.29,119.33
44.95,82.27,43.05,1.09,13.32,43.14,12.13,65.17,27.12,121.93
,99.02,53.24,0.87,11.35,59.3,14.37,54.91,38.54,
42.11,86.71,44.64,1.5,11.54,42.54,12.09,53.85,29.97,117.06
35.02,75.64,,1.27,4.19,55.09,12.01,61.89,28.16,120.99
45.3,80.44,47.68,1.14,,46.14,8.28,52.5,34.88,117.04
56.26,75.58,31.62,1.26,10.28,53.64,11.2,58.17,25.54,105.78
33.26,92.58,50.7,0.99,8.13,58.93,8.49,57.51,25.89,109.44
40.16,67.86,45.64,1.02,11.47,67.75,12.89,70.41,32.15,146.04
49.52,80.43,48.24,0.96,14.15,57.34,9.35,59.69,28.46,130.39
57.37,72.26,43.6,1.34,12.38,72.05,11.09,61.02,28.28,
38.3,91.66,,0.82,10.16,43.44,4.13,43.11,29.72,98.02
48.88,89.39,58.96,1.04,11.73,49.4,13.73,64.7,26.05,112.87
45.69,79.77,38.88,1.63,12.99,56.25,9.09,68.71,23.98,127.47
46.53,97.02,50.84,1.29,11.44,55.22,10.03,61.79,24.15,107.6
,70.32,48.39,1.23,7.27,70.41,7.39,64.38,30.71,117.56
46.44,90.9,39.85,1.1,12.47,45.37,14.21,48.17,26.06,99.47
36.59,101.17,44.84,1.25,11.42,55.73,15.33,60.32,33.92,132.52
53.08,61.47,63.3,1.22,11.53,48.76,8.29,59.76,27.61,138.55
37.29,82.11,51.74,0.71,14.88,62.35,12.51,,25.39,89.07
58.11,79.65,28.63,0.85,9.26,48.25,8.29,52.57,27.02,110.48
52.44,46.18,46.33,0.66,13.91,37.97,11.96,53.5,22.2,123.03
53.82,97.8,50.67,1.25,9.34,43.03,10.29,52.3,30.97,129.88
45.73,66.09,54.16,1.12,11.35,44.67,12.53,56.06,32.2,115.13
,82.03,44.0,1.02,9.85,46.82,11.35,57.62,25.06,122.71
62.65,84.06,42.83,1.46,13.99,54.28,6.73,63.47,34.06,121.43
33.47,88.82,30.97,1.37,4.5,48.06,13.12,52.29,22.27,112.61
46.86,96.63,24.02,,14.02,44.3,9.02,58.36,24.71,107.56
44.84,113.76,31.82,1.27,8.25,43.94,16.3,64.68,23.71,141.74
16.18,87.78,48.74,1.0,9.75,47.21,7.14,60.6,26.79,111.24
46.85,89.18,58.05,1.12,10.91,56.66,12.28,64.2,31.57,116.47
37.1,91.48,29.39,0.75,9.34,42.05,7.19,54.42,19.57,104.43
37.77,84.53,60.74,1.54,11.12,59.56,17.99,73.14,27.19,129.17
51.71,89.68,40.6,1.19,10.42,56.82,4.43,61.51,32.78,141.83
50.1,72.23,49.05,1.41,15.43,59.46,14.54,58.76,25.37,119.7
43.81,68.39,51.73,1.19,10.63,57.94,10.99,52.98,31.79,117.04
51.49,94.79,48.68,1.34,8.3,63.23,4.11,58.49,25.32,111.46
52.08,90.25,42.47,1.04,7.06,60.63,4.34,65.27,27.16,90.32
44.68,101.87,50.66,1.47,9.92,56.14,8.43,55.3,31.48,120.21
29.72,85.09,,1.01,6.93,48.89,13.41,58.77,33.27,139.52
50.06,88.31,46.44,1.22,11.23,64.36,8.52,70.01,25.58,114.66
47.98,97.81,49.18,1.19,14.35,67.43,11.49,55.28,27.52,132.1
47.99,95.57,50.03,1.16,18.03,57.37,13.19,57.12,30.2,119.73
49.03,94.31,36.62,1.32,13.66,49.84,11.42,53.44,26.97,118.61
39.15,76.54,43.06,1.45,12.84,49.5,4.75,46.28,31.84,134.19
46.79,80.96,44.7,0.92,9.34,57.08,9.26,64.27,26.89,91.73
43.85,102.15,30.82,1.26,13.97,65.6,12.59,58.69,28.1,130.48
51.64,83.2,45.45,1.32,8.89,46.44,10.11,64.2,32.39,127.59
40.04,75.0,49.95,1.3,13.73,66.9,5.72,,24.68,145.35
50.33,71.31,30.39,0.94,10.4,55.68,13.14,51.54,24.09,130.91
43.98,65.02,52.89,1.28,14.05,61.91,7.27,64.51,26.15,106.64
41.67,66.22,42.89,0.87,14.33,65.47,7.07,53.59,32.28,128.8
52.3,90.58,37.69,1.1,12.79,62.76,9.2,57.06,28.72,128.36
28.25,76.89,36.0,1.41,13.66,48.02,12.4,67.89,30.44,113.03
,90.25,47.46,1.31,15.99,63.31,7.7,62.21,37.29,114.74
51.1,93.37,33.88,1.18,13.65,62.71,11.99,52.65,27.09,117.89
31.95,80.6,40.61,1.3,14.37,58.13,8.95,70.91,25.41,125.09
48.0,84.29,43.72,1.23,10.31,48.74,10.98,56.76,28.63,121.8
41.98,84.29,50.2,1.03,11.76,59.55,11.5,51.91,34.03,112.85
49.31,55.25,44.63,1.05,7.55,53.88,8.96,62.99,30.2,106.46
40.47,74.29,50.09,0.73,10.09,55.77,10.81,59.69,30.04,119.92
54.7,71.97,59.7,1.48,16.46,53.48,8.83,55.72,35.52,116.73
24.69,100.35,38.99,1.77,9.94,44.73,14.08,54.53,22.54,113.46
56.27,71.54,35.1,1.46,11.46,57.78,11.22,60.66,26.1,105.38
38.65,97.94,45.55,,11.41,59.55,12.46,38.4,24.74,104.56
39.78,90.49,,0.99,9.0,52.26,9.9,64.72,21.68,130.83
36.49,84.58,47.37,0.97,10.52,55.72,5.96,59.04,21.41,124.59
43.43,67.96,47.55,1.1,14.78,50.94,15.08,62.71,26.31,
,92.38,60.97,1.35,15.22,49.01,9.63,67.37,25.22,127.3
40.23,69.6,37.17,1.5,10.42,42.14,7.53,43.6,25.81,135.87
44.16,87.69,45.71,0.92,17.17,48.04,13.53,56.89,34.79,132.1
49.36,76.77,40.51,1.21,15.28,61.38,10.71,56.83,27.11,131.95
43.62,71.9,38.11,1.25,10.32,56.33,6.63,58.24,31.1,129.41
46.79,79.47,43.39,1.57,9.99,68.37,9.39,74.82,30.54,120.29
46.77,74.68,52.6,1.13,,47.53,4.64,62.64,32.81,108.26
49.1,60.55,47.46,0.93,13.44,53.16,6.91,57.78,31.43,104.33
36.63,97.34,30.68,,13.9,51.09,11.03,48.99,20.09,85.11
46.08,69.03,48.77,1.07,8.8,51.72,11.57,49.43,33.29,114.88
41.31,79.58,42.28,0.99,6.86,48.34,9.86,82.36,27.57,118.35
60.41,75.12,46.26,1.21,11.63,64.98,11.13,58.72,29.66,128.53
42.18,91.49,45.61,,14.67,47.64,14.21,60.34,34.49,73.77
46.01,114.67,49.18,0.6,12.38,52.49,8.31,50.3,30.26,110.2
49.55,107.71,44.85,1.97,8.02,71.37,13.11,51.13,25.5,119.32
41.64,98.97,46.4,1.21,9.54,43.66,10.38,65.22,36.05,119.64
37.93,98.77,40.53,1.42,11.49,56.31,10.12,48.74,30.74,71.8
52.26,72.41,43.74,0.96,6.26,54.0,10.14,53.31,26.93,96.32
48.68,82.57,51.34,1.02,7.34,45.46,4.02,47.45,26.01,106.02
23.38,73.46,47.06,1.32,12.3,62.91,10.81,55.27,25.02,109.04
32.11,74.26,42.5,1.52,13.18,54.98,8.55,58.6,33.39,135.66
55.43,108.21,38.95,0.62,7.62,52.69,10.63,61.0,27.59,113.64
35.36,69.22,51.53,0.92,9.53,47.36,9.66,50.39,23.53,103.61
51.23,108.6,41.77,0.78,14.79,42.73,10.64,58.15,29.85,112.17
46.69,,50.46,1.14,13.67,57.6,9.57,55.1,29.28,107.08
39.4,89.26,35.06,0.94,10.49,43.33,10.4,63.97,30.91,110.38
49.38,61.43,41.24,1.62,12.89,53.75,14.39,69.39,25.57,112.42
39.91,84.25,42.35,0.98,17.18,62.53,0.13,63.67,25.36,107.09
45.77,104.57,33.05,0.77,17.83,50.06,4.39,61.07,26.03,131.15
55.66,90.38,56.71,1.63,5.13,51.84,9.33,62.79,36.45,105.27
44.39,102.9,39.02,0.98,10.68,60.93,12.03,43.05,23.0,112.04
54.81,87.96,55.2,1.43,14.91,46.46,9.46,67.12,29.22,116.98
41.71,90.33,32.65,1.19,10.8,67.09,8.91,51.93,29.54,115.37
61.9_err,84.17,33.91,0.4,10.56,44.23,11.23,62.36,26.5,100.51
50.81,80.89,24.69,1.32,14.3,60.9,15.37,48.0,32.21,
41.15,100.0,34.73,1.37,13.43,56.25,7.2,74.3,24.29,113.75
57.08,80.5,56.51,1.43,11.59,35.06,12.61,42.43,26.99,132.45
34.65,77.41,47.5,1.31,14.2,57.68,8.41,60.36,25.61,105.94
55.13,99.88,35.41,0.9,12.57,57.62,12.51,76.02,31.68,112.63
47.75,56.68,61.53,1.35,18.21,49.12,7.76,56.75,29.17,120.38
43.36,94.98,45.02,1.02,7.18,57.26,5.09,64.16,23.75,112.64
28.63,85.43,57.77,1.05,6.54,50.93,12.15,68.61,29.01,119.21
40.56,71.88,61.48,1.23,11.41,47.55,12.72,49.88,29.24,132.79
44.21,79.72,37.94,1.28,15.66,65.4,13.93,54.53,36.22,96.5
51.14,85.55,39.43,1.68,13.68,47.3,6.16,54.41,26.61,92.03
40.6,84.97,50.99,0.82,14.01,54.04,10.44,43.25,39.77,125.7
30.96,86.36,39.9,1.01,11.2,55.71,13.59,57.56,36.3,90.56
34.07,66.6,46.85,0.97,16.85,60.61,9.15,64.62,23.05,128.86
42.25,84.43,40.93,1.42,13.83,55.08,5.25,55.68,27.07,107.01
62.59,77.26,54.65,1.31,14.32,62.17,10.53,55.47,27.13,111.07
56.13,78.35,62.39,1.02,15.73,48.24,9.74,75.38,25.1,115.01
41.29,99.8,45.93,1.31,12.32,35.39,7.42,46.04,27.7,90.79
39.52,100.5,40.14,1.24,13.62,47.47,8.82,58.67,28.91,99.0
44.55,73.66,52.28,1.44,10.97,66.9,,71.98,,128.75
38.67,92.87,50.14,1.04,12.21,63.3,4.57,71.78,22.92,126.78
47.34,73.65,45.4,0.74,14.36,61.72,12.2,63.24,28.54,90.57
53.01,72.13,42.0,1.49,18.44,67.64,7.13,68.32,33.15,129.15
40.64,79.31,40.05,1.45,13.82,57.63,9.87,52.64,22.28,137.8
47.05,99.88,52.37,1.07,9.54,65.01,12.81,51.87,28.42,108.33
54.33,,50.4,1.11,14.26,54.99,12.67,47.4,27.51,117.81
33.34,84.72,47.48,1.63,12.16,49.15,8.9,58.8,29.37,88.36
52.7,75.85,46.26,1.06,13.53,59.34,7.58,54.7,29.5,101.44
43.87,57.65,43.85,0.99,5.93,75.65,7.18,79.01,29.61,109.54
55.51,76.11,44.62,0.66,10.69,65.22,8.18,55.36,28.63,127.21
47.92,80.67,55.38,1.12,14.91,57.46,8.21,67.22,32.89,126.95
53.25,69.28,45.01,1.42,13.94,47.13,7.6,70.66,27.65,129.84
54.48,69.48,44.74,0.99,10.06,54.88,13.32,77.63,26.83,127.56
36.0,94.06,40.68,0.98,14.83,45.98,10.38,64.69,24.52,114.88
47.69,106.4,39.66,1.86,14.53,50.96,15.41,52.6,28.49,114.52
46.29,79.06,47.56,0.56,8.97,52.22,11.87,47.77,33.17,104.42
44.32,94.42,,1.15,10.11,59.56,7.55,56.43,27.84,95.46
49.71,87.8,43.41,1.03,11.49,48.89,11.13,66.03,33.9,114.96
47.43,80.43,40.34,1.16,8.17,61.46,16.11,53.7,29.13,151.43
50.39,83.05,44.23,1.31,10.79,51.42,7.22,80.98,21.1,122.0
48.67,94.55,46.92,1.07,8.96,50.63,9.83,61.87,27.87,99.16
43.38,57.1,39.41,0.79,15.84,70.39,8.87,63.74,23.65,115.2
52.94,86.48,35.18,1.32,7.68,73.66,,66.2,23.46,116.44
50.58,72.66,42.11,1.11,8.69,54.91,12.41,65.4,19.37,112.82
51.51,92.53,45.76,1.19,15.24,44.38,11.36,64.7,30.13,121.67
47.63,76.69,45.15,1.02,8.3,63.51,9.97,67.65,31.3,117.9
52.8,106.24,55.43,1.64,15.23,55.41,10.72,60.79,26.43,86.39
46.08,106.18,,0.97,10.84,54.35,8.47,48.42,23.55,124.54
47.23,87.72,40.93,1.48,8.63,52.12,8.13,61.94,29.35,118.35
34.48,84.95,57.33,0.9,8.22,70.42,8.6,45.09,27.21,117.94
37.83,69.23,50.75,1.08,10.24,58.64,7.79,73.27,,138.21
45.48,96.12,44.12,1.8,10.04,49.77,9.94,69.17,33.03,126.7
25.63,84.4,45.66,1.07,10.59,39.7,10.39,69.5,37.24,100.32
51.28,103.55,59.49,1.04,11.0,56.75,13.27,53.45,28.36,106.29
37.96,83.86,52.58,1.4,14.11,60.84,8.04,69.93,26.71,141.55
43.96,86.57,41.51,1.48,7.88,69.06,9.6,47.25,31.28,83.15
34.84,103.14,39.56,0.91,12.18,42.51,5.34,45.57,26.71,108.74
48.16,52.76,50.75,1.07,13.62,41.82,8.57,57.45,25.89,111.24
59.07,90.91,47.58,0.91,17.53,67.43,14.41,43.58,27.26,145.94
48.16,105.73,42.31,0.98,9.58,49.75,9.98,60.15,32.6,130.65
48.68,74.13,37.65,1.73,9.54,49.23,12.77,60.38,28.25,106.15
62.66,105.31,51.88,1.32,13.11,67.29,11.02,58.18,28.66,107.25
53.64,71.01,41.51,1.34,15.0,78.63,12.87,63.81,30.0,123.03
32.36,78.5,38.15,1.01,15.35,59.82,7.84,56.45,24.25,132.91
39.78,102.51,38.18,,10.11,54.63,9.67,53.31,23.07,91.18
44.71,77.12,56.63,1.38,9.47,64.27,15.37,62.52,23.69,110.18
44.08,86.52,37.26,0.99,8.32,66.54,6.94,59.42,25.56,132.6
57.74,87.0,30.34,1.69,9.15,50.21,9.38,55.58,31.01,129.37
47.94,91.44,25.76,1.0,15.38,67.22,8.72,58.95,26.07,101.65
41.81,79.46,65.26,0.89,9.09,,12.43,42.67,24.88,118.0
53.24,77.22,51.1,1.51,15.97,50.15,7.75,53.73,29.49,108.05
48.54,64.85,41.16,1.57,10.25,34.59,7.37,62.18,24.69,122.81
40.48,99.68,50.58,1.27,10.51,47.9,14.56,73.67,18.81,135.27
41.58,92.08,35.57,1.23,14.04,60.56,11.95,58.72,24.51,113.75
47.58,98.69,38.59,0.87,9.65,66.18,7.64,60.53,22.95,131.77
,68.94,49.33,1.53,10.39,49.08,10.14,58.9,34.6,96.34
32.04,86.66,36.79,1.49,17.41,55.3,10.86,63.81,21.34,111.52
56.4,82.9,44.59,1.26,10.3,64.16,7.64,48.45,31.59,110.14
39.84,77.8,50.01,1.27,17.25,51.41,7.62,72.84,27.28,146.67
26.84,64.22,43.98,0.99,19.66,50.3,12.99,64.24,21.99,124.93
51.73,90.03,48.33,0.94,12.15,56.23,9.6,68.71,27.7,100.35
49.26,90.9,60.4,0.97,8.0,48.4,8.35,57.16,23.8,125.63
46.19,85.75,45.9,0.61,6.05,74.41,13.57,71.79,31.63,139.07
38.15,79.65,44.56,0.83,14.65,50.56,1.67,,35.02,105.8
47.26,84.58,42.82,1.41,12.54,60.97,10.22,55.94,,115.5
45.91,72.37,38.63,,16.87,48.1,1.33,52.36,34.97,119.19
39.86,69.42,40.18,1.25,9.26,53.57,11.96,57.48,22.97,136.9
51.96,86.71,,1.69,17.85,51.45,,57.62,33.83,124.38
43.48,87.84,31.83,1.36,,58.88,4.55,61.05,24.56,124.62
39.72,68.98,,0.63,15.02,34.86,8.9,56.74,26.37,136.45
42.55,88.01,28.4,1.71,3.78,61.1,12.01,64.74,30.97,112.08
46.13,86.5,49.5,0.54,14.45,48.35,15.57,53.03,20.75,132.44
48.82,89.29,43.36,1.14,8.61,53.08,12.31,67.9,27.04,97.32
48.39,76.26,47.54,1.29,14.12,48.93,8.62,66.2,22.7,109.04
45.56,76.41,52.86,1.27,8.71,,9.89,58.15,32.59,108.78
43.54,67.94,45.27,1.27,8.3,69.55,17.05,55.3,30.67,136.71
61.83,84.57,45.81,0.71,11.74,44.92,7.26,54.21,27.05,95.37
51.4,104.66,53.28,1.52,8.04,56.81,6.84,66.16,25.26,88.39
53.01,76.57,56.04,1.44,9.62,56.63,11.8,63.6,18.35,115.01
52.68,90.46,44.14,1.16,15.53,44.85,9.08,60.34,30.24,101.08
54.3,81.06,46.96,1.47,16.87,51.04,13.62,59.67,24.05,138.07
39.65,91.33,41.2,1.18,5.21,56.05,,61.02,,136.92
44.98,66.18,41.76,1.18,11.69,53.82,12.33,59.46,27.43,95.72
39.26,76.19,40.17,1.02,9.74,71.64,6.73,77.54,24.88,119.22
44.7,72.57,37.83,1.15,11.9,71.04,8.22,67.8,26.71,116.37
49.6,93.89,47.22,1.62,9.0,74.23,14.95,58.43,26.95,136.1
38.7,70.76,35.54,1.42,13.19,61.75,8.87,62.28,28.26,
40.74,95.19,50.22,0.96,11.29,63.84,8.85,72.33,27.77,103.53
56.53,69.41,40.08,1.1,9.53,51.6,,66.94,31.19,
47.96,104.17,36.06,1.54,14.77,45.03,11.67,63.26,25.53,128.61
38.13,120.27,37.22,1.05,11.84,45.67,13.1,58.51,28.74,126.37
48.36,101.04,55.36,1.2,10.5,51.44,9.49,66.54,29.87,125.56
51.02,98.07,53.44,1.61,12.89,62.15,17.28,53.27,22.65,112.59
53.88,,59.36,1.21,11.41,52.49,13.07,53.69,32.1,108.46
